"","107580__1680_28116","179995__309120","77095__74426_349096","1680__28116","189722__1584_371601","40519__33959_39485","35833__850_633701","1559__28026_228603","82688__470_1352","1685__216816","28128__28130_76517","28130__76517","470__1352","78345__762212","53408__44749_1329370","1661032__38313_1465754","1308__328814_454154","1490051__28111_77098","1584__371601","103891__28161_97478","28026__228603","33959__39485","28118__214856","77038__328813_351091","2173__310514","40520__360807","274__52226_187327","850__633701","999468__39483_508460","301301__487175_762210","1246__308994_1870820","44749__1329370","1303__228604_395922","38313__1465754","1596__83771_574375","1605__1515_329854","74426__349096","328814__454154","33038__823_29375","28161__97478","28111__77098","52226__187327","376804__1097668","905__78342","328813__351091","493__729_204516","246787__817_818","876__1363","169435__1586267","83771__574375","308994__1870820","228604__395922","39950__28135_47678","487175__762210","33043__907_1623","1735__40518","39029__562_29466","39778__47770","1264__45851_46506","1515__329854","39483__508460","729__204516","823__29375","840__357276_423605","817__818","901__1539","1755629__1630_218538","28135__47678","562__29466","45851__46506","39484__821_310297","907__1623","264027__28117_69825","1535__165179_234908","39488__46503_239935","357276__423605","1161942__28125_1297750","387090__820_310298","1630__218538","28117__69825","821__310297","165179__234908","46503__239935","28125__1297750","820__310298","1304__853_1755626","853__1755626"
"SRR5699048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95714997752217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47500239509229,0,0,0,5.12193400666957,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28682989715451,0,0,0,0,0,-2.62923108052059,0,-2.79011969966285,-5.6187753008754,-2.78591267148108,0,0,-2.79809053288975,0,4.83262907901486,4.55396181630088,0.678024009923397,4.82534229245517,0,4.84643496714252,-2.92257931467784,5.06205586217184
"SRR5699050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48451177774437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30330063105653,0,0,0,0,0,0,0,0,0,0,0,0,-2.4671832251975,0,0,0,0,0,0,0,0,0,0,0,-3.25874337135108,0,0,0,0,0,-4.27328669762371,0,-2.71463726630846,0,0,-5.64430908800837,-3.30082400648537,0,0,0,-2.9879960394968,0,-2.51019632653126,-2.5463824566058,-4.70188966936613,0,5.71719488607572,0,5.17536095322304,-4.3477875745249,4.4104637903433,-2.45081704210277,4.24493963697768
"SRR5699051",0,0,0,0,0,0,0,-2.59703568070203,0,0,0,0,0,0,0,0,0,0,0,0,-4.49819774804513,0,0,0,0,0,-2.59976605101857,0,0,0,-2.61643177595477,0,0,0,0,0,0,0,0,0,0,-4.50292688815687,0,0,0,0,0,0,0,0,4.53179277049134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52939605936146,0,0,0,-2.87065825434524,0,0,-5.33424599638634,0,0,0,-3.05613436094572,-4.38104248727856,0,4.97212594769293,1.24697394150669,0,0,5.29337998791503,-2.75051697821331,4.76403515334627
"SRR5699052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06033615259819,0,0,0,0,0,-2.67040681954332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30065770453993,0,0,0,-4.62528028832745,0,0,0,0,0,0,0,0,0,0,-4.18476285140099,0,0,0,0,0,0,0,-2.68200739502726,0,0,0,0,0,0,-2.46963246963463,0,-2.8160184838194,0,-2.65846694311506,4.64537307446267,0,-3.25461811397364,0,4.87748708902827,4.27752891342898,0,-4.6045998157176,0,5.63716393263635,-2.62784758828039,4.55156553744897
"SRR5699053",0,0,0,0,0,0,0,-2.90862543023223,0,0,0,0,0,0,0,0,0,0,0,0,-5.03788702534911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64998029949213,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34790036972294,-4.58990051777696,0,0,-2.78273610073093,0,0,-6.38276899506835,0,0,-2.36113016380672,-2.34667667367382,4.06668273146988,0,4.81984031052208,0.4529627154372,0,-4.08959740699666,4.06456322773978,-2.8462092763305,4.92977907557827
"SRR5699055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54586825240328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37132337447869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92021021126994,0,0,0,0,0,0,-3.3275168959072,0,0,0,0,-5.05795245470097,0,0,5.76342832675514,0,0,0,2.57773196056482,4.37640496103815
"SRR5699057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77045101086515,0,0,0,0,0,0,-3.07270165104119,0,0,0,0,0,-2.78410806035889,0,0,0,0,0,0,0,4.798561910699,0,0,0,0,0,0,-5.32207537610411,-2.61751625227996,0,0,0,0,0,0,0,4.82221661430364,0,0,0,0,0,0,0,-4.53367113858617,0,-2.82828594819063,0,0,0,0,0,0,0,0,0,-2.92524211997689,-2.72527967734626,4.89873496059929,0,-2.77118082298859,0,0,0,5.06666797624047,-4.72032286599864,0,4.79982598237677,-2.67448120829342,4.63233733665241
"SRR5699058",0,0,0,0,-2.59772594201226,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49939331570496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46622804186824,0,0,0,0,-3.06268967612066,0,0,-2.5811806844343,0,0,-6.00368307913577,-2.41534853554188,0,0,-2.56456520370204,0,5.30473412685766,-2.8830114387685,-2.62353055218299,-4.47073608895562,0,4.18350638154562,-4.44195723213516,0,-4.99352229074929,4.54408821159017,-3.01453431916456,5.22132660195306
"SRR5699060",0,0,0,0,-2.4095171580623,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17340613947288,0,0,0,0,-3.00623636807879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2069541290738,-2.42247888542678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19585650982201,0,0,0,4.918689574196,0,0,0,0,-3.0491604463553,0,0,-5.57149217519205,0,0,0,-2.46248004013167,0,0,5.28130081351678,0.748788139683712,0,0,4.26514054213231,-2.78157282073361,4.8178254504633
"SRR5699061",0,0,0,0,0,0,0,-2.2252499939771,0,0,0,0,0,0,-2.53211458220679,0,0,0,0,0,3.85424604911068,0,0,0,5.44286780514185,0,0,0,0,0,0,4.3857511069682,0,0,0,1.65710381857155,0,0,0,0,0,0,0,0,0,0,0,5.20441244009804,0,0,0,0,0,0,-2.55822663678167,0,-2.28455513138572,0,0,4.85661248960046,0,0,0,0,0,0,0,0,3.95696556025226,0,0,-4.4309785121819,0,0,-2.62383941480147,0,0,0,0,0,0,0,4.54462317733794,0,0,0,0
"SRR5699063",0,0,0,0,0,0,-5.61606373278369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9710321117094,0,0,-3.78805398474409,0,0.9634502960619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.472668486352164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.85704539386198,0,0,0,0,0,0,0,1.28897907942694,0,0,0,-2.87365717709922,4.9773202342708
"SRR5699064",0,0,0,0,0,0,-5.11342985699862,-2.60419016497546,0,0,0,0,0,0,0,0,0,0,0,0,-4.51058967830867,0,0,0,0,0,0,0.896545575819384,0,0,-2.3570801543311,0,-2.87205957197991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08258258481376,4.97455310103373,0,0,0,4.08388651219372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.79490223503955,0,0,0,0,0,0,0,1.68371411841944,0,0,0,-2.88757799752085,5.00143180252411
"SRR5699065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47791382453543,0,0,0,0,0,0,0,0,0,0,0,0,-2.41193413194015,0,0,0,0,0,4.29187264087269,0,0,0,0,0,0,0,0,0,-4.17759246102987,0,0,0,0,0,0,0,0,-2.95957982224845,0,0,-3.04994083756232,-5.19470264715449,0,-2.45023631897432,-2.76145948402903,0,0,5.12614262118998,5.28265249073711,0.230831111790803,-4.24393379501407,4.78298812938121,-2.9512712264318,5.11175171109598
"SRR5699067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80803385660415,-2.68296364012015,0,0,0,0,0,0,0,0,0,0,0,-3.28406329619611,0,0,-4.86365730901196,0,-3.06249551157272,-4.64702933954804,0,-2.88674355208604,0,0,-5.68816448428378,0,0,-2.48053061488214,0,0,5.3043978239956,-2.67915707698212,-2.99934405786751,-4.99998650063488,4.29640505470593,0,0,0,-4.64043617879076,5.19501629760634,-2.66702751600468,4.61942716290432
"SRR5699068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45671389493019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25515328567952,0,0,0,0,0,0,0,0,0,0,-2.39000139469761,0,-2.28200337391711,0,0,0,-2.75061228573788,0,0,0,0,0,0,0,0,-4.13960384577673,0,-4.76420023082117,-2.69207505094522,3.95254578666803,-2.53686248788683,0,0,0,-2.44320875762939,-5.80054655411207,0,4.39397472083557,4.66281076602569,0,0,-4.23176170171133,-2.03526095462531,0,0
"SRR5699069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85344806819795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.94231703087811,0,0,0,0,0,0,0,-2.61116276074214,0,0,0,0,0,0,0,0,0,-5.22660329158149,0,0,-2.85792759383498,0,0,-4.5226665684372,0,0,0,0,-2.80245790283707,0,0,-4.95007579687525,-2.80282231604693,0,0,0,0,0,-2.71363186749645,-2.95540270753105,-4.85399947378673,0,4.85463065598116,0,0,-4.70014826754187,5.1189076462704,0,0
"SRR5699070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09537877555962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72085611660285,-2.83921391729505,0,0,0,0,0,0,0,0,0,0,0,-2.54795591052807,0,0,-4.71266103404068,0,-2.50938116589789,-4.91766275831169,0,0,0,0,-4.41318909248003,-3.14581170304186,0,-2.5451577366383,0,0,4.34637567489157,0,-3.10029855257021,0,4.40834251313454,5.44870570071327,0,0,0,5.36987461168385,-2.9401389851647,5.09247010361926
"SRR5699074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74676598854173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75753824865642,0,0,0,0,-2.15245566588552,0,0,0,0,0,1.12142438399246,0,0,0,-2.2979248227371,0,0,0,0,0,0,-3.31146277656228,-3.72816257435321,0,0,-5.56272949708028,3.98012254495436,0,-2.56452762399786,0,0,-2.30978697922224,-3.14572403087093,5.73562177637898,0,0,0,0,4.44189214217818,-4.00066840267397,5.44855384805882,0,0,0,0
"SRR5699076",-2.44722633780818,0,0,-4.23872035470448,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68621147121852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65265474802482,0,0,0,0,-2.40296325300568,0,0,0,0,0,0,0,0,0,0,0,0,-2.9273201378441,0,0,-4.16205444292682,0,-2.73936568891097,0,0,0,0,0,-5.07026720876551,-2.46160147941186,0,-2.60702568381693,0,0,4.74472055370471,0,-3.27500878705377,0,4.51550094100791,4.26361883032806,0,0,0,5.67248161441165,-2.78190119037211,4.81839420336084
"SRR5699080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40306965965358,0,0,0,0,0,0,0,0,0,0,-4.16223874464725,-3.30082207205815,0,-2.76340215642869,-6.00567398755394,-5.13922457244449,0,0,-2.50966739613592,0,4.78635293667989,5.7171915355495,0.101565689408289,0.16514003097554,0,4.34687144020651,-3.04182461800486,5.2685947860982
"SRR5699081",0,0,0,0,0,0,-2.93871424277056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19772647880218,0,-5.09000237740492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42175310161893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1945994153915,0,0,0,4.16579751141384,0,0,0,0,-2.64066393802319,0,0,-5.92451388267164,0,0,0,0,0,0,4.57376410637107,0.793697096447731,0,0,0,-2.99952618780278,5.1953317559078
"SRR5699082",-2.56210939213357,0,0,-4.43770364172476,-2.34206499214345,-2.50553189174935,0,0,0,0,0,0,0,0,0,0,0,0,-4.05657556102085,0,0,-4.33970853649404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63986300044162,-2.62297726677227,0,0,0,0,0,-2.47101112343214,0,0,0,0,0,0,0,0,-4.57237684178611,0,0,-4.54312989314772,0,0,-4.27991681185232,0,0,-2.79216907549135,0,0,0,0,0,0,-3.08113759402555,0,0,4.83617870207363,0,0,0,5.33668685796279,-3.02206241098765,5.2343656394747
"SRR5699083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63226074781309,0,0,0,0,0,0,0,0,0,0,-4.55920935398152,-3.20583092748611,0,-2.53904967070492,-5.47646221733971,-2.65773947314098,0,-2.65773947314098,-2.59921086408972,0,4.39776303260195,5.5526620468816,0.115851839740178,4.60333980076151,-4.60333980076151,4.50196527618839,-2.51266009268634,4.35205494268347
"SRR5699084",0,0,0,0,-2.49877399404479,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32800351431738,0,0,0,0,0,0,4.29571003324106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56087177678101,0,0,0,0,0,0,0,0,0,0,0,0,-3.09340267420511,0,0,-4.4355600290539,0,0,0,0,0,0,0,-5.35793059999269,-3.21199219480563,0,-2.73425686810095,-2.90291481607656,0,0,0,-2.93843706198348,0,4.73587181649499,5.56333367491802,-5.02799595148906,0,0,5.0895222861988,-2.90749444544402,5.03592810223335
"SRR5699085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52303528150047,0,0,0,0,0,0,0,0,-2.54960251080112,0,-3.18664851929143,0,0,0,0,0,0,0,0,0,-4.37002529684767,0,0,0,0,5.51943714127688,0,4.41604108781272,0,0,0,0,0,0,-2.38931468285721,0,0,0,0,0,0,4.18267336271281,0,0,0,4.138414425979,0,0,0,-3.26345319765488,0,0,0,-2.43281650041421,0,0,0,5.65246674646137,0,0,4.21376178420932,-2.78097542166817,4.81679072492955
"SRR5699087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67375568398496,0,0,0,0,0,0,-2.70201278670962,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.63108069168802,0,0,0,0,0,0,4.68002342928182,-2.89752547301877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01866133549355,0,0,0,0,0,0,0,0,-2.88837780372625,0,-2.57144820950263,-6.18705781331375,0,0,0,-2.75016757524351,0,4.45387894789057,5.00281710750808,0.310451988294811,0,0,4.76342996965026,-2.72365091109562,4.71750176009887
