"","Part","BalanceID","Component","Group","d.group"
"19","1","1735__151276_633701","1735","1735__151276_6337011","p__Terrabacteria group"
"45","-1","1735__151276_633701","151276","1735__151276_633701-1","p__FCB group"
"80","-1","1735__151276_633701","633701","1735__151276_633701-1","p__FCB group"
"122","-1","147206__74426_147207","74426","147206__74426_147207-1","p__Terrabacteria group"
"126","1","147206__74426_147207","147206","147206__74426_1472071","p__Terrabacteria group"
"127","-1","147206__74426_147207","147207","147206__74426_147207-1","p__Terrabacteria group"
"173","1","821__338188","821","821__3381881","p__FCB group"
"230","-1","821__338188","338188","821__338188-1","p__FCB group"
"263","-1","97478__1304_341225","1304","97478__1304_341225-1","p__Terrabacteria group"
"291","1","97478__1304_341225","97478","97478__1304_3412251","p__Terrabacteria group"
"314","-1","97478__1304_341225","341225","97478__1304_341225-1","p__Terrabacteria group"
"347","1","1308__40518_536633","1308","1308__40518_5366331","p__Terrabacteria group"
"364","-1","1308__40518_536633","40518","1308__40518_536633-1","p__Terrabacteria group"
"410","-1","1308__40518_536633","536633","1308__40518_536633-1","p__Terrabacteria group"
"426","1","852__358743","852","852__3587431","p__Fusobacteria"
"484","-1","852__358743","358743","852__358743-1","p__Terrabacteria group"
"508","1","850__301302_454154","850","850__301302_4541541","p__Fusobacteria"
"556","-1","850__301302_454154","301302","850__301302_454154-1","p__Terrabacteria group"
"573","-1","850__301302_454154","454154","850__301302_454154-1","p__FCB group"
"593","-1","52226__853_158847","853","52226__853_158847-1","p__Terrabacteria group"
"618","1","52226__853_158847","52226","52226__853_1588471","p__Terrabacteria group"
"627","-1","52226__853_158847","158847","52226__853_158847-1","p__Terrabacteria group"
"717","-1","437898__216935_589436","216935","437898__216935_589436-1","p__Terrabacteria group"
"738","1","437898__216935_589436","437898","437898__216935_5894361","p__Proteobacteria"
"743","-1","437898__216935_589436","589436","437898__216935_589436-1","p__FCB group"
"773","1","36745__39491_40519","36745","36745__39491_405191","p__Terrabacteria group"
"776","-1","36745__39491_40519","39491","36745__39491_40519-1","p__Terrabacteria group"
"780","-1","36745__39491_40519","40519","36745__39491_40519-1","p__Terrabacteria group"
"831","-1","454155__562_310297","562","454155__562_310297-1","p__Proteobacteria"
"890","-1","454155__562_310297","310297","454155__562_310297-1","p__FCB group"
"906","1","454155__562_310297","454155","454155__562_3102971","p__FCB group"
"927","1","1304__341225","1304","1304__3412251","p__Terrabacteria group"
"978","-1","1304__341225","341225","1304__341225-1","p__Terrabacteria group"
"1035","1","74426__147207","74426","74426__1472071","p__Terrabacteria group"
"1040","-1","74426__147207","147207","74426__147207-1","p__Terrabacteria group"
"1100","1","28111__351091","28111","28111__3510911","p__FCB group"
"1146","-1","28111__351091","351091","28111__351091-1","p__Terrabacteria group"
"1189","1","36835__46506_487175","36835","36835__46506_4871751","p__Terrabacteria group"
"1197","-1","36835__46506_487175","46506","36835__46506_487175-1","p__FCB group"
"1239","-1","36835__46506_487175","487175","36835__46506_487175-1","p__Proteobacteria"
"1296","1","208479__387090","208479","208479__3870901","p__Terrabacteria group"
"1317","-1","208479__387090","387090","208479__387090-1","p__FCB group"
"1333","-1","823__818_28116","818","823__818_28116-1","p__FCB group"
"1336","1","823__818_28116","823","823__818_281161","p__FCB group"
"1350","-1","823__818_28116","28116","823__818_28116-1","p__FCB group"
"1427","-1","28026__1322_1297750","1322","28026__1322_1297750-1","p__Terrabacteria group"
"1431","1","28026__1322_1297750","28026","28026__1322_12977501","p__Terrabacteria group"
"1493","-1","28026__1322_1297750","1297750","28026__1322_1297750-1","p__FCB group"
"1526","1","40518__536633","40518","40518__5366331","p__Terrabacteria group"
"1572","-1","40518__536633","536633","40518__536633-1","p__Terrabacteria group"
"1581","-1","216947__817_218538","817","216947__817_218538-1","p__FCB group"
"1631","1","216947__817_218538","216947","216947__817_2185381","p__Terrabacteria group"
"1632","-1","216947__817_218538","218538","216947__817_218538-1","p__Terrabacteria group"
"1688","-1","46503__39485_310298","39485","46503__39485_310298-1","p__Terrabacteria group"
"1694","1","46503__39485_310298","46503","46503__39485_3102981","p__FCB group"
