oldID,newID
151276_and_1735_and_633701,1735__151276_633701
147206_and_147207_and_74426,147206__74426_147207
338188_and_821,821__338188
1304_and_341225_and_97478,97478__1304_341225
1308_and_40518_and_536633,1308__40518_536633
358743_and_852,852__358743
301302_and_454154_and_850,850__301302_454154
158847_and_52226_and_853,52226__853_158847
216935_and_437898_and_589436,437898__216935_589436
36745_and_39491_and_40519,36745__39491_40519
310297_and_454155_and_562,454155__562_310297
1304_and_341225,1304__341225
147207_and_74426,74426__147207
28111_and_351091,28111__351091
36835_and_46506_and_487175,36835__46506_487175
208479_and_387090,208479__387090
28116_and_818_and_823,823__818_28116
1297750_and_1322_and_28026,28026__1322_1297750
40518_and_536633,40518__536633
216947_and_218538_and_817,216947__817_218538
310298_and_39485_and_46503,46503__39485_310298
165179_and_349096_and_907,907__165179_349096
47678_and_820,820__47678
46506_and_487175,46506__487175
204516_and_357276_and_39777,39777__204516_357276
218538_and_817,817__218538
28116_and_818,818__28116
185294_and_371601_and_69825,185294__69825_371601
310298_and_39485,39485__310298
310297_and_562,562__310297
165179_and_349096,165179__349096
204516_and_357276,204516__357276
158847_and_853,853__158847
151276_and_633701,151276__633701
371601_and_69825,69825__371601
1755626_and_28117_and_328814,328814__28117_1755626
39491_and_40519,39491__40519
1515_and_328813,1515__328813
1161942_and_255723_and_308994,255723__308994_1161942
39492_and_397865,39492__397865
216935_and_589436,216935__589436
1755626_and_28117,28117__1755626
1161942_and_308994,308994__1161942
301302_and_454154,301302__454154
1297750_and_1322,1322__1297750
