"","BalanceID","SampleValue","Index","LineWidth","n.group","Group"
"1","1304__341225",0,"1",0.00727828936294823,"D065626","1304__341225 D065626"
"2","1304__341225",0,"2",0.00727828936294823,"D065626","1304__341225 D065626"
"3","1304__341225",0,"3",0.00727828936294823,"D065626","1304__341225 D065626"
"4","1304__341225",0,"4",0.00727828936294823,"D065626","1304__341225 D065626"
"5","1304__341225",0,"5",0.00727828936294823,"D065626","1304__341225 D065626"
"6","1304__341225",0,"6",0.00727828936294823,"D065626","1304__341225 D065626"
"7","1304__341225",0,"7",0.00727828936294823,"D065626","1304__341225 D065626"
"8","1304__341225",0,"8",0.00727828936294823,"D065626","1304__341225 D065626"
"9","1304__341225",0,"9",0.00727828936294823,"D065626","1304__341225 D065626"
"10","1304__341225",0,"10",0.00727828936294823,"D065626","1304__341225 D065626"
"11","1304__341225",0,"11",0.00727828936294823,"D065626","1304__341225 D065626"
"12","1304__341225",0,"12",0.00727828936294823,"D065626","1304__341225 D065626"
"13","1304__341225",0,"13",0.00727828936294823,"D065626","1304__341225 D065626"
"14","1304__341225",0,"14",0.00727828936294823,"D065626","1304__341225 D065626"
"15","1304__341225",0,"15",0.00727828936294823,"D065626","1304__341225 D065626"
"16","1304__341225",0,"16",0.00727828936294823,"D065626","1304__341225 D065626"
"17","1304__341225",0,"17",0.00727828936294823,"D065626","1304__341225 D065626"
"18","1304__341225",0,"18",0.00727828936294823,"D065626","1304__341225 D065626"
"19","1304__341225",0,"19",0.00727828936294823,"D065626","1304__341225 D065626"
"20","1304__341225",0,"20",0.00727828936294823,"D065626","1304__341225 D065626"
"21","1304__341225",0,"21",0.00727828936294823,"D065626","1304__341225 D065626"
"22","1304__341225",0,"22",0.00727828936294823,"D065626","1304__341225 D065626"
"23","1304__341225",0,"23",0.00727828936294823,"D065626","1304__341225 D065626"
"24","1304__341225",0,"24",0.00727828936294823,"D065626","1304__341225 D065626"
"25","1304__341225",0,"25",0.00727828936294823,"D065626","1304__341225 D065626"
"26","1304__341225",0,"26",0.00727828936294823,"D065626","1304__341225 D065626"
"27","1304__341225",0,"27",0.00727828936294823,"D065626","1304__341225 D065626"
"28","1304__341225",0,"28",0.00727828936294823,"D065626","1304__341225 D065626"
"29","1304__341225",0,"29",0.00727828936294823,"D065626","1304__341225 D065626"
"30","1304__341225",0,"30",0.00727828936294823,"D065626","1304__341225 D065626"
"31","1304__341225",1.19033820385498,"31",0.00727828936294823,"D065626","1304__341225 D065626"
"32","1304__341225",0,"32",0.00727828936294823,"D065626","1304__341225 D065626"
"33","1304__341225",2.81188351727228,"33",0.00727828936294823,"D065626","1304__341225 D065626"
"34","1304__341225",4.40878017466337,"34",0.00727828936294823,"D065626","1304__341225 D065626"
"35","1304__341225",0,"35",0.00727828936294823,"D006262","1304__341225 D006262"
"36","1304__341225",0,"36",0.00727828936294823,"D006262","1304__341225 D006262"
"37","1304__341225",0,"37",0.00727828936294823,"D006262","1304__341225 D006262"
"38","1304__341225",0,"38",0.00727828936294823,"D006262","1304__341225 D006262"
"39","1304__341225",0,"39",0.00727828936294823,"D065626","1304__341225 D065626"
"40","1304__341225",0,"40",0.00727828936294823,"D065626","1304__341225 D065626"
"41","1304__341225",0,"41",0.00727828936294823,"D065626","1304__341225 D065626"
"42","1304__341225",0,"42",0.00727828936294823,"D065626","1304__341225 D065626"
"43","1304__341225",0,"43",0.00727828936294823,"D065626","1304__341225 D065626"
"44","1304__341225",0,"44",0.00727828936294823,"D065626","1304__341225 D065626"
"45","1304__341225",0,"45",0.00727828936294823,"D065626","1304__341225 D065626"
"46","1304__341225",0,"46",0.00727828936294823,"D065626","1304__341225 D065626"
"47","1304__341225",4.37002153614868,"47",0.00727828936294823,"D065626","1304__341225 D065626"
"48","1304__341225",0,"48",0.00727828936294823,"D065626","1304__341225 D065626"
"49","1308__40518_536633",0,"1",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"50","1308__40518_536633",-2.18971123046436,"2",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"51","1308__40518_536633",0,"3",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"52","1308__40518_536633",0,"4",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"53","1308__40518_536633",0,"5",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"54","1308__40518_536633",0,"6",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"55","1308__40518_536633",-2.26017940599223,"7",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"56","1308__40518_536633",0,"8",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"57","1308__40518_536633",0,"9",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"58","1308__40518_536633",0,"10",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"59","1308__40518_536633",0,"11",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"60","1308__40518_536633",0,"12",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"61","1308__40518_536633",0,"13",0.00830118666991042,"D065626","1308__40518_536633 D065626"
"62","1308__40518_536633",0,"14",0.00830118666991042,"D065626","1308__40518_536633 D065626"
