"","Part","BalanceID","Component","Group","d.group"
"50","-1","102684__1735_39492","1735","102684__1735_39492-1","p__Terrabacteria group"
"81","-1","102684__1735_39492","39492","102684__1735_39492-1","p__Terrabacteria group"
"105","1","102684__1735_39492","102684","102684__1735_394921","p__Terrabacteria group"
"173","1","821__907","821","821__9071","p__FCB group"
"181","-1","821__907","907","821__907-1","p__Terrabacteria group"
"378","1","1735__39492","1735","1735__394921","p__Terrabacteria group"
"409","-1","1735__39492","39492","1735__39492-1","p__Terrabacteria group"
"513","1","1267__28126_33959","1267","1267__28126_339591","p__Terrabacteria group"
"552","-1","1267__28126_33959","28126","1267__28126_33959-1","p__FCB group"
"564","-1","1267__28126_33959","33959","1267__28126_33959-1","p__Terrabacteria group"
"715","1","28125__45254","28125","28125__452541","p__FCB group"
"745","-1","28125__45254","45254","28125__45254-1","p__FCB group"
"880","1","28126__33959","28126","28126__339591","p__FCB group"
"892","-1","28126__33959","33959","28126__33959-1","p__Terrabacteria group"
"1022","1","1579__1633_29348","1579","1579__1633_293481","p__Terrabacteria group"
"1031","-1","1579__1633_29348","1633","1579__1633_29348-1","p__Terrabacteria group"
"1048","-1","1579__1633_29348","29348","1579__1633_29348-1","p__Terrabacteria group"
"1167","-1","52226__1264_39777","1264","52226__1264_39777-1","p__Terrabacteria group"
"1230","-1","52226__1264_39777","39777","52226__1264_39777-1","p__Terrabacteria group"
"1244","1","52226__1264_39777","52226","52226__1264_397771","p__Terrabacteria group"
"1378","1","29363__261299_425254","29363","29363__261299_4252541","p__Terrabacteria group"
"1436","-1","29363__261299_425254","261299","29363__261299_425254-1","p__Terrabacteria group"
"1459","-1","29363__261299_425254","425254","29363__261299_425254-1","p__Terrabacteria group"
"1578","1","84032__166486_187327","84032","84032__166486_1873271","p__Terrabacteria group"
"1587","-1","84032__166486_187327","166486","84032__166486_187327-1","p__Terrabacteria group"
"1590","-1","84032__166486_187327","187327","84032__166486_187327-1","p__Terrabacteria group"
"1645","1","729__36745","729","729__367451","p__Proteobacteria"
"1714","-1","729__36745","36745","729__36745-1","p__Terrabacteria group"
"1928","1","261299__425254","261299","261299__4252541","p__Terrabacteria group"
"1951","-1","261299__425254","425254","261299__425254-1","p__Terrabacteria group"
"2109","1","376804__454154","376804","376804__4541541","p__FCB group"
"2117","-1","376804__454154","454154","376804__454154-1","p__FCB group"
"2176","-1","97478__1623_138595","1623","97478__1623_138595-1","p__Terrabacteria group"
"2236","1","97478__1623_138595","97478","97478__1623_1385951","p__Terrabacteria group"
"2240","-1","97478__1623_138595","138595","97478__1623_138595-1","p__Terrabacteria group"
"2311","-1","228603__876_214856","876","228603__876_214856-1","p__Proteobacteria"
"2414","-1","228603__876_214856","214856","228603__876_214856-1","p__FCB group"
"2417","1","228603__876_214856","228603","228603__876_2148561","p__FCB group"
"2571","1","166486__187327","166486","166486__1873271","p__Terrabacteria group"
"2574","-1","166486__187327","187327","166486__187327-1","p__Terrabacteria group"
"2671","1","1633__29348","1633","1633__293481","p__Terrabacteria group"
"2688","-1","1633__29348","29348","1633__29348-1","p__Terrabacteria group"
"2792","1","623__1307","623","623__13071","p__Proteobacteria"
"2812","-1","623__1307","1307","623__1307-1","p__Terrabacteria group"
"2995","1","1613__159896","1613","1613__1598961","p__Terrabacteria group"
"3061","-1","1613__159896","159896","1613__159896-1","p__Terrabacteria group"
"3172","-1","39488__28116_650643","28116","39488__28116_650643-1","p__FCB group"
"3195","1","39488__28116_650643","39488","39488__28116_6506431","p__Terrabacteria group"
"3273","-1","39488__28116_650643","650643","39488__28116_650643-1","p__FCB group"
"3317","1","1559__33038","1559","1559__330381","p__Terrabacteria group"
"3349","-1","1559__33038","33038","1559__33038-1","p__Terrabacteria group"
"3576","1","328813__626937","328813","328813__6269371","p__FCB group"
