"","1623__28037","29466__28080_28125","28026__1382_29389","907__78448_158787","820__46503","33038__133926","1596__1308_349096","36835__197_823","1303__103892","1613__817_1547","1352__35760","84109__1343_106648","1382__29389","28118__818_821","40214__29348_40216","397865__1630_28135","52226__1304_1681","28080__28125","1308__349096","1496__850_39778","1680__2130","729__28161","1492__1502","1121298__1559_187327","817__1547","1343__106648","261299__239935_1755626","1379__43675_208479","47678__69825","197__823","1304__1681","1349__589436","818__821","1630__28135","33039__1203033","1363__28025","1633__47770","1358__329854","1660__52787","851__37734","29430__39485","35833__137591","1512__169435","1597__114702","1582__33072","351091__487175","584__309120","437898__454154","228603__310297","736__520083_633701","179995__165179_218538","1535__40520_97478","1694__1685_216816","40518__536633","850__39778","1685__216816","341225__387661","29348__40216","84026__118748","29363__562_521157","198__197614_762210","239935__1755626","43675__208479","78448__158787","1559__187327","40520__97478","84032__1735_310298","520083__633701","562__521157","165179__218538","197614__762210","1735__310298"
"SRR2914138",0,0,0,0,0,0,0,0,-4.90417840059579,-4.80620639900609,-0.275306277428311,0,0,0,0,0,-2.37324180038703,0,0,-2.90941179487328,0,0,0,0,0.705839934205349,0,0,0,0,0,4.11057537691657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.03924904886067,0,0,0,0,-3.61047451447501,-3.20218431540843,0,0,0,0,0,0,0,6.25352529850328,0,-5.54634592948756,0
"SRR2914139",0,0,-2.47337372534521,-4.53484486622827,0,0,0,0,-4.24537531129594,0,0,0,-4.28400895840381,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2374537093659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.52773999954872,-6.33935592257415,-3.87538350420519,0,-0.63786002326297,0,0,0,0,2.39554676759623,0,0.395870512228214,0
"SRR2914140",-4.29803401908674,4.90746042030846,0,0,0,4.50933700452424,0,0,0,-3.14836402509987,0,0,0,0,0,0,-2.78377728720998,0,0,-3.11791713122798,0,0,0,0,5.45312645219503,0,0,0,0,0,4.82164369840394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.40039088507626,0,0,0,0,-3.29939957206632,-5.20396632148083,0,0,0,0,0,0,0,5.71472769328987,0,-0.744517500627528,0
"SRR2914141",-4.28443607040725,0,0,0,0,0,-5.36261738754691,0,-4.85153123399136,0,0,0,0,0,0,0,-3.28912653113086,0,-0.0371264235071205,-2.50285388107876,0,0,0,0,0,0,-2.35992020417274,0,0,0,5.69693426444143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33507008594936,0,0,0,0,-2.61233981212429,-3.22226687760454,-4.08750169543551,0,0,0,0,0,0,4.5247052812342,0,-5.58112994755738,0
"SRR2914142",-4.22502415754688,0,0,0,0,0,-2.01313904908967,3.84522438733284,3.60345757227497,0,0,0,0,0,0,0,-5.21301223985468,0,3.48685911572421,-2.16510571155137,0,0,0,0,0,0,0,0,0,0,0.0999274833379296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75007309616455,0,0,0,0,-3.78801687995324,-2.35510740826031,0,0,0,0,0,0,0,6.56103769600755,0,-4.07916568838872,0
"SRR2914143",0,0,0,0,0,0,0,5.3453003937017,0,0,-3.50843428301195,0,0,0,0,0,-2.29896429700376,0,0,-2.94418145399477,0,0,3.33820549910827,5.77520810513624,0,0,0,0,0,0,3.98192296719737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.09947186502096,0,0,0,0,-3.64531218946992,-5.40369405726127,0,0,0,0,0,0,0,6.31386592161205,0,-0.495009877690688,0
"SRR2914144",0,0,0,0,0,0,-2.51361402020467,0,0,0,0,0,0,0,0,0,-6.22553197633768,0,4.35370719361194,-2.72202916705788,0,0.128262191243537,0,0,0,0,0,0,0,0,0.0898922668892096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86981580720818,0,0,-4.71469281702863,0,0,0,0,-2.93590187077973,-3.05180231387297,0,0,0,0,-4.97066678644886,0,0,5.08513120622701,0,-5.28587666228425,0
"SRR2914145",0,0,0,7.26654741969607,0,0,0,0,0,0,0,0,0,0,0,-2.34203808983274,0,0,0,-2.71715317422509,0,0.195011594860073,0,0,0,0,0,0,0,0,0,0,0,-4.05652896485186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07383829407556,-2.60392147928413,0,0,0,-4.70624734970491,0,0,0,0,-2.65000223719396,0,0,0,0,0,0,0,-4.10685082953494,4.58993851499112,4.51012430104002,0,0
"SRR2914146",0,-2.45088865651185,0,4.84111587873999,0,0,-3.2934039512377,0,0,0,0,0,0,0,0,0,0,-4.24506367677275,-5.70434297339179,0,0,0.138765474307062,0,0,0,0,-2.2481843492734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17292212772193,-3.68340666424968,0,0,0,0,0,0,0,0,-2.83511776929867,0,-3.89396951772271,0,0,0,0,0,-3.76361152610505,4.91056802186663,6.37984748741824,0,0
"SRR2914147",0,0,0,-5.06427838041749,0,0,0,0,0,0,0,0,0,0,0,-2.20663383208864,0,0,0,0,0,0,0,0,0,0,-5.45253635856687,0,0,0,0,0,0,3.82200191087794,0,0,0,0,0,0,0,0,0,0,0,3.79191133169764,0,0,0,0,1.52648342094294,0,0,0,0,0,0,0,0,0,0,-0.933513137818786,0,-0.638472489129736,0,0,-2.66884848508606,0,0,5.96923004603077,0,4.62258117387228
"SRR2914148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46106059284622,0,0,0,0,0,0,0,0,0,0,-2.96825463372669,0,0,0,0,-4.85809286208841,0,4.26268198731524,0,0,0,0,0,0,0,0,-3.7241939293239,0,-3.81502681608368,0,0,0,0,0,3.27869623566443,0,0,0,0,0,0,0,-4.49035450309944,0,0,-5.14116783541638,0,0,0,0,-2.68762121573061,0,0,5.42737639053367,0,4.65509649714545
"SRR2914149",5.40420899376686,0,0,2.8712388123995,0,0,0,0,0,0,0,0,0,0,0,0,-5.55964577677208,0,0,0,0,0,0,0,0,0,-3.05035431985115,0,0,0,0.14424584808068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25449333927879,0,0,0,0,0,0,0,0,-2.93905851162153,-2.56046518925784,-5.2833686630694,0,-4.3001400906505,0,0,0,0,5.09059866854626,5.63694781652536,4.43485579880604,0
"SRR2914150",-4.22377910965905,0,0,6.93776001070013,0,0,-2.0989815983279,0,-1.52319051819246,0,0,0,0,0,0,0,-5.4393436217369,0,3.63554277245605,0,0,0,0,0,0,0,0,0,0,0,-0.116565584994228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24147032970309,-3.16858084137273,0,0,0,0,0,0,0,5.61439130227279,0,-5.48814300514692,0
"SRR2914151",0,0,-3.21093751044362,-4.88926002793823,0,0,0,0,0,0,0,0,-5.56150690801707,0,0,0,-2.68689691857266,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6538419776681,0,0,0,0,0,0,0,0,0,0,0,0,-3.85494873903191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51568173472873,-5.10622580098093,0,0,-0.55785467912775,0,0,0,0,6.08933938779205,0,-0.72609990643285,0
"SRR2914152",-3.75761928579164,0,-2.50381712062511,0,0,0,-2.52245157780404,0,0,-3.0336277701349,0,-2.20660278863005,-4.33673846578351,0,0,0,-3.13348847648076,0,4.36901429238889,0,0,0,0,0,5.25439742912553,3.82194814203042,0,0,0,0,5.42736124619628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6674781286733,0,0,0,0,0,0,0,-3.46105510233301,-2.7636749876247,0,0,0,0,-4.6202076469409,0,0,5.99472328503627,0,4.78682549417327,0
"SRR2914153",-4.9166166942042,0,0,0,0,4.83086059014962,0,0,-1.21050575709451,0,0,0,0,0,0,0,-2.73137343664678,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73087756671623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22806071549377,0,0,0,0,0,0,0,-2.99840522403898,-5.85588958711475,0,0,0,0,0,0,0,5.19339018971545,0,-0.501755025959366,0
"SRR2914154",-4.15350711710177,0,0,0,0,0,-2.04014419129956,0,0,-4.67591048685832,0,0,0,0,0,0,-2.64542905750683,0,3.53363339409735,0,0,0,0,0,0.717560404661069,0,-3.48764683990014,0,3.41087796603292,0,4.58201753542087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47876426352418,-2.29077068411852,6.04078152556408,0,0,0,0,0,0,6.02539645197881,0,-3.9677312133826,0
"SRR2914155",0,0,0,-5.59865463272525,0,-4.90973507621881,0,0,0,-2.40422525015337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.16424028610564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89960979862628,0,0,0,0,0,0,0,0,0,-5.04091194379548,0,0,-0.637579006633029,0,0,1.75608903483616,0,0,5.02227149334528,-0.000743278208374289,5.61227631173682
"SRR2914156",0,0,0,-5.24283842608458,0,0,0,0,0,0,0,0,0,0,0,4.69737564149779,0,0,0,0,0,0,0,0,0,0,-2.65361650848153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29600917213767,0,0,-2.57967095772169,0,0,0,0,0,0,0,0,0,-2.35379493909564,-4.59619861649355,0,-0.651122419356297,0,0,-3.20595276152051,0,0,4.46812116558383,4.07689242511215,5.55287306961927
"SRR2914157",0,0,0,-2.14238111928206,0,0,0,0,0,0,0,0,0,0,0,0,-2.4700759434406,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27829703259275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50754354595665,0,0,0.699948607981091,0,0,0,0,0,0,-5.2167045071604,0,0,-3.71071294777281,0,0,-2.43820010908243,0,0,4.34319282378835,1.33111262021131,4.22308646795075
"SRR2914158",-4.56696354886934,0,0,0,0,0,5.59055649489928,0,0,0,0,0,0,0,0,0,-2.81437236109366,0,0,-2.95499954558093,0,0,0,0,0,0,0,-2.37851219142419,0,0,4.8746359208318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.11820934928912,0,0,0,0,-3.60819668765458,-0.15751887156574,0,4.11970396196868,0,0,0,0,0,6.24957998671946,0,-0.548775682147686,0
"SRR2914159",0,4.31646866398551,-2.18286534722126,0,0,0,0,0,0,0,-3.61972768910217,0,-3.7808336874687,0,0,0,-4.71011351293899,0,0,-3.36476225567093,0,0,0,0,0,0,0,0,0,0,-0.877710057717267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82793918221212,0,0,0,0,-3.49936793405739,1.98546207541313,0,0,0,0,0,0,0,6.06108305616474,0,-5.44026702100448,0
"SRR2914160",-3.62286342276069,0,0,5.53481921590818,0,0,5.84070190361767,0,0,0,0,0,0,0,0,0,-2.14575604278972,0,0,-2.98756039637871,0,0,0,0,0,0,-3.03068405425039,0,0,0,3.71655848675974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37519233285904,0,0,-5.17460639720853,0,0,0,0,-3.17504710454401,-3.37162472540949,-5.24929876365051,0,0,0,-4.11395379825991,0,0,5.49934290149468,0,-5.8398253284647,0
"SRR2914161",3.95257858947758,0,0,6.66428513699549,0,0,0,0,0,4.69524065397467,0,0,0,0,0,0,-4.33500401197779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549495428794694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56085644521478,0,-3.20849276503731,0,0,0,0,0,0,0,-3.13019929605875,-3.33923101027864,0,0,0,0,-5.55727248476178,0,4.43553347400222,5.4216642185901,0,-5.78371776801216,0
"SRR2914162",0,0,-3.20656731427089,0,0,0,0,0,0,-5.0283138903553,0,0,-5.55393750620686,-2.27434183128562,0,0,0,0,0,0,0,0,0,0,-0.370148540406749,0,-3.20041191736657,0,4.09405588206524,0,0,0,-3.93927560556594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33204580978748,-2.91006523106403,5.54327604602782,0,0,0,0,0,0,5.77127263569889,0,5.04038083354256,0
"SRR2914163",-4.24238225085765,0,0,0,0,0,-2.6890893386297,0,0,0,0,0,0,0,0,0,-3.30874745671383,0,4.65763936059843,-2.45315977680385,0,0.180848671581551,0,0,0,0,0,0,0,0,5.73091870444265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95919917737459,0,0,-4.24899737250859,0,0,0,0,-2.99475574060447,-3.19233193212171,0,0,0,0,-5.12548332492881,0,0,5.1870690989855,0,-5.52928110105932,0
"SRR2914164",0,0,0,-2.73649678148893,4.96073815954362,0,0,0,-5.51093355569922,0,0,0,0,0,0,0,-2.66676653726678,0,0,-2.55575023422562,0,0,0,0,0,0,0,0,0,0,4.61897513447058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15502592429512,0,0,0,-4.42668925713484,0,0,0,0,-2.97502767239884,-2.8562691870285,0,0,-4.73975146028754,0,0,0,0,5.15289908251816,5.46466520007611,-4.94720335202682,0
"SRR2914165",4.09501003693814,0,0,-2.44342850639459,0,0,-3.2270598159812,0,0,0,0,0,0,0,0,0,-2.69034686973138,0,-5.58943156034331,0,0,0.410958010336539,0,0,0,0,0,0,0,0,4.65981746835863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83210189257501,0,0,0,0,0,0,0,0,-2.86436984875495,0,0,0,-4.23214231773757,0,0,0,0,4.96123410971195,0.572766042539481,0,0
"SRR2914166",-4.88873958023616,0,-2.29140171866227,0,0,0,-2.69506317332082,4.69405302237484,-1.73462898675255,0,0,-2.33304196810122,3.96882419727371,0,0,0,-3.31784155105849,0,4.66798634579947,0,0,0,0,0,0,4.04094722494181,0,0,0,0,5.74667013789643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11707451319827,0,0,0,0,0,0,0,0,0,-5.39893142783743,0
"SRR2914167",0,0,-2.03530019129543,0,0,0,-2.7757437322531,0,0,0,0,-2.40916086646143,-3.52524333997835,0,0,0,-3.38470911064199,0,4.80772917305323,-5.38779766050804,0,0,0,0,0,4.17278902431785,-1.99382360135974,0,0,0,5.8624881484732,0,0,0,0,0,0,0,0,0,3.57856959265797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536938846518243,0,0,0,0,-3.44559094198307,0,3.45340377888502,0,0,0,0,0,0,5.96793857361378,0,0,0
"SRR2914168",0,0,0,0,0,0,-2.54648040219861,0,-4.73969539166355,0,0,0,0,-2.41307535191218,0,0,-3.16987058303269,0,4.41063343708642,0,0,0,0,0,0,0,-2.79132170488272,0,0,0,5.4903769032306,0,4.17956911200405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53065932673336,0,0,0,0,0,0,0,0,-2.56779839966631,-5.55653881865349,-4.83471101312665,0,0,0,0,0,0,4.4475572918161,4.38323053055023,-0.0854952971368192,0
"SRR2914169",0,0,0,0,0,0,-1.88094126202168,0,0,0,0,0,0,0,0,0,-2.40750100330658,0,3.25788583187427,-3.19910361079852,0,0,0,0,0,0,-1.96268974055393,3.68943652775018,0,0,4.16991405700004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.88667795378902,0,0,0,-5.54100999258009,0,0,0,0,-2.83460232295375,-3.95964424522738,-3.39947835013358,0,0,0,0,0,0,4.90967524260866,3.26782207348266,0.475322219377986,0
"SRR2914170",0,0,4.67750359743928,-5.58144050810714,0,4.47785451285822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10009940507503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67799766814169,0,0,0,0,0,0,0,0,0,0,0,-2.80946264458583,-5.369529678104,0,-0.643139004483824,0,0,1.74351693441906,0,0,0,-4.86613204238948,-5.41725871364222
"SRR2914171",0,0,-2.85704264197585,-5.6125863272061,0,0,0,0,0,0,0,0,-4.948543015293,0,0,0,-2.62649417257805,0,0,0,0,0,0,-2.39257811598647,0,0,4.92776410617591,0,0,0,4.54922135268875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78592632230816,-2.79937656160847,0,0,-0.599700170013306,4.14406685796599,0,0,0,4.82536593638125,0,-4.84866243422334,0
"SRR2914172",0,0,0,-2.59399720220906,0,0,0,0,0,0,0,0,0,0,5.07460827922282,0,-2.56172535109745,0,0,0,4.45394149329604,0,0,0,0,0,-0.816852199553832,0,0,0,4.437038463138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79131429234966,0,0,0,0,0,0,0,0,0,-2.47715891724863,-0.207631310878524,0,-4.49293494891762,0,0,0,0,0,4.83469817424278,-4.29056510309694,0
