"","Part","BalanceID","Component","Group","d.group"
"37","1","1623__28037","1623","1623__280371","p__Terrabacteria group"
"49","-1","1623__28037","28037","1623__28037-1","p__Terrabacteria group"
"177","-1","29466__28080_28125","28080","29466__28080_28125-1","p__Proteobacteria"
"180","-1","29466__28080_28125","28125","29466__28080_28125-1","p__FCB group"
"187","1","29466__28080_28125","29466","29466__28080_281251","p__Terrabacteria group"
"279","-1","28026__1382_29389","1382","28026__1382_29389-1","p__Terrabacteria group"
"302","1","28026__1382_29389","28026","28026__1382_293891","p__Terrabacteria group"
"312","-1","28026__1382_29389","29389","28026__1382_29389-1","p__Terrabacteria group"
"396","1","907__78448_158787","907","907__78448_1587871","p__Terrabacteria group"
"464","-1","907__78448_158787","78448","907__78448_158787-1","p__Terrabacteria group"
"475","-1","907__78448_158787","158787","907__78448_158787-1","p__Terrabacteria group"
"518","1","820__46503","820","820__465031","p__FCB group"
"584","-1","820__46503","46503","820__46503-1","p__FCB group"
"697","1","33038__133926","33038","33038__1339261","p__Terrabacteria group"
"727","-1","33038__133926","133926","33038__133926-1","p__Terrabacteria group"
"780","-1","1596__1308_349096","1308","1596__1308_349096-1","p__Terrabacteria group"
"796","1","1596__1308_349096","1596","1596__1308_3490961","p__Terrabacteria group"
"873","-1","1596__1308_349096","349096","1596__1308_349096-1","p__Terrabacteria group"
"890","-1","36835__197_823","197","36835__197_823-1","p__Proteobacteria"
"901","-1","36835__197_823","823","36835__197_823-1","p__FCB group"
"956","1","36835__197_823","36835","36835__197_8231","p__Terrabacteria group"
"1032","1","1303__103892","1303","1303__1038921","p__Terrabacteria group"
"1104","-1","1303__103892","103892","1303__103892-1","p__Terrabacteria group"
"1151","-1","1613__817_1547","817","1613__817_1547-1","p__FCB group"
"1174","-1","1613__817_1547","1547","1613__817_1547-1","p__Terrabacteria group"
"1179","1","1613__817_1547","1613","1613__817_15471","p__Terrabacteria group"
"1291","1","1352__35760","1352","1352__357601","p__Terrabacteria group"
"1335","-1","1352__35760","35760","1352__35760-1","p__Terrabacteria group"
"1416","-1","84109__1343_106648","1343","84109__1343_106648-1","p__Terrabacteria group"
"1483","1","84109__1343_106648","84109","84109__1343_1066481","p__Terrabacteria group"
"1486","-1","84109__1343_106648","106648","84109__1343_106648-1","p__Proteobacteria"
"1549","1","1382__29389","1382","1382__293891","p__Terrabacteria group"
"1582","-1","1382__29389","29389","1382__29389-1","p__Terrabacteria group"
"1660","-1","28118__818_821","818","28118__818_821-1","p__FCB group"
"1662","-1","28118__818_821","821","28118__818_821-1","p__FCB group"
"1703","1","28118__818_821","28118","28118__818_8211","p__FCB group"
"1834","-1","40214__29348_40216","29348","40214__29348_40216-1","p__Terrabacteria group"
"1849","1","40214__29348_40216","40214","40214__29348_402161","p__Proteobacteria"
"1850","-1","40214__29348_40216","40216","40214__29348_40216-1","p__Proteobacteria"
"1943","-1","397865__1630_28135","1630","397865__1630_28135-1","p__Terrabacteria group"
"1959","-1","397865__1630_28135","28135","397865__1630_28135-1","p__FCB group"
"2020","1","397865__1630_28135","397865","397865__1630_281351","p__FCB group"
"2049","-1","52226__1304_1681","1304","52226__1304_1681-1","p__Terrabacteria group"
"2074","-1","52226__1304_1681","1681","52226__1304_1681-1","p__Terrabacteria group"
"2111","1","52226__1304_1681","52226","52226__1304_16811","p__Terrabacteria group"
"2209","1","28080__28125","28080","28080__281251","p__Proteobacteria"
"2212","-1","28080__28125","28125","28080__28125-1","p__FCB group"
"2304","1","1308__349096","1308","1308__3490961","p__Terrabacteria group"
"2397","-1","1308__349096","349096","1308__349096-1","p__Terrabacteria group"
"2426","-1","1496__850_39778","850","1496__850_39778-1","p__Fusobacteria"
"2440","1","1496__850_39778","1496","1496__850_397781","p__Terrabacteria group"
"2483","-1","1496__850_39778","39778","1496__850_39778-1","p__Terrabacteria group"
"2581","1","1680__2130","1680","1680__21301","p__Terrabacteria group"
"2586","-1","1680__2130","2130","1680__2130-1","p__Terrabacteria group"
"2673","1","729__28161","729","729__281611","p__Proteobacteria"
"2722","-1","729__28161","28161","729__28161-1","p__Proteobacteria"
"2820","1","1492__1502","1492","1492__15021","p__Terrabacteria group"
"2822","-1","1492__1502","1502","1492__1502-1","p__Terrabacteria group"
"2953","-1","1121298__1559_187327","1559","1121298__1559_187327-1","p__Terrabacteria group"
"3019","-1","1121298__1559_187327","187327","1121298__1559_187327-1","p__Terrabacteria group"
"3046","1","1121298__1559_187327","1121298","1121298__1559_1873271","p__Terrabacteria group"
"3056","1","817__1547","817","817__15471","p__FCB group"
"3079","-1","817__1547","1547","817__1547-1","p__Terrabacteria group"
"3194","1","1343__106648","1343","1343__1066481","p__Terrabacteria group"
"3264","-1","1343__106648","106648","1343__106648-1","p__Proteobacteria"
"3406","-1","261299__239935_1755626","239935","261299__239935_1755626-1","p__PVC group"
"3407","1","261299__239935_1755626","261299","261299__239935_17556261","p__Terrabacteria group"
"3429","-1","261299__239935_1755626","1755626","261299__239935_1755626-1","p__Terrabacteria group"
"3453","1","1379__43675_208479","1379","1379__43675_2084791","p__Terrabacteria group"
"3504","-1","1379__43675_208479","43675","1379__43675_208479-1","p__Terrabacteria group"
