oldID,newID
165179_and_74426_and_88431,165179__74426_88431
40518_and_487174,40518__487174
216816_and_28117_and_573,573__28117_216816
74426_and_88431,74426__88431
410072_and_47678_and_487173,410072__47678_487173
39492_and_550_and_817,817__550_39492
216816_and_28117,28117__216816
100886_and_1735_and_363265,100886__1735_363265
2173_and_39491_and_469588,2173__39491_469588
166486_and_28111_and_360807,166486__28111_360807
47678_and_487173,47678__487173
204516_and_33039_and_658081,658081__33039_204516
384638_and_751585,384638__751585
39492_and_550,550__39492
292800_and_562_and_729,729__562_292800
39491_and_469588,39491__469588
1502_and_33043_and_853,33043__853_1502
1735_and_363265,1735__363265
338188_and_46503_and_46506,338188__46503_46506
1308_and_310297_and_357276,1308__310297_357276
28111_and_360807,28111__360807
187327_and_818,818__187327
246787_and_291644,246787__291644
214856_and_261299_and_328813,214856__261299_328813
328814_and_39485_and_45851,328814__39485_45851
204516_and_33039,33039__204516
1680_and_28118_and_820,28118__820_1680
1747_and_411489,1747__411489
329854_and_457412_and_658082,329854__457412_658082
292800_and_562,562__292800
1502_and_853,853__1502
46503_and_46506,46503__46506
261299_and_328813,261299__328813
310297_and_357276,310297__357276
457412_and_658082,457412__658082
1680_and_820,820__1680
39485_and_45851,39485__45851
