"","165179__74426_88431","40518__487174","573__28117_216816","74426__88431","410072__47678_487173","817__550_39492","28117__216816","100886__1735_363265","2173__39491_469588","166486__28111_360807","47678__487173","658081__33039_204516","384638__751585","550__39492","729__562_292800","39491__469588","33043__853_1502","1735__363265","338188__46503_46506","1308__310297_357276","28111__360807","818__187327","246787__291644","214856__261299_328813","328814__39485_45851","33039__204516","28118__820_1680","1747__411489","329854__457412_658082","562__292800","853__1502","46503__46506","261299__328813","310297__357276","457412__658082","820__1680","39485__45851"
"SRR3313060",0,0,-5.64928136457583,0,0,0,-0.290953402698903,0,0,0,0,0,0,0,0,0,-2.62901192580764,0,0,0,0,0,0,0,0,0,-5.84772125785639,0,0,0,4.55358222920333,0,0,0,0,-0.872759893940756,0
"SRR3313061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80085133269114,0,0,0,0,4.69114168105108,5.22945810147579,0,-2.80118957858283,0,2.43902327234075,0,-2.68107173285497,0,4.85121681266805,0,0,0,4.64375246004154,5.26765249004045,4.85180267173791
"SRR3313062",0,0,0,0,0,0,0,0,0,0,0,-2.51568561075347,0,0,0,0,-2.84061715200694,0,-2.50844165750122,0,0,0,4.72340371169454,0,-2.65882816849195,4.35729529369495,2.1191446839847,0,0,0,4.92009323212762,4.3447483986144,0,0,0,5.82918042294455,4.60522547642337
"SRR3313063",0,0,-2.67845108297074,0,0,0,-4.63921336129321,0,-2.62333338073557,0,0,-2.67245428660807,0,0,0,4.54374670062543,-2.79983821016283,0,0,0,0,0,4.64806050280685,0,-2.74856277920654,4.62882660531041,-2.73482676087028,0,-2.92419005483507,0,4.84946203297473,0,0,0,5.06484574596196,4.73685889972634,4.76065038137845
"SRR3313064",0,0,-2.20417866300725,0,0,0,-3.8177494332878,0,-2.85474244368345,4.99205323217426,0,-2.62202350403198,0,0,0,4.94455895498306,-2.92396027821851,0,0,0,0,5.45838186037306,0,0,0,4.54147792762317,-3.24627693059657,0,-2.35009030423016,0,5.06444776118769,0,0,0,4.07047580930164,5.622716579232,0
"SRR3313065",0,-0.0102959586636129,-2.62566767728493,0,0,0,-4.54778982084886,0,-2.60118210561284,0,0,0,0,0,0,4.50537956666043,-2.97753883121927,0,0,0,0,0,0,-2.76278640166157,0,0,-3.08604400735088,0,5.59050958765137,0,5.15724853718102,0,-4.78528641813823,0,0,5.34518501512519,0
"SRR3313066",2.28278719318094,0,0,0.334246955189899,0,0,0,2.22004315820729,-2.8024971490066,0,0,0,0,0,0,-4.85406745014635,-2.2853027714266,-4.46768992528623,0,0,0,-4.41557021186187,0,0,0,0,-2.74829779615781,0,0,0,3.95826051078883,0,0,0,0,-4.7601914172749,0
"SRR3313067",1.94855712897523,0,0,0.115564400331741,0,0,0,2.42951144957278,-2.78503239125727,0,0,0,0,0,0,4.82381760238264,-5.71970939642145,-4.30333733372387,0,0,0,0,0,0,0,0,-2.87620344652194,0,0,0,-0.281051632170258,0,0,0,0,-4.98173050228071,0
"SRR3313068",0,4.82612403891941,-2.62573946164848,0,-2.56380783845967,-2.68111851949355,4.54791415501372,0,-2.9328985648513,-2.53183861022007,4.44064543705549,0,0,-4.64383349687668,0,5.0799293277683,0,0,-2.79431731999787,0,-4.38527310946573,0,0,0,-5.98614924791575,0,0,0,0,0,0,-4.83989957070601,0,0,0,0,-1.30353783444925
"SRR3313069",4.36771616170235,0,0,4.50505034194677,0,0,0,0.142903156545194,-2.46638801481093,0,0,-3.14100133862911,0,0,0,4.27190935283147,-2.81859028598664,-0.30311728354045,0,0,0,0,0,0,0,5.44037390514748,0,0,-2.64549025363245,0,4.88194158104895,0,0,0,4.58212353021968,0,0
"SRR3313070",1.23118620006204,0,-2.86712622692967,0.900098139115132,0,0,-4.96600829675545,5.50740355530378,0,0,0,0,0,0,0,0,-2.61923394351137,0,0,0,0,0,0,0,0,0,0,0,-2.58989827164066,0,4.53664626707068,0,0,0,4.48583539291645,0,0
"SRR3313071",5.2311127720406,0,0,3.67977969081859,0,0,0,-5.19672607140399,0,-2.8206381762019,0,-2.62302615099032,0,0,0,0,-2.72402777268182,-0.633171622677262,4.22250773725283,0,-4.8854886309501,0,0,0,0,4.54321456309706,-2.0983909412099,0,0,0,4.71815450351359,0,0,0,0,3.63451972431782,0
"SRR3313072",3.58139357129173,0,-2.83900921470451,4.35332677758354,0,0,4.91730820302444,0,-3.044671302669,0,0,0.0160067738860218,0,0,0,5.27352538856963,-2.5646775699697,0,0,0,0,0,0,0,0,-0.894319306750252,0,0,0,0,4.4421518562198,0,0,0,0,0,0
"SRR3313073",7.26659126060703,0,-2.44892174180708,0,0,0,4.24165688056993,0,0,2.18679799480024,0,-5.13059514340039,0,0,0,0,-2.55314059425941,0,-2.29722757975476,0,-4.57466356633061,0,0,0,0,-0.379212423885835,0,0,0,0,4.4221692281239,-3.97891488468373,0,0,0,0,0
"SRR3313074",0,5.45086746406641,-2.74347799610739,0,0,0,4.75184327870525,0,0,0,0,-2.9818527556031,0,0,0,0,-2.62862663537831,0,0,-2.58371272480051,0,0,-4.31577124421193,0,0,-5.16472047339383,-2.87642890525191,0,-2.56448497841439,0,4.55291488660407,0,0,-4.4751217115167,4.44181827786091,4.98212100825604,0
"SRR3313075",7.22519942991133,0,-2.52086556801871,0,0,0,4.36626724285939,0,-2.37089037231352,-2.56938879452169,0,-0.436594475600468,0,0,0,-4.10650258402291,-2.3573261604861,0,0,0,-4.45031193650971,0,0,0,0,-0.418431787536554,0,0,0,0,4.08300867997319,0,0,0,0,0,0
"SRR3313076",0,0,-2.72490412167217,0,0,-2.80992372389893,4.71967238449005,0,-5.85713771669466,0,0,-2.81300393788216,0,4.86693065518609,0,0.152827861607255,0,0,-2.81478994909077,0,0,0,0,0,0,-4.87226574230323,0,0,0,0,0,-4.87535920445943,0,0,0,0,0
"SRR3313077",-2.61272328611669,0,0,4.52536947767242,0,0,0,-2.83401232478219,-2.79560237461582,-2.72547384996528,0,-2.84952908041562,0,0,0,4.8421253505948,-2.69102586424569,4.90865333579915,0,0,-4.72065918284022,0,0,0,0,-4.93552914492487,-2.91251124904923,0,0,0,4.66099352135548,0,0,0,0,-5.04461746096915,0
"SRR3313078",7.21154158645936,0,-2.62108997246992,0,0,0,4.53986100352721,0,0,2.25249641651944,0,-0.0462164422076841,0,0,0,0,-2.43016083266323,0,0,0,-4.48271434103132,0,0,0,0,-0.359910943853914,0,0,0,0,4.2091620327366,0,0,0,0,0,0
"SRR3313079",0,4.37038460054708,-2.64269800345708,0,0,0,4.57728721104849,0,-3.1368106589224,2.58363986007707,0,0,0,0,0,5.43311543497721,-2.66294652686633,0,-2.79164546564491,0,-4.61316706193513,0,0,0,-5.85109160237973,0,0,0,0,0,4.61235868237157,-4.83527178321625,0,0,0,0,-1.56431231540813
"SRR3313080",6.85536692880254,0,0,0,0,0,0,-0.483094067558871,0,0,0,-2.25493980672155,0,0,0,0,-2.30013550223244,-1.62147773202493,0,0,0,0,0,0,0,3.90567031325127,0,0,0,0,3.98395155415955,0,0,0,0,0,0
"SRR3313081",7.10668422272446,0,0,0,0,0,0,-3.16752556182917,-2.56542710696844,0,0,-2.41888428489647,0,0,0,4.44345009238378,-5.0213055137937,-5.48631520736128,-2.47668139514619,0,0,0,0,0,-2.41171889544312,-4.1896304790706,0,0,0,0,0.45409162973599,-4.28973801055378,0,0,0,0,4.17721966048138
"SRR3313082",3.51382732625743,5.81325844897669,0,-4.46116176023482,5.2604372394601,-2.72083994960844,0,-2.68804437117181,-2.88971975615991,0,0,0,0,-4.71263303198496,0,5.00514143730451,0,-4.65582942386911,0,0,0,0,0,0,0,0,0,0,-2.6642963346144,0,0,0,0,0,4.61469661797167,0,0
"SRR3313090",0,-4.383708837765,-2.61268153557369,0,0,-3.08276354047358,4.52529716361071,0,-2.87405535561362,0,0,0,0,-5.33950307982115,0,4.97800989968823,-3.09699106045495,0,0,-5.62502179876635,0,0,0,0,0,0,0,0,0,0,5.36414586729459,0,0,0.794681735036574,0,0,0
"SRR3313102",0,5.33475410697296,0,0,0,0,0,0,-2.77232964137899,5.00967503734848,0,0,0,0,0,4.80181579419762,-3.21339800490014,0,0,-5.60953010730252,0,0,0,0,-2.53141722708834,0,0,0,0,0,5.5657686094275,0,0,0.363914392407089,0,0,4.38454325247212
"SRR3313113",0,0.733368907182687,-2.74017178795542,0,-2.65047514673063,0,4.74611675820565,0,-2.93158395111542,0,4.59075761833603,0,0,0,0,5.07765234998543,-2.9944644912515,0,0,-5.8029503062582,0,0,0,0,0,0,0,0,0,0,5.18656464030849,0,0,0.788618150479097,0,0,0
"SRR3313123",4.32920625308532,0,0,-4.12196740776432,-0.421382698965485,0,0,0,5.24864737924571,0,-0.335809237451746,0,-4.42445607073128,0,0,0,-2.63946835675025,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57169329886177,0,0,0,0,0,0
"SRR5597275",0,-4.69008092824123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91528294799495,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7814689919353,0,0,0
"SRR5597293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78530508563074,0,0,0,0,0,0,0,0,0,0,0,-3.45595367985196,0,6.5563407304613,0,0,0,-5.98588736210823,0,0
"SRR5597294",3.15887526073298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19796598716548,0,0,0,0,0,0,0,0,3.8069887630789,0,0,0,0
"SRR5597296",7.55183860314538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.324629430043,0,0,0,0,0,0,0,0,5.75842708917324,0,0,0,0
"SRR5597297",7.65722378513432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5597313",0,0,0,0,-3.89635701387365,0,0,0,0,0,6.74868831245652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90191640908233,0,0,0,0,0,0,0,0,5.02626665984843,0
"SRR5597315",0,0,-3.65097500746512,0,0,7.3099452133349,-6.32367421009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5597322",6.4617784973005,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82436852432164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6240005909923,0,0,0,0,0,0,0
"SRR5597326",0,0,0,0,0,6.17545755425536,0,0,0,4.70293826210094,0,0,0,0,0,0,0,0,0,0,0,4.25307056277022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5597336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90031961667346,0,0,0,0,0,0,-2.92273922218573,0,0,0,0,0,0,6.75555174183601,0,5.06233283010003,0,0,0,0
"SRR5597382",6.2625921932491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5597384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58347349610761,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71235421163741,-6.20675816283486,0,0,0,0,-6.4299861102483,0,0
"SRR5597385",0,0,0,0,0,4.8039370035037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92072887601119,0,0,0,0,0,-5.05885080838492,0,0
"SRR5597394",0,6.00121302944511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53659114762372,0,0,0,0,0,0,0,0,0,0,0,-2.98020234543518,0,6.12555555328261,0,0,0,-5.16186187912967,0,0
"SRR5597398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86583108470638,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18221891127046,-6.69581585219056,0,0,0,0,-5.51176483512695,0,0
"SRR5621371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98153740511403,0,0,0,0,0,0,0,0,0
"SRR5621391",2.48335096132683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5621405",3.01028780494827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
