"","Part","BalanceID","Component","Group","d.group"
"4","-1","1681__817_84026","817","1681__817_84026-1","p__FCB group"
"44","1","1681__817_84026","1681","1681__817_840261","p__Terrabacteria group"
"103","-1","1681__817_84026","84026","1681__817_84026-1","p__Terrabacteria group"
"247","1","28111__169435_185294","28111","28111__169435_1852941","p__FCB group"
"312","-1","28111__169435_185294","169435","28111__169435_185294-1","p__Terrabacteria group"
"315","-1","28111__169435_185294","185294","28111__169435_185294-1","p__FCB group"
"389","-1","39492__821_310298","821","39492__821_310298-1","p__FCB group"
"465","1","39492__821_310298","39492","39492__821_3102981","p__Terrabacteria group"
"528","-1","39492__821_310298","310298","39492__821_310298-1","p__FCB group"
"647","-1","1465754__35833_187327","35833","1465754__35833_187327-1","p__Proteobacteria"
"698","-1","1465754__35833_187327","187327","1465754__35833_187327-1","p__Terrabacteria group"
"761","1","1465754__35833_187327","1465754","1465754__35833_1873271","p__FCB group"
"768","1","817__84026","817","817__840261","p__FCB group"
"867","-1","817__84026","84026","817__84026-1","p__Terrabacteria group"
"987","1","1515__650643","1515","1515__6506431","p__Terrabacteria group"
"1135","-1","1515__650643","650643","1515__650643-1","p__FCB group"
"1209","1","28447__29348_218538","28447","28447__29348_2185381","p__Terrabacteria group"
"1211","-1","28447__29348_218538","29348","28447__29348_218538-1","p__Terrabacteria group"
"1278","-1","28447__29348_218538","218538","28447__29348_218538-1","p__Terrabacteria group"
"1342","-1","31971__818_46506","818","31971__818_46506-1","p__FCB group"
"1407","1","31971__818_46506","31971","31971__818_465061","p__Terrabacteria group"
"1431","-1","31971__818_46506","46506","31971__818_46506-1","p__FCB group"
"1594","1","29363__88431_214856","29363","29363__88431_2148561","p__Terrabacteria group"
"1634","-1","29363__88431_214856","88431","29363__88431_214856-1","p__Terrabacteria group"
"1657","-1","29363__88431_214856","214856","29363__88431_214856-1","p__FCB group"
"1858","1","261299__454155","261299","261299__4541551","p__Terrabacteria group"
"1883","-1","261299__454155","454155","261299__454155-1","p__FCB group"
"1917","1","821__310298","821","821__3102981","p__FCB group"
"2056","-1","821__310298","310298","821__310298-1","p__FCB group"
"2123","1","1304__216947_626932","1304","1304__216947_6269321","p__Terrabacteria group"
"2232","-1","1304__216947_626932","216947","1304__216947_626932-1","p__Terrabacteria group"
"2276","-1","1304__216947_626932","626932","1304__216947_626932-1","p__FCB group"
"2376","1","39497__310297","39497","39497__3102971","p__Terrabacteria group"
"2437","-1","39497__310297","310297","39497__310297-1","p__FCB group"
"2529","-1","78345__1686_762212","1686","78345__1686_762212-1","p__Terrabacteria group"
"2584","1","78345__1686_762212","78345","78345__1686_7622121","p__Terrabacteria group"
"2666","-1","78345__1686_762212","762212","78345__1686_762212-1","p__Terrabacteria group"
"2700","1","1343__2088","1343","1343__20881","p__Terrabacteria group"
"2725","-1","1343__2088","2088","1343__2088-1","p__Terrabacteria group"
"2996","1","216947__626932","216947","216947__6269321","p__Terrabacteria group"
"3040","-1","216947__626932","626932","216947__626932-1","p__FCB group"
"3059","1","729__1541","729","729__15411","p__Proteobacteria"
"3092","-1","729__1541","1541","729__1541-1","p__Terrabacteria group"
"3288","1","1630__2139","1630","1630__21391","p__Terrabacteria group"
"3299","-1","1630__2139","2139","1630__2139-1","p__Terrabacteria group"
"3527","-1","536633__40520_216816","40520","536633__40520_216816-1","p__Terrabacteria group"
"3568","-1","536633__40520_216816","216816","536633__40520_216816-1","p__Terrabacteria group"
"3607","1","536633__40520_216816","536633","536633__40520_2168161","p__Terrabacteria group"
"3762","1","225004__387090","225004","225004__3870901","p__Spirochaetes"
"3787","-1","225004__387090","387090","225004__387090-1","p__FCB group"
"3840","-1","154046__1267_44749","1267","154046__1267_44749-1","p__Terrabacteria group"
"3911","-1","154046__1267_44749","44749","154046__1267_44749-1","p__Terrabacteria group"
"3935","1","154046__1267_44749","154046","154046__1267_447491","p__Terrabacteria group"
"4071","1","28125__47678_228603","28125","28125__47678_2286031","p__FCB group"
"4108","-1","28125__47678_228603","47678","28125__47678_228603-1","p__FCB group"
"4145","-1","28125__47678_228603","228603","28125__47678_228603-1","p__FCB group"
"4267","1","29348__218538","29348","29348__2185381","p__Terrabacteria group"
"4334","-1","29348__218538","218538","29348__218538-1","p__Terrabacteria group"
"4440","1","1689__36847_574375","1689","1689__36847_5743751","p__Terrabacteria group"
"4469","-1","1689__36847_574375","36847","1689__36847_574375-1","p__Terrabacteria group"
"4564","-1","1689__36847_574375","574375","1689__36847_574375-1","p__Terrabacteria group"
"4589","1","818__46506","818","818__465061","p__FCB group"
"4678","-1","818__46506","46506","818__46506-1","p__FCB group"
"4889","1","151276__246787","151276","151276__2467871","p__FCB group"
"4913","-1","151276__246787","246787","151276__246787-1","p__FCB group"
"4995","-1","1547__1492_28026","1492","1547__1492_28026-1","p__Terrabacteria group"
"5003","1","1547__1492_28026","1547","1547__1492_280261","p__Terrabacteria group"
"5020","-1","1547__1492_28026","28026","1547__1492_28026-1","p__Terrabacteria group"
"5159","1","562__103892","562","562__1038921","p__Proteobacteria"
"5266","-1","562__103892","103892","562__103892-1","p__Terrabacteria group"
"5440","1","45851__165179_308994","45851","45851__165179_3089941","p__Terrabacteria group"
"5467","-1","45851__165179_308994","165179","45851__165179_308994-1","p__FCB group"
"5492","-1","45851__165179_308994","308994","45851__165179_308994-1","p__Terrabacteria group"
"5660","1","169435__185294","169435","169435__1852941","p__Terrabacteria group"
"5663","-1","169435__185294","185294","169435__185294-1","p__FCB group"
"5857","-1","745368__204516_357276","204516","745368__204516_357276-1","p__FCB group"
"5885","-1","745368__204516_357276","357276","745368__204516_357276-1","p__FCB group"
"5912","1","745368__204516_357276","745368","745368__204516_3572761","p__Terrabacteria group"
"5998","1","37734__39485_43131","37734","37734__39485_431311","p__Terrabacteria group"
"6000","-1","37734__39485_43131","39485","37734__39485_43131-1","p__Terrabacteria group"
"6011","-1","37734__39485_43131","43131","37734__39485_43131-1","p__Terrabacteria group"
"6133","1","1303__1735_89014","1303","1303__1735_890141","p__Terrabacteria group"
"6161","-1","1303__1735_89014","1735","1303__1735_89014-1","p__Terrabacteria group"
"6219","-1","1303__1735_89014","89014","1303__1735_89014-1","p__Terrabacteria group"
"6362","1","28118__626937","28118","28118__6269371","p__FCB group"
