classes,fpr,tpr,auc
D007410,0.0,0.0,0.8513339177441741
D007410,0.0,0.0008547008547008547,0.8513339177441741
D007410,0.0,0.003418803418803419,0.8513339177441741
D007410,0.0008547008547008547,0.003418803418803419,0.8513339177441741
D007410,0.0008547008547008547,0.017948717948717947,0.8513339177441741
D007410,0.0017094017094017094,0.017948717948717947,0.8513339177441741
D007410,0.0017094017094017094,0.07264957264957266,0.8513339177441741
D007410,0.002564102564102564,0.07264957264957266,0.8513339177441741
D007410,0.002564102564102564,0.08803418803418804,0.8513339177441741
D007410,0.003418803418803419,0.08803418803418804,0.8513339177441741
D007410,0.003418803418803419,0.10085470085470086,0.8513339177441741
D007410,0.004273504273504274,0.10085470085470086,0.8513339177441741
D007410,0.004273504273504274,0.12136752136752137,0.8513339177441741
D007410,0.005128205128205128,0.12136752136752137,0.8513339177441741
D007410,0.005128205128205128,0.13846153846153847,0.8513339177441741
D007410,0.005982905982905983,0.13846153846153847,0.8513339177441741
D007410,0.005982905982905983,0.14273504273504273,0.8513339177441741
D007410,0.006837606837606838,0.14273504273504273,0.8513339177441741
D007410,0.006837606837606838,0.15384615384615385,0.8513339177441741
D007410,0.007692307692307693,0.15384615384615385,0.8513339177441741
D007410,0.007692307692307693,0.1547008547008547,0.8513339177441741
D007410,0.008547008547008548,0.1547008547008547,0.8513339177441741
D007410,0.008547008547008548,0.16324786324786325,0.8513339177441741
D007410,0.010256410256410256,0.16324786324786325,0.8513339177441741
D007410,0.010256410256410256,0.1675213675213675,0.8513339177441741
D007410,0.011111111111111112,0.1675213675213675,0.8513339177441741
D007410,0.011111111111111112,0.1683760683760684,0.8513339177441741
D007410,0.011965811965811967,0.1683760683760684,0.8513339177441741
D007410,0.011965811965811967,0.17692307692307693,0.8513339177441741
D007410,0.01282051282051282,0.17692307692307693,0.8513339177441741
D007410,0.01282051282051282,0.18547008547008548,0.8513339177441741
D007410,0.013675213675213675,0.18547008547008548,0.8513339177441741
D007410,0.013675213675213675,0.2111111111111111,0.8513339177441741
D007410,0.01452991452991453,0.2111111111111111,0.8513339177441741
D007410,0.01452991452991453,0.23162393162393163,0.8513339177441741
D007410,0.015384615384615385,0.23162393162393163,0.8513339177441741
D007410,0.015384615384615385,0.23931623931623933,0.8513339177441741
D007410,0.01623931623931624,0.23931623931623933,0.8513339177441741
D007410,0.01623931623931624,0.24871794871794872,0.8513339177441741
D007410,0.017948717948717947,0.24871794871794872,0.8513339177441741
D007410,0.017948717948717947,0.26837606837606837,0.8513339177441741
D007410,0.018803418803418803,0.26837606837606837,0.8513339177441741
D007410,0.018803418803418803,0.2709401709401709,0.8513339177441741
D007410,0.019658119658119658,0.2709401709401709,0.8513339177441741
D007410,0.019658119658119658,0.29572649572649573,0.8513339177441741
D007410,0.020512820512820513,0.29572649572649573,0.8513339177441741
D007410,0.020512820512820513,0.30854700854700856,0.8513339177441741
D007410,0.021367521367521368,0.30854700854700856,0.8513339177441741
D007410,0.021367521367521368,0.3094017094017094,0.8513339177441741
D007410,0.022222222222222223,0.3094017094017094,0.8513339177441741
D007410,0.022222222222222223,0.32564102564102565,0.8513339177441741
D007410,0.023076923076923078,0.32564102564102565,0.8513339177441741
D007410,0.023076923076923078,0.3504273504273504,0.8513339177441741
D007410,0.023931623931623933,0.3504273504273504,0.8513339177441741
D007410,0.023931623931623933,0.352991452991453,0.8513339177441741
D007410,0.024786324786324785,0.352991452991453,0.8513339177441741
D007410,0.024786324786324785,0.3606837606837607,0.8513339177441741
D007410,0.02564102564102564,0.3606837606837607,0.8513339177441741
D007410,0.02564102564102564,0.3658119658119658,0.8513339177441741
D007410,0.026495726495726495,0.3658119658119658,0.8513339177441741
D007410,0.026495726495726495,0.3803418803418803,0.8513339177441741
D007410,0.02735042735042735,0.3803418803418803,0.8513339177441741
D007410,0.02735042735042735,0.382051282051282,0.8513339177441741
D007410,0.028205128205128206,0.382051282051282,0.8513339177441741
D007410,0.028205128205128206,0.38290598290598293,0.8513339177441741
D007410,0.02905982905982906,0.38290598290598293,0.8513339177441741
D007410,0.02905982905982906,0.39316239316239315,0.8513339177441741
D007410,0.029914529914529916,0.39316239316239315,0.8513339177441741
D007410,0.029914529914529916,0.4042735042735043,0.8513339177441741
D007410,0.03162393162393162,0.4042735042735043,0.8513339177441741
D007410,0.03162393162393162,0.40683760683760684,0.8513339177441741
D007410,0.03247863247863248,0.40683760683760684,0.8513339177441741
D007410,0.03247863247863248,0.41025641025641024,0.8513339177441741
D007410,0.03418803418803419,0.41025641025641024,0.8513339177441741
D007410,0.03418803418803419,0.4264957264957265,0.8513339177441741
D007410,0.03504273504273504,0.4264957264957265,0.8513339177441741
D007410,0.03504273504273504,0.42991452991452994,0.8513339177441741
D007410,0.03675213675213675,0.42991452991452994,0.8513339177441741
D007410,0.03675213675213675,0.43504273504273505,0.8513339177441741
D007410,0.037606837606837605,0.43504273504273505,0.8513339177441741
D007410,0.037606837606837605,0.44017094017094016,0.8513339177441741
D007410,0.038461538461538464,0.44017094017094016,0.8513339177441741
D007410,0.038461538461538464,0.44529914529914527,0.8513339177441741
D007410,0.039316239316239315,0.44529914529914527,0.8513339177441741
D007410,0.039316239316239315,0.4461538461538462,0.8513339177441741
D007410,0.040170940170940174,0.4461538461538462,0.8513339177441741
D007410,0.040170940170940174,0.44700854700854703,0.8513339177441741
D007410,0.04188034188034188,0.44700854700854703,0.8513339177441741
D007410,0.04188034188034188,0.4478632478632479,0.8513339177441741
D007410,0.042735042735042736,0.4478632478632479,0.8513339177441741
D007410,0.042735042735042736,0.4512820512820513,0.8513339177441741
D007410,0.04358974358974359,0.4512820512820513,0.8513339177441741
D007410,0.04358974358974359,0.4641025641025641,0.8513339177441741
D007410,0.044444444444444446,0.4641025641025641,0.8513339177441741
D007410,0.044444444444444446,0.4658119658119658,0.8513339177441741
D007410,0.0452991452991453,0.4658119658119658,0.8513339177441741
D007410,0.0452991452991453,0.4683760683760684,0.8513339177441741
D007410,0.046153846153846156,0.4683760683760684,0.8513339177441741
D007410,0.046153846153846156,0.47094017094017093,0.8513339177441741
D007410,0.04700854700854701,0.47094017094017093,0.8513339177441741
D007410,0.04700854700854701,0.4717948717948718,0.8513339177441741
D007410,0.04786324786324787,0.4717948717948718,0.8513339177441741
D007410,0.04786324786324787,0.47264957264957264,0.8513339177441741
D007410,0.04871794871794872,0.47264957264957264,0.8513339177441741
D007410,0.04871794871794872,0.47863247863247865,0.8513339177441741
D007410,0.04957264957264957,0.47863247863247865,0.8513339177441741
D007410,0.04957264957264957,0.48205128205128206,0.8513339177441741
D007410,0.05042735042735043,0.48205128205128206,0.8513339177441741
D007410,0.05042735042735043,0.48717948717948717,0.8513339177441741
D007410,0.05128205128205128,0.48717948717948717,0.8513339177441741
D007410,0.05128205128205128,0.4888888888888889,0.8513339177441741
D007410,0.05213675213675214,0.4888888888888889,0.8513339177441741
D007410,0.05213675213675214,0.4905982905982906,0.8513339177441741
D007410,0.05299145299145299,0.4905982905982906,0.8513339177441741
D007410,0.05299145299145299,0.49914529914529915,0.8513339177441741
D007410,0.05384615384615385,0.49914529914529915,0.8513339177441741
D007410,0.05384615384615385,0.5008547008547009,0.8513339177441741
D007410,0.0547008547008547,0.5008547008547009,0.8513339177441741
D007410,0.0547008547008547,0.5042735042735043,0.8513339177441741
D007410,0.05555555555555555,0.5042735042735043,0.8513339177441741
D007410,0.05555555555555555,0.5076923076923077,0.8513339177441741
D007410,0.05641025641025641,0.5076923076923077,0.8513339177441741
D007410,0.05641025641025641,0.5170940170940171,0.8513339177441741
D007410,0.05726495726495726,0.5170940170940171,0.8513339177441741
D007410,0.05726495726495726,0.5205128205128206,0.8513339177441741
D007410,0.05897435897435897,0.5205128205128206,0.8513339177441741
D007410,0.05897435897435897,0.5230769230769231,0.8513339177441741
D007410,0.06068376068376068,0.5230769230769231,0.8513339177441741
D007410,0.06068376068376068,0.5282051282051282,0.8513339177441741
D007410,0.06153846153846154,0.5282051282051282,0.8513339177441741
D007410,0.06153846153846154,0.535042735042735,0.8513339177441741
