"","Part","BalanceID","Component","Group","d.group"
"115","-1","204516__187101_290053","187101","204516__187101_290053-1","p__Fusobacteria"
"118","1","204516__187101_290053","204516","204516__187101_2900531","p__FCB group"
"126","-1","204516__187101_290053","290053","204516__187101_290053-1","p__FCB group"
"182","-1","69825__876_208479","876","69825__876_208479-1","p__Proteobacteria"
"259","1","69825__876_208479","69825","69825__876_2084791","p__Terrabacteria group"
"280","-1","69825__876_208479","208479","69825__876_208479-1","p__Terrabacteria group"
"370","1","1735__28125_397865","1735","1735__28125_3978651","p__Terrabacteria group"
"378","-1","1735__28125_397865","28125","1735__28125_397865-1","p__FCB group"
"466","-1","1735__28125_397865","397865","1735__28125_397865-1","p__FCB group"
"487","1","562__90742_1755626","562","562__90742_17556261","p__Proteobacteria"
"587","-1","562__90742_1755626","90742","562__90742_1755626-1","p__Proteobacteria"
"643","-1","562__90742_1755626","1755626","562__90742_1755626-1","p__Terrabacteria group"
"738","1","47678__218538","47678","47678__2185381","p__FCB group"
"764","-1","47678__218538","218538","47678__218538-1","p__Terrabacteria group"
"828","-1","169435__905_351091","905","169435__905_351091-1","p__Terrabacteria group"
"916","1","169435__905_351091","169435","169435__905_3510911","p__Terrabacteria group"
"943","-1","169435__905_351091","351091","169435__905_351091-1","p__Terrabacteria group"
"1033","1","33043__84026","33043","33043__840261","p__Terrabacteria group"
"1066","-1","33043__84026","84026","33043__84026-1","p__Terrabacteria group"
"1204","1","39485__45851","39485","39485__458511","p__Terrabacteria group"
"1215","-1","39485__45851","45851","39485__45851-1","p__Terrabacteria group"
"1289","-1","28137__294_39483","294","28137__294_39483-1","p__Proteobacteria"
"1346","1","28137__294_39483","28137","28137__294_394831","p__FCB group"
"1364","-1","28137__294_39483","39483","28137__294_39483-1","p__Terrabacteria group"
"1510","1","29389__33987_626937","29389","29389__33987_6269371","p__Terrabacteria group"
"1519","-1","29389__33987_626937","33987","29389__33987_626937-1","p__Terrabacteria group"
"1601","-1","29389__33987_626937","626937","29389__33987_626937-1","p__Terrabacteria group"
"1623","1","840__179995","840","840__1799951","p__FCB group"
