,D000236,D006262,accuracy,macro avg,weighted avg
precision,0.72,0.69,0.71,0.71,0.71
recall,0.68,0.73,0.71,0.71,0.71
f1-score,0.7,0.71,0.71,0.71,0.71
support,56.0,56.0,0.71,112.0,112.0
