"","204516__187101_290053","69825__876_208479","1735__28125_397865","562__90742_1755626","47678__218538","169435__905_351091","33043__84026","39485__45851","28137__294_39483","29389__33987_626937","840__179995","90742__1755626","1623__852_33035","84030__40519_239935","850__1671366","28117__55507","33039__1456_158787","856__1161942","1596__246787","46124__483_1510","1364__1680","41976__33031_301302","905__351091","1264__47770","28111__820_165179","1365__39492","122355__861_1535","853__89014","74426__818_197614","1308__1633","762210__40520_310298","901__536633","36847__384638","823__1303","1352__46228","539__97478","38986__328814","40543__349096","28135__151276_1297750","859__1385387","907__46503","185293__301301","330920__1304_487175","328813__821_310297","1515__371601_387090","623__1265_47246","1537__261299_454154","28125__397865","820__165179","187101__290053","294__39483","1358__29370","851__52226","483__1510","33932__310514","44749__228604","39497__582850","34086__376804","1343__39488_160453","876__208479","852__33035","729__1630_28037","817__33033","40519__239935","40520__310298","861__1535","33031__301302","545533__28108_39486","821__310297","1304__487175","437898__1428_29348","34062__1366_228603","1811976__37734_341225","818__197614","13689__33051","371601__387090","1456__158787","33987__626937","1265__47246","261299__454154","703__28116_33038","39488__160453","1630__28037","28108__39486","151276__1297750","37734__341225","1366__228603","1428__29348","28116__33038","410072__40518_46506","40518__46506"
"ERR475497",0,0,0,-3.37067452363596,0,0,0,4.59051826160716,0,0,0,-5.8381795307155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2180479082992,0,-2.17557398577627,0,0,0,0,0,0,0,0,0,0,-3.83724182326608,0,-2.77620628431398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76820467898962,0,0,0,4.80853033672383,0,0,0,0,3.84177167079608,-3.69784625170422,0,0,0,0,0,-2.45022131104892,0,0,0,0,0,0,0,4.24390780052475,-2.91234605489757,5.04433133630536
"ERR475498",0,0,0,-5.68873766396649,0,0,0,0,0,0,0,-1.48678379914111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94288027720593,0,0,0,0,0,0,0,0,0,0,0,0,-2.81228569509633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.09721816071306,0,0,0,4.871021709306,0,0,0,0,0,-0.0432008381629001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4884878268404,0.876820491257558
"ERR475499",0,0,0,-5.24949880218635,0,0,0,0,0,0,0,0.720812528756782,0,-2.76443246858958,0,0,0,0,0,0,0,0,0,0,0,0,-2.71444423661932,0,0,0,0,0,0,4.32173739011496,0,0,0,0,0,0,0,0,0,-2.52070204962956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78813748969021,0,-4.70155533213717,0,0,4.36598402070141,0,0,0,0,0,-0.0215554167265724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR475502",0,0,-3.01811524884072,-2.91807241127513,0,-2.75458471343918,0,0,0,0,0,-5.05424967649356,0,0,0,0,0,0,0,0,0,0,4.77108067742922,0,-2.40483666928705,0,0,0,0,0,-1.37690681470841,0,0,0,0,0,0,0,0,0,0,0,0,-5.09960995570864,0,0,0,-5.22752895409051,4.16529929510989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866629566089038,0,0,0,-0.476261273978831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR475503",0,0,0,-5.64550422202004,0,0,0,0,0,0,0,-0.863565770286536,0,0,0,0,0,0,0,0,0,0,0,0,-2.6678595425121,0,0,0,0,0,-2.61897061846914,0,0,0,0,0,0,0,0,0,0,0,0,-2.61513749603599,0,0,0,0,4.62086827508841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53619017471864,0,0,0,4.52955101191279,0,0,0,0,0,-0.0416047480980694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75782330416607,4.7766900811131
"ERR475504",0,0,0,-2.69018334887416,0,-4.99262411765301,0,0,0,0,0,-4.65953424192583,0,0,0,0,0,0,0,0,0,0,0.209766502764073,0,-2.46561555584546,-4.10218711249698,0,0,0,0,0,-4.05443697257303,0,0,0,0,0,0,0,0,0,0,0,2.23272997712838,0,0,0,0,4.27057141465651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56286600122999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79416391377576,4.83963386333511
"ERR475505",0,-2.91422538285565,0,-2.55699565200502,-4.72057071464455,5.00393665826729,-5.38358407789468,0,0,0,0,-4.4288463840054,0,0,0,4.24140302803095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04758642781284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024223637985659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73244935177758,-4.73274110638741
"ERR475506",0,0,0,-5.37737945433674,0,0,0,0,0,0,0,1.2530591533662,0,0,-4.27879652569207,0,5.06584846749693,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92657337435339,0,0,0,0,0,0,0,0,0,0,0,-2.14036885430605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06897377645837,0,0,-2.38080650520902,0,3.70722760259607,0,0,0,0,-0.0082714845309296,0,0,0,0,0,0,0,0,-4.12367783001252,0,0,0,0,0,0,0
"ERR475507",0,0,0,-3.0800366423698,0,0,3.78079215398942,0.579821096657703,0,0,0,-5.33477995375835,0,0,0,0,0,0,0,0,0,0,0,0,-6.37932693338094,-3.95825761596239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.984163671098392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729404449051575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR475508",0,0,0,-2.83170545441531,0,-2.57046376655093,-4.09922435874552,0,0,-2.35998290409485,0,-4.90465771911724,0,0,0,0,0,0,0,0,0,0,-4.45217384268109,0,-2.38060200291451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45468141327545,0,0,0,0,4.12332362164817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25163292418806,0,0,0,0,0,0,0,0,-4.08761029488623,0,0,0,0,0,0,0,0,0,0,0,-3.0164998026399,5.2247309191938
"ERR475510",0,0,0,-5.53676986802932,0,0,0,0,0,0,0,-0.87603128093906,0,0,0,0,0,0,0,0,0,0,0,0,-2.52975993697354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25387806972013,0,0,0,0,4.38167274179041,0,0,0,0,0,0,0,0,0,-2.4032288766856,0,0,0,0,0,0,0,0,0,3.90383133082053,0,0,0,0,0,-0.0337077682754277,0,0,0,0,0,-2.26663419890666,4.16251451663613,0,0,0,0,0,0,3.92592559467952,0,0
"ERR475511",0,5.07615551330563,0,-3.19358766345968,-0.320314267626533,0,0,0,0,0,0,-5.53145609153734,0,0,0,0,0,0,-4.14866702307061,0,0,0,0,0,2.77470344244864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45164036636337,0,0,-2.93935720290976,0,0,0,0,4.27961840506252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09111601703324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR475512",0,0,0,-2.97035763022382,-3.90666422832143,0,4.52946115667832,0,0,0,0,-5.14481033219755,0,-2.2533775604098,0,0,-2.3645356625682,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61083944171373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50258797431051,0,0,-2.46527723016772,0,-3.90296442326539,4.52210656345294,0,0,0,0,0,0,0,0,0,0,0,-4.09549590387667,0,0,0,0,4.33460952191668,4.26998541739316,0,0,0,0,0,0,-3.03974404557533,5.26499112894143
"ERR475514",0,0,0,-2.89542705766011,-4.19581997928533,0,0,0,2.81942420506992,0,0,-5.01502677347698,0,0,0,0,0,0,0,0,-4.11318736414872,0,0,0,-3.33245411872252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71680529327158,0,0,0,0,0,0,0,-5.77197984751957,0,-4.62279710561189,0,0,0,-4.09041137165373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80348268132666,4.8557744421972
"ERR475517",0,0,0,-5.55870067756471,0,0,0,0,0,0,0,-0.0826857572172292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30867570217764,0,0,0,0,0,0,0,0,0,0,0,0,-3.0554968191121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69476742785352,0,0,-2.69424466551216,0,0,0,0,0,0,0,5.29227573306724,0,0,0,0,-0.0389072449825488,0,0,0,0,0,0,4.66747409962399,4.66656864868848,0,0,0,0,0,0,5.15026104973314,0
"ERR475518",4.87723312589608,5.53929874059889,0,-5.29900291865599,0,0,0,0,0,0,0,-0.936207694736857,0,0,0,0,0,0,0,0,0,0,0,0,-2.72964772986471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50704539558378,0,0,0,0,-4.72788855489072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34233000203272,0,0,0,0,0,-0.00598874277018635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60138363449958,4.50572862493146
"ERR475519",0,0,0,-2.67092985111631,0,0,0,0,0,0,0,4.62618620558582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76586005857796,0,0,0,4.27834036743321,0,0,0,0,4.28356595982575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360037881182149,0,4.79061014808245,0,0,0,0,0,0,0,0,0,-0.0340978231212153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09407141659214,5.3590888957842
