,D000236
204516__187101_290053,0.3611756717371289
69825__876_208479,0.05517848286473508
1735__28125_397865,0.8723363996962752
562__90742_1755626,-0.7659149004772954
47678__218538,0.06898769047881967
169435__905_351091,-0.12499894205233288
33043__84026,-0.14761114134506992
39485__45851,-0.28199317376093064
28137__294_39483,0.6595695466287562
29389__33987_626937,0.24654562419256504
840__179995,0.2473566844084493
90742__1755626,-0.2475512075298821
1623__852_33035,-0.05847519689640567
84030__40519_239935,-0.20813758097458435
850__1671366,-0.15733412711995362
28117__55507,-0.3517684908566622
33039__1456_158787,0.3176230044139719
856__1161942,0.25832031629591873
1596__246787,0.29170662609849546
46124__483_1510,0.10154184096473017
1364__1680,0.325909247585642
41976__33031_301302,0.42069557670434776
905__351091,-0.17980824601905676
1264__47770,-0.5573249697440341
28111__820_165179,-0.1360780951757949
1365__39492,0.348900429237065
122355__861_1535,0.4073800953735066
853__89014,0.09977569066831288
74426__818_197614,-0.8952561254831558
1308__1633,-0.11706103264103293
762210__40520_310298,-0.6959449013994132
901__536633,-0.24155178388443585
36847__384638,0.2133277004594157
823__1303,-0.1890007436224548
1352__46228,-0.181552991721739
539__97478,0.1367525245700041
38986__328814,-0.2411622744868225
40543__349096,0.1681512962894262
28135__151276_1297750,0.06764999249177664
859__1385387,-0.1880035629023553
907__46503,-0.2269748722720689
185293__301301,0.3011319397306691
330920__1304_487175,-0.18336119953306174
328813__821_310297,0.06849724479904973
1515__371601_387090,-0.036674116705745406
623__1265_47246,0.15013934537996962
1537__261299_454154,0.03744217223278539
28125__397865,-0.33918577648121845
820__165179,0.1124357809733164
187101__290053,0.33044563950338274
294__39483,0.4698996774947822
1358__29370,0.2931850005446824
851__52226,0.2357203774192851
483__1510,0.232485171987546
33932__310514,0.3682987861963693
44749__228604,0.2599596302749063
39497__582850,-0.22084125207420052
34086__376804,0.19279594677144887
1343__39488_160453,-0.35741751494626145
876__208479,0.3021033014667964
852__33035,-0.5461681471102282
729__1630_28037,0.10789568762897436
817__33033,0.005044393694521786
40519__239935,0.4393126540184635
40520__310298,-0.1308686440862469
861__1535,0.8125291659372038
33031__301302,0.1037728887085789
545533__28108_39486,0.022834717024496173
821__310297,-0.4980751407209415
1304__487175,-0.37783761119928333
437898__1428_29348,0.261496287794142
34062__1366_228603,0.5695803097764912
1811976__37734_341225,0.24193512149371665
818__197614,-0.4990619784144517
13689__33051,0.5208282078768021
371601__387090,-0.5818512288387415
1456__158787,0.08525166700112037
33987__626937,0.5408507382149269
1265__47246,-0.6988945362058729
261299__454154,1.338240160871927
703__28116_33038,-0.5951186504001361
39488__160453,-0.1351786926588236
1630__28037,-0.535870149518606
28108__39486,0.9282731091256432
151276__1297750,-0.3964044679136281
37734__341225,0.6296421005065299
1366__228603,1.1282697000327344
1428__29348,0.6147279469521817
28116__33038,-0.542713029862269
410072__40518_46506,-0.5861908654828022
40518__46506,-1.2651199689836266
