"","Part","BalanceID","Component","Group","d.group"
"24","1","1613__1681_150055","1613","1613__1681_1500551","p__Terrabacteria group"
"27","-1","1613__1681_150055","1681","1613__1681_150055-1","p__Terrabacteria group"
"51","-1","1613__1681_150055","150055","1613__1681_150055-1","p__Terrabacteria group"
"109","-1","658082__39777_103892","39777","658082__39777_103892-1","p__Terrabacteria group"
"115","-1","658082__39777_103892","103892","658082__39777_103892-1","p__Terrabacteria group"
"130","1","658082__39777_103892","658082","658082__39777_1038921","p__Terrabacteria group"
"151","-1","1596__1531_47715","1531","1596__1531_47715-1","p__Terrabacteria group"
"154","1","1596__1531_47715","1596","1596__1531_477151","p__Terrabacteria group"
"178","-1","1596__1531_47715","47715","1596__1531_47715-1","p__Terrabacteria group"
"199","1","545__571_851","545","545__571_8511","p__Proteobacteria"
"202","-1","545__571_851","571","545__571_851-1","p__Proteobacteria"
"208","-1","545__571_851","851","545__571_851-1","p__Fusobacteria"
"287","-1","100886__1598_165179","1598","100886__1598_165179-1","p__Terrabacteria group"
"312","1","100886__1598_165179","100886","100886__1598_1651791","p__Terrabacteria group"
"316","-1","100886__1598_165179","165179","100886__1598_165179-1","p__FCB group"
"369","-1","638849__33039_33959","33039","638849__33039_33959-1","p__Terrabacteria group"
"372","-1","638849__33039_33959","33959","638849__33039_33959-1","p__Terrabacteria group"
"392","1","638849__33039_33959","638849","638849__33039_339591","p__Synergistetes"
"415","1","1531__47715","1531","1531__477151","p__Terrabacteria group"
"442","-1","1531__47715","47715","1531__47715-1","p__Terrabacteria group"
"502","1","33043__626940","33043","33043__6269401","p__Terrabacteria group"
"523","-1","33043__626940","626940","33043__626940-1","p__Terrabacteria group"
"551","1","1598__165179","1598","1598__1651791","p__Terrabacteria group"
"580","-1","1598__165179","165179","1598__165179-1","p__FCB group"
"598","1","571__851","571","571__8511","p__Proteobacteria"
"604","-1","571__851","851","571__851-1","p__Fusobacteria"
"693","1","28026__33945","28026","28026__339451","p__Terrabacteria group"
"701","-1","28026__33945","33945","28026__33945-1","p__Terrabacteria group"
"753","1","1681__150055","1681","1681__1500551","p__Terrabacteria group"
"777","-1","1681__150055","150055","1681__150055-1","p__Terrabacteria group"
"799","-1","1680__584_1686","584","1680__584_1686-1","p__Proteobacteria"
"818","1","1680__584_1686","1680","1680__584_16861","p__Terrabacteria group"
"822","-1","1680__584_1686","1686","1680__584_1686-1","p__Terrabacteria group"
"863","-1","28025__573_1358","573","28025__573_1358-1","p__Proteobacteria"
"875","-1","28025__573_1358","1358","28025__573_1358-1","p__Terrabacteria group"
"890","1","28025__573_1358","28025","28025__573_13581","p__Terrabacteria group"
"962","-1","457412__33038_46228","33038","457412__33038_46228-1","p__Terrabacteria group"
