,D003093,D006262,accuracy,macro avg,weighted avg
precision,0.81,0.8,0.8,0.8,0.8
recall,0.8,0.81,0.8,0.8,0.8
f1-score,0.8,0.81,0.8,0.8,0.8
support,615.0,615.0,0.8,1230.0,1230.0
