@relation otu_table.xls.balance
@attribute 384638__1735_371601 numeric
@attribute 1735__371601 numeric
@attribute 1211813__818_158847 numeric
@attribute 818__158847 numeric
@attribute 1505__469591 numeric
@attribute 28126__40545_338188 numeric
@attribute 40545__338188 numeric
@attribute 40519__1118061 numeric
@attribute 33035__469610 numeric
@attribute 328814__363265_626940 numeric
@attribute 76860__582_33033 numeric
@attribute 582__33033 numeric
@attribute 665951__1689_328813 numeric
@attribute 47770__116085 numeric
@attribute 1161942__853_39485 numeric
@attribute 333367__446660_1118060 numeric
@attribute 571__457394 numeric
@attribute 860__849_491921 numeric
@attribute 703__188913_457415 numeric
@attribute 735__905_1685 numeric
@attribute 1343__457421 numeric
@attribute 376804__2173_204516 numeric
@attribute 749535__301301_649756 numeric
@attribute 936548__550_33043 numeric
@attribute 1689__328813 numeric
@attribute 1582__28025_487175 numeric
@attribute 853__39485 numeric
@attribute 363265__626940 numeric
@attribute 1512__1531_163665 numeric
@attribute 188913__457415 numeric
@attribute 1352__1099853 numeric
@attribute 446660__1118060 numeric
@attribute 849__491921 numeric
@attribute 563193__573_166486 numeric
@attribute 2173__204516 numeric
@attribute 291644__28116_357276 numeric
@attribute 905__1685 numeric
@attribute 68892__208479_469588 numeric
@attribute 281920__823_28123 numeric
@attribute 469614__1686_28111 numeric
@attribute 154288__39496_469592 numeric
@attribute 33959__322095 numeric
@attribute 550__33043 numeric
@attribute 39490__310297 numeric
@attribute 301301__649756 numeric
@attribute 1078090__1623_457392 numeric
@attribute 154046__156974 numeric
@attribute 1105030__1681_387090 numeric
@attribute 907__47678_1203555 numeric
@attribute 1261__1318_1583 numeric
@attribute 823__28123 numeric
@attribute 28025__487175 numeric
@attribute 197614__214856_261299 numeric
@attribute 1686__28111 numeric
@attribute 103892__39483_239935 numeric
@attribute 28037__39777_376805 numeric
@attribute 1596__1308_52226 numeric
@attribute 658085__165179_310298 numeric
@attribute 573__166486 numeric
@attribute 548__33039_360807 numeric
@attribute 29391__88431_411489 numeric
@attribute 102148__1304_487173 numeric
@attribute 47678__1203555 numeric
@attribute 1531__163665 numeric
@attribute 208479__469588 numeric
@attribute 1681__387090 numeric
@attribute 28116__357276 numeric
@attribute 908612__821_46506 numeric
@attribute 1070699__817_39492 numeric
@attribute 39496__469592 numeric
@attribute 39483__239935 numeric
@attribute 1623__457392 numeric
@attribute 546__218538_410072 numeric
@attribute 214856__261299 numeric
@attribute 658082__74426_329854 numeric
@attribute 165179__310298 numeric
@attribute 1226325__729_46503 numeric
@attribute 150055__40520_454154 numeric
@attribute 1308__52226 numeric
@attribute 33039__360807 numeric
@attribute 1358__28118_39486 numeric
@attribute 296__562_39491 numeric
@attribute 88431__411489 numeric
@attribute 39777__376805 numeric
@attribute 187326__820_29466 numeric
@attribute 1304__487173 numeric
@attribute 187327__39488_751585 numeric
@attribute 1318__1583 numeric
@attribute 817__39492 numeric
@attribute 1502__658086 numeric
@attribute 218538__410072 numeric
@attribute 851__216816_487174 numeric
@attribute 729__46503 numeric
@attribute 820__29466 numeric
@attribute 1492__40518_658081 numeric
@attribute 821__46506 numeric
@attribute 562__39491 numeric
@attribute 74426__329854 numeric
@attribute 39488__751585 numeric
@attribute 40520__454154 numeric
@attribute 29361__33038_246787 numeric
@attribute 28118__39486 numeric
@attribute 216816__487174 numeric
@attribute 469596__28117_457412 numeric
@attribute 626929__1680_45851 numeric
@attribute 40518__658081 numeric
@attribute 33038__246787 numeric
@attribute 28117__457412 numeric
@attribute 1680__45851 numeric
@attribute Disease.MESH.ID {'D003093', 'D006262'}
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.806041495748441,0.0,0.0,-2.8931858283859904,0.0,-2.40925921720938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.01114485050279,0.0,4.17295937281027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7209498958997203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.65205792103685,-2.90921312555326,0.0,-4.71282346454757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.42439780203562,0.0,0.0,-3.07202064131222,0.0,0.0,0.0,-5.03890494350451,0.0,0.0,0.0,0.0,5.32089583265309,0.0,4.59349906385132,-5.931230978452881,0.0,0.0,0.0,0.0,0.0,0.0,-2.47535177162677,0.0,0.0,0.0,4.28743503506319,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62464067546609,0.0,-2.2702422038356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54601100151916,0.0,3.9321748425304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.31608340767365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5640530029027997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.01157413665802,-2.8211304541680895,-2.9455168268619003,0.0,-4.4410700743272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.52498502725656,0.0,0.0,-2.62269912149529,0.0,0.0,0.0,-5.10178479867387,0.0,0.0,0.0,0.0,4.542648131396099,0.0,4.886341281399,-6.10545316312792,0.0,0.0,0.0,0.0,0.0,0.0,-2.3483677175451603,0.0,0.0,0.0,4.067492201642771,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.664255470170589,0.0,0.0,-2.8085573678496303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8645640570874695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28334207630494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6911792585023098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95486448721996,-2.7550721379240297,-2.9596448520159604,0.0,-4.66125920800153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4964186278218197,0.0,0.0,-2.49858122363327,0.0,0.0,0.0,-5.1262552560513095,0.0,0.0,0.0,0.0,4.32766962617044,0.0,4.77192492140182,-6.055974707917651,0.0,0.0,0.0,0.0,0.0,0.0,-2.4040694551807995,0.0,0.0,0.0,4.16397044129757,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.41593331938951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930385455409032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.18829229719486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5654052083420096,0.0,0.0,0.0,0.0,-2.7139565464338795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9674216238540096,0.0,-2.56986309775488,-0.222837122477083,0.0,0.0,4.70071062795764,0.0,0.0,5.13972501999368,-2.71810194219352,4.44341216285018,0.0,0.0,-4.4511334538078,0.0,0.0,0.0,0.0,0.0,0.0,4.70789066403083,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3667122659752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4709577648966789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.27494116596298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.72131239598593,0.0,0.0,0.0,0.0,-2.6815201737875802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95951366339024,0.0,-2.56991061895913,-0.0525922901687711,0.0,0.0,4.64452918252101,0.0,0.0,5.12602803068619,-2.75615245328831,4.71345133311463,0.0,0.0,-4.451215762948,0.0,0.0,0.0,0.0,0.0,0.0,4.7737960825009695,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.77854701496396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81258460113641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.385827262617941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62553670652115,-2.50701112462359,0.0,0.0,0.0,-2.65907686686797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7746616941973903,0.0,-2.52923004104073,-0.17434959758661497,-4.34227064298846,0.0,4.605656234646389,0.0,0.0,4.80585502816502,-2.8314315783604598,4.54756297283169,0.0,0.0,-4.38075493511207,0.0,0.0,0.0,0.0,0.0,0.0,4.90418335187525,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67025064257958,0.0,0.0,0.0,0.0,-2.5217664936371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36782769180427,-4.62500978189128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36902584894015,0.0,0.0,0.0,-2.38684189252793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1813639467914503,-4.13413142749224,0.0,0.0,0.0,-3.53275121923256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.10327313480833,0.0,0.0,0.0,0.0,0.0,0.0,3.7782331856417595,0.0,6.118904602211701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47495270547963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5281415099202,-3.1531922224551803,4.28674383222077,0.0,4.37886954390568,-5.461489135323401,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7099931899456604,0.0,0.0,0.0,0.0,-2.6112698951317004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.522852130643161,-4.69384589315154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2988044074906098,0.0,0.0,0.0,-2.3890986885339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22537265463798,-4.13804031283688,0.0,0.0,0.0,-3.53718555705666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.98164603043701,0.0,0.0,0.0,0.0,0.0,0.0,3.85445850360742,0.0,6.12658510062096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46261479681727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58261390611479,-3.10836926850154,4.26537394755842,0.0,4.47321850172473,-5.38385350173037,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70494659282492,0.0,0.0,0.0,0.0,-2.62237310071739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54208344684446,-4.68510493053309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37766371669924,0.0,0.0,0.0,-2.3704886346354503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23695533904482,-4.10580675395317,0.0,0.0,0.0,-3.52645686890687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.11823436063614,0.0,0.0,0.0,0.0,0.0,0.0,3.8745203014880896,0.0,6.10800246764697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45443428691287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61212361678521,-3.1153234565404397,4.25120488877218,0.0,4.524330819922571,-5.3958985087391405,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7273497134696205,0.0,0.0,0.0,0.0,-2.6489278822707596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58807767767879,-4.72390827373779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34250290375823,0.0,0.0,0.0,-2.37508495488485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2215844901341,-4.11376781415299,0.0,0.0,0.0,-3.52550300691275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.05733404618688,0.0,0.0,0.0,0.0,0.0,0.0,3.84789721021927,0.0,6.106350330209731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4516272578128198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6389705612722403,-3.10960711693694,4.2463429717525605,0.0,4.57083109180207,-5.38599751811255,D006262
