"","384638__1735_371601","1735__371601","1211813__818_158847","818__158847","1505__469591","28126__40545_338188","40545__338188","40519__1118061","33035__469610","328814__363265_626940","76860__582_33033","582__33033","665951__1689_328813","47770__116085","1161942__853_39485","333367__446660_1118060","571__457394","860__849_491921","703__188913_457415","735__905_1685","1343__457421","376804__2173_204516","749535__301301_649756","936548__550_33043","1689__328813","1582__28025_487175","853__39485","363265__626940","1512__1531_163665","188913__457415","1352__1099853","446660__1118060","849__491921","563193__573_166486","2173__204516","291644__28116_357276","905__1685","68892__208479_469588","281920__823_28123","469614__1686_28111","154288__39496_469592","33959__322095","550__33043","39490__310297","301301__649756","1078090__1623_457392","154046__156974","1105030__1681_387090","907__47678_1203555","1261__1318_1583","823__28123","28025__487175","197614__214856_261299","1686__28111","103892__39483_239935","28037__39777_376805","1596__1308_52226","658085__165179_310298","573__166486","548__33039_360807","29391__88431_411489","102148__1304_487173","47678__1203555","1531__163665","208479__469588","1681__387090","28116__357276","908612__821_46506","1070699__817_39492","39496__469592","39483__239935","1623__457392","546__218538_410072","214856__261299","658082__74426_329854","165179__310298","1226325__729_46503","150055__40520_454154","1308__52226","33039__360807","1358__28118_39486","296__562_39491","88431__411489","39777__376805","187326__820_29466","1304__487173","187327__39488_751585","1318__1583","817__39492","1502__658086","218538__410072","851__216816_487174","729__46503","820__29466","1492__40518_658081","821__46506","562__39491","74426__329854","39488__751585","40520__454154","29361__33038_246787","28118__39486","216816__487174","469596__28117_457412","626929__1680_45851","40518__658081","33038__246787","28117__457412","1680__45851"
"ERR209077",0,0,0,0,0,0,0,0,0,-2.7875524349552,0,0,0,0,-2.62872716599538,0,0,0,0,0,0,0,0,0,0,0,4.55308901074054,-4.82818244610475,0,0,0,0,0,-2.04046913827533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30258966799811,0,-2.26503928936781,-3.01031798365586,3.53419621876916,0,-2.9058829754337,0,0,0,0,0,0,0,-3.35499171089728,0,-3.98820229395587,0,0,0,0,5.21402369463024,0,0,-3.92316313032476,0,0,0,-5.0331369543006,0,0,0,0,0,-5.81101610224653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29413511640311,0,0,0,3.97355858103813,0
"ERR209078",0,0,0,0,0,0,0,0,0,-2.69971456688325,0,0,0,0,-2.41553406503153,0,0,0,0,0,0,0,0,0,0,0,4.183827728048,-4.6760427957756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03310293966814,0,-2.10014667721996,0,0,-3.04055019920355,0,0,-2.99704507083464,0,0,0,0,0,0,0,-3.33012194576404,0,-3.63756074829192,0,0,-3.52143758852286,0,5.26638742798422,0,0,0,0,0,0,-5.19103433525946,0,0,0,0,0,-5.76794040546344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07648638001237,0,0,0,3.59657991140619,0
"ERR209079",0,0,0,0,0,0,0,0,0,-2.60190711437675,0,0,0,0,-2.18698982423853,0,0,0,0,0,0,0,0,0,0,0,-3.78797749121726,-4.50663531867545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17193767174081,0,0,0,0,-3.01309459249717,0,-2.22161441308138,-3.24060793573668,0,0,0,0,0,0,-2.45493993565173,-3.29179193972628,0,0,0,0,-3.76190639832794,0,5.21883292221614,0,0,0,3.84794903828426,0,0,-5.61289759210682,0,0,0,0,0,-5.70155088755162,0,0,0,0,0,0,4.25208069807867,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00629049415679,0,0,0,0,0,0,0,0,0,0,0,5.2070478781909,0,0,0,0,0,0,-2.76759897696029,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63181819867695,0,0,0,0,0,0,-2.69231781604917,0,0,0,-4.79362204307087,0,0,0,0,0,0,-4.55844283639289,0,-2.72309141494928,0,0,-4.66323124752005,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67018900035555,0,0,0,0,0,0,-2.56654733255911,0,4.62490301442736,0,4.71653268434679,0,0,0,0,-2.85394991388532,0,-4.44539038002276,-2.81060187233948,0,0,-4.9431862531062,4.8681052427402,0
"ERR209083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85111547929352,0,0,0,0,0,0,-2.65827398177041,0,0,0,0,4.93827686838247,0,0,0,0,0,0,-2.83775083748409,4.60426559686478,0,0,0,0,0,0,0,0,0,0,0,0,-2.66194721855717,0,0,0,0,0,0,0,0,0,0,-4.91512862974358,0,0,0,0,0,0,-4.61062782960768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70999730169186,0,0,0,0,0,0,-2.62567523853876,0,4.69385301490487,0,0,0,0,0,0,-2.92342955572052,0,-4.54780291732466,-2.68904062784482,0,0,-5.06352852285646,4.65755499104414,0
"ERR209084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75388631420043,0,0,0,0,0,0,-2.78024610212915,0,0,0,0,4.76987101446373,0,0,0,0,0,0,-2.77501879593367,4.81552750643301,0,0,0,0,0,0,0,0,0,0,0,0,-2.51251987428447,0,0,0,0,0,0,-2.53987132415234,0,0,0,-4.80647354651573,0,0,0,0,0,0,-4.35181207728727,0,-2.62437401781255,0,0,-4.39918617811909,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69004528864003,0,0,0,0,0,0,-2.57427971428743,0,4.65929511458582,0,4.54554913691501,0,0,0,0,-2.87299364616898,0,-4.45878325803972,0,0,0,-4.97617096498723,0,0
"ERR209085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61615148668606,0,0,0,0,0,0,0,0,0,0,0,4.5313072952371,0,0,0,0,0,0,0,0,2.58356454452713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7285301912766,0,0,0,0,0,0,0,0,0,0,0,-4.77855415950431,0,0,0,-4.7259529212767,0,0,0,0,0,0,0,0,0,-2.38094683127137,0,0,0,0,0,0,0,0,0,0,-2.52969840798428,0,0,-2.89747418855013,0,0,0,0,0,-3.15124922649425,4.12392088188214,-4.38156617045488,-2.83317949789812,0,5.01857250818822,-5.45812376760017,4.90721083732203,0
"ERR209086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54683859498367,0,0,0,0,0,0,0,0,0,0,0,4.41125384518905,0,0,0,0,0,0,0,0,2.63433558959834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64306116508965,0,0,0,0,0,0,0,0,0,0,0,-4.8388523102282,0,0,0,-4.57791622544746,0,0,0,0,0,0,0,0,0,-2.37006339663239,0,0,0,0,0,0,0,0,0,0,-2.53172181168533,0,0,-2.88797600200602,0,0,0,0,0,-3.14991328125542,4.10507022012657,-4.38507080846931,-2.75431886040622,0,5.00212116651406,-5.45580984257038,4.77062020646878,0
"ERR209087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33822826902448,0,0,0,0,0,0,0,0,0,0,0,4.04993016164423,0,0,0,0,0,0,0,0,2.69734051466044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41358234691746,0,0,0,0,0,0,0,0,0,0,0,-4.85536923478664,0,0,0,-4.18044725311238,0,0,0,0,0,0,0,0,0,-2.41921530981292,0,0,0,0,0,0,0,0,0,0,-2.6248159865315,0,0,-2.99669889577971,0,0,0,0,0,-3.22649935797531,4.19020383104445,-4.54631464919159,-2.4831590939913,0,5.190434742476,-5.58846081860161,4.30095771406964,0
"ERR209088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58384226463035,0,0,0,0,0,0,0,0,0,0,0,4.47534608108359,0,0,0,0,0,0,0,0,2.6703510940115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62834666933483,0,0,0,0,0,0,0,0,0,0,0,-4.80815744973647,0,0,0,-4.55242997119236,0,0,0,0,0,0,0,0,0,-2.34857106915785,0,0,0,0,0,0,0,0,0,0,-2.53329430034764,0,0,-2.87879414892017,0,0,0,0,0,-3.15162295511789,4.06784441696775,-4.38779443872676,-2.70102803235171,0,4.98621773046174,-5.45877108456456,4.67831778470095,0
"ERR209089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54804478802751,0,0,0,0,0,0,0,0,0,0,0,4.41334303282472,0,0,0,0,0,0,0,0,2.64903145397929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60180958539191,0,0,0,0,0,0,0,0,0,0,0,-4.87385841426778,0,0,0,-4.50646639351851,0,0,0,0,0,0,0,0,0,-2.35887019593743,0,0,0,0,0,0,0,0,0,0,-2.54310567244655,0,0,-2.89171416519099,0,0,0,0,0,-3.17843058879933,4.08568302782358,-4.40478823369405,-2.67003304023069,0,5.00859585507741,-5.50520326813151,4.62463288356716,0
"ERR209090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60038902595788,0,0,0,0,0,0,0,0,0,0,0,4.50400591240359,0,0,0,0,0,0,0,0,2.50226088917689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7379775215264,0,0,0,0,0,0,0,0,0,0,0,-4.72366251825538,0,0,0,-4.74231617726524,0,0,0,0,0,0,0,0,0,-2.35219442822862,0,0,0,0,0,0,0,0,0,0,-2.57063202965425,0,0,-2.8906594932681,0,0,0,0,0,-3.07395057725689,4.07412025897239,-4.45246528292506,-2.73385014915888,0,5.00676910972165,-5.32423857976462,4.73516735862294,0
"ERR209091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.590311966143,0,0,0,0,0,0,0,0,0,0,0,4.48655193281332,0,0,0,0,0,0,0,0,2.55092032174108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7303516479273,0,0,0,0,0,0,0,0,0,0,0,-4.69486926553373,0,0,0,-4.7291077767395,0,0,0,0,0,0,0,0,0,-2.37571951850697,0,0,0,0,0,0,0,0,0,0,-2.56010822467293,0,0,-2.89125496071331,0,0,0,0,0,-3.07859754674691,4.11486691058714,-4.43423751800846,-2.72031053560429,0,5.00780048959101,-5.33228736702254,4.71171606003153,0
"ERR209094",0,0,0,0,0,0,0,0,0,0,0,0,-2.80589184966789,0,-2.81900277914776,0,0,0,0,0,0,0,0,0,-4.8599472441682,0,4.88265604016179,0,0,0,0,0,0,0,0,0,0,0,0,-2.63417171350645,0,0,0,0,0,0,0,-2.4627187920334,0,0,0,0,0,-4.56251924365394,0,0,0,0,0,0,0,0,0,0,0,-4.26555407255649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27917563101088,0,0,-2.58229246491098,0,0,0,0,0,0,-2.61753896141312,0,4.4726617492281,0,0,5.67969879985258,0,0,0,-2.55430353265917,0,-4.5337104719586,-2.89546279102464,0,0,4.42418349651835,5.01508866547987,0
"ERR209095",0,0,0,0,0,0,0,0,0,0,0,0,-2.67941175225033,0,-2.73701963029188,0,0,0,0,0,0,0,0,0,-4.64087728929472,0,4.74065706097892,0,0,0,0,0,0,0,0,0,0,0,0,-2.67976435567106,0,0,0,0,0,0,0,-2.51242515480538,0,0,0,0,0,-4.64148801633435,0,0,0,0,0,0,0,0,0,0,0,-4.35164801833702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.29145164871433,0,0,-2.65910947109909,0,0,0,0,0,0,-2.65428942941627,0,4.60571270683123,0,0,5.70096148622956,0,0,0,-2.62385642814208,0,-4.59736414974199,-2.85505871791546,0,0,4.54465264530827,4.94510675802203,0
"ERR209096",0,0,-2.38996046662853,4.13953295628163,0,0,0,0,0,0,0,0,0,0,-2.46207932980124,0,0,0,0,0,0,0,0,0,0,0,4.26444649148087,0,0,0,0,0,0,0,0,0,0,0,0,-2.58879432507615,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48392330137788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36686826744658,0,0,-2.60117990934785,0,0,0,0,0,0,-2.62050672266603,0,4.50537576261789,-2.54520425284466,0,5.83158690160887,0,0,0,-2.80349014246477,0,-4.53885078523337,-2.48035148327163,0,4.40842308156734,4.8557873652675,4.2960947896553,0
"ERR209099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37521956559871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27061780263535,-2.7103647245616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80547226039643,0,0,0,-4.69448940998311,0,0,-2.67325256809665,0,4.85922049423172,0,5.6648762063037,0,0,0,0,-2.5458784436745,0,-4.63020926940738,-2.75785572566114,5.41762115850648,0,-4.40959081433861,4.77674623678983,0
"ERR209100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48381389458712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30332313913223,-2.64248428634966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85414002701444,0,0,0,-4.57691704215999,0,0,-2.64985607634172,0,4.94351553870502,0,5.72152351079493,0,0,0,0,-2.59741816002479,0,-4.58968535696898,-2.56715920650224,5.39016944783738,0,-4.498860221665,4.44645017678008,0
"ERR209101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55570934101685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27517463169185,-2.55535820998904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82534042520152,0,0,0,-4.42601025123928,0,0,-2.64851414209393,0,4.89363316512729,-2.65251163711999,5.67276886575097,0,0,0,0,-2.62134034301315,0,-4.58736105867139,0,5.34305524583707,4.59428492315953,-4.5402946580288,0,0
"ERR209108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51257722891946,0,0,0,0,0,0,0,0,0,0,0,4.35191141842912,0,0,0,0,0,0,0,0,-6.28905844379925,0,0,-2.88693880582476,0,0,0,0,0,0,0,0,0,0,0,5.0003246900307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29073389273891,0,0,0,0,0,-2.76864455189581,0,0,0,-2.7919874493265,-2.37458220325329,0,0,0,0,0,0,-2.58099175590858,0,0,0,0,0,4.79543303198231,0,-4.83586411632814,4.47040885515007,0,0,0,0,0,-4.11289702278355,0,0,0,-2.52989787658752,0,0,0,4.38191166021021,0
"ERR209109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1568105718806,0,0,0,0,-6.34455605086643,0,0,-2.85752581234038,0,0,0,0,0,0,0,0,0,0,0,4.94937989091307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19016048571207,0,0,0,0,0,-2.76399821003642,0,0,0,-2.84303154452297,-2.32518183961334,0,0,0,0,0,0,-2.56066106271417,0,0,0,0,0,4.78738533181252,0,-4.92427508263481,4.43519506158425,-2.35874579340446,0,0,0,0,-4.02733308304677,0,0,0,0,0,4.08546755631588,0,0,0
"ERR209110",0,0,0,0,0,-2.48312899167793,4.30090557533346,0,0,0,0,0,-2.97515998217441,0,-5.64637518023692,0,0,0,0,0,0,0,0,0,-5.15312824977179,0,-0.954283695707433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38438636853614,0,0,0,0,0,0,0,-2.95892726167889,0,0,0,0,-2.82620804344477,0,0,0,0,0,0,-4.12987833517924,0,0,0,0,0,0,0,0,0,0,4.89513592400617,0,0,0,0,5.12501235312849,0,0,0,0,-2.65748354324468,0,0,0,0,0,-4.60289651717795,0,0
"ERR209111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20904495481317,0,0,0,0,0,0,0,0,0,0,0,-5.55822890550898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51887563753679,0,0,0,0,0,0,0,-3.14007604325121,0,0,0,0,-2.69994557145042,0,0,0,0,0,0,-4.36282058216117,-2.49089867697504,-2.55766728164978,0,0,0,0,0,0,0,0,4.67644290742271,-2.57809053335464,0,0,0,5.43877124654094,-4.430009680674,0,0,0,-2.7535161455922,4.31436306502686,-4.46538379028258,0,0,0,-4.76922986362692,0,0
"ERR209116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55506264603787,0,0,0,0,0,0,0,0,0,0,0,4.42549831945897,0,0,0,0,0,0,0,0,0,0,0,-2.31787727432303,0,0,0,0,0,0,0,0,0,0,0,4.01468120483675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65784438235114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33812315526597,0,0,0,-4.60352150884369,0,0,-2.65208256157884,0,5.78179890684279,-2.35779987270797,0,0,0,0,0,-3.39542843035419,0,-4.59354174252197,-2.77733342026689,0,4.08382917360963,-5.88105455483731,4.81048259346129,0
"ERR209118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53622995155994,0,0,0,0,0,0,0,0,0,0,0,4.39287913577976,0,0,0,0,0,0,0,0,-2.72074009100212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48940649906416,-2.50191468919805,0,0,0,0,0,0,0,0,0,0,-4.71246007180525,0,0,0,-4.31177853707129,0,0,0,0,0,0,0,0,0,0,-5.86465299227787,0,-4.33344335789392,-2.85923875833739,0,0,0,0,0,0,0,0,4.95234680041051,0,0,-0.0192563478349453,0,0,0,0,0,0,0,-2.50083309451696,0,0,0,-4.33156998095307
"ERR209120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.11774889493067,0,0,0,0,0,0,0,0,0,0,0,-0.394236764854908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1559019398652,0,0,0,0,0,0,0,0,-3.62544032226668,0,-2.63108853931694,0,0,5.4661825035517,0,0,0,0,-2.29639717496954,0,0,0,0,0,0,0,6.27944683797478,0,0,0,4.55717902930912,0,-2.42940555302488,0,0,-2.47779320436686,0,-2.37154696973268,0,0,0,0,0,0,4.29166372061229,0,3.97747658140488,-4.20785385002905,0,-4.10763984411301,0,0,0,0,0,0,0,0,0,0
"ERR209121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27138381123503,0,0,0,0,0,0,0,0,0,0,0,0.0483001270598857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0839497013274,0,0,0,0,0,0,0,0,-3.60889877830497,0,-2.52533697025059,0,0,5.34155757068592,0,0,0,0,0,0,0,0,0,0,0,0,6.25079604339745,0,0,0,4.37401193870607,0,-2.33756947720698,0,0,-2.53013174444915,0,-2.43898681657929,0,0,0,0,0,0,4.3823167312288,0,0,-4.04878910074471,0,-4.224449085306,0,0,0,0,0,0,0,0,0,0
