"","Part","BalanceID","Component","Group","d.group"
"65","-1","384638__1735_371601","1735","384638__1735_371601-1","p__Terrabacteria group"
"161","-1","384638__1735_371601","371601","384638__1735_371601-1","p__FCB group"
"164","1","384638__1735_371601","384638","384638__1735_3716011","p__Terrabacteria group"
"294","1","1735__371601","1735","1735__3716011","p__Terrabacteria group"
"390","-1","1735__371601","371601","1735__371601-1","p__FCB group"
"476","-1","1211813__818_158847","818","1211813__818_158847-1","p__FCB group"
"585","-1","1211813__818_158847","158847","1211813__818_158847-1","p__Terrabacteria group"
"685","1","1211813__818_158847","1211813","1211813__818_1588471","p__FCB group"
"705","1","818__158847","818","818__1588471","p__FCB group"
"814","-1","818__158847","158847","818__158847-1","p__Terrabacteria group"
"962","1","1505__469591","1505","1505__4695911","p__Terrabacteria group"
"1100","-1","1505__469591","469591","1505__469591-1","p__FCB group"
"1220","1","28126__40545_338188","28126","28126__40545_3381881","p__FCB group"
"1245","-1","28126__40545_338188","40545","28126__40545_338188-1","p__Proteobacteria"
"1300","-1","28126__40545_338188","338188","28126__40545_338188-1","p__FCB group"
"1474","1","40545__338188","40545","40545__3381881","p__Proteobacteria"
"1529","-1","40545__338188","338188","40545__338188-1","p__FCB group"
"1701","1","40519__1118061","40519","40519__11180611","p__Terrabacteria group"
"1826","-1","40519__1118061","1118061","40519__1118061-1","p__FCB group"
"1913","1","33035__469610","33035","33035__4696101","p__Terrabacteria group"
"2019","-1","33035__469610","469610","33035__469610-1","p__Proteobacteria"
"2213","1","328814__363265_626940","328814","328814__363265_6269401","p__FCB group"
"2221","-1","328814__363265_626940","363265","328814__363265_626940-1","p__FCB group"
"2259","-1","328814__363265_626940","626940","328814__363265_626940-1","p__Terrabacteria group"
"2301","-1","76860__582_33033","582","76860__582_33033-1","p__Proteobacteria"
"2370","-1","76860__582_33033","33033","76860__582_33033-1","p__Terrabacteria group"
"2405","1","76860__582_33033","76860","76860__582_330331","p__Terrabacteria group"
"2530","1","582__33033","582","582__330331","p__Proteobacteria"
"2599","-1","582__33033","33033","582__33033-1","p__Terrabacteria group"
"2812","-1","665951__1689_328813","1689","665951__1689_328813-1","p__Terrabacteria group"
"2899","-1","665951__1689_328813","328813","665951__1689_328813-1","p__FCB group"
"2958","1","665951__1689_328813","665951","665951__1689_3288131","p__Terrabacteria group"
"3085","1","47770__116085","47770","47770__1160851","p__Terrabacteria group"
"3098","-1","47770__116085","116085","47770__116085-1","p__Terrabacteria group"
"3231","-1","1161942__853_39485","853","1161942__853_39485-1","p__Terrabacteria group"
"3293","-1","1161942__853_39485","39485","1161942__853_39485-1","p__Terrabacteria group"
"3430","1","1161942__853_39485","1161942","1161942__853_394851","p__Terrabacteria group"
"3589","1","333367__446660_1118060","333367","333367__446660_11180601","p__Terrabacteria group"
"3604","-1","333367__446660_1118060","446660","333367__446660_1118060-1","p__Terrabacteria group"
"3657","-1","333367__446660_1118060","1118060","333367__446660_1118060-1","p__Terrabacteria group"
"3673","1","571__457394","571","571__4573941","p__Proteobacteria"
"3837","-1","571__457394","457394","571__457394-1","p__FCB group"
"3915","-1","860__849_491921","849","860__849_491921-1","p__Fusobacteria"
"3919","1","860__849_491921","860","860__849_4919211","p__Fusobacteria"
"4085","-1","860__849_491921","491921","860__849_491921-1","p__Terrabacteria group"
"4135","1","703__188913_457415","703","703__188913_4574151","p__Proteobacteria"
"4255","-1","703__188913_457415","188913","703__188913_457415-1","p__Fusobacteria"
"4300","-1","703__188913_457415","457415","703__188913_457415-1","p__Synergistetes"
"4366","1","735__905_1685","735","735__905_16851","p__Proteobacteria"
"4379","-1","735__905_1685","905","735__905_1685-1","p__Terrabacteria group"
"4413","-1","735__905_1685","1685","735__905_1685-1","p__Terrabacteria group"
"4618","1","1343__457421","1343","1343__4574211","p__Terrabacteria group"
"4759","-1","1343__457421","457421","1343__457421-1","p__Terrabacteria group"
"4875","-1","376804__2173_204516","2173","376804__2173_204516-1","p__Euryarchaeota"
"4944","-1","376804__2173_204516","204516","376804__2173_204516-1","p__FCB group"
"4971","1","376804__2173_204516","376804","376804__2173_2045161","p__FCB group"
"5184","-1","749535__301301_649756","301301","749535__301301_649756-1","p__Terrabacteria group"
"5238","-1","749535__301301_649756","649756","749535__301301_649756-1","p__Terrabacteria group"
"5251","1","749535__301301_649756","749535","749535__301301_6497561","p__Proteobacteria"
"5273","-1","936548__550_33043","550","936548__550_33043-1","p__Proteobacteria"
"5351","-1","936548__550_33043","33043","936548__550_33043-1","p__Terrabacteria group"
"5483","1","936548__550_33043","936548","936548__550_330431","p__Terrabacteria group"
"5560","1","1689__328813","1689","1689__3288131","p__Terrabacteria group"
"5647","-1","1689__328813","328813","1689__328813-1","p__FCB group"
"5776","1","1582__28025_487175","1582","1582__28025_4871751","p__Terrabacteria group"
"5792","-1","1582__28025_487175","28025","1582__28025_487175-1","p__Terrabacteria group"
"5916","-1","1582__28025_487175","487175","1582__28025_487175-1","p__Proteobacteria"
"5979","1","853__39485","853","853__394851","p__Terrabacteria group"
"6041","-1","853__39485","39485","853__39485-1","p__Terrabacteria group"
"6343","1","363265__626940","363265","363265__6269401","p__FCB group"
"6381","-1","363265__626940","626940","363265__626940-1","p__Terrabacteria group"
"6459","1","1512__1531_163665","1512","1512__1531_1636651","p__Terrabacteria group"
"6460","-1","1512__1531_163665","1531","1512__1531_163665-1","p__Terrabacteria group"
"6540","-1","1512__1531_163665","163665","1512__1531_163665-1","p__FCB group"
"6774","1","188913__457415","188913","188913__4574151","p__Fusobacteria"
"6819","-1","188913__457415","457415","188913__457415-1","p__Synergistetes"
"6910","1","1352__1099853","1352","1352__10998531","p__Terrabacteria group"
"7090","-1","1352__1099853","1099853","1352__1099853-1","p__FCB group"
"7268","1","446660__1118060","446660","446660__11180601","p__Terrabacteria group"
"7321","-1","446660__1118060","1118060","446660__1118060-1","p__Terrabacteria group"
"7350","1","849__491921","849","849__4919211","p__Fusobacteria"
"7520","-1","849__491921","491921","849__491921-1","p__Terrabacteria group"
"7567","-1","563193__573_166486","573","563193__573_166486-1","p__Proteobacteria"
"7687","-1","563193__573_166486","166486","563193__573_166486-1","p__Terrabacteria group"
"7750","1","563193__573_166486","563193","563193__573_1664861","p__FCB group"
"7852","1","2173__204516","2173","2173__2045161","p__Euryarchaeota"
"7921","-1","2173__204516","204516","2173__204516-1","p__FCB group"
"8086","-1","291644__28116_357276","28116","291644__28116_357276-1","p__FCB group"
"8159","1","291644__28116_357276","291644","291644__28116_3572761","p__FCB group"
"8172","-1","291644__28116_357276","357276","291644__28116_357276-1","p__FCB group"
"8272","1","905__1685","905","905__16851","p__Terrabacteria group"
"8306","-1","905__1685","1685","905__1685-1","p__Terrabacteria group"
"8586","1","68892__208479_469588","68892","68892__208479_4695881","p__Terrabacteria group"
"8609","-1","68892__208479_469588","208479","68892__208479_469588-1","p__Terrabacteria group"
"8656","-1","68892__208479_469588","469588","68892__208479_469588-1","p__FCB group"
"8723","-1","281920__823_28123","823","281920__823_28123-1","p__FCB group"
"8776","-1","281920__823_28123","28123","281920__823_28123-1","p__FCB group"
"8845","1","281920__823_28123","281920","281920__823_281231","p__FCB group"
"8994","-1","469614__1686_28111","1686","469614__1686_28111-1","p__Terrabacteria group"
"9001","-1","469614__1686_28111","28111","469614__1686_28111-1","p__FCB group"
"9119","1","469614__1686_28111","469614","469614__1686_281111","p__Terrabacteria group"
"9253","-1","154288__39496_469592","39496","154288__39496_469592-1","p__Terrabacteria group"
"9285","1","154288__39496_469592","154288","154288__39496_4695921","p__Terrabacteria group"
"9345","-1","154288__39496_469592","469592","154288__39496_469592-1","p__FCB group"
"9474","1","33959__322095","33959","33959__3220951","p__Terrabacteria group"
"9538","-1","33959__322095","322095","33959__322095-1","p__FCB group"
"9624","1","550__33043","550","550__330431","p__Proteobacteria"
"9702","-1","550__33043","33043","550__33043-1","p__Terrabacteria group"
"9937","1","39490__310297","39490","39490__3102971","p__Terrabacteria group"
"9994","-1","39490__310297","310297","39490__310297-1","p__FCB group"
"10222","1","301301__649756","301301","301301__6497561","p__Terrabacteria group"
"10276","-1","301301__649756","649756","301301__649756-1","p__Terrabacteria group"
"10363","-1","1078090__1623_457392","1623","1078090__1623_457392-1","p__Terrabacteria group"
"10477","-1","1078090__1623_457392","457392","1078090__1623_457392-1","p__FCB group"
"10523","1","1078090__1623_457392","1078090","1078090__1623_4573921","p__Terrabacteria group"
"10658","1","154046__156974","154046","154046__1569741","p__Terrabacteria group"
"10660","-1","154046__156974","156974","154046__156974-1","p__FCB group"
"10824","-1","1105030__1681_387090","1681","1105030__1681_387090-1","p__Terrabacteria group"
"10928","-1","1105030__1681_387090","387090","1105030__1681_387090-1","p__FCB group"
"10984","1","1105030__1681_387090","1105030","1105030__1681_3870901","p__Terrabacteria group"
"11021","1","907__47678_1203555","907","907__47678_12035551","p__Terrabacteria group"
