,D010661
1571__47877_1661032,0.05799152624607784
28038__850_305719,0.008448163187789477
1681__488_143393,-0.008281891969033495
104663__1467_487698,-0.06127144915025413
147802__53408_421767,-0.0017020756005385984
59310__285_191295,0.08631524843669328
1311__28111_47879,0.24361384134009306
1010__41276_999468,0.005535737467236395
28130__76517_386414,0.020034594933433816
1613__1308_118748,0.20602900689278386
157687__29466_228604,0.4184307315723539
45067__1547_239974,0.07817814121526563
202611__1401_290588,0.06158824555353223
529__294_587753,-0.005357784986984
100884__1280_1282,0.08399799079247694
108980__820_28116,0.03508171330288711
28091__1267_216935,0.5646149133319276
28446__516075_1844653,0.09214189029829244
1755629__52226_1746653,0.12386846000250165
1379__52787_56810,-0.027500594558361256
1144673__40216_216778,0.01122853825189527
187452__136857_626932,0.0992499086312683
225991__290309,-0.005282919791098581
310514__351091_1755626,0.8233173509657019
370979__490189,-0.002295050386119737
1034636__588_1670,0.10511656848017722
28454__1113609,-0.003044532896011661
28090__271420,-0.001844191429585539
38304__40518_441500,0.0886683604653437
70775__29461_35833,-0.04508235636802423
41276__999468,0.005146615539349304
850__305719,-0.015354716111156718
488__143393,-0.05267531719159647
33035__1710_43131,-0.0105263189346021
1559__36745,-0.0013278152063702956
76517__386414,0.034708499103992665
28137__1535_589437,0.044040976674525584
53408__421767,-0.0001120087263643876
1611423__40214_153721,0.1065192235518355
585__33935_626931,-0.6077532950549428
34087__196024,0.042503107160295185
38986__1472_179995,0.0989479439558973
184870__40681_454155,-0.13069986576850331
1597__78342_82135,0.02780564343532017
13690__39497_88688,-0.03848187776623272
243924__1453492,-0.035239124423198334
471__106654,-0.014721168784403937
33029__187491,-0.12439694767921508
173480__1661050,-0.0021850220134222733
1401__290588,0.112451154943013
28025__29355_43675,0.2857669665791093
860__726_28037,-0.008470711749708731
36874__1260_1859290,0.0005156119297698897
1547__239974,-0.15469947641010515
47877__1661032,-0.09407709702501714
28127__1506_169435,0.12929958816946066
80866__293_32013,0.1842152681523284
103892__1633_1685,0.4846638593393206
33031__291644_871324,0.041330909138516586
1254__1582_2741,0.1579463148816034
1467__487698,0.0989133447516638
245__588932,0.12978370672119555
1408__40324_308892,-0.295741857306494
1725__1487956,-0.026095745786482282
29430__202956,-0.048805892618762385
384638__470_582,0.08015001533381458
376804__35825_45851,0.11089780790261222
41976__102862,-0.014762932547477731
28118__1687_437898,-0.0031283136956196584
76759__83263,-0.06375706544667255
1504__39489,9.571317097572072e-05
285__191295,-0.11915470511544506
48296__487316,-0.2073075052290521
40216__216778,0.08304800147546586
516075__1844653,-0.15787544104833934
216947__423605,-0.1676241923612217
52226__1746653,-0.051598433226609265
28132__199_39778,0.32630679120767897
1280__1282,-0.13282590499240682
1727__191493,0.011863627514308469
1267__216935,0.2309362833750928
52787__56810,-0.0007941262113171433
905__237258_328814,-0.0068832953887456635
294__587753,-0.025235038318915645
33034__1827099,0.42603716625044097
1590__483012,-0.03231831143772601
29461__35833,0.07017423843652101
1710__43131,0.10437986080393633
1472__179995,0.17425302372557228
136857__626932,0.17392873326932345
1646377__29348_34038,0.22424934238318167
1358__1515_46228,0.1682507305976927
33935__626931,0.0858723361529913
39497__88688,-0.16097910300709803
40681__454155,-0.016508024822885974
29466__228604,-0.7254332570199074
1303__729_60133,-0.014367364250801496
588__1670,-0.20871348836987574
33039__387661,0.039267599884355436
28128__53363,-0.032964559893207575
29355__43675,0.14995102792544646
351091__1755626,0.7209799829326965
328812__1691_28026,0.2435082377563853
820__28116,-0.5937743487514899
208479__358742,-0.49362932074072
584__39485_204516,0.9658551444496783
228603__1902_387090,0.122007352170348
1582__2741,-0.33513127828442474
726__28037,0.10438442231991883
40214__153721,-0.43544044133123255
309120__287_251535,-0.3325758644076899
1260__1859290,-0.1566626246940386
470__582,0.1919697237827627
293__32013,-0.35102852718761485
1623__138595,-0.3030141242566813
1687__437898,0.00025042544524163255
199__39778,0.7857576780719849
29552__284042_1161942,-0.4639722795635977
291644__871324,-0.3771130797752271
40324__308892,-0.6543238246668929
45254__166486,0.2407038629038078
1506__169435,0.2492490322608613
214856__36848_328813,-0.22057881766513696
237258__328814,0.4077006571496926
317__122355_1463864,0.28804223524750266
28125__28136,-0.16495433591214576
53440__189722,0.3670865019775365
78342__82135,-0.08008728207605326
33069__882211_1463837,0.07152216368406311
33038__879_69825,-0.15180331207174722
729__60133,-0.16178432345143556
1308__118748,-0.3569541975364666
1902__387090,0.4112493930990522
1691__28026,0.6255355724639778
1735__78346,-0.2599050406839528
35825__45851,0.1890814280597291
38288__1630_165179,0.4718015289203347
589436__839_77095,-0.5088314991485015
287__251535,-0.750471446348654
40518__441500,-0.15363863209600653
39485__204516,-0.4752851574221493
329854__452084,-0.6887523328365521
284042__1161942,0.7088647844052601
1535__589437,-0.3975566259008599
1680__216816_536633,0.8473333448533219
2139__44749,0.6538417965195717
1633__1685,0.8730648624731441
626930__823_47678,-0.3072950284258482
122355__1463864,-1.0621803641947805
163202__310297,0.5744817319456936
28111__47879,-0.4447704534396867
882211__1463837,-1.0089008939460669
29348__34038,-0.5551145879913699
1515__46228,-0.6557361893935554
301301__1584_39484,-1.2770933133744284
341225__310298_454154,-0.09154673847295937
36848__328813,0.5155939339573151
879__69825,0.4131775123599258
216816__536633,0.1764864359316638
39029__187327,0.4143361801724523
246787__840_1113922,-0.5230944287455033
823__47678,0.483948379976416
1265__39492_46503,0.5407346209524123
