"","Part","BalanceID","Component","Group","d.group"
"47","1","33039__45851","33039","33039__458511","p__Terrabacteria group"
"62","-1","33039__45851","45851","33039__45851-1","p__Terrabacteria group"
"178","1","39492__214856","39492","39492__2148561","p__Terrabacteria group"
"207","-1","39492__214856","214856","39492__214856-1","p__FCB group"
"262","-1","1735__817_39485","817","1735__817_39485-1","p__FCB group"
"284","1","1735__817_39485","1735","1735__817_394851","p__Terrabacteria group"
"298","-1","1735__817_39485","39485","1735__817_39485-1","p__Terrabacteria group"
"436","1","46503__357276","46503","46503__3572761","p__FCB group"
"471","-1","46503__357276","357276","46503__357276-1","p__FCB group"
"539","1","28130__116085_371601","28130","28130__116085_3716011","p__FCB group"
"571","-1","28130__116085_371601","116085","28130__116085_371601-1","p__Terrabacteria group"
"598","-1","28130__116085_371601","371601","28130__116085_371601-1","p__FCB group"
"634","1","817__39485","817","817__394851","p__FCB group"
"670","-1","817__39485","39485","817__39485-1","p__Terrabacteria group"
"745","-1","584__287_582","287","584__287_582-1","p__Proteobacteria"
"754","-1","584__287_582","582","584__287_582-1","p__Proteobacteria"
"755","1","584__287_582","584","584__287_5821","p__Proteobacteria"
"881","-1","454155__729_40520","729","454155__729_40520-1","p__Proteobacteria"
"927","-1","454155__729_40520","40520","454155__729_40520-1","p__Terrabacteria group"
"976","1","454155__729_40520","454155","454155__729_405201","p__FCB group"
"1016","-1","1358__1304_1363","1304","1358__1304_1363-1","p__Terrabacteria group"
"1022","1","1358__1304_1363","1358","1358__1304_13631","p__Terrabacteria group"
"1023","-1","1358__1304_1363","1363","1358__1304_1363-1","p__Terrabacteria group"
"1164","1","33043__147802","33043","33043__1478021","p__Terrabacteria group"
"1193","-1","33043__147802","147802","33043__147802-1","p__Terrabacteria group"
"1274","-1","40519__1680_216816","1680","40519__1680_216816-1","p__Terrabacteria group"
"1298","1","40519__1680_216816","40519","40519__1680_2168161","p__Terrabacteria group"
"1324","-1","40519__1680_216816","216816","40519__1680_216816-1","p__Terrabacteria group"
"1373","1","573__487174","573","573__4871741","p__Proteobacteria"
"1474","-1","573__487174","487174","573__487174-1","p__FCB group"
"1540","1","39488__239935_301301","39488","39488__239935_3013011","p__Terrabacteria group"
"1574","-1","39488__239935_301301","239935","39488__239935_301301-1","p__PVC group"
"1578","-1","39488__239935_301301","301301","39488__239935_301301-1","p__Terrabacteria group"
"1687","1","116085__371601","116085","116085__3716011","p__Terrabacteria group"
"1714","-1","116085__371601","371601","116085__371601-1","p__FCB group"
"1741","1","548__360807_626940","548","548__360807_6269401","p__Proteobacteria"
"1836","-1","548__360807_626940","360807","548__360807_626940-1","p__Terrabacteria group"
"1853","-1","548__360807_626940","626940","548__360807_626940-1","p__Terrabacteria group"
"1938","-1","310297__154046_552398","154046","310297__154046_552398-1","p__Terrabacteria group"
"1951","1","310297__154046_552398","310297","310297__154046_5523981","p__FCB group"
"1972","-1","310297__154046_552398","552398","310297__154046_552398-1","p__Terrabacteria group"
"2054","1","54291__158836","54291","54291__1588361","p__Proteobacteria"
"2063","-1","54291__158836","158836","54291__158836-1","p__Proteobacteria"
"2146","-1","29361__28111_40545","28111","29361__28111_40545-1","p__FCB group"
"2152","1","29361__28111_40545","29361","29361__28111_405451","p__Terrabacteria group"
"2168","-1","29361__28111_40545","40545","29361__28111_40545-1","p__Proteobacteria"
"2271","-1","410072__28116_751585","28116","410072__28116_751585-1","p__FCB group"
"2338","1","410072__28116_751585","410072","410072__28116_7515851","p__Terrabacteria group"
"2353","-1","410072__28116_751585","751585","410072__28116_751585-1","p__Terrabacteria group"
"2357","1","287__582","287","287__5821","p__Proteobacteria"
"2366","-1","287__582","582","287__582-1","p__Proteobacteria"
"2513","1","1623__363265","1623","1623__3632651","p__Terrabacteria group"
"2581","-1","1623__363265","363265","1623__363265-1","p__FCB group"
"2606","1","296__624_1070699","296","296__624_10706991","p__Proteobacteria"
"2616","-1","296__624_1070699","624","296__624_1070699-1","p__Proteobacteria"
"2726","-1","296__624_1070699","1070699","296__624_1070699-1","p__Terrabacteria group"
"2745","-1","823__821_28117","821","823__821_28117-1","p__FCB group"
"2746","1","823__821_28117","823","823__821_281171","p__FCB group"
"2768","-1","823__821_28117","28117","823__821_28117-1","p__FCB group"
"2886","1","1680__216816","1680","1680__2168161","p__Terrabacteria group"
"2936","-1","1680__216816","216816","1680__216816-1","p__Terrabacteria group"
"3052","-1","329854__147207_665950","147207","329854__147207_665950-1","p__Terrabacteria group"
"3073","1","329854__147207_665950","329854","329854__147207_6659501","p__FCB group"
"3094","-1","329854__147207_665950","665950","329854__147207_665950-1","p__Terrabacteria group"
"3186","1","239935__301301","239935","239935__3013011","p__PVC group"
"3190","-1","239935__301301","301301","239935__301301-1","p__Terrabacteria group"
"3230","-1","1286__550_1118061","550","1286__550_1118061-1","p__Proteobacteria"
"3247","1","1286__550_1118061","1286","1286__550_11180611","p__Terrabacteria group"
"3348","-1","1286__550_1118061","1118061","1286__550_1118061-1","p__FCB group"
"3414","-1","665951__47678_246787","47678","665951__47678_246787-1","p__FCB group"
"3435","-1","665951__47678_246787","246787","665951__47678_246787-1","p__FCB group"
"3467","1","665951__47678_246787","665951","665951__47678_2467871","p__Terrabacteria group"
"3511","1","28116__751585","28116","28116__7515851","p__FCB group"
"3593","-1","28116__751585","751585","28116__751585-1","p__Terrabacteria group"
"3696","1","360807__626940","360807","360807__6269401","p__Terrabacteria group"
"3713","-1","360807__626940","626940","360807__626940-1","p__Terrabacteria group"
"3742","-1","1354__1283_328814","1283","1354__1283_328814-1","p__Terrabacteria group"
"3749","1","1354__1283_328814","1354","1354__1283_3288141","p__Terrabacteria group"
"3816","-1","1354__1283_328814","328814","1354__1283_328814-1","p__FCB group"
"3882","1","28111__40545","28111","28111__405451","p__FCB group"
"3904","-1","28111__40545","40545","28111__40545-1","p__Proteobacteria"
"3972","-1","571__546_562","546","571__546_562-1","p__Proteobacteria"
"3975","-1","571__546_562","562","571__546_562-1","p__Proteobacteria"
"3976","1","571__546_562","571","571__546_5621","p__Proteobacteria"
"4098","1","550__1118061","550","550__11180611","p__Proteobacteria"
"4216","-1","550__1118061","1118061","550__1118061-1","p__FCB group"
"4232","-1","626929__820_39491","820","626929__820_39491-1","p__FCB group"
"4269","-1","626929__820_39491","39491","626929__820_39491-1","p__Terrabacteria group"
"4329","1","626929__820_39491","626929","626929__820_394911","p__FCB group"
"4406","1","47678__246787","47678","47678__2467871","p__FCB group"
"4427","-1","47678__246787","246787","47678__246787-1","p__FCB group"
"4467","1","329__818_204516","329","329__818_2045161","p__Proteobacteria"
"4479","-1","329__818_204516","818","329__818_204516-1","p__FCB group"
"4546","-1","329__818_204516","204516","329__818_204516-1","p__FCB group"
"4605","1","821__28117","821","821__281171","p__FCB group"
"4628","-1","821__28117","28117","821__28117-1","p__FCB group"
"4754","1","28126__218538_338188","28126","28126__218538_3381881","p__FCB group"
"4797","-1","28126__218538_338188","218538","28126__218538_338188-1","p__Terrabacteria group"
"4810","-1","28126__218538_338188","338188","28126__218538_338188-1","p__FCB group"
"4901","-1","674529__46506_166486","46506","674529__46506_166486-1","p__FCB group"
"4917","-1","674529__46506_166486","166486","674529__46506_166486-1","p__Terrabacteria group"
