"","33039__45851","39492__214856","1735__817_39485","46503__357276","28130__116085_371601","817__39485","584__287_582","454155__729_40520","1358__1304_1363","33043__147802","40519__1680_216816","573__487174","39488__239935_301301","116085__371601","548__360807_626940","310297__154046_552398","54291__158836","29361__28111_40545","410072__28116_751585","287__582","1623__363265","296__624_1070699","823__821_28117","1680__216816","329854__147207_665950","239935__301301","1286__550_1118061","665951__47678_246787","28116__751585","360807__626940","1354__1283_328814","28111__40545","571__546_562","550__1118061","626929__820_39491","47678__246787","329__818_204516","821__28117","28126__218538_338188","674529__46506_166486","546__562","1283__328814","387090__853_40518","39486__1351_165179","820__39491","1582__1078764","1747__501496","218538__338188","154046__552398","1282__29382","328812__626930","1304__1363","818__204516","1351__165179","729__40520","46506__166486","853__40518","43765__48296_72556","1352__1353","46228__47770","1689__33038","624__1070699","147207__665950","48296__72556","40214__40324"
"ERR2239443",-5.5667089098442,0,0,4.17918126435882,0,0,0,0,0,0,-5.42945430637532,0,0,0,0,0,0,-2.57315701827524,0,0,0,0,-2.74520332277355,0.332214073554015,0,0,0,0,0,0,0,-4.45683869150515,0,0,-5.1634769851268,0,0,4.7548316321507,0,0,0,0,-3.12736377427083,0,-0.181363466591995,0,0,0,0,0,0,0,0,0,0,0,5.41675295078745,0,0,0,0,0,0,0,0
"ERR2239509",0,0,0,4.07632775580315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38361011741919,0,0,0,0,0,0,0,0,0,-2.70236766526346,0,-5.73040835057756,0,-2.90801296180766,-4.12853382880526,0,-5.77456628646721,-4.6806380969676,0,-2.94353343555143,0,0.0850940126510457,0,0,0,0,0,0,0,-5.03682619891973,0,0,1.79266678859544,5.09834946415284,0,0,0,0,0,0,0,0
"ERR2239514",0,0,-3.01860807186679,0,0,5.22838254861081,0,0,0,0,-2.37921626421443,0,-3.1355272839549,0,0,0,0,-2.60345491813292,-2.53669685307947,0,0,0,0,4.12092345181361,0,5.43089256432833,-2.66139465966605,-2.99719097647106,4.39368783293373,0,0,-4.50931619342129,0,-4.60967076953408,-3.04562599932176,-5.19128705123486,0,0,0,0,0,0,-3.1331539605251,0,5.27517897167802,0,0,0,0,0,0,0,0,0,0,0,5.42678184756512,0,0,0,0,0,0,0,0
"ERR2239532",0,0,0,-5.13922263929463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.47008592471695,0,5.12872824570711,0,0,-5.33960951502189,0,0,0,0,0,0,-5.62507686110995,-0.693689300283216,0,1.04554297390108,0,0,0,0,-2.98191748732678,0,0.942092513401895,0,0,0,0,0,0,0,0,0,0,0,5.16483259202811,0,0,0,0,0,0,0,0
"ERR2239556",0,0,0,-0.751747497705811,0,0,0,0,0,0,0,0,0,0,-1.88902932216417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27189476297574,0,0,-3.64922512505235,0,-4.64043476019811,0,0,0,0,0,-6.32064332484756,0,-2.21747555125774,-3.20076385444176,-1.45393420312966,0,0,0,0,0,0,0,0,-5.54388561892313,0,0,3.84078031932022,0,0,3.36944791848463,0,0,0,0,0
"ERR2239577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5214016519506,5.56192454444029,0,-2.43584477438232,0,0,0,0,-2.93544748730112,0,0,0,0,0,0,4.36719576746653,0,-4.21900690858133,0,0,-3.16716973998686,0,-2.56496523914511,5.08434419095594,0,-6.61098209553683,0,0,-2.64841770858221,0,-5.48569890585196,0,0,0,0,0,0,0,-4.44265011384739,0,0,-0.121357463807939,4.58719403092954,0,0,0,0,0,0,0,0
"ERR2239578",0,4.21045770776242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54264190049083,0,0,0,0,-4.88719594630798,0,0,0,0,0,0,0,-1.98967511158948,4.4039849571036,-3.63275750205354,0,-2.79648784570031,0,0,0.699833393484639,0,0,-6.29212056513373,-3.44621838382826,0,0,4.84365903150178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306792748011783
"ERR2239579",-4.13128191665918,0,0,0,0,0,0,4.28497519761356,0,0,0,0,-2.52013092051608,0,0,0,0,-2.19184205067712,-2.16558735086217,0,0,0,-2.11076077063237,0,0,4.36499479605918,0,0,3.75090731992177,0,0,3.79638179393873,-3.74011935191126,0,-2.80645707048063,0,0,3.6559448973585,0,0,-6.47807674388189,0,-2.6670999900684,0,-4.86092623533336,0,0,0,0,0,0,0,0,0,0,0,4.61955269166492,0,0,0,0,0,0,0,0
"ERR2239582",0,0,0,0,0,0,0,0,0,0,0,-5.16777039902462,0,0,0,0,0,0,-2.4163511564733,0,0,0,-5.4264111864074,0,0,0,0,-6.50095742143046,4.18524297193957,0,0,0,0,0,-2.72646233029918,-0.770835721286673,-5.1598757629628,0.462065246757381,0,0,0,0,0,0,4.72237128100081,0,0,0,0,0,0,0,-0.509186324938475,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239583",4.38908004796274,0,-2.38143841297908,0,0,-4.12477232637596,0,0,0,0,0,0,0,0,0,0,0,0,0.976836910353172,0,0,0,-4.8130429473882,0,0,0,0,-2.25912016797592,-5.94093615209229,0,0,0,0,0,0,-3.91291091133783,0,-0.157264517947013,0,0,0,0,-3.47867998057196,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02525046962334,0,0,0,0,0,0,0,0
"ERR2239584",0,0,0,0,0,0,0,-1.27942842652717,0,0,0,0,0,0,0,0,0,-1.42485435508191,0,0,0,0,0,0,0,0,0,-1.35566640621889,0,0,0,-2.46792013638765,-2.34111018215631,0,-2.50478160804374,2.34808309368543,0,0,-1.99698886453454,3.00245230728778,-4.05492178161156,0,-2.54219805123446,-3.88584121826322,-4.33840900699584,0,0,3.4588861755231,0,0,0,0,0,-6.73047442017723,2.21603503939296,0,4.40321618764068,0,0,0,0,0,0,0,0
"ERR2239585",0,0,0,-0.124101808279227,0,0,0,0,0,0,0,0,0,0,-3.24525895144289,0,0,0,0,0,0,0,-6.04837053337738,0,0,0,0,0,0,5.62095338761678,0,0,0,0,-2.55222472816436,0,0,-0.0187047394020357,-2.75759239908313,0,0,0,0,-2.98624650977241,-4.42058290151434,0,0,4.77629014177774,0,0,0,0,0,-5.17233067885105,0,0,0,0,0,0,0,0,0,0,0
"ERR2239586",0,0,0,0,0,0,-2.82297138640994,0,0,0,0,4.11380960911568,0,0,-2.39747792905852,0,0,0,0,4.88952986957518,0,0,-2.70288600567996,0,0,0,0,0,0,4.15255358315438,0,0,-3.5550191273964,0,-2.46257331793266,0,-2.61349123452951,-4.68153588890459,0,5.06138404501812,-6.15747375052975,0,-2.62679555551646,0,-4.26530210402283,0,0,0,0,0,0,0,-4.52669960334103,0,0,0,4.54974336325063,0,0,0,0,0,0,0,0
"ERR2239590",0,0,0,4.62373959613055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.21510808330134,0,0,0,0,0,0,0,0,0,-3.58500519861997,0,-3.03630352159506,0,-2.57116285462227,1.4777050998093,0,-2.91280099678383,-6.20941114940834,0,-4.53460212641219,0,-5.25903196660295,0,0,0,0,0,0,0,4.45338469873959,0,0,5.04511931876686,-0.246284126163113,0,0,0,0,0,0,0,0
"ERR2239595",4.89947533390205,0,0,4.78563938455999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.695551617471,0,0,0,-0.029785855264148,0,0,0,0,0,4.66883235588424,0,0,0,0,0,-3.12702635206258,0,0,0.716927162706926,-2.78184602550677,-2.91955858046768,0,0,0,0,5.41616851837915,0,0,4.81829865501127,0,0,0,0,0,0,0,-5.05682379704368,0,0,0,0,0,0,0,0,0
"ERR2239596",0,0,0,4.29948741690142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98096874362798,0,0,0,-2.58504678129194,0,0,0,0,-2.57407015491684,5.16318931973843,0,0,0,-3.60915577403813,0,-5.29954900505308,-4.45842029056266,-2.47372088393499,-4.47743236514003,0,0,-6.25124117306463,0,-2.53272970130667,0,-1.07265934820484,0,0,0,0,0,0,0,4.2846102547196,0,0,0,4.3868165245019,0,0,0,0,0,0,0,0
"ERR2239599",0,0,0,-4.92198126416627,0,0,0,0,0,0,0,-4.30565566196996,0,0,0,0,0,0,0,0,0,0,-3.15332004992833,0,0,0,0,0,0,0,0,0,-3.28298382634803,0,-2.78670684272121,0,0,5.4617105390015,-2.72040334473657,-2.65145600097012,-5.68629478766168,0,2.51092912679554,0,4.82671783739298,0,0,-4.71187681016405,0,0,0,0,0,0,0,-4.59245650771364,4.61298596769561,0,0,0,0,0,0,0,0
"ERR2239604",0,-4.38100498794639,0,-5.52910763644012,0,0,0,0,0,0,0,0,-2.50282189255967,0,0,0,0,0,0,0,0,0,0,0,0,4.33501468020905,0,0,0,0,-2.63511348886103,0,-3.37045931114266,0,-2.80139080882068,0,0,0,-2.82414703748674,0,-5.83780677174268,-4.5641504464174,0,0,4.85215121273388,0,0,4.89156615697215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239606",0,4.58858399991681,0,-5.2903774971638,0,0,0,0,0,0,0,-4.54630851321804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63682304986933,0,0,0,0,0,0,-5.86926814357122,-4.56711149294241,0,0,0,-2.43160559948488,0,0,-3.03338282422104,0,0.217140445317783,0,0,0,0,0,0,0,0,0,0,4.21166444227679,5.25397317035761,0,0,0,0,0,0,0,0
"ERR2239610",0,0,-2.78862761793731,-5.98579334130695,0,-4.83004471765719,0,0,0,0,0,0,0,0,0,0,0,-5.37233515052256,0,0,0,0,-2.92716480902914,0,0,0,0,0,0,0,0,1.02939922353229,0,0,-2.7883215793806,0,0,-5.06999817136612,-4.69471139874677,0,0,0,-3.26945042535243,0,4.8295146433279,0,0,-0.49114276784091,0,0,0,0,0,0,0,0,5.66285424953809,0,0,0,0,0,0,0,0
"ERR2239613",0,0,0,-4.55533946745416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96240814632711,-5.56788541760345,0,0,0,0,-2.7198562164546,0,0,0,0,-3.38024520711843,0,-2.58910869933881,-4.71092915618143,0,-0.202635613554998,0,-2.62267606388743,-5.85475644077031,0,-2.58268670873892,0,4.48446781357338,0,0,0,0,0,0,0,0,0,0,4.54260819444779,4.47334459956866,0,0,0,0,0,0,0,0
"ERR2239615",0,0,0,4.25370216081108,0,0,0,0,0,0,0,-4.94169916575941,0,0,0,0,0,2.64081029588372,0,0,0,0,-5.94164901661609,0,0,0,0,-3.32096061698435,0,0,0,4.41085164954548,-2.36732493342437,0,0,5.75207251855218,-3.04513775699878,-0.0797268275707382,0,0,-4.10032706271562,0,0,0,0,0,0,0,0,0,0,0,5.27433331116821,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4722843487653,0,0,0,0,-2.58532478946711,0,0,0,0,-3.19485833098519,0,-5.41772583773018,4.47791388942434,0,-0.0628323939234805,-2.75717500244805,0,-5.53365695225105,0,-5.84395383507814,0,0.857691715834363,0,0,4.77556718959887,0,0,0,0,0,0,0,0,0.591040276659833,0,0,0,0,0,0,0,0
"ERR2239627",0,0,0,4.53705227057406,0,0,0,0,0,0,0,-4.54812080407732,0,0,0,0,0,0,0,0,0,0,-5.76537256615935,0,5.39284801554161,0,0,0,0,0,0,0,0,0,-1.03834542379571,0,0,0.0715668745975994,0,0,0,0,0,0,0.160797227787703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239629",0,0,-2.33136839294281,0,0,4.03804850773715,0,0,0,0,-2.2718871354493,0,-3.30654335611629,0,0,0,0,0,0,0,0,0,-5.05867587921929,3.93502394766031,0,5.72710109022272,0,-2.90125966198163,0,0,0,0,-3.30274880787086,0,-2.61217029474987,5.02512914050229,0,0.704629890795495,0,0,-5.72052873986987,0,-2.46977319217954,0,4.52441166852894,0,0,0,0,0,0,0,0,0,0,0,4.27777265202654,0,0,0,0,0,0,0,0
"ERR2239630",0,0,-2.71252891625734,-5.58706867696838,0,-4.69823789995746,0,0,0,0,0,0,0,0,0,0,0,-2.3302608265911,0,0,0,0,-2.49036215760278,0,0,0,0,-2.42941706755449,0,0,0,4.03613014654323,-3.28447050546256,0,-2.56814740485172,4.20787379377937,0,-4.31343378621487,0,0,-5.68886979142259,0,-3.02411621248253,0,4.44816178652934,0,0,0,0,0,0,0,0,0,0,0,5.2379229280125,0,0,0,0,0,0,0,0
"ERR2239632",0,0,0,-4.31939742102126,0,0,0,0,0,0,0,0,-2.53833434809129,0,0,0,0,-2.73064933551535,0,0,0,0,-2.64506266363434,0,0,4.39652405749134,-2.74467637537206,-2.49448065417121,0,0,0,-4.72962338676678,-3.45406144704261,-4.75391893247839,-2.68547669430586,4.32056723152219,0,4.58138292261814,0,0,-5.98260991874269,0,0,0,4.65138207707987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239633",0,0,0,0,0,0,0,0,0,0,-5.0761901990324,0,0,0,0,0,0,0,0,0,0,0,-5.35426911997743,0.42670175608449,0,0,0,0,0,0,0,0,0,0,-6.32592702122575,0,0,0.476032655267105,0,0,0,0,1.54858070120774,0,0.0172828750505248,0,0,0,0,0,0,0,0,0,0,0,0.148762069347459,0,0,0,0,0,0,0,0
"ERR2239634",0,0,-2.47790965439323,-4.94051832630986,0,-4.29186541797451,0,0,0,0,0,0,0,0,-2.43583994545131,0,0,-2.86772741138172,-2.7291187678464,0,0,0,-2.86094229908847,0,0,0,0,0,-4.72697236579973,4.21899854462747,-2.48981955621615,4.96704957877112,0,0,-6.6835834438545,0,0,4.95529741954415,0,0,0,-4.31249397304497,0,0,-0.487293856018235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239635",0,4.7287968572262,0,0,0,0,0,0,0,0,0,-3.800616281515,0,0,0,0,0,0,0,0,0,0,2.11764320860137,0,0,0,0,-5.08442572685003,0,0,0,0,-3.52966557676144,0,-2.88233650272259,1.58763175695022,0,-3.90232727954119,0,0,-6.11356011267771,0,-2.53828675896947,0,-4.99235326722591,0,0,0,0,0,0,0,0,0,0,0,4.39644163071446,0,0,0,0,0,0,0,0
"ERR2239636",-3.72057691790611,0,0,-0.715832745667869,0,0,0,0,0,0,0,-3.74874204832028,0,0,0,0,0,0,0,0,0,0,-2.53528623689628,0,0,0,0,0,0,0,0,0,-3.55551078916296,0,-2.14907809752994,0,0,-4.39124457403447,0,0,-6.15832533368957,0,-2.32131600241354,-3.49605096009011,3.72231245435532,0,0,0,0,0,0,0,0,-6.05533788872602,0,0,4.02063725660293,0,0,0,0,0,0,0,0
"ERR2239639",0,0,0,0,-2.55403386482923,0,0,0,0,0,0,0,0,-4.42371641813572,0,0,0,0,-2.82095532593685,0,0,0,-6.12437030498004,0,0,0,-2.77962472354574,0,4.88603795040465,0,0,0,0,-4.81445124715581,-3.05142912088394,0,-2.58676427393376,0.630803764200153,0,0,0,0,-2.96852270468633,0,5.28523027306622,0,0,0,0,0,0,0,4.48040714965729,0,0,0,5.14163214793851,0,0,0,0,0,0,0,0
"ERR2239640",0,3.83084375767411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.32623831700913,0,0,0,0,-2.49257301044854,0,0,0,0,-3.55539778011584,0,-3.14173810088175,-4.31726309567178,-4.91895998537415,1.13567146574639,0,0,-6.15812959627824,0,-2.97594265942215,0,5.44165001480215,0,0,0,0,0,0,0,0.229404548696012,0,0,0,5.1544838865308,0,0,0,0,0,0,0,0
"ERR2239642",4.44075168652097,0,-5.35972992627749,0,0,-0.556813655307528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36047151641655,0,0,0,0,0,0,0,0,0,0,0,-2.65701918183932,0,-2.85456978609426,5.8205074038215,-2.92063854125964,-2.8832386640257,0,0,-3.26409900972768,0,4.60209221963079,0,0,-5.05869434400555,0,0,0,0,4.94425990326628,0,0,-4.99391585643952,5.65358532578361,0,0,0,0,0,0,0,0
"ERR2239645",0,0,0,-4.7246046506484,0,0,2.41779000267824,0,0,0,0,0,0,0,0,0,0,0,0,0.123101186754865,0,0,0,0,0,0,0,0,0,0,0,0,-2.9811859268169,0,-5.490392535998,0,0,0,0,0,-5.16356549205618,0,-2.37571381465728,0,0.933023208664109,0,0,0,0,0,0,0,0,0,0,0,4.11485703122969,0,0,0,0,0,0,0,0
"ERR2239648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56232525348375,0,0,0,-3.10887105486319,0,0,0,-5.61613400466617,0,0,0,0,0,-5.3847226212033,4.43807752455065,0,0,0,0,-2.73431991029658,0,0,0.628271081077716,0,0,0,0,-5.42883249088722,0,4.73598100878085,0,0,0,0,0,0,0,0,0,0,0,-0.483659546692594,0,0,0,0,0,0,0,0
"ERR2239669",0,4.83797175133986,0,-4.66175330160012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6842241940477,0,0,0,0,-2.57702410661683,0,0,0,0,0,0,-5.63910243449982,-4.46353668499015,0,-4.64921268299623,-2.82600509617716,0,0,0,-6.07826125457861,0,0.35452692260115,0,0,4.89478440902742,0,0,0,0,0,0,0,0,0.861047051299197,0,0,0,0,0,0,0,0
"ERR2239674",0,4.54942194471968,4.42162470568095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.36741500323608,0,0,0,-2.34798857617402,0,0,0,0,0,-3.71944930805396,-4.0668355095247,-2.29192267126206,0,0,-1.04105781744392,0,0,-6.44227517772637,0,-2.3153314047395,-2.42016250533803,-3.96972651364486,0,0,0,0,0,0,0,0,-4.19184442181865,0,0,4.01027162936864,0,0,0,0,0,0,0,0
"ERR2239675",0,0,-2.47070532711162,-5.72111542879063,0,4.27938715708841,0,0,0,0,0,0,-2.43962594629587,0,0,0,0,0,-5.82254152996627,0,0,0,-2.42917171717963,0,0,4.22555609044774,0,0,0.173677779065317,0,0,0,0,0,-6.24822278138748,0,0,-4.20744883446445,0,0,0,0,-2.52797418494728,0,1.41298725452039,0,0,0,0,0,0,0,0,0,0,0,4.37857972855121,0,0,0,0,0,0,0,0
"ERR2239677",-4.85856270274658,0,0,-3.8621678057152,0,0,0,0,0,0,0,0,0,0,-2.55954564966644,0,0,0,0,0,0,0,-4.40107864768436,0,0,0,0,0,0,-4.43326310951417,0,0,-3.42865395968898,0,-2.31313502990515,0,0,0.168586285887022,0,0,5.93860285975353,0,-2.75230027207438,-2.5299973229157,-4.00646739656307,0,0,0,0,0,0,0,0,-4.38208390630323,0,0,4.76712390891848,0,0,0,0,0,0,0,0
"ERR2239685",-4.31310438352509,5.58440141983976,0,0,0,0,0,0,0,4.64801910489527,0,0,0,0,0,5.02980661607787,0,0,0,0,-5.37245048243356,0,0,0,0,0,0,0,0,0,0,0,-3.16207381093347,0,-5.27475565876961,0,0,0,0,0,-5.47687249781972,0,-2.78749936507645,0,0.0472285284867333,0,0,0,0,0,0,0,0,0,0,0,4.82809052637839,0,0,0,0,0,0,0,0
"ERR2239703",0,0,0,-5.80160652048798,0,0,0,0,0,0,0,-4.82418956033403,0,0,0,0,0,0,0,0,0,5.64476083070134,-5.08050105232749,0,5.04346352090005,0,0,0,0,0,0,0,-3.03742614878529,0,-2.72792181029633,0,0,-0.251141603428867,0,5.21030851425076,-5.26097641393438,0,0,0,4.72489917450851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239708",0,0,-2.59113835719354,-1.51219822892702,0,-4.48798328409976,0,0,0,0,0,0,0,0,-2.14586492734576,0,0,0,0,0,0,0,-2.38990908172992,0,0,0,0,0,0,-3.71674708034296,-2.49951077817113,0,0,0,0,0,0,-4.1394439550265,0,0,0,-4.32927966185843,-5.93742658081455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356918791578651,0,0,3.9626629608196,0,0,0,0,0
"ERR2239711",-5.77043546332216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55002803870062,0,0,0,0,0,0,0,0,0,0,0,0,-2.47171348112246,-4.41677812375469,-5.41850780304609,0,-2.47448887701081,0,0,0,0,0,0.835607028834226,-4.28113333105703,-2.9466189454939,-2.25614636683395,-4.28594045774677,0,0,0,0,0,0,0,0,-3.90776013666834,0,0,5.10369372414047,0,0,0,0,0,0,0,0
"ERR2239715",0,0,0,0,0,0,0,0,0,0,0,0,-5.1296473148974,0,0,0,0,0,0,0,0,0,-2.44504403121168,0,0,-0.726829036691015,0,-2.99156751264286,0,0,0,0,0,0,-3.13993180989988,-5.18154692616988,-2.88452570291605,-4.23494048880166,0,0,0,0,-3.30186603350605,0,-5.4385214270483,0,0,0,0,0,-1.20713608045475,0,4.99614507318894,0,0,0,5.7189997298184,0,0,0,0,0,0,0,0
"ERR2239717",0,5.32212845312394,0,3.95381020336539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4269503898239,0,-5.48097431260889,0,0,0,0,0,0,0,0,0,0,0,-5.48473379567039,0,-2.74807445503902,-0.445766691488216,0,0,0,0,-3.03534833789152,0,0.735112032793001,0,0,0,0,0,0,0,-4.75980457910974,0,0,0,5.25737753989786,0,0,0,0,0,0,0,0
"ERR2239718",0,0,-2.49603788097475,4.57714341660705,0,4.32326442746482,0,0,0,0,0,0,0,0,0,0,0,0,-2.76465814753666,0,0,0,-2.8868344370015,0,0,0,0,0,4.78852837709275,0,0,0,-3.08370437593091,0,-6.07342365780475,0,0,5.00014391792609,0,-2.77221284154508,-5.34113265463481,0,-3.20079845761948,0,-0.28743933293017,0,0,0,0,0,0,0,0,0,0,4.80161349095096,5.54394555338504,0,0,0,0,0,0,0,0
"ERR2239726",0,4.64562588744841,0,-4.23380562582282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10086988258044,0,0,0,0,0,0,0,0,0,-3.63625824435173,0,-4.7253809420908,0,-2.20047589965184,-3.63881337672059,0,-2.55174513558664,-6.2981840286584,0,-2.38769103253185,0,0.71451948526166,0,0,0,0,0,0,0,-3.81133605902781,0,0,4.41975222280279,4.13560218112177,0,0,0,0,0,0,0,0
"ERR2239731",5.04067621492549,0,-2.5954736927754,0,0,-4.4954923055954,0,0,0,0,4.97426234099292,-4.80583885866737,0,0,-2.26093759008597,0,0,0,0,0,0,0,-5.52093202414786,0,0,0,0,0,0,-3.91605877877124,0,0,0,0,-3.30845596636832,0,0,0.898851375928223,0,0,0,0,-3.32146116263071,0,5.73041382835432,0,0,0,0,0,0,0,0,0,0,0,5.75293948904319,0,0,0,0,0,0,0,0
"ERR2239732",0,5.4200913445392,0,0,0,0,0,0,0,0,-3.00113578727268,-4.43061416372613,0,0,0,0,0,0,0,0,0,0,-5.42777827450386,5.1981196639695,0,0,0,0,0,0,0,0,-3.0431825637272,0,-5.34256447889019,0,0,-0.549212176055505,0,0,-5.27094681708322,0,-2.78351097502304,0,-0.434540667810014,0,0,0,0,0,0,0,0,0,0,0,4.82118243216549,0,0,0,0,0,0,0,0
"ERR2239734",0,0,-2.2860457059853,0,0,3.9595473111912,0,0,0,0,0,-5.09929021936467,-2.92953970223913,0,0,0,0,0,0,0,0,0,1.70802733010834,0,0,5.07411160706837,0,-2.56254010299197,0,0,-2.29653147561914,0,-3.47524579145158,0,0,4.43844965481487,0,-5.07615109075731,0,0,-6.01930227958404,-3.97770919695348,-2.59666952546236,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49756354856657,0,0,0,0,0,0,0,0
"ERR2239735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69652261949616,0,0,4.25482457845855,-2.08753468218425,0,0,0,0,0,4.67051418072606,0,0,0,-6.92640605215885,0,-5.37171325060882,0,0,-3.61571613210526,0,0,-0.212392660034669,0,-2.27185827242119,0,0.401471922616775,0,0,0,0,0,0,0,0,0,0,0,3.93497395542916,0,0,0,0,0,0,0,0
"ERR2239736",0,0,0,4.16530427079079,0,0,0,0,0,0,0,0,0,0,-2.37535183118628,0,0,0,0,0,0,0,-2.89903233564205,0,0,0,0,0,0,4.1142300574664,0,0,0,0,-5.66750883970867,0,-2.49043116425633,5.0212712981171,0,-5.53604278594252,0,0,-3.39775119012216,0,-1.28581427725165,0,0,0,0,0,0,0,-4.31355330924488,0,0,-0.00130244354595483,5.8850776927692,0,0,0,0,0,0,0,0
"ERR2239738",0,3.26525551506635,-2.01684784875161,0,0,-3.49328294517377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.74605344774863,0,0,0,0,0,0,0,-1.95178198968489,0,-3.63242448965288,0,-2.52810389460143,0,0,-0.321885186929033,0,0,-6.29154377073624,-3.3805855714321,-2.66438881631124,0,-4.37880439226243,0,0,0,0,0,0,0,0,0,0,0,4.61485680096937,0,0,0,0,0,0,0,0
"ERR2239739",0,0,0,0,0,0,0,0,0,0,-2.45384345717716,0,0,0,-3.19008583250217,0,0,0,0,0,0,0,-5.91196087858031,4.25018154165131,0,0,0,0,0,-5.52539074239942,0,0,0,0,-3.2870077134046,0,0,-0.461729296012339,0,0,0,0,-5.27423153951528,0,5.69326436448757,4.16752066350497,0,0,0,0,0,0,0,0,0,0,-0.79657208279316,0,0,0,0,0,0,0,0
"ERR2239742",0,0,-2.36068410679768,0,0,4.08882481359394,-3.16543772930537,0,0,0,0,0,0,0,0,0,0,0,0,5.48269897535236,0,0,-4.76129551815427,0,0,0,0,0,0,0,0,0,-3.68930003099337,0,-4.65832383277521,0,0,2.25857076279676,0,-1.76444817581844,-6.39005509804595,0,0,0,-0.59604245887639,0,0,0,0,0,0,0,0,0,0,-3.05611388783977,0,0,0,0,0,0,0,0,0
"ERR2239743",0,0,0,-4.93142455888944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76504209567865,0,0,0,0.343703462278776,0,0,0,0,0,4.78919339478214,0,0,0,0,0,-2.60812780948969,0,0,0.872906188910374,0,2.28919295489024,0,0,-2.90530678583531,0,4.51740987866947,0,0,0,0,0,0,0,0,0,0,4.85640294071933,5.03213896464138,0,0,0,0,0,0,0,0
"ERR2239748",0,0,-2.64137929446411,-4.33194864387918,0,4.57500314007227,0,0,0,0,0,0,-2.8535660462613,0,0,-2.54556566256957,0,0,0,0,0,-2.38934307155798,0,0,0,4.94252137487802,0,0,0,0,0,0,-3.50684111378514,0,-2.39488987721127,0,-2.64187421342061,0,0,0,-6.0740269831473,0,0,0,4.14807094586231,0,0,0,4.40904906157324,0,4.93463909010904,0,4.57586036485057,0,0,0,0,0,0,0,0,-4.1384635966511,0,0,0
"ERR2239755",0,0,0,-3.81561044400584,0,0,0,0,0,0,0,0,-3.86131953243633,0,0,0,0,0,0,0,0,0,-1.99706431499445,0,0,0.0593600467585577,0,0,0,0,0,0,-5.87050599213927,0,0,0,0,-3.45901685955312,0,0,-2.82059703234584,0,1.87872867985023,-2.52431381692521,0,0,0,0,0,0,0,0,0,-4.37223978516259,0,0,4.59709725520844,0,0,0,0,0,0,0,0
"ERR2239759",0,3.94570334234609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34870854349727,0,0,0,0,-6.44152255196937,0,4.72969261505813,0,0,0,0,0,0,-4.06808252950837,0,0,-5.84235950663282,0,0,-1.22459552304705,0,-2.4181100077406,0,0,0,0,0.0877856139050325,0,0,0,0,0,0,0,0,0,0,-4.1882893916975,0,0,0,0,0,0,0,0,0
