,D003924
28118__47678,-0.005454656905526246
39491__329854,-0.018819976896756112
1681__562_751585,-0.13245262628545773
626929__820_29361,0.036187185140422636
562__751585,-0.12840880258450516
1624__818_291644,0.08508383669418425
820__29361,-0.060450261356968536
338188__817_357276,0.016379182456519772
665951__1343_658089,0.3033746406742203
487173__28116_46503,0.006342962080175222
156456__905_1584,0.006557973673341401
29348__292800,-0.0
1547__457421,-0.0
905__1584,-0.0
626933__649756,-0.0
1686__376805,-0.0
52226__39496_487174,-0.034885216398263086
411489__28117_246787,-0.03844009749639512
1318__1304_301301,-0.05563831259735146
40519__46228,0.03614256013446218
1343__658089,0.09714649293734473
105841__39490_371601,-0.0
818__291644,-0.07478937815736489
469610__33038_658082,-0.1395727145002812
658085__1351_469592,-0.08783589203754764
84112__28026_158847,-0.1731444998684364
28116__46503,-0.08735666724183289
658086__328812_387661,-0.13581867505154754
817__357276,-0.057937281526085335
823__437897,-0.1738924668019798
214856__573_29466,-0.10066422453524827
39490__371601,0.09100511062095487
546__908612,-0.2045003882924742
1304__301301,0.06561045406893456
39496__487174,-0.11028491954740363
564__736_1352,-0.0
584__1604_147207,0.05558138234400552
71452__102684_626932,-0.04566199729161512
1579__100886_469593,0.09486318139434224
35833__36834_45851,0.03019546683834637
1351__469592,0.1447857659588145
1308__491921,0.0903362110627893
28117__246787,-0.10283567279912216
1328__1623_39485,-0.0
328812__387661,0.15543077656173754
33038__658082,-0.4317341561929217
1226323__46506_328813,-0.13699753070524145
674529__1735_28111,0.1483893519745689
1596__469588_665956,-0.16600500817473773
573__29466,-0.14066942499033855
1598__1685_328814,-0.0
358743__548_40520,0.4876067888603785
28026__158847,0.02774400646783254
736__1352,-0.2881013690950868
1604__147207,0.3511200372078573
102684__626932,-0.5928392599626321
1211813__410072_658081,0.014586215541477043
1623__39485,0.1393225889193958
742723__39492_204516,-0.2254117779710513
46506__328813,-0.050409687235676494
36834__45851,-0.4352141127299927
100886__469593,0.2433957682724749
571__33039_165179,0.0695720511872322
2173__28126,0.226861880542024
1099853__216816_387090,-0.07136508252528033
1735__28111,0.10914963135952774
548__40520,-0.023264570258848163
1203555__853_74426,-0.11642689752060198
454154__40545_208479,-0.29706930571669593
469588__665956,-0.5245122037122887
1685__328814,0.4855877613308718
410072__658081,0.2275136292470113
469596__729_88431,0.2589206099330579
100884__1680_310298,-0.14656902634270436
39492__204516,0.12332033416166048
33039__165179,0.09559144862304438
1605__239935_310297,-0.17032117535218522
39486__360807_457412,-0.015249487343864254
216816__387090,0.03825465925265043
853__74426,-0.11741941758077833
457394__821_40518,0.09987093662260768
40545__208479,-0.40583880874891204
582__166486_218538,0.018040101016811326
261299__39488_363265,-0.4586630410689523
239935__310297,0.186265563750312
360807__457412,-0.006000011013311554
729__88431,-0.2518120899956948
1680__310298,0.22266484712718249
821__40518,-0.06305181947379436
166486__218538,-0.3244832285429348
39488__363265,0.599227326421947
