"","28118__47678","39491__329854","1681__562_751585","626929__820_29361","562__751585","1624__818_291644","820__29361","338188__817_357276","665951__1343_658089","487173__28116_46503","156456__905_1584","29348__292800","1547__457421","905__1584","626933__649756","1686__376805","52226__39496_487174","411489__28117_246787","1318__1304_301301","40519__46228","1343__658089","105841__39490_371601","818__291644","469610__33038_658082","658085__1351_469592","84112__28026_158847","28116__46503","658086__328812_387661","817__357276","823__437897","214856__573_29466","39490__371601","546__908612","1304__301301","39496__487174","564__736_1352","584__1604_147207","71452__102684_626932","1579__100886_469593","35833__36834_45851","1351__469592","1308__491921","28117__246787","1328__1623_39485","328812__387661","33038__658082","1226323__46506_328813","674529__1735_28111","1596__469588_665956","573__29466","1598__1685_328814","358743__548_40520","28026__158847","736__1352","1604__147207","102684__626932","1211813__410072_658081","1623__39485","742723__39492_204516","46506__328813","36834__45851","100886__469593","571__33039_165179","2173__28126","1099853__216816_387090","1735__28111","548__40520","1203555__853_74426","454154__40545_208479","469588__665956","1685__328814","410072__658081","469596__729_88431","100884__1680_310298","39492__204516","33039__165179","1605__239935_310297","39486__360807_457412","216816__387090","853__74426","457394__821_40518","40545__208479","582__166486_218538","261299__39488_363265","239935__310297","360807__457412","729__88431","1680__310298","821__40518","166486__218538","39488__363265"
"ERR260165",0,0,0,-2.68615249277445,0,0,4.65255259436314,0,0,0,0,0,0,0,0,0,0,5.91925858061972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44199920764683,0,0,0,0,0,0,0,-2.72373838412085,0,0,0,0,0,-4.22966669968725,0,0,0,0,-2.5637579986115,0,0,0,-4.71765326782287,-2.96350996153619,0,0,0,0,0,0,0,4.44055911190622,0,-3.03498994409661,0,5.13294982211716,-3.20077256501153,0,0,-2.77582269268445,0,-5.25675678363595,0,0,-5.54390070607253,0,4.80786593653212
"ERR260166",0,5.42674324772845,0,-2.81611169975062,0,0,4.87764854375722,-2.53997172261353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39936007335488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24105997973219,0,0,0,-2.48207684342158,0,0,0,0,0,0,0,0,-3.1083619040159,0,0,4.29908320109636,-2.77672388565602,0,0,0,5.38384074606708,0,0,0,4.80942684854629,0,0
"ERR260167",0,5.65441554277755,0,-3.13000141291535,0,-2.82776047447074,5.42132147493175,-2.58717981908669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89782481341839,0,0,0,0,0,-4.481126894975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68342150244912,0,0,0,0,0,-2.67073876429071,0,0,0,0,0,0,4.64782238036469,0,-2.94929956208464,0,0,-2.77507449998389,-4.62585523349524,-2.66542228936125,0,0,-5.10833668827123,0,0,4.80657002876089,-4.61664682880024,0
"ERR260169",0,5.09679532466432,-3.04617953896784,-3.09165635759885,-5.27613773046903,0,5.35490589090455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.127690339327,0,0,0,-2.50029386874099,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33063601451234,-3.15371998467882,0,-5.4173185780567,0,0,0,0,0,0,-2.61921555423918,0,0,0,0,0,0,5.46240324630905,0,0,-5.16441590832785,0,4.53661441591694,0,0,0,0,0,0.306965100538547,0,0,0,0,0
"ERR260173",0,4.49744232903486,0,0,0,0,0,-2.55326407671468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42238310601026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93225772090079,0,0,0,-5.502489071156,0,0,0,0,0,2.16641763307005,0,0,0,0,0,0.345191930610787,-2.79885940102533,0,0,-2.58276640183202,0,0,0,5.67185835230206,-4.84776668581766,0,4.47348263205491
"ERR260174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25175852955671,0,0,0,0,0,0,0,-5.02293263228617,0,0,0,0,0,0,0,0,0,0,-2.66627444290868,0,-5.63221098713769,0,0,0,0,0.691098827250569,0,-3.04420039065292,0,0,0,0,0,0,-4.61812280204025,0,-4.96042168288803,0,0,5.27270974503188,-2.28543700286244,0,0,0,0.274608088796236,0,0,0,3.95849300645569,0,0
"ERR260176",0,4.77498136259637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59010487030033,0,0,0,0,0,0,0,0,0,0,0,-3.38713372946533,0,0,0,0,-3.1201569610461,0,0,0,0,0,-2.43927736730869,0,-5.86668771146421,0,-2.34905352148343,0,5.40427038412155,0,0,0,0,0,-4.06868004890789,0,4.2249523339315,0,0,0
"ERR260178",0,4.22186591782598,0,-2.44976827142545,0,0,4.24312311287907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83254258626692,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.90610767401686,0,0,0,0,0,0,0,0,0,-3.21180862205449,0,0,0,0,0,-2.47819658140107,0,0,0,-2.50696460942876,0,5.56301571758617,-5.38640180742326,0,-2.78110629620807,0,0,4.34219007630768,0,4.29236239013015,-0.534755906685674,-4.81701740628207,0
"ERR260179",0,5.51415597915982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18639838345637,0,0,0,0,0,-2.36223685633519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05427570763606,0,0,4.09151425468434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80251176113231,0,0,-3.22072001842721,0,0,0,0,-2.63117868831219,0,0,0,0,0,4.85409275909049,5.57845070887011,0,0,-5.20827713424558,0,0,0,-4.55733517194914,0,0,-0.176836752763066,0
"ERR260181",0,0,0,-2.76081200712435,0,-2.53895397197753,4.78186666648558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39759727754388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73394902022634,0,0,0,0,0,0,0,0,-3.0593521006363,0,0,0,0,-2.54725007767046,-3.0326908698359,4.73533860833518,0,0,-2.65469380059535,0,5.29895327654465,0,0,-5.91070584380787,0,0,-4.59806454116926,-4.411966554109,-5.25277467020603,0,0.654841261249433,0
"ERR260182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5673986727086,-2.91735771149344,0,0,0,0,0,0,-2.57295485889057,0,0,0,0,0,0,0,5.05301178015951,0,0,0,0,0,0,0,0,4.4468649444162,-2.76745831258134,0,0,0,0,0,0,0,0,-4.45648854117967,0,0,0,0,-4.79337840521972,0,0,0,0,-3.02179876372543,0,0,0,0,-2.58376137611494,0,0,0,0,-2.4474719662365,0,0,-5.23390898902126,0,0,0,4.47520597806515,0,0,-2.81845319104904,-2.52827522127486,0,0,-4.23914579562212,0,0,-4.88170412565158,4.3791011387655
"ERR260185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96496098509264,0,0,0,0,0,0,0,0,-2.59365762849121,0,0,0,0,0,-2.84589788922351,0,0,5.13546306863991,0,-5.29819852124121,0,0,0,4.49234678998539,0,-2.65657375782035,0,4.92923973728814,0,-2.74057751844251,0,0.225844263200173,-2.68246985689112,0,0,-2.66005239477171,0,-4.74681950402347,0,4.60132072259902,-4.64617408190744,0,4.60734589853986
"ERR260186",0,0,-2.75477043882208,0,-4.77140236322865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32477804381921,0,0,0,0,0,0,0,0,0,0,0,0,-2.41390421375352,-4.02663368821545,0,0,0,0,0,4.50978631510182,0,0,0,-2.8790189002643,0,0,0,4.1810047428257,-2.6169236764234,0,0,0,-2.68052894844769,0,0,4.98660701120884,-3.09039188432657,0,0,-2.31041237945452,4.64281232987057,0,-4.53264476709527,0,-5.35271575895214,0,4.00175162765134
"ERR260188",0,5.8361711441987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38725691476649,0,-2.7029937965483,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68172258816514,0,0,0,0,-3.26052902540229,0,0,0,0,-2.60721506660553,0,0,0,0,0,0,0,-5.6474019315498,-2.28594852816488,-2.63294941016253,0,4.51582896161985,-2.97833910612403,0,-2.67632104525762,0,3.95937899426887,4.56040215216002,0,0,-5.15863465397609,-4.63552402775204,0
"ERR260189",0,5.50832314847811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40770387719458,0,0,0,0,0,0,4.86001823799859,0,0,0,0,0,0,0,4.17026544488158,-2.4677877768546,-2.62322030534223,0,0,0,-2.82677814230171,0,0,-2.90829451157919,0,-2.8812171916648,-2.53034533280262,0,-4.89612336419173,-4.27433381180962,4.54355084829909,-5.03731385742886,-4.99041456360435,4.38268667710891
"ERR260190",0,0,-2.52549993431818,0,4.37429420075096,-2.39740603821875,0,0,0,0,0,0,0,0,0,0,-2.40457759182355,-2.40811408867433,0,0,0,0,-4.15242906456729,0,0,0,0,0,0,0,0,0,0,0,-4.16485055978001,0,0,0,0,0,0,0,4.17097595200636,0,0,0,0,-2.70848992912869,0,0,0,-2.3752356139166,0,0,0,0,0,0,0,0,0,0,-2.66742796887784,0,0,4.69124216903952,-4.11402876325061,-2.38667833549984,0,0,0,0,0,0,0,4.62012076762668,0,-2.56397444054238,0,4.13384813840965,0,0,0,0,0,-4.44093400032739,0,0,0,0,0
"ERR260191",0,6.14308580788135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38846458653301,0,0,0,0,-2.44854060603093,0,0,0,0,0,0,0,0,0,-4.13694201595417,-2.62372652938386,0,0,0,4.24099673404106,-2.41992979222429,-2.93657567257184,0,0,0,-2.56888401361115,0,4.5444276540592,0,0,-2.8881115579175,-2.44775971173384,0,-4.44943763032597,-4.19144135088206,5.08629826516518,0,-5.00235595624002,4.23964418544317
"ERR260192",0,4.74059522560223,-3.05514721128052,0,-5.29167019454023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95639418834573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12062494141615,0,0,0,0,0,0,-2.68505599388628,0,0,0,-2.56638283290869,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65065340257838,-4.4451054582704,-3.1518240225229,0,0,0,0,0,-2.68868775382956,0,0,0,0,0,5.45911934352578,-3.12549095673657,0,0,-2.46302386791458,0,0,0,4.65694379532104,-5.4135091356648,0,4.26608247948288
"ERR260194",0,5.58106726717743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81247780828365,0,0,0,0,-5.45231559200463,0,0,0,0,-2.81726041136008,0,0,4.87135445910725,0,-2.72508157369702,0,-0.181499914107511,-3.04692600829833,0,-2.69837396546575,-2.76705233075087,0,-4.719979740413,-4.87963817062805,0,-5.27743065327574,-4.67372080600779,4.79267522406239
"ERR260196",0,0,-2.59627479185275,-2.55752393878999,-4.49687984989927,0,4.42976140355793,0,0,0,0,0,0,0,0,0,5.34292124353927,0,0,4.85257287251031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46452643954862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.57817456630136,0,-2.90726002068176,0,0,0,0,0,0,0,0,-2.55259712265217,-2.65837604518997,0,5.03552206663456,0,0,0,0,-4.42122790768768,-4.60444237589305,0,0,0,0,0
"ERR260198",0,4.7324380081583,0,-3.00372176285695,0,0,5.20259870506859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46545780117066,0,0,0,0,0,0,0,0,0,-2.58957591385437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48527705285238,-3.10191077045147,0,0,0,0,0,0,0,0,0,-2.84702173403267,0,5.37266705496707,-2.6074910626007,0,-2.79904921089751,-2.64650918646025,0,-4.93118629359743,0,0,-4.51630700070617,-4.84809544616006,4.58388837364693
"ERR260199",0,0,-2.92226772500885,0,-5.06151617303405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79515337682373,0,0,0,0,4.19636644810131,-2.71193876596911,0,0,-5.3214308001526,0,0,0,0,0,-2.8838063033134,4.84134766360641,0,-2.53977586233355,0,4.69721572967414,0.778085135944076,-3.05315084852603,0,0,0,4.39902083339878,0,0,4.99489903652619,-5.28821239281911,0,0
"ERR260201",0,5.56558197376079,0,-2.50617684305671,0,0,4.34082562492679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46006914272136,0,0,0,-2.41085774233425,0,0,0,0,0,0,0,0,0,0,-2.92300096598466,0,0,4.26096474532581,-4.17572809954371,0,-2.25831424350333,0,0,0,0,0,0,5.06278618365833,-3.28868955365963,-3.14525955024952,0,0,-3.18683974588376,-3.91151500920424,0,0,5.6961773972595,-5.44774934402341,0,0,-5.51976835545057,0,0
"ERR260202",0,5.22866003511244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7969730474502,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8444994255845,0,0,0,0,-2.516316971057,0,0,0,0,-2.87738707487514,0,0,0,0,0,-2.64837165857321,0,-4.35838884181856,0,0,0,4.98378060672574,-5.49832231735483,0,-2.94507273776036,-2.68977282620595,0,0,0,4.58711426997425,-0.72085653234055,-5.10101561378691,4.65882319580685
"ERR260203",0,0,-6.08689679235587,0,-0.174471701307607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90406098055309,0,0,0,0,0,0,0,0,0,0,0,0,-2.69191716524271,0,0,0,0,0,5.02998116659624,0,0,0,0,0,0,0,-4.66253729996716,0,0,0,0,0,0,0,0,0,-2.80537983664438,0,0,0,0,0,0,0,0,-2.85095225806844,-2.55566549106604,0,4.85906041159735,-5.37154886348606,0,0,0,4.93799416092776,-4.42654247767684,0,0,-0.551840431730871,0,0
"ERR260206",0,4.2181409978035,0,0,0,0,0,0,0,4.68390485842363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33485757544577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.04409194910915,-2.94844796942023,0,0,0,0,0,0,0,0,0,0,0,5.10686168650913,-5.2343776286094,0,0,-5.11225715457654,0,0,0,0,-0.209688917252436,0,-0.665324629352358
"ERR260207",0,5.31810425432237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9557604761593,0,0,0,0,0,0,0,0,0,0,-5.58818810421083,0,0,0,5.11952731971189,0,0,0,0,0,-2.64737965325128,0,0.850969072661492,-3.11917714176596,0,-5.52548134502068,-2.60368900009002,0,-4.58539606635529,0,0,-5.40257328734612,-0.575770486263218,4.50972163526412
"ERR260208",0,0,0,-2.83065726483951,0,0,4.90284220151598,0,0,0,0,0,0,0,0,0,0,6.16118135000974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65839377598505,0,0,0,-2.65046646711798,0,0,0,0,0,0,0,0,0,-4.60447308653098,0,0,0,0,0,0,0,-4.59074258480593,0,-2.88774990440117,0,0,0,0,0,0,0,0,0,-5.58215130112887,0,5.001729553975,-2.5961269951091,0,0,-2.54320662918209,0,-0.322318568865388,0,0,-4.49662385843008,0,4.40496309588936
"ERR260210",0,5.38788236139886,-3.05234813980269,0,-5.28682206052661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2987489348723,0,0,-4.83464924521467,0,0,0,0,0,-3.04915367847187,0,0,0,0,3.98154994904366,0.27445104545349,-5.63887617738908,0,-2.51384335005011,0,0,0,0,5.28128909119881,-1.24265913408268,-4.35410440455595,0
"ERR260213",0,5.32232758836499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52944534967178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38112786060035,0,0,0,0,0,0,-2.76848005583135,0,0,0,0,0,0,0,0,-2.53999417192931,-5.25889856578954,0,4.79514811644102,-2.77132839797452,0,-2.54357890919156,0,4.39939895671041,-0.238108326483394,0,0,-4.80008158975033,4.4056079037804,0
"ERR260214",0,5.22098998175172,0,0,0,0,0,0,-5.31061438376244,0,0,0,0,0,0,0,0,0,-3.10540672594946,0,-0.450511822115837,0,0,-2.63055576804039,0,0,0,0,0,0,0,0,0,5.37872222751059,0,0,0,0,0,0,0,0,0,0,0,4.55625624238932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46109627445585,0,-2.59786889530297,0,0,0,0,0,0,0,0,0,0,4.26274378967601,-3.35972017889826,0,4.49964091806757,0,0,0,0,0,5.81920604906618,0,0,0,0,0,0
"ERR260229",0,4.68437370204069,-2.59956028366158,-3.445517136898,4.50257048864003,-2.87164978062774,5.96781073945658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97384332159127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56387329174876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44075880547771,0,0,0,0,0,0,0,0,0,0,-2.90057275915084,-3.12441958670971,0,0,-2.7348406621743,0,-2.59107750527552,0,5.02393938989949,-5.41165346834457,0,0,-4.7368829774912,-4.48787788548602,0
"ERR260235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69910605246536,-5.01345485124604,0,0,0,0,0,-2.96135192430556,0,0,0,0,0,0,0,4.67498881788666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12921199198909,0,0,0,0,0,0,0,0,0,0,0,-2.66904581328259,0,0,-2.82595565925219,0,0,0,0,0,0,0,0,-2.82931244832147,-3.04988042717379,4.62292295633444,4.8946987817616,0,0,-2.91368074812867,-2.83546140435074,4.90051291097988,-5.28254785687488,0,0,0,-5.04664309279415,4.91116321523608
