,0,1
0,-10.359776,23.649204
1,20.260685,13.134022
2,21.610022,3.6100836
3,20.122028,3.7064207
4,-19.211136,-1.7229866
5,22.777994,6.265914
6,21.13058,9.117253
7,21.531578,11.28036
8,23.368242,7.227844
9,-18.115341,5.3050475
10,24.973257,9.344976
11,-8.105624,3.3834112
12,18.431465,13.514152
13,-17.816708,4.5223665
14,17.8316,4.612855
15,-9.711294,-2.3052626
16,-16.11184,-8.099169
17,-12.879436,7.121637
18,-15.058429,-3.7675002
19,11.41617,5.7337103
20,-23.486237,-3.407889
21,19.065432,8.329662
22,23.796316,2.776853
23,-21.794037,-2.4816065
24,-10.358313,23.645645
25,-8.546453,-7.318742
26,24.908752,5.1428385
27,22.729757,4.867871
28,20.527393,7.1703925
29,20.693819,-3.0984924
30,22.79218,10.220374
31,17.629532,1.6131516
32,22.60943,13.845597
33,21.567211,1.2643794
34,16.228453,-2.3241634
35,-6.3506536,-7.081506
36,20.292475,7.9661655
37,25.382788,9.320877
38,19.134632,1.5481783
39,-12.368372,-1.3876134
40,14.779101,9.027502
41,22.60139,13.67378
42,24.852774,12.102899
43,18.205732,10.072203
44,-17.91559,-4.559042
45,23.212513,10.849551
46,16.369114,5.4700065
47,20.153162,13.490636
48,22.143764,10.808194
49,24.164171,2.9753108
50,25.692415,4.680119
51,23.8052,9.502331
52,19.107151,15.471526
53,-12.635506,-0.55122644
54,7.6504316,19.204094
55,4.215709,15.919958
56,9.551185,17.559734
57,14.517111,20.336103
58,2.5721948,-14.739313
59,2.5178547,17.927626
60,-14.058783,-16.03899
61,22.253021,7.474897
62,-18.747318,-14.456017
63,19.452587,5.17987
64,22.497658,0.6235217
65,15.142788,12.115659
66,15.324743,10.151086
67,16.787746,8.388256
68,15.549688,7.8448124
69,12.19439,-16.160524
70,20.600962,6.054203
71,19.93588,6.0919595
72,-19.772514,-20.344458
73,16.881042,-8.565877
74,17.537329,5.2874074
75,-17.7202,-5.364874
76,-6.6021276,-3.1052287
77,20.27146,8.817299
78,16.709892,1.2678698
79,18.505434,6.937643
80,-5.9075117,16.153221
81,7.6066337,11.05548
82,-16.3476,-11.923129
83,-11.211198,-14.973661
84,2.9181347,-21.780582
85,-6.1797495,2.3853867
86,-2.4382753,17.09363
87,-2.943835,18.81436
88,-22.570381,-9.491185
89,-20.658653,-11.486525
90,6.4380426,-7.191212
91,10.823612,-10.152151
92,-10.31429,-5.5346146
93,-9.976948,6.8998713
94,6.7174478,-14.160079
95,10.5497875,-6.699677
96,5.63891,20.406754
97,3.6496134,-18.112038
98,8.872393,-1.4582095
99,-3.439056,18.132399
100,-0.019746384,-11.899252
101,5.1044245,16.337631
102,-8.843346,-16.264563
103,10.972504,23.386402
104,5.9178805,-0.40514132
105,0.05705295,-18.437986
106,-2.787707,16.206377
107,-21.110928,-8.624483
108,8.255968,-13.287264
109,7.8844757,12.20657
110,3.515069,-9.936712
111,7.653504,-9.132501
112,-11.688863,-7.388943
113,2.2941847,-3.7006388
114,8.308939,7.5943155
115,-7.9318247,4.0027003
116,-6.175519,11.139923
117,-5.312917,-9.923241
118,-3.244452,-20.17313
119,-9.323884,0.2886014
120,1.9720675,4.5172696
121,-7.932725,-16.592949
122,0.011394668,-9.944115
123,-1.8076187,13.134312
124,-10.944783,-13.169916
125,-5.561251,20.704502
126,-4.5525603,10.137643
127,-21.273224,-16.75294
128,-18.771244,-12.435818
129,-8.868975,-5.463634
130,-19.766764,-8.736124
131,7.349091,13.683631
132,1.8564719,19.410744
133,-15.386304,-12.844656
134,-11.215887,-18.598557
135,-8.275326,13.426638
136,-6.1703176,6.276833
137,2.4637847,12.042541
138,-5.5973988,-2.7854311
139,-1.4806902,11.636144
140,-4.9095345,11.259092
141,-11.575609,12.784077
142,-2.6145742,5.107493
143,-2.187145,19.463203
144,-5.2236543,-10.214677
145,1.21452,4.701379
146,-13.596086,-11.339773
147,-15.910009,-17.509483
148,-4.779067,-16.83887
149,-10.375447,-15.11847
150,-5.3963375,16.115189
151,-4.154675,-6.0568485
152,5.488353,14.273081
153,6.979851,21.756723
154,12.32906,22.58936
155,7.4112325,-4.816655
156,12.769493,22.302702
157,6.6100497,-5.268557
158,-1.7919059,-9.181553
159,8.96967,20.158249
160,8.220616,7.724824
161,3.8095374,-4.7972207
162,7.3399796,5.112379
163,4.767219,-1.6926483
164,12.169357,-3.5424826
165,-0.49181268,-20.244543
166,12.009296,-0.5280906
167,-8.853834,10.054855
168,-3.5681345,2.1002932
169,10.129798,16.36593
170,-6.073361,-0.5623359
171,5.89496,17.683165
172,-15.603444,-5.4528675
173,-5.278959,3.8531976
174,0.6145478,6.7118073
175,-8.170426,-9.564253
176,-2.2155244,18.827974
177,0.5517785,-20.787594
178,-11.70427,-5.2765975
179,-20.381323,-5.7819233
180,1.3052046,15.214736
181,-1.5848938,-12.3364315
