oldID,newID
28118_and_47678,28118__47678
329854_and_39491,39491__329854
1681_and_562_and_751585,1681__562_751585
29361_and_626929_and_820,626929__820_29361
562_and_751585,562__751585
1624_and_291644_and_818,1624__818_291644
29361_and_820,820__29361
338188_and_357276_and_817,338188__817_357276
1343_and_658089_and_665951,665951__1343_658089
28116_and_46503_and_487173,487173__28116_46503
156456_and_1584_and_905,156456__905_1584
292800_and_29348,29348__292800
1547_and_457421,1547__457421
1584_and_905,905__1584
626933_and_649756,626933__649756
1686_and_376805,1686__376805
39496_and_487174_and_52226,52226__39496_487174
246787_and_28117_and_411489,411489__28117_246787
1304_and_1318_and_301301,1318__1304_301301
40519_and_46228,40519__46228
1343_and_658089,1343__658089
105841_and_371601_and_39490,105841__39490_371601
291644_and_818,818__291644
33038_and_469610_and_658082,469610__33038_658082
1351_and_469592_and_658085,658085__1351_469592
158847_and_28026_and_84112,84112__28026_158847
28116_and_46503,28116__46503
328812_and_387661_and_658086,658086__328812_387661
357276_and_817,817__357276
437897_and_823,823__437897
214856_and_29466_and_573,214856__573_29466
371601_and_39490,39490__371601
546_and_908612,546__908612
1304_and_301301,1304__301301
39496_and_487174,39496__487174
1352_and_564_and_736,564__736_1352
147207_and_1604_and_584,584__1604_147207
102684_and_626932_and_71452,71452__102684_626932
100886_and_1579_and_469593,1579__100886_469593
35833_and_36834_and_45851,35833__36834_45851
1351_and_469592,1351__469592
1308_and_491921,1308__491921
246787_and_28117,28117__246787
1328_and_1623_and_39485,1328__1623_39485
328812_and_387661,328812__387661
33038_and_658082,33038__658082
1226323_and_328813_and_46506,1226323__46506_328813
1735_and_28111_and_674529,674529__1735_28111
1596_and_469588_and_665956,1596__469588_665956
29466_and_573,573__29466
1598_and_1685_and_328814,1598__1685_328814
358743_and_40520_and_548,358743__548_40520
158847_and_28026,28026__158847
1352_and_736,736__1352
147207_and_1604,1604__147207
102684_and_626932,102684__626932
1211813_and_410072_and_658081,1211813__410072_658081
1623_and_39485,1623__39485
204516_and_39492_and_742723,742723__39492_204516
328813_and_46506,46506__328813
36834_and_45851,36834__45851
100886_and_469593,100886__469593
165179_and_33039_and_571,571__33039_165179
2173_and_28126,2173__28126
1099853_and_216816_and_387090,1099853__216816_387090
1735_and_28111,1735__28111
40520_and_548,548__40520
1203555_and_74426_and_853,1203555__853_74426
208479_and_40545_and_454154,454154__40545_208479
469588_and_665956,469588__665956
1685_and_328814,1685__328814
410072_and_658081,410072__658081
469596_and_729_and_88431,469596__729_88431
100884_and_1680_and_310298,100884__1680_310298
204516_and_39492,39492__204516
165179_and_33039,33039__165179
1605_and_239935_and_310297,1605__239935_310297
360807_and_39486_and_457412,39486__360807_457412
216816_and_387090,216816__387090
74426_and_853,853__74426
40518_and_457394_and_821,457394__821_40518
208479_and_40545,40545__208479
166486_and_218538_and_582,582__166486_218538
261299_and_363265_and_39488,261299__39488_363265
239935_and_310297,239935__310297
360807_and_457412,360807__457412
729_and_88431,729__88431
1680_and_310298,1680__310298
40518_and_821,821__40518
166486_and_218538,166486__218538
363265_and_39488,39488__363265
