"","Part","BalanceID","Component","Group","d.group"
"56","1","28118__47678","28118","28118__476781","p__FCB group"
"84","-1","28118__47678","47678","28118__47678-1","p__FCB group"
"248","1","39491__329854","39491","39491__3298541","p__Terrabacteria group"
"294","-1","39491__329854","329854","39491__329854-1","p__FCB group"
"354","-1","1681__562_751585","562","1681__562_751585-1","p__Proteobacteria"
"396","1","1681__562_751585","1681","1681__562_7515851","p__Terrabacteria group"
"519","-1","1681__562_751585","751585","1681__562_751585-1","p__Terrabacteria group"
"539","-1","626929__820_29361","820","626929__820_29361-1","p__FCB group"
"584","-1","626929__820_29361","29361","626929__820_29361-1","p__Terrabacteria group"
"675","1","626929__820_29361","626929","626929__820_293611","p__FCB group"
"704","1","562__751585","562","562__7515851","p__Proteobacteria"
"869","-1","562__751585","751585","562__751585-1","p__Terrabacteria group"
"888","-1","1624__818_291644","818","1624__818_291644-1","p__FCB group"
"918","1","1624__818_291644","1624","1624__818_2916441","p__Terrabacteria group"
"986","-1","1624__818_291644","291644","1624__818_291644-1","p__FCB group"
"1064","1","820__29361","820","820__293611","p__FCB group"
"1109","-1","820__29361","29361","820__29361-1","p__Terrabacteria group"
"1237","-1","338188__817_357276","817","338188__817_357276-1","p__FCB group"
"1346","1","338188__817_357276","338188","338188__817_3572761","p__FCB group"
"1347","-1","338188__817_357276","357276","338188__817_357276-1","p__FCB group"
"1427","-1","665951__1343_658089","1343","665951__1343_658089-1","p__Terrabacteria group"
"1563","-1","665951__1343_658089","658089","665951__1343_658089-1","p__Terrabacteria group"
"1565","1","665951__1343_658089","665951","665951__1343_6580891","p__Terrabacteria group"
"1629","-1","487173__28116_46503","28116","487173__28116_46503-1","p__FCB group"
"1657","-1","487173__28116_46503","46503","487173__28116_46503-1","p__FCB group"
"1720","1","487173__28116_46503","487173","487173__28116_465031","p__Terrabacteria group"
"1771","-1","156456__905_1584","905","156456__905_1584-1","p__Terrabacteria group"
"1785","-1","156456__905_1584","1584","156456__905_1584-1","p__Terrabacteria group"
"1849","1","156456__905_1584","156456","156456__905_15841","p__Terrabacteria group"
"1983","1","29348__292800","29348","29348__2928001","p__Terrabacteria group"
"2037","-1","29348__292800","292800","29348__292800-1","p__Terrabacteria group"
"2133","1","1547__457421","1547","1547__4574211","p__Terrabacteria group"
"2239","-1","1547__457421","457421","1547__457421-1","p__Terrabacteria group"
"2296","1","905__1584","905","905__15841","p__Terrabacteria group"
"2310","-1","905__1584","1584","905__1584-1","p__Terrabacteria group"
"2603","1","626933__649756","626933","626933__6497561","p__FCB group"
"2608","-1","626933__649756","649756","626933__649756-1","p__Terrabacteria group"
"2673","1","1686__376805","1686","1686__3768051","p__Terrabacteria group"
"2753","-1","1686__376805","376805","1686__376805-1","p__FCB group"
"2875","-1","52226__39496_487174","39496","52226__39496_487174-1","p__Terrabacteria group"
"2886","1","52226__39496_487174","52226","52226__39496_4871741","p__Terrabacteria group"
"2946","-1","52226__39496_487174","487174","52226__39496_487174-1","p__FCB group"
"3030","-1","411489__28117_246787","28117","411489__28117_246787-1","p__FCB group"
"3084","-1","411489__28117_246787","246787","411489__28117_246787-1","p__FCB group"
"3108","1","411489__28117_246787","411489","411489__28117_2467871","p__Terrabacteria group"
"3172","-1","1318__1304_301301","1304","1318__1304_301301-1","p__Terrabacteria group"
"3175","1","1318__1304_301301","1318","1318__1304_3013011","p__Terrabacteria group"
"3263","-1","1318__1304_301301","301301","1318__1304_301301-1","p__Terrabacteria group"
"3402","1","40519__46228","40519","40519__462281","p__Terrabacteria group"
"3406","-1","40519__46228","46228","40519__46228-1","p__Terrabacteria group"
"3527","1","1343__658089","1343","1343__6580891","p__Terrabacteria group"
"3663","-1","1343__658089","658089","1343__658089-1","p__Terrabacteria group"
"3747","-1","105841__39490_371601","39490","105841__39490_371601-1","p__Terrabacteria group"
"3771","1","105841__39490_371601","105841","105841__39490_3716011","p__Terrabacteria group"
"3801","-1","105841__39490_371601","371601","105841__39490_371601-1","p__FCB group"
"3863","1","818__291644","818","818__2916441","p__FCB group"
"3961","-1","818__291644","291644","818__291644-1","p__FCB group"
"4086","-1","469610__33038_658082","33038","469610__33038_658082-1","p__Terrabacteria group"
"4169","1","469610__33038_658082","469610","469610__33038_6580821","p__Proteobacteria"
"4185","-1","469610__33038_658082","658082","469610__33038_658082-1","p__Terrabacteria group"
"4228","-1","658085__1351_469592","1351","658085__1351_469592-1","p__Terrabacteria group"
"4341","-1","658085__1351_469592","469592","658085__1351_469592-1","p__FCB group"
"4361","1","658085__1351_469592","658085","658085__1351_4695921","p__Terrabacteria group"
"4427","-1","84112__28026_158847","28026","84112__28026_158847-1","p__Terrabacteria group"
"4464","1","84112__28026_158847","84112","84112__28026_1588471","p__Terrabacteria group"
"4475","-1","84112__28026_158847","158847","84112__28026_158847-1","p__Terrabacteria group"
"4604","1","28116__46503","28116","28116__465031","p__FCB group"
"4632","-1","28116__46503","46503","28116__46503-1","p__FCB group"
"4841","-1","658086__328812_387661","328812","658086__328812_387661-1","p__FCB group"
"4856","-1","658086__328812_387661","387661","658086__328812_387661-1","p__FCB group"
"4887","1","658086__328812_387661","658086","658086__328812_3876611","p__Terrabacteria group"
"4912","1","817__357276","817","817__3572761","p__FCB group"
"5022","-1","817__357276","357276","817__357276-1","p__FCB group"
"5091","1","823__437897","823","823__4378971","p__FCB group"
"5209","-1","823__437897","437897","823__437897-1","p__Terrabacteria group"
"5257","-1","214856__573_29466","573","214856__573_29466-1","p__Proteobacteria"
"5310","-1","214856__573_29466","29466","214856__573_29466-1","p__Terrabacteria group"
"5355","1","214856__573_29466","214856","214856__573_294661","p__FCB group"
"5497","1","39490__371601","39490","39490__3716011","p__Terrabacteria group"
"5551","-1","39490__371601","371601","39490__371601-1","p__FCB group"
"5601","1","546__908612","546","546__9086121","p__Proteobacteria"
"5770","-1","546__908612","908612","546__908612-1","p__FCB group"
"5797","1","1304__301301","1304","1304__3013011","p__Terrabacteria group"
"5888","-1","1304__301301","301301","1304__301301-1","p__Terrabacteria group"
"6025","1","39496__487174","39496","39496__4871741","p__Terrabacteria group"
