"","84032__166486","840__1303_28037","261299__310297","36874__39778_246787","83617__823_46506","1582__1590","253239__1630_169435","1265__47678_328813","39778__246787","79880__290588","1379__33964","1307__33038_69825","1428__38304","823__46506","33034__1535_1680","2088__28135_626937","157687__228604","38286__441500","1681__103892","100884__376806_671267","47678__328813","39484__101564","587753__529_47880","29360__33035_39483","1630__169435","104663__839_165179","47879__905_59310","1229909__487175_589436","254__1408","82135__901_1510","310300__47877_310514","202611__33935_171399","28446__425941","13690__52787","33038__69825","305719__1280_626930","1535__1680","41276__36847_999468","28135__626937","143393__39496_410072","41976__33043_78342","76517__39490_386414","633701__1465754","1401__488_1506","1303__28037","67269__28126_37734","28454__147802","153721__36848_1611423","729__29466","358742__35833_40518","487175__589436","78346__1735_40519","421767__850_437898","79883__28901_44749","239974__454155_626931","1685__28026_216816","905__59310","452084__1584_80866","77095__28129_574375","199__1532_470565","1613__39492_536633","511__196024_370979","1311__38986","876__535744","32013__293_216778","1280__626930","36847__999468","1559__36745","34038__328814_1646377","33032__184870_1827099","108980__1661032","562__1755629","40214__820_218538","28091__376805","39490__386414","1522__28137","901__1510","47877__310514","33043__78342","839__165179","658457__29375_328812","83263__43770_76759","35833__40518","1746653__907_1512","39496__410072","115979__856_384638","60133__1308_28132","1113741__582_1515","33035__39483","1735__40519","529__47880","28901__44749","470__137732_626933","36848__1611423","39492__536633","1571__2173_70775","29461__28125_301301","138595__1623_106648","1580__189722_387090","850__437898","454155__626931","28026__216816","1144673__28090_588932","53408__405446","28038__46503_291644","328814__1646377","29370__309120_349096","1504__818_239935","483012__1254_1597","820__218538","1487956__585_216947","1532__470565","28126__37734","860__288965","907__1512","488__1506","316__43263","28129__574375","2139__52226_1034636","293__216778","1725__1264_191493","1584__80866","582__1515","29375__328812","53412__287_28111","43770__76759","45067__173480","471__106654_516075","46503__291644","184870__1827099","47770__185293","28108__357276_1463837","1267__84030_216935","376806__671267","28025__39485_187327","1308__28132","33935__171399","28125__301301","1418__487316","40681__479117","40215__341225","45254__39497_329854","1717__137591_291645","163877__1121830","52133__294_1358","189722__387090","356829__273164_762210","273164__762210","745310__39960_251535","263475__1148157","1691__39482","1472__1844653","1661050__821_28116","128780__237258","490189__584_310298","1902__97478","39960__251535","1623__106648","245__191295","153151__158849","133926__28128_43131","197614__29552_208479","574930__588_626932","185294__589437","137732__626933","101070__1223514","818__239935","856__384638","416016__45851_214856","196024__370979","1264__191493","309120__349096","301__136857","105229__317_228603","585__216947","287__28111","2173__70775","28090__588932","106654__516075","39485__187327","84030__216935","1670__284042","36835__40520_1755626","40216__271420","1254__1597","52226__1034636","584__310298","171685__1463864","39497__329854","357276__1463837","879__871325","243924__1113609","47884__33069_397865","294__1358","1561__122355_204516","137591__291645","29552__208479","588__626932","2741__47715","45851__214856","28128__43131","102862__183417","317__228603","821__28116","46228__28117_29348","392333__351091_882211","33069__397865","57706__817_1161942","40520__1755626","122355__204516","28117__29348","351091__882211","817__1161942"
"ERR1089733",0,0,0,0,0,5.53060926553898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00281332958282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66486338325522,0,0,0,0,0,0,0,-3.46897444491364,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04392809176998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61567877502793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.51923768770584,0,-1.81864245684606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126355614430394,0,0,0,0,0,0,0,0,0,0.121636844956688,0,0,0,0
"ERR1089740",0,0,-4.49533631775964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53911034998166,-2.47197798397438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2815914634353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39786813219222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76588934954101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5843113842425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.79066088151867,0,0,0,0,0,0,0,0,0,0,0,0,4.47615862008666,0,0,-3.23199683317742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6393509301458,0,-2.862347864914,-5.59798272496501,0,0,4.57148991001671,-4.95773193096734
"ERR1089743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6763739194298,0,0,0,0,0,0,-1.24372285804669,0,0,0,0,0,0,0,0,0,-2.04963897399027,0,0,0,0,0,0,0,0,0,0,0,2.4142780679366,0,0,0,0,0,0,0,0,2.90356480093579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.55007884012449,0,-1.85905429189002,0,0,0,0,0,0,0,0,3.8750176820179,-2.15419118067165,0,0,0,0,0,0,-0.371721409033423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21997648758249,0,0,0,0,0,0,0,0,5.24334582227387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53249032487454,0,0,0,0,2.65435110479044
"ERR1089757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0950532153894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62873861361498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43246800023362,0,0,0,0,0,0,-1.41256816061769,0,0,0,-2.74171344698143,0,0,0,0,0,0,0,0,0,0,-2.40770597213629,0,0,-1.84115565622474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75050555009507,2.44663982334395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18897514122407,0,0,0,0,0,0,0,0,0
"ERR1089758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51160519932558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35022781378606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87229304200954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29963352779278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.97495748298709,0,-2.37159877323951,0,0,0,0,0,0,0,0,0,0,3.98308210892595,0,0,-5.39795187039305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10772957041886,0,0,0,0,0,-2.66776154141143,0,-2.69245264653549,-1.77327684036936,0,0,4.62069853220286,-4.66346478077276
"ERR1089759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84340893151318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92492873607596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416589693661981,0,0,0,0,0,0,0,0,0,0,-2.85430056259153,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01872629206602,0,0,0,0,0,0,0,0,0,-2.02784236558587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130173570032769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51232600693538,0,0,0,0,0,-3.49653650443348,0,0,0,0,0,0,0,0,0
"ERR1089765",0,0,0,0,0,0,-2.28005885388085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9491777791689,0,0,0,0,-3.92470613070059,0,0,0,0,0,0,0,0,0,0,0,0,-3.92520322808176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34104239617169,0,0,0,-0.12814009527603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99708223096423,0,0,0,0,-4.05480437284215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45904789092305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31168718144358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94452550753472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00395964946597,0,-2.3053405475613,0,0,-5.10006778323267,0,0,3.99296695712483,0
"ERR1089768",0,0,0,0,0,0,0,0,0,0,0,-1.84540463079708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67531256677933,0,0,0,0,-3.19633458106344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90172648422043,0,0,0,0,0,0,0,0,0,0,-1.86604228610602,0,0,0,0,0,0,0,0.519087080861047,0,0,0,0,0,0,0,0,0,0,0,-2.80807630467774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2320800486076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8637308312321,0,0,0,0,0,0,0,0,0,5.29120735354346,0,0,0,0,0,-2.20407059516384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5207862989241,0,0,-3.81756225429235,0,0,4.36612994476004,0
"ERR1089795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14599774635849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45758335100393,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4490279371901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.067724090202,0,0,0,0,0,0,0,0,0,0,0,-2.80610640258476,0,0,0,0,0,0,0,0,0.548777100571679,-5.31293435234112,0,0,0,0.128698647741994,-4.86031886072114,0.116920150230827,0,0
"ERR1089805",0,0,0,0,0,-4.27820539322165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473773695692956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90699875916913,-2.4073585989787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.16966740546894,0,0,0,0,0,0,0,0,0,0,0,0,5.03506954842062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4303129347366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.28556305298527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20942548125562,-2.21386132581194,0,0,0,-0.983900155581188,0,-3.83452029721807,0,0
"ERR1089807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19459469293876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80114951019095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95299110746252,0,0,0,0,-2.29424191331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97374355871667,0,0,0,0,0,0,-4.18046707844016,0,0,0,0,0,-6.08311498602913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44495238713063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22024495509884,0,0,0,0,1.00147565368528,0,0,0,0,0,0,0,0,4.23478175659706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84557706747967,0,0,0,0,0,0,0,0,-2.38402783455045,0,0,0,0,0,4.12925733609979,0
"ERR1089808",0,0,0,0,0,0,0,0,0,0,0,-2.25965675036608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91384029930003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75325590150224,0,0,-2.4016763975037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45855103576403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33009526777612,0,0,-4.76877910764074,0,-4.15982554381539,0,0,0,0,0,0,0,4.2583353069444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03584339026404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.10051782769574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91658658539081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37478339133723,0,0,0,0,-5.0516761505707,0,0,0,0
"ERR1089812",0,0,0,-2.7100651957807,0,0,0,0,-4.69397061091627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59877404365595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.326597588475,0,0,0,0,0,0,-4.50120868100333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56305032601625,0,-0.248359928359672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46165570924139,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43933338701613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24665879647044,0,0,0,0,0,0,0,0,0,0,0,-2.58705744808115,0,0,0,0,0,0,0,0,0.379608654054048,0,0,0,0,-5.62337799032722,-4.48091494217603,0,0,0
"ERR1089826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51642505297465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3585760451913,0,0,0,-2.91860855456353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38756622261214,0,0,0,0,0,0,0,0,0,0,0,-4.72620261580358,0,0,0,0,0,5.0551783039092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13538600399954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24800653833061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.97691362593669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34360569358775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937561372478455,-2.08652076078667,0,0,0,-5.79129494177056,0,3.61395996872978,0,0
"ERR1089828",0,0,0,0,-2.64688467973095,0,0,-2.37397836038895,0,0,0,0,0,-4.58453874706969,0,0,0,0,0,0,4.11185113626271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40718772493458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58061422120985,0,0,0,0,0,4.16937144294282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55144134675487,0,0,-2.42359744559876,0,4.46975494587025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4192260451114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69373558619796,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1977939128712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18080578050089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66568689745119,0,-2.46299462521967,0,0,-5.50931722083632,0,0,4.26603182964953,0
"ERR1089829",0,-3.13121317562637,0,0,0,0,0,0,0,0,-3.81848619155797,2.49031146596729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827001927647659,0,0,0,0,0,0,0,0,-1.91862076842655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70738671255367,0,0,0,0,3.32314865137162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2345516763454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95728053431096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13830622799956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78684943649379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62546313768801,0,0,0,-3.09491400948306,0,-2.81538474030595,0,0
"ERR1089840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7353219253971,0,0,0,0,0,0,0,4.52409915791814,0,0,0,0,0,0,-2.93831839724777,0,0,0,0,-2.68719846440305,0,0,0,0,0,0,0,0,0,0,0,-2.5322727426235,0,0,0,0,0,-4.7377165498449,0,0,0,0,0,0,0,-2.64609887722751,0,0,0,0,0,0,0,-4.65436427036715,0,0,0,0,0,0,5.08931675284748,0,0,0,0,0,0,-2.90768279828262,-4.38602504884569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58317769720901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80110643949079,0,-5.03625433891955,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.73717424329456,0,0,0,0,0,0,0,0,0,-4.8516586706064,0,0,0,0
"ERR1089845",0,0,0,-3.23634611844835,0,0,0,-2.53329062878527,-5.60551590803086,0,0,-2.91857599761968,0,0,-2.209208452328,0,0,0,0,0,-4.3877880793942,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.05512191362831,0,3.82646128394271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49160802247636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31559168747528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45477053549515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62114309233618,0,0,0,0,0,0,0,0,0,0,4.25178728840066,0,0,-3.25179649217418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.53995300983447,0,0,0,0,0,0,0,-2.71833435661343,-5.63227674031993,0,0,0,4.70829321761452
"ERR1089846",0,0,0,0,0,0,0,-2.21947465446142,0,0,0,0,0,0,0,0,0,0,0,0,3.84424286763855,0,0,0,0,-2.9177943452993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05655167393536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.05376805209555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0762460445462,0,0,0,0,0,0,0,0,0,-2.05110851998595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58173623283652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32821444573681,0,0,0,-3.55262416845307,0,0,-2.41022172503957,0,0,0,0,0,0,0,0,0,0,0,-2.21720723469667,0,0,0,0,0,0,0,0,0.812912563403744,0,0,0,0,-4.17462648527484,-3.84031558140392,0,0,0
"ERR1089848",0,0,0,0,0,0,0,-2.67095877484352,0,0,0,0,0,0,0,0,0,0,0,0,4.6262363029509,0,0,0,0,0,0,-2.51623080979131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35823960612873,0,0,-1.97046566445721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68280493323869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41294664540985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92202636209564,0,4.64675445116585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92156188986225,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0610981202053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73038027093409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06029363069836,-2.15693734005062,0,0,-2.22116358944345,-4.72915735324152,0,3.73592506171014,0,3.84716818883811
"ERR1089850",0,0,0,0,-2.19047366669977,0,0,0,0,0,0,0,3.40961658259908,-3.79401168336571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17821810221347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77278442299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47454473287271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64658994091077,0,0,0,0,0,0,0,0,0,-1.95313551075163,0,-2.85058466515509,0,0,0,0,0,0,0,0,4.28603720293748,0,-4.79888588389127,3.38292993868881,0,-4.58402824445816,4.93735747132533,0,-1.46031770294895,0
"ERR1089858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97315529770938,0,0,0,0,0,0,0,0,0,0,-2.2317849326659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41760522685633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86556489494403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4657484411728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62719280702681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27399887012432,0,-3.24719291028434,0,0,0,0,0,0,0,3.73822300302915,4.27080157879505,0,-3.26663292762222,3.93868157940954,0,0,5.62430310258992,0,-5.65797420031914,0
"ERR1089873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43133284726843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71502353619257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21119202158003,0,0,0,0,0,0,0,4.70255870843085,0,0,0,0,0,0,0,0,0,0,-2.63362827929025,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29833285691037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.09544585438893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56157798798091,0,0,0,0,0,0,0,0,3.9808292808737,0,0,-5.74335442515686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18637072671229,0,-2.22310580226472,0,0,-2.06372999458367,0,0,3.85053220012366,0
