oldID,newID
166486_and_84032,84032__166486
1303_and_28037_and_840,840__1303_28037
261299_and_310297,261299__310297
246787_and_36874_and_39778,36874__39778_246787
46506_and_823_and_83617,83617__823_46506
1582_and_1590,1582__1590
1630_and_169435_and_253239,253239__1630_169435
1265_and_328813_and_47678,1265__47678_328813
246787_and_39778,39778__246787
290588_and_79880,79880__290588
1379_and_33964,1379__33964
1307_and_33038_and_69825,1307__33038_69825
1428_and_38304,1428__38304
46506_and_823,823__46506
1535_and_1680_and_33034,33034__1535_1680
2088_and_28135_and_626937,2088__28135_626937
157687_and_228604,157687__228604
38286_and_441500,38286__441500
103892_and_1681,1681__103892
100884_and_376806_and_671267,100884__376806_671267
328813_and_47678,47678__328813
101564_and_39484,39484__101564
47880_and_529_and_587753,587753__529_47880
29360_and_33035_and_39483,29360__33035_39483
1630_and_169435,1630__169435
104663_and_165179_and_839,104663__839_165179
47879_and_59310_and_905,47879__905_59310
1229909_and_487175_and_589436,1229909__487175_589436
1408_and_254,254__1408
1510_and_82135_and_901,82135__901_1510
310300_and_310514_and_47877,310300__47877_310514
171399_and_202611_and_33935,202611__33935_171399
28446_and_425941,28446__425941
13690_and_52787,13690__52787
33038_and_69825,33038__69825
1280_and_305719_and_626930,305719__1280_626930
1535_and_1680,1535__1680
36847_and_41276_and_999468,41276__36847_999468
28135_and_626937,28135__626937
143393_and_39496_and_410072,143393__39496_410072
33043_and_41976_and_78342,41976__33043_78342
386414_and_39490_and_76517,76517__39490_386414
1465754_and_633701,633701__1465754
1401_and_1506_and_488,1401__488_1506
1303_and_28037,1303__28037
28126_and_37734_and_67269,67269__28126_37734
147802_and_28454,28454__147802
153721_and_1611423_and_36848,153721__36848_1611423
29466_and_729,729__29466
35833_and_358742_and_40518,358742__35833_40518
487175_and_589436,487175__589436
1735_and_40519_and_78346,78346__1735_40519
421767_and_437898_and_850,421767__850_437898
28901_and_44749_and_79883,79883__28901_44749
239974_and_454155_and_626931,239974__454155_626931
1685_and_216816_and_28026,1685__28026_216816
59310_and_905,905__59310
1584_and_452084_and_80866,452084__1584_80866
28129_and_574375_and_77095,77095__28129_574375
1532_and_199_and_470565,199__1532_470565
1613_and_39492_and_536633,1613__39492_536633
196024_and_370979_and_511,511__196024_370979
1311_and_38986,1311__38986
535744_and_876,876__535744
216778_and_293_and_32013,32013__293_216778
1280_and_626930,1280__626930
36847_and_999468,36847__999468
1559_and_36745,1559__36745
1646377_and_328814_and_34038,34038__328814_1646377
1827099_and_184870_and_33032,33032__184870_1827099
108980_and_1661032,108980__1661032
1755629_and_562,562__1755629
218538_and_40214_and_820,40214__820_218538
28091_and_376805,28091__376805
386414_and_39490,39490__386414
1522_and_28137,1522__28137
1510_and_901,901__1510
310514_and_47877,47877__310514
33043_and_78342,33043__78342
165179_and_839,839__165179
29375_and_328812_and_658457,658457__29375_328812
43770_and_76759_and_83263,83263__43770_76759
35833_and_40518,35833__40518
1512_and_1746653_and_907,1746653__907_1512
39496_and_410072,39496__410072
115979_and_384638_and_856,115979__856_384638
1308_and_28132_and_60133,60133__1308_28132
1113741_and_1515_and_582,1113741__582_1515
33035_and_39483,33035__39483
1735_and_40519,1735__40519
47880_and_529,529__47880
28901_and_44749,28901__44749
137732_and_470_and_626933,470__137732_626933
1611423_and_36848,36848__1611423
39492_and_536633,39492__536633
1571_and_2173_and_70775,1571__2173_70775
28125_and_29461_and_301301,29461__28125_301301
106648_and_138595_and_1623,138595__1623_106648
1580_and_189722_and_387090,1580__189722_387090
437898_and_850,850__437898
454155_and_626931,454155__626931
216816_and_28026,28026__216816
1144673_and_28090_and_588932,1144673__28090_588932
405446_and_53408,53408__405446
28038_and_291644_and_46503,28038__46503_291644
1646377_and_328814,328814__1646377
29370_and_309120_and_349096,29370__309120_349096
1504_and_239935_and_818,1504__818_239935
1254_and_1597_and_483012,483012__1254_1597
218538_and_820,820__218538
1487956_and_216947_and_585,1487956__585_216947
1532_and_470565,1532__470565
28126_and_37734,28126__37734
288965_and_860,860__288965
1512_and_907,907__1512
1506_and_488,488__1506
316_and_43263,316__43263
28129_and_574375,28129__574375
1034636_and_2139_and_52226,2139__52226_1034636
216778_and_293,293__216778
1264_and_1725_and_191493,1725__1264_191493
1584_and_80866,1584__80866
