,D003967
84032__166486,-0.17043539336910418
840__1303_28037,-0.13889090990211264
261299__310297,-0.0004489299262921304
36874__39778_246787,-0.14855122727588033
83617__823_46506,0.002536326859646886
1582__1590,-0.10845390546724816
253239__1630_169435,0.021501417120729387
1265__47678_328813,-0.004487335345377549
39778__246787,0.031232417916819417
79880__290588,-0.3038622092519491
1379__33964,0.2544246787274406
1307__33038_69825,0.23358376916121104
1428__38304,-0.16009618796988748
823__46506,-0.06951613709633536
33034__1535_1680,-0.02940831629631238
2088__28135_626937,-0.2969472798618117
157687__228604,-0.0011645377770896801
38286__441500,-0.11696832410278392
1681__103892,-0.2484750361858065
100884__376806_671267,-0.17734473652438376
47678__328813,-0.11230821796510623
39484__101564,0.09157216156708503
587753__529_47880,0.2904189334345048
29360__33035_39483,0.246551286705353
1630__169435,0.04110194473005073
104663__839_165179,-0.1549193294767001
47879__905_59310,0.18299030201164007
1229909__487175_589436,-0.1019298104926894
254__1408,0.2191804953689312
82135__901_1510,-0.2604090405501024
310300__47877_310514,0.1730467215565378
202611__33935_171399,-0.6913301518167506
28446__425941,-0.2147504069820233
13690__52787,0.17973687428485247
33038__69825,-0.12618297032955486
305719__1280_626930,0.13579010294808608
1535__1680,0.02305665137708957
41276__36847_999468,0.496727795576265
28135__626937,0.3083058288109597
143393__39496_410072,0.3760219419678158
41976__33043_78342,-0.0621301727106061
76517__39490_386414,0.2196477046667274
633701__1465754,-0.1911397015285057
1401__488_1506,-0.12159474209940425
1303__28037,0.16227230021772585
67269__28126_37734,-0.21390396241849965
28454__147802,0.11378879427622635
153721__36848_1611423,0.3247315005677954
729__29466,0.10567144408621336
358742__35833_40518,0.12032583127941447
487175__589436,0.02916760332355002
78346__1735_40519,0.06213967622248163
421767__850_437898,0.241796223167212
79883__28901_44749,-0.013705943721558143
239974__454155_626931,0.330270030238942
1685__28026_216816,-0.20211170373833512
905__59310,-0.012995875684543613
452084__1584_80866,0.0016034734302938388
77095__28129_574375,-0.14225572046941282
199__1532_470565,-0.06858489473606172
1613__39492_536633,-0.015722533862224598
511__196024_370979,0.1246207187439658
1311__38986,-0.3942255840803399
876__535744,1.1265672339272548
32013__293_216778,1.207074249232111
1280__626930,-0.039584279275618965
36847__999468,0.3929762680051156
1559__36745,0.08001656486750587
34038__328814_1646377,0.012536101985775473
33032__184870_1827099,0.8520080207941501
108980__1661032,-0.3036528814288237
562__1755629,1.0148410973687665
40214__820_218538,-0.1669748806076336
28091__376805,-0.5668960969283523
39490__386414,0.13203734975519366
1522__28137,0.4003903864839904
901__1510,0.34043004264769594
47877__310514,0.19900386355009314
33043__78342,0.05150721981521377
839__165179,0.04385101453797546
658457__29375_328812,0.26689167601386565
83263__43770_76759,0.1954329514231736
35833__40518,-0.01320215708031375
1746653__907_1512,0.2656769561762285
39496__410072,0.11712673435812596
115979__856_384638,0.19525276884008855
60133__1308_28132,0.6811209374032798
1113741__582_1515,0.2379835653178962
33035__39483,-0.018719830532569343
1735__40519,-0.0430848846515925
529__47880,0.3724829372016403
28901__44749,-0.0192144480830621
470__137732_626933,0.26935979481780675
36848__1611423,-0.03902635890338962
39492__536633,-0.013778682654183898
1571__2173_70775,0.1921370547782812
29461__28125_301301,-0.02296003786055249
138595__1623_106648,0.49091399664838703
1580__189722_387090,0.08816079617195151
850__437898,0.2530764607089698
454155__626931,-0.2387044174494386
28026__216816,-0.023536772042167597
1144673__28090_588932,0.06917717270001507
53408__405446,-0.6795040787063112
28038__46503_291644,-0.06225448682861536
328814__1646377,0.17169596021229866
29370__309120_349096,-0.09220809859470927
1504__818_239935,-0.01145922069152945
483012__1254_1597,0.2316424301510395
820__218538,-0.053521842462522985
1487956__585_216947,0.2695516575894528
1532__470565,0.4426199352502421
28126__37734,-0.34861579724301345
860__288965,-0.050210224469657457
907__1512,0.20606925772895016
488__1506,-0.5907124088867164
316__43263,0.3812978508966723
28129__574375,-1.0396621148804877
2139__52226_1034636,0.5687701648931077
293__216778,-0.7616273554583041
1725__1264_191493,-0.0936435632871104
1584__80866,0.3073605644245464
582__1515,0.024469446220647985
29375__328812,0.3307403650587257
53412__287_28111,-0.0536895492185906
43770__76759,0.18855020163909356
45067__173480,0.4008539040255567
471__106654_516075,0.3686784776294552
46503__291644,-0.15396576651390842
184870__1827099,-0.44630602554463
47770__185293,0.11972617782192745
28108__357276_1463837,0.5852394303948544
1267__84030_216935,1.158021485098628
376806__671267,-0.7252014975833966
28025__39485_187327,-0.046514271794615536
1308__28132,0.4288206695269348
33935__171399,-0.4503894864848792
28125__301301,0.22760982258702905
1418__487316,0.8404463309025906
40681__479117,-0.7891947393805704
40215__341225,0.4625943217612861
45254__39497_329854,-0.03228068071027245
1717__137591_291645,0.4427175243706278
163877__1121830,-0.7607101733381988
52133__294_1358,0.5896858650982271
189722__387090,0.2391882150188897
356829__273164_762210,-0.4840825794807138
273164__762210,0.11219152456896124
745310__39960_251535,0.1769319076587367
263475__1148157,0.34643585464868804
1691__39482,-0.8105525164349021
1472__1844653,0.8147042049937355
1661050__821_28116,-0.10585491163539223
128780__237258,0.7727756109866922
490189__584_310298,0.10990538515431104
1902__97478,-0.33594985171061786
39960__251535,0.6148469802615326
1623__106648,-0.4381528045477144
245__191295,-0.5332314330624903
153151__158849,-0.6648686141938488
133926__28128_43131,0.9431976079336218
197614__29552_208479,-0.17463931388235213
574930__588_626932,0.8959068920931179
185294__589437,0.7831380376163658
137732__626933,-0.501008679921523
101070__1223514,0.7404457388817602
818__239935,0.08182598490113305
856__384638,0.6181736305950113
416016__45851_214856,-0.2493258652828319
196024__370979,0.7498679671108581
1264__191493,-0.11559857327169824
309120__349096,-0.3953370045702585
301__136857,-0.8353014148875509
105229__317_228603,1.1868280221537584
585__216947,-0.24943964773285146
287__28111,0.054235711924619616
2173__70775,0.8385460569377963
28090__588932,1.0512920899686924
106654__516075,0.12676851641908615
39485__187327,-0.044626019518672184
84030__216935,0.7798235209188721
1670__284042,0.6452465340708757
36835__40520_1755626,-0.11596340593156967
40216__271420,0.6620909144485077
1254__1597,-0.2686107209122002
52226__1034636,-0.6386551358798921
584__310298,0.11402869560131874
171685__1463864,1.3810402534341837
39497__329854,0.34608077601374565
357276__1463837,0.7339130353371256
879__871325,-1.3870979062686033
243924__1113609,0.27966670696712753
47884__33069_397865,-0.01436501465163433
294__1358,0.6545534628794918
1561__122355_204516,0.08793185319208408
137591__291645,-0.5471594528397993
29552__208479,-0.3349029554159523
588__626932,0.9305286325288362
2741__47715,-0.7278403240639261
45851__214856,-0.4012328385326127
28128__43131,0.7490973374437269
102862__183417,-0.7112645767739109
317__228603,0.41219201685828105
821__28116,-0.049666028317047285
46228__28117_29348,-0.032121335266027715
392333__351091_882211,-0.09369087667198077
33069__397865,0.10743738388649947
57706__817_1161942,0.4751726199950823
40520__1755626,0.12610806681673126
122355__204516,0.09052023724019864
28117__29348,-0.09274592338061624
351091__882211,-0.20769397684392835
817__1161942,0.477720500201245
