,D003967,D006262,accuracy,macro avg,weighted avg
precision,0.73,0.74,0.73,0.73,0.73
recall,0.75,0.72,0.73,0.73,0.73
f1-score,0.74,0.73,0.73,0.73,0.73
support,1170.0,1170.0,0.73,2340.0,2340.0
