"","Part","BalanceID","Component","Group","d.group"
"230","1","84032__166486","84032","84032__1664861","p__Terrabacteria group"
"262","-1","84032__166486","166486","84032__166486-1","p__Terrabacteria group"
"439","1","840__1303_28037","840","840__1303_280371","p__FCB group"
"456","-1","840__1303_28037","1303","840__1303_28037-1","p__Terrabacteria group"
"512","-1","840__1303_28037","28037","840__1303_28037-1","p__Terrabacteria group"
"1122","1","261299__310297","261299","261299__3102971","p__Terrabacteria group"
"1136","-1","261299__310297","310297","261299__310297-1","p__FCB group"
"1385","1","36874__39778_246787","36874","36874__39778_2467871","p__FCB group"
"1402","-1","36874__39778_246787","39778","36874__39778_246787-1","p__Terrabacteria group"
"1529","-1","36874__39778_246787","246787","36874__39778_246787-1","p__FCB group"
"1667","-1","83617__823_46506","823","83617__823_46506-1","p__FCB group"
"1834","-1","83617__823_46506","46506","83617__823_46506-1","p__FCB group"
"1868","1","83617__823_46506","83617","83617__823_465061","p__Proteobacteria"
"2123","1","1582__1590","1582","1582__15901","p__Terrabacteria group"
"2125","-1","1582__1590","1590","1582__1590-1","p__Terrabacteria group"
"2539","-1","253239__1630_169435","1630","253239__1630_169435-1","p__Terrabacteria group"
"2723","-1","253239__1630_169435","169435","253239__1630_169435-1","p__Terrabacteria group"
"2761","1","253239__1630_169435","253239","253239__1630_1694351","p__Terrabacteria group"
"2912","1","1265__47678_328813","1265","1265__47678_3288131","p__Terrabacteria group"
"3065","-1","1265__47678_328813","47678","1265__47678_328813-1","p__FCB group"
"3191","-1","1265__47678_328813","328813","1265__47678_328813-1","p__FCB group"
"3452","1","39778__246787","39778","39778__2467871","p__Terrabacteria group"
"3579","-1","39778__246787","246787","39778__246787-1","p__FCB group"
"3913","1","79880__290588","79880","79880__2905881","p__Terrabacteria group"
"3999","-1","79880__290588","290588","79880__290588-1","p__Terrabacteria group"
"4152","1","1379__33964","1379","1379__339641","p__Terrabacteria group"
"4245","-1","1379__33964","33964","1379__33964-1","p__Terrabacteria group"
"4557","1","1307__33038_69825","1307","1307__33038_698251","p__Terrabacteria group"
"4650","-1","1307__33038_69825","33038","1307__33038_69825-1","p__Terrabacteria group"
"4726","-1","1307__33038_69825","69825","1307__33038_69825-1","p__Terrabacteria group"
"4977","1","1428__38304","1428","1428__383041","p__Terrabacteria group"
"5079","-1","1428__38304","38304","1428__38304-1","p__Terrabacteria group"
"5357","1","823__46506","823","823__465061","p__FCB group"
"5524","-1","823__46506","46506","823__46506-1","p__FCB group"
"5807","-1","33034__1535_1680","1535","33034__1535_1680-1","p__Terrabacteria group"
"5822","-1","33034__1535_1680","1680","33034__1535_1680-1","p__Terrabacteria group"
"5878","1","33034__1535_1680","33034","33034__1535_16801","p__Terrabacteria group"
"6245","1","2088__28135_626937","2088","2088__28135_6269371","p__Terrabacteria group"
"6268","-1","2088__28135_626937","28135","2088__28135_626937-1","p__FCB group"
"6523","-1","2088__28135_626937","626937","2088__28135_626937-1","p__Terrabacteria group"
"6817","1","157687__228604","157687","157687__2286041","p__Fusobacteria"
"6854","-1","157687__228604","228604","157687__228604-1","p__FCB group"
"7127","1","38286__441500","38286","38286__4415001","p__Terrabacteria group"
"7317","-1","38286__441500","441500","38286__441500-1","p__Terrabacteria group"
"7463","1","1681__103892","1681","1681__1038921","p__Terrabacteria group"
"7618","-1","1681__103892","103892","1681__103892-1","p__Terrabacteria group"
"8024","1","100884__376806_671267","100884","100884__376806_6712671","p__Terrabacteria group"
"8123","-1","100884__376806_671267","376806","100884__376806_671267-1","p__FCB group"
"8166","-1","100884__376806_671267","671267","100884__376806_671267-1","p__FCB group"
"8395","1","47678__328813","47678","47678__3288131","p__FCB group"
"8521","-1","47678__328813","328813","47678__328813-1","p__FCB group"
"8774","1","39484__101564","39484","39484__1015641","p__Terrabacteria group"
"8846","-1","39484__101564","101564","39484__101564-1","p__Proteobacteria"
"9035","-1","587753__529_47880","529","587753__529_47880-1","p__Proteobacteria"
"9220","-1","587753__529_47880","47880","587753__529_47880-1","p__Proteobacteria"
"9385","1","587753__529_47880","587753","587753__529_478801","p__Proteobacteria"
"9557","1","29360__33035_39483","29360","29360__33035_394831","p__Terrabacteria group"
"9569","-1","29360__33035_39483","33035","29360__33035_39483-1","p__Terrabacteria group"
"9593","-1","29360__33035_39483","39483","29360__33035_39483-1","p__Terrabacteria group"
"9919","1","1630__169435","1630","1630__1694351","p__Terrabacteria group"
"10103","-1","1630__169435","169435","1630__169435-1","p__Terrabacteria group"
"10278","-1","104663__839_165179","839","104663__839_165179-1","p__FCB group"
"10489","1","104663__839_165179","104663","104663__839_1651791","p__FCB group"
"10511","-1","104663__839_165179","165179","104663__839_165179-1","p__FCB group"
"10696","-1","47879__905_59310","905","47879__905_59310-1","p__Terrabacteria group"
"10859","1","47879__905_59310","47879","47879__905_593101","p__Proteobacteria"
"10873","-1","47879__905_59310","59310","47879__905_59310-1","p__Terrabacteria group"
"11426","-1","1229909__487175_589436","487175","1229909__487175_589436-1","p__Proteobacteria"
"11437","-1","1229909__487175_589436","589436","1229909__487175_589436-1","p__FCB group"
"11464","1","1229909__487175_589436","1229909","1229909__487175_5894361","p__TACK group"
"11483","1","254__1408","254","254__14081","p__FCB group"
"11535","-1","254__1408","1408","254__1408-1","p__Terrabacteria group"
"11925","-1","82135__901_1510","901","82135__901_1510-1","p__Proteobacteria"
"11952","-1","82135__901_1510","1510","82135__901_1510-1","p__Terrabacteria group"
"12116","1","82135__901_1510","82135","82135__901_15101","p__Terrabacteria group"
"12498","-1","310300__47877_310514","47877","310300__47877_310514-1","p__Proteobacteria"
"12618","1","310300__47877_310514","310300","310300__47877_3105141","p__FCB group"
"12619","-1","310300__47877_310514","310514","310300__47877_310514-1","p__FCB group"
"12854","-1","202611__33935_171399","33935","202611__33935_171399-1","p__Terrabacteria group"
"12974","-1","202611__33935_171399","171399","202611__33935_171399-1","p__Terrabacteria group"
"12992","1","202611__33935_171399","202611","202611__33935_1713991","p__Terrabacteria group"
"13241","1","28446__425941","28446","28446__4259411","p__Terrabacteria group"
"13465","-1","28446__425941","425941","28446__425941-1","p__FCB group"
"13629","1","13690__52787","13690","13690__527871","p__Proteobacteria"
"13735","-1","13690__52787","52787","13690__52787-1","p__Terrabacteria group"
"14080","1","33038__69825","33038","33038__698251","p__Terrabacteria group"
"14156","-1","33038__69825","69825","33038__69825-1","p__Terrabacteria group"
"14394","-1","305719__1280_626930","1280","305719__1280_626930-1","p__Terrabacteria group"
"14663","1","305719__1280_626930","305719","305719__1280_6269301","p__FCB group"
"14719","-1","305719__1280_626930","626930","305719__1280_626930-1","p__FCB group"
"14827","1","1535__1680","1535","1535__16801","p__Terrabacteria group"
"14842","-1","1535__1680","1680","1535__1680-1","p__Terrabacteria group"
"15323","-1","41276__36847_999468","36847","41276__36847_999468-1","p__Terrabacteria group"
"15352","1","41276__36847_999468","41276","41276__36847_9994681","p__Proteobacteria"
"15552","-1","41276__36847_999468","999468","41276__36847_999468-1","p__FCB group"
"15698","1","28135__626937","28135","28135__6269371","p__FCB group"
"15953","-1","28135__626937","626937","28135__626937-1","p__Terrabacteria group"
"16160","-1","143393__39496_410072","39496","143393__39496_410072-1","p__Terrabacteria group"
"16243","1","143393__39496_410072","143393","143393__39496_4100721","p__Terrabacteria group"
"16331","-1","143393__39496_410072","410072","143393__39496_410072-1","p__Terrabacteria group"
"16542","-1","41976__33043_78342","33043","41976__33043_78342-1","p__Terrabacteria group"
"16583","1","41976__33043_78342","41976","41976__33043_783421","p__FCB group"
"16621","-1","41976__33043_78342","78342","41976__33043_78342-1","p__Terrabacteria group"
"16978","-1","76517__39490_386414","39490","76517__39490_386414-1","p__Terrabacteria group"
"17028","1","76517__39490_386414","76517","76517__39490_3864141","p__Proteobacteria"
"17145","-1","76517__39490_386414","386414","76517__39490_386414-1","p__FCB group"
"17594","1","633701__1465754","633701","633701__14657541","p__FCB group"
"17619","-1","633701__1465754","1465754","633701__1465754-1","p__FCB group"
"17643","-1","1401__488_1506","488","1401__488_1506-1","p__Proteobacteria"
"17683","1","1401__488_1506","1401","1401__488_15061","p__Terrabacteria group"
"17691","-1","1401__488_1506","1506","1401__488_1506-1","p__Terrabacteria group"
"18086","1","1303__28037","1303","1303__280371","p__Terrabacteria group"
"18142","-1","1303__28037","28037","1303__28037-1","p__Terrabacteria group"
"18562","-1","67269__28126_37734","28126","67269__28126_37734-1","p__FCB group"
"18606","-1","67269__28126_37734","37734","67269__28126_37734-1","p__Terrabacteria group"
"18665","1","67269__28126_37734","67269","67269__28126_377341","p__Terrabacteria group"
"18982","1","28454__147802","28454","28454__1478021","p__FCB group"
"19114","-1","28454__147802","147802","28454__147802-1","p__Terrabacteria group"
"19424","-1","153721__36848_1611423","36848","153721__36848_1611423-1","p__Terrabacteria group"
"19526","1","153721__36848_1611423","153721","153721__36848_16114231","p__FCB group"
"19671","-1","153721__36848_1611423","1611423","153721__36848_1611423-1","p__FCB group"
"19702","1","729__29466","729","729__294661","p__Proteobacteria"
"19812","-1","729__29466","29466","729__29466-1","p__Terrabacteria group"
"20240","-1","358742__35833_40518","35833","358742__35833_40518-1","p__Proteobacteria"
"20268","-1","358742__35833_40518","40518","358742__35833_40518-1","p__Terrabacteria group"
"20419","1","358742__35833_40518","358742","358742__35833_405181","p__Terrabacteria group"
"20856","1","487175__589436","487175","487175__5894361","p__Proteobacteria"
"20867","-1","487175__589436","589436","487175__589436-1","p__FCB group"
"21002","-1","78346__1735_40519","1735","78346__1735_40519-1","p__Terrabacteria group"
"21089","-1","78346__1735_40519","40519","78346__1735_40519-1","p__Terrabacteria group"
"21132","1","78346__1735_40519","78346","78346__1735_405191","p__Terrabacteria group"
"21350","-1","421767__850_437898","850","421767__850_437898-1","p__Fusobacteria"
"21663","1","421767__850_437898","421767","421767__850_4378981","p__Terrabacteria group"
"21666","-1","421767__850_437898","437898","421767__850_437898-1","p__Proteobacteria"
"21853","-1","79883__28901_44749","28901","79883__28901_44749-1","p__Proteobacteria"
"21918","-1","79883__28901_44749","44749","79883__28901_44749-1","p__Terrabacteria group"
"21954","1","79883__28901_44749","79883","79883__28901_447491","p__Terrabacteria group"
"22437","1","239974__454155_626931","239974","239974__454155_6269311","p__Terrabacteria group"
"22490","-1","239974__454155_626931","454155","239974__454155_626931-1","p__FCB group"
"22510","-1","239974__454155_626931","626931","239974__454155_626931-1","p__FCB group"
"22634","1","1685__28026_216816","1685","1685__28026_2168161","p__Terrabacteria group"
"22651","-1","1685__28026_216816","28026","1685__28026_216816-1","p__Terrabacteria group"
"22838","-1","1685__28026_216816","216816","1685__28026_216816-1","p__Terrabacteria group"
"22996","1","905__59310","905","905__593101","p__Terrabacteria group"
"23173","-1","905__59310","59310","905__59310-1","p__Terrabacteria group"
"23444","-1","452084__1584_80866","1584","452084__1584_80866-1","p__Terrabacteria group"
"23595","-1","452084__1584_80866","80866","452084__1584_80866-1","p__Proteobacteria"
"23718","1","452084__1584_80866","452084","452084__1584_808661","p__FCB group"
"23895","-1","77095__28129_574375","28129","77095__28129_574375-1","p__FCB group"
"24000","1","77095__28129_574375","77095","77095__28129_5743751","p__FCB group"
"24143","-1","77095__28129_574375","574375","77095__28129_574375-1","p__Terrabacteria group"
"24191","1","199__1532_470565","199","199__1532_4705651","p__Proteobacteria"
"24256","-1","199__1532_470565","1532","199__1532_470565-1","p__Terrabacteria group"
"24541","-1","199__1532_470565","470565","199__1532_470565-1","p__FCB group"
"24677","1","1613__39492_536633","1613","1613__39492_5366331","p__Terrabacteria group"
"24769","-1","1613__39492_536633","39492","1613__39492_536633-1","p__Terrabacteria group"
"24962","-1","1613__39492_536633","536633","1613__39492_536633-1","p__Terrabacteria group"
"25024","1","511__196024_370979","511","511__196024_3709791","p__Proteobacteria"
"25290","-1","511__196024_370979","196024","511__196024_370979-1","p__Proteobacteria"
"25340","-1","511__196024_370979","370979","511__196024_370979-1","p__FCB group"
"25469","1","1311__38986","1311","1311__389861","p__Terrabacteria group"
"25580","-1","1311__38986","38986","1311__38986-1","p__Terrabacteria group"
"25863","1","876__535744","876","876__5357441","p__Proteobacteria"
"26191","-1","876__535744","535744","876__535744-1","p__Proteobacteria"
"26246","-1","32013__293_216778","293","32013__293_216778-1","p__Proteobacteria"
