oldID,newID
2173_and_88431_and_908612,908612__2173_88431
204516_and_821_and_853,204516__821_853
2173_and_88431,2173__88431
301301_and_33039_and_674529,301301__33039_674529
1531_and_33038_and_562,1531__562_33038
208479_and_333367,208479__333367
100886_and_487174_and_649756,649756__100886_487174
821_and_853,821__853
33039_and_674529,33039__674529
165179_and_218538_and_457402,457402__165179_218538
197614_and_457415_and_901,457415__901_197614
1352_and_328812_and_487173,328812__1352_487173
33038_and_562,562__33038
100886_and_487174,100886__487174
329854_and_457412_and_46228,329854__46228_457412
100884_and_1211813_and_626930,1211813__100884_626930
28116_and_322095_and_818,322095__818_28116
310297_and_376804_and_384638,384638__310297_376804
415425_and_546_and_626933,415425__546_626933
1118060_and_52226_and_665943,665943__52226_1118060
371601_and_39490_and_84030,84030__39490_371601
165179_and_218538,165179__218538
147207_and_28111_and_411489,147207__28111_411489
1161942_and_571,571__1161942
363265_and_550,550__363265
28123_and_290053_and_40545,290053__28123_40545
1352_and_487173,1352__487173
1318_and_39496,1318__39496
1680_and_188913_and_357276,188913__1680_357276
1351_and_1496_and_154046,1496__1351_154046
197614_and_901,901__197614
469590_and_665956,469590__665956
457412_and_46228,46228__457412
1735_and_246787_and_563193,563193__1735_246787
100884_and_626930,100884__626930
39492_and_573_and_74426,573__39492_74426
310297_and_376804,310297__376804
1689_and_665950,1689__665950
28116_and_818,818__28116
158847_and_328813_and_410072,158847__328813_410072
28133_and_351091_and_658089,351091__28133_658089
1623_and_28131_and_28132,28132__1623_28131
28111_and_411489,28111__411489
1118060_and_52226,52226__1118060
546_and_626933,546__626933
371601_and_39490,39490__371601
28123_and_40545,28123__40545
1264_and_310298_and_817,1264__817_310298
1680_and_357276,1680__357276
1351_and_154046,1351__154046
360807_and_39491_and_457394,457394__39491_360807
387090_and_905,905__387090
33043_and_40520_and_446660,446660__33043_40520
261299_and_28025_and_849,261299__849_28025
1304_and_47678_and_729,729__1304_47678
239935_and_253239_and_45851,253239__45851_239935
39492_and_74426,39492__74426
1624_and_1686_and_291644,1624__1686_291644
1681_and_341694,1681__341694
1735_and_246787,1735__246787
166486_and_454155_and_46506,454155__46506_166486
328813_and_410072,328813__410072
1683_and_328814_and_751585,1683__328814_751585
28133_and_658089,28133__658089
29466_and_39488_and_907,907__29466_39488
1623_and_28131,1623__28131
310298_and_817,817__310298
40518_and_626929_and_820,626929__820_40518
28026_and_28118_and_97478,97478__28026_28118
1308_and_39483_and_626932,626932__1308_39483
239935_and_45851,45851__239935
1304_and_47678,1304__47678
28025_and_849,849__28025
360807_and_39491,39491__360807
33043_and_40520,33043__40520
1118061_and_216816_and_28117,1118061__28117_216816
1686_and_291644,1686__291644
166486_and_46506,46506__166486
29466_and_39488,29466__39488
328814_and_751585,328814__751585
40518_and_820,820__40518
28026_and_28118,28026__28118
1226323_and_39485_and_46503,1226323__39485_46503
216816_and_28117,28117__216816
1308_and_39483,1308__39483
39485_and_46503,39485__46503
