"","55197__28091_239974","29370__1467_28446","28038__310514_1844653","1522__34038_36745","329854__821_28116","1465521__1613_118748","147802__1710_28025","47770__29355_185293","1010__41276_999468","511__1264_301301","535744__1280_1282","2173__285_191295","1113741__1401_290588","1888__67269_83617","157687__228604","28130__76517_386414","1613__118748","529__294_587753","1311__38288_1223514","106648__1267_216935","93064__153721_1611423","100884__45067_173480","1467__28446","108980__46503_536633","1755629__79880_136857","28091__239974","1144673__40216_216778","187452__29552_35825","310514__1844653","13690__52787_56810","239935__310298","225991__32013_80866","370979__490189","28454__1113609","28090__271420","28135__477666","41276__999468","1352__37734","1264__301301","76517__386414","153721__1611423","34038__36745","34087__196024","1746653__488_41976","29461__53408_1661050","46503__536633","243924__1453492","1710__28025","1401__290588","43770__291644_871324","47877__1661032","60133__28132_470565","29355__185293","67269__83617","1532__1308_1535","1597__1582_2741","1254__28901_882211","1547__29360_84030","53363__28127_43131","1725__1487956","1408__584_102862","29430__202956","470__137732","40681__376804","76759__83263","1504__39489","285__191295","40216__216778","216947__423605","38288__1223514","821__28116","1280__1282","1727__191493","1267__216935","52787__56810","294__587753","626937__122355_189722","79880__136857","1308__1535","179995__40519_163877","79883__84032","288965__28117_204516","1670__1646377","349096__291645_1148157","33039__387661","39497__45254","1465754__1691_29356","626931__33043_487175","729__218538","633701__88688_237258","584__102862","208479__358742","228603__1571_1902","1582__2741","1859290__1260_1827099","410072__316_251535","1623__138595","291644__871324","29552__35825","308892__40214_40324","122355__189722","166486__29524_1113922","28117__204516","39496__907_261299","47879__28111_397865","28137__33038_39778","28901__882211","33043__487175","317__143393_284042","57706__39485_40520","28125__28136","70775__328812_387090","421767__823_187327","1584__28026_39484","483012__29348_216816","1472__820_1755626","33935__293_1630","28111__397865","77095__454155_589436","441500__287_40518","33038__39778","671267__39492_454154","907__261299","39485__40520","33034__582_1680","78346__28128_1161942","626930__818_69825","328812__387090","82135__1685_28037","823__187327","28026__39484","29348__216816","214856__44749_45851","341225__310297_328813","40214__40324","293__1630","1735__626932","287__40518","39492__454154","820__1755626","28128__1161942","582__1680","1633__817_46506","454155__589436","1685__28037","860__43675","818__69825","29360__84030","1303__1379","1265__1515_246787","310297__328813","1506__47678_165179","28127__43131","29466__425941","40519__163877","588__1034636","1260__1827099","488__41976","106654__516075","33031__184870","817__46506","44749__45851","471__48296","1510__328814","1689__28126","47678__165179","1687__36835","53408__1661050","562__310300","1515__246787","28132__470565","36874__187491","32013__80866","47880__101564","291645__1148157","1691__29356","88688__237258","53412__658457","1571__1902","143393__284042","180282__290309","452084__1463864","1463837__303_1661055","879__851_467210","29524__1113922","316__251535","303__1661055","851__467210","45067__173480"
"ERR1073918",0,0,0,0,-5.4995023699731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423883843197788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49910283959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32857309150953,0,-2.70794965189032,0,0,-2.41345961268539,0,0,-5.9878817915141,0,0,0,0,0,0,0,4.69030638141249,0,0,0,0,0,-4.1802346711866,0,0,0,0,0,0,0,0,0,-1.22266763936189,0,0,0,0,0,0,0,0,0,-2.99813002261227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.19291352686207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074869",0,0,0,0,-3.0808834107163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43461357050713,0,0,0,-2.79317351963621,0,0,0,0,0,0,0,0,0,-5.33624659955673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83791845036591,0,0,0,0,0,0,0,0,-2.92448632826218,0,0,0,0,0,0,-4.21687440091502,0,0,0,0,0,0,0,0,-2.7044047651276,0,0,0,0,0,-2.56272947595049,0,0,-2.49444371642645,0,-2.81281818803114,0,0,0,0,0,0,0,5.06535890659064,0,0,0,4.43877765840061,-4.68416645743238,0,4.32050325347154,-2.9222660346493,0,0,0,4.87194401412376,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06151324524542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074894",0,0,0,0,-5.80954195481059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40096585277305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42537501833169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44568417983863,0,0,0,0,0,0,0,0,0,0,-5.74257698490023,0,-4.23604925874793,0,0,0,-2.99394952032342,0,0,0,0,-2.57677509298487,0,0,0,0,0,0,0,0,0,0,0,5.18567268449663,-0.684103364145562,0,0,0,0,0,0,4.46310538072781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074972",0,0,0,0,-5.58433123393678,0,0,0,0,-2.48037817293679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29614101751138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773505347474466,0,0,0,0,0,0,0,0,0,-4.03938231936346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90045166047566,0,0,0,0,0,0,0,0,0,0,0,-2.49314367493777,0,-5.81566724054074,0,0,0,0,0,0,0,0,0,0,4.81848081873982,0,0,0,-4.3182515155612,0,0,0,0,0,0,0,0,-0.592486232149661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074999",0,0,0,0,-3.064222459111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44492151460564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30738898487389,0,0,0,0,0,0,0,-4.23472828381523,0,0,0,0,0,0,0,0,0,-3.83060837622192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37864213308653,0,0,-3.17027133117014,0,0,0,0,0,0,0,0,0,0,2.20572865646046,0,0,4.11992902752989,0,0,0,-3.23083911767728,0,0,0,0,0,5.4910710193657,0,0,0,0,0,0,4.45221165163111,0,0,0,-5.59597750289805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075202",0,0,0,0,-3.3862318593147,0,0,0,0,-1.71214575427132,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06442009866705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96552343636127,0,0,0,0,0,0,-3.57568049905769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.86512562654149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0519443677625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87219624079087,0,0,0,0,0,-2.70422967078711,0,0,0,-1.72815761624238,0,0,0,3.24273901078925,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99325679481893,0,-4.68386318513853,0,0,-1.65995774051144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87513114498306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075257",0,0,0,0,-3.1617356877348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54662695466871,0,0,0,0,0,0,4.5406038112333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41088727341061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4762868512604,0,0,0,0,0,0,0,0,0,0,-2.48404001653836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30248351667867,0,0,0,0,0,0,0,0,0,0,0,0,-5.77369010958439,0,0,0,0,0,0,0,0,0,-2.39284084704638,0,0,0,0,0,0,-2.51986415225729,0,0,0,0,0,0,-0.345702739535841,-4.14452192151049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3645327398811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075275",0,0,0,0,-5.89917266469421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57352454112439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22768038695156,0,0,-2.61640931666589,0,0,-6.0568056513843,0,0,-2.90147934466191,0,0,0,0,3.8584556132248,0,0,0,0,0,-4.53175386986188,0,0,0,0,0,0,0,0,0,-0.552586300531071,0,0,0,5.02550964206608,0,0,0,0,0,-2.53771647907289,0,-2.10326889774319,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64296859287059,0,0,0,-4.39545387695905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075669",0,0,0,0,-2.95403229320772,0,0,0,0,-2.39823385933005,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37766712058731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15386289279165,0,0,0,0,0,0,4.11824025634322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11653401903498,0,0,0,0,0,0,0,0,0,0,-2.62590900200175,0,0,0,0,5.59672227806434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54820780751952,0,0,0,0,0,0,0,0,0,0,0,0,-5.65157595301836,0,0,0,0,0,-2.53722463174362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39460197239519,-0.237436684926139,0,0,-3.10845828011466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38400767436676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075751",0,0,0,0,-0.22723053967297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21805553144501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52554524502646,0,0,0,0,0,-5.711321481235,0,0,-2.73026356525024,0,0,-2.82282380105224,0,4.37437268119981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88927424423718,-0.301308965412261,0,0,0,-4.72895521306755,0,0,0,0,0,-2.47709652724034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29045704043269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075911",0,0,0,0,-3.17199331729532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49405358682445,0,0,0,0,0,0,0,0,0,0,-4.99818550872479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565852892562355,0,-2.85272971640691,0,0,0,0,0,0,0,-2.74356430604846,0,0,-5.74546620607031,0,-4.94107280907832,0,0,0,0,0,0,0,0,-2.51898287633318,0,0,4.75199277190838,0,0,-2.46811614402017,0,0,0,0,0,0,0.728475242755587,0,0,0,0,0,0,4.36300632520506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27490256042393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075960",0,0,0,0,-5.67511951835088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74709193097389,0,0,0,0,0,0,0,0,0,0,0,-2.58846536923345,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199690510919818,0,0,0,0,0,-2.56732104439523,0,0,0,0,-2.39564216890285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44673048823334,0,-4.14937395329424,0,0,0,-4.48335353314486,0,0,0,0,0,0,0,0,-5.27258128845302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.864981479727838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.559670054742022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075988",0,0,0,0,-5.11800161542141,0,0,0,0,-2.52124257106444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3669202312892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116976903468011,0,0,0,0,0,0,0,0,0,0,-4.99412314527643,0,0,0,0,0,0,-4.46910963106279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.728638476143215,0,0,0,0,0,0,0,0,0,0,0,0,-3.27819515891476,-2.34315910182667,0,-2.80655036740627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05847061458125,0,0,0,-5.6780005723667,0,0,0,-4.86108783034875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
