,0,1
0,3.565565,-8.387396
1,-10.596069,-25.360838
2,-6.814076,5.905337
3,16.094757,13.056854
4,25.23797,-20.08961
5,-9.547018,23.686365
6,15.019429,16.886232
7,-35.388943,12.680047
8,4.6476264,-17.100103
9,-16.114937,-6.729038
10,-23.272934,2.1655543
11,-16.69225,30.836897
12,-29.575172,9.173396
13,10.9397745,2.5046966
14,-5.9900427,18.317759
15,-12.172203,33.943874
16,-16.595875,14.939889
17,-22.306885,2.2906578
18,5.2722635,-20.14332
19,-26.70538,-1.190178
20,-5.677527,3.377024
21,25.692795,-17.243616
22,14.836386,-0.2306253
23,-18.301033,-31.1066
24,-27.591969,-2.53874
25,-10.518917,-9.428429
26,33.186543,-19.551981
27,-11.250425,7.2732687
28,27.251371,-15.902006
29,-8.856408,-14.994146
30,-30.164068,-9.516133
31,-20.067137,29.525297
32,-2.8393471,13.315581
33,9.09173,8.484376
34,6.9651585,-13.975993
35,24.284792,12.613342
36,-10.443695,-42.772552
37,11.574198,27.9538
38,-24.958511,-23.095116
39,11.3086815,27.917269
40,21.625425,2.114638
41,21.104746,8.71964
42,2.9270465,-1.4325693
43,19.28079,20.479311
44,-15.939081,1.9269894
45,-30.894682,-0.2708689
46,23.315536,26.594584
47,29.019363,-22.349625
48,-0.92457694,-6.0942373
49,11.34913,-3.6944392
50,-13.262058,2.5751758
51,-0.29702172,4.089352
52,-3.5052855,25.040672
53,26.157005,12.84758
54,-18.314249,-11.710035
55,-33.50507,0.77566737
56,-8.399558,-11.471764
57,-1.3827364,16.540848
58,21.132004,14.164878
59,-0.28116536,28.108122
60,16.816912,16.612297
61,-11.86072,22.76645
62,27.115541,13.861704
63,21.220964,23.652855
64,9.216282,-4.9282093
65,-9.784979,-3.9192004
66,-26.116842,9.318861
67,-28.593426,5.961029
68,-28.738564,11.959469
69,15.569763,15.485873
70,-22.20182,-9.235529
71,-12.0248995,3.729167
72,-14.450149,3.6051717
73,-12.811653,2.9465735
74,34.70765,-19.404247
75,-12.725755,-12.389661
76,-25.598688,22.460056
77,34.254303,-21.440386
78,-13.116135,14.11874
79,12.613102,18.00067
80,-1.8268601,18.687223
81,22.217623,18.318207
82,26.43235,11.255231
83,32.63533,4.486431
84,35.220627,7.319038
85,9.215228,14.266254
86,32.016155,-16.835182
87,13.348364,23.504848
