"","Part","BalanceID","Component","Group","d.group"
"104","-1","55197__28091_239974","28091","55197__28091_239974-1","p__Proteobacteria"
"204","1","55197__28091_239974","55197","55197__28091_2399741","p__FCB group"
"282","-1","55197__28091_239974","239974","55197__28091_239974-1","p__Terrabacteria group"
"443","-1","29370__1467_28446","1467","29370__1467_28446-1","p__Terrabacteria group"
"503","-1","29370__1467_28446","28446","29370__1467_28446-1","p__Terrabacteria group"
"510","1","29370__1467_28446","29370","29370__1467_284461","p__Terrabacteria group"
"870","1","28038__310514_1844653","28038","28038__310514_18446531","p__Terrabacteria group"
"1070","-1","28038__310514_1844653","310514","28038__310514_1844653-1","p__FCB group"
"1151","-1","28038__310514_1844653","1844653","28038__310514_1844653-1","p__Terrabacteria group"
"1218","1","1522__34038_36745","1522","1522__34038_367451","p__Terrabacteria group"
"1297","-1","1522__34038_36745","34038","1522__34038_36745-1","p__Proteobacteria"
"1301","-1","1522__34038_36745","36745","1522__34038_36745-1","p__Terrabacteria group"
"1563","-1","329854__821_28116","821","329854__821_28116-1","p__FCB group"
"1642","-1","329854__821_28116","28116","329854__821_28116-1","p__FCB group"
"1842","1","329854__821_28116","329854","329854__821_281161","p__FCB group"
"1997","-1","1465521__1613_118748","1613","1465521__1613_118748-1","p__Terrabacteria group"
"2156","-1","1465521__1613_118748","118748","1465521__1613_118748-1","p__Terrabacteria group"
"2291","1","1465521__1613_118748","1465521","1465521__1613_1187481","p__Terrabacteria group"
"2392","-1","147802__1710_28025","1710","147802__1710_28025-1","p__Terrabacteria group"
"2403","-1","147802__1710_28025","28025","147802__1710_28025-1","p__Terrabacteria group"
"2547","1","147802__1710_28025","147802","147802__1710_280251","p__Terrabacteria group"
"2811","-1","47770__29355_185293","29355","47770__29355_185293-1","p__Terrabacteria group"
"2880","1","47770__29355_185293","47770","47770__29355_1852931","p__Terrabacteria group"
"2946","-1","47770__29355_185293","185293","47770__29355_185293-1","p__FCB group"
"3112","1","1010__41276_999468","1010","1010__41276_9994681","p__FCB group"
"3249","-1","1010__41276_999468","41276","1010__41276_999468-1","p__Proteobacteria"
"3429","-1","1010__41276_999468","999468","1010__41276_999468-1","p__FCB group"
