"","1535__187327","239935__82135_117207","40519__1681_376805","39486__79880_106648","228604__28026_47678","585__529_101564","28127__33029","163202__196024","2088__535744","39490__1633_626933","1379__52787","225991__285_158787","28026__47678","43770__850_291644","52227__199_28137","183417__905_89014","78346__589437","671267__1504_1623","84026__823_626937","138595__157687","79880__106648","574375__1597_48296","876__36835_38986","84032__216778","47246__28446_36847","901__28025","29355__2736_423605","1590__187452","726__28135_1661050","202956__28090_866801","83771__658457","823__626937","28136__310300","28129__103892","46228__2173_47877","1307__853_166486","36874__288965","271420__762212","860__1311","2139__100884_626931","77095__338188","34087__189426","1406__1488214","483__253239","1501__1584","290588__315405","160453__1113741","40682__587753","28124__452084","82135__117207","305719__863643","32013__255723","153721__1134563","850__291644","1401__147709","881__421767","103__239974","1506__341220","1249__56810","35825__78257","48466__1844653","61635__1746653","29461__1488215","1681__376805","285__158787","227943__520083_1223514","741091__1308_1358","1504__1623","905__89014","28454__146817","35787__1113609","1338__147802","633417__40215_384638","53446__1661032","202955__29360_39483","1580__281920","33032__390877","28114__376806","29356__97084","86958__104663","1539__1613_1465521","28130__76517","59310__1229909","36835__38986","58172__80866","1687__1691","47770__691816","511__871324","143393__182710","28135__1661050","1335__328812_437898","517011__29385_1611423","853__166486","1597__48296","1010__41276","1633__626933","57732__294_28118","529__101564","28446__36847","1550__53408_1121298","1599__202611","520085__39029_83617","28123__28134_470565","1328__200_243924","1428__508460","2173__47877","40215__384638","76759__160808","137591__671224","43990__33031_1827099","1411150__74426_410072","13690__107580","133926__604330","943673__52226_158847","38304__544645","28090__866801","29524__999468","199__28137","100884__626931","520083__1223514","1114008__28126_40324","1349__582_1689","1308__1358","1604__1559_36745","480930__1660_1725","2751__40214_78345","102862__287_584","87650__180164_376804","57480__35833_626930","2736__423605","84031__41976_349931","328812__437898","28133__169435_574963","39488__907_214856","204038__147207_191493","82375__1492_216935","341225__216947_931533","29385__1611423","29391__261299_994609","294__28118","470__1582_179995","626935__29375_84112","53408__1121298","1520__633701_1195760","69824__1547_328814","28134__470565","166485__43131_465721","39029__83617","36834__495_309120","1613__1465521","28126__40324","520080__1589_1465754","29360__39483","582__1689","52226__158847","184870__360807","287__584","187326__317_84030","40214__78345","46124__1510_1624","200__243924","73098__1113922","33031__1827099","1529__1686_328813","163665__1260_2145","1660__1725","35833__626930","1110546__31971_47884","74426__410072","41976__349931","180164__376804","907__214856","55508__28125_29363","135082__293_291645","169435__574963","419005__1282_589436","45254__228603","261299__994609","739__173480_189722","1134687__729_310298","587__839_197614","180332__1522_69825","147207__191493","553__28901_122355","28128__817_46506","1547__328814","1694__1245_1685","762210__856_29348","852__818_28116","1492__216935","633701__1195760","358742__1303_43675","216947__931533","654__28111_301302","449659__1502_329854","495__309120","1582__179995","1686__328813","29375__84112","1260__2145","1559__36745","1589__1465754","29389__1630_57706","28037__28132","317__84030","28161__33039_216816","43131__465721","301__546","363277__78342_658062","1530__1680_1114067","29448__114_882211","1510__1624","29347__208479_246787","1282__589436","28125__29363","1522__69825","729__310298","31971__47884","1671366__1343_387090","293__291645","33069__33946","47715__1735_194326","349096__204516_387661","358743__1512_1161942","13335__1496_44749","33035__33038_536633","1245__1685","817__46506","173480__189722","856__29348","28901__122355","839__197614","1354__1304_45851","550__218538_1124597","1596__29552","28111__301302","1502__329854","859__234908_397865","78342__658062","33039__216816","39950__851_1264","114__882211","105841__1322_310297","1630__57706","208479__246787","1735__194326","1680__1114067","549__39491_454154","253245__301301","818__28116","39484__573_1755626","1303__43675","539__39492_487175","37734__40518","1605__1515_39777","218538__1124597","1512__1161942","1343__387090","204516__387661","1496__44749","33038__536633","234908__397865","1423__1561_165179","363832__562_46503","1304__45851","1322__310297","851__1264","861__820_371601","39491__454154","156456__39778_40520","39492__487175","1598__28117_1297750","1561__165179","1356__1352_351091","1515__39777","562__46503","164393__29466_39485","33043__821_357276","39778__40520","820__371601","1352__351091","28117__1297750","29466__39485","821__357276","573__1755626"
"ERR1551618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21483769755223,0,0,0,0,-3.13906452194708,0,0,0,-2.64454366025073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83621142267934,0,0,0,0,0,-2.8449767075499,0,0,0,0,-5.43701924024926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58048398238844,-2.85023343647982,0,0,0,0,0,0,0,4.92764420382644,0,0,0,0,0,0,0,0,-2.53954864123736,0,0,0,-2.65582003226253,0,0,0,0,-2.52223555723417,-3.2051643433068,0,4.39862727491561,0,4.60001523163791,-4.36864013378638,5.55150748921552,-4.93674912541468
"ERR1551619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86865119586437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96864962043031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18757438986665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67768401877124,0,0,0,0,-5.5210407961544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93483055847053,0,-2.56455256883792,0,0,0,0,0,0,0,4.637884767127,0,0,0,0,-2.28011805854852,0,0,0,-2.46224509836344,0,0,0,-2.61691450830802,0,0,0,-3.94928032466134,0,-2.75115921474801,0,4.26473361105291,0,4.53262888745361,0,4.76514753965485,-4.44193534790856
"ERR1551621",0,6.23333993001521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54121898715658,0,0,0,0,0,0,0,0,0,0,0,0,4.40152039891392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94709666210729,0,0,0,-5.41375334417615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6999811442981,0,0,0,0,-5.10452115358648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253639501913902,0,0,0,0,0,0,0,0,4.67650452140227,0,0,0,0,0,0,0,0,-2.81054447392641,0,0,0,-2.69120151089562,0,0,0,0,0,-2.93587971004381,0,4.86800582577249,0,4.66129775027733,0,5.08509282270647,0
"ERR1551622",0,0,0,0,0,0,-4.84897136884429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48224218459477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60420292909984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45286596866699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82890636608147,0,-2.57725625693319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230163734132521,0,-2.69913856282554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89980955590815,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67504512748227,0,0,0,0,0,0,4.46393878113308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68072662616197,0,0,0,0,0,4.64315471771523,0
"ERR1551625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18663413728939,0,0,0,-2.73108749394179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73404900997673,0,0,0,0,-5.51941223091864,0,0,0,0,0,-2.50332717389511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.73038229942314,-2.77041781863993,0,0,0,0,4.33588985315414,0,0,4.73551179566309,0,0,0,0,0,0,0,0,-2.75326470409793,0,0,0,-2.62621745813117,0,0,0,0,-2.5580570952802,-3.02377442786325,0,4.76879435418371,0,4.54874206920758,-4.43068485768737,5.23733093968666,-4.79850442007849
"ERR1551626",0,4.68024084300792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35620215373319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0810618431691,0,0,0,0,0,0,0,0,0,0,0,0,-2.38820491842131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97218116335406,-4.13649225759159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49017363574516,0,0,0,0,-5.1479687842284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83182229120459,0,0,0,0,0,0,0,4.31310725677913,0,0,0,0,0,0,0,0,0,0,-2.32052057309749,0,-2.76934576912409,0,0,0,0,0,-2.5991710108437,-4.0192595326137,0,0,4.79664757584884,0,4.50189624834145,-4.90486008637246
"ERR1551627",0,0,0,0,-2.77560814670528,0,0,0,0,0,0,0,-4.80749433199563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42319442892521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61762849624009,0,0,0,0,0,0,0,0,0,0,4.22202683564889,0,0,0,0,0,0,4.19709586751632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12501408986738,4.53386555082795,0,0,-5.02929667985621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375520655274539,-2.83350674312814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98349196803037,0,0,0,0,0,5.16755967260227,-4.90777764268696
"ERR1551628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49141554964946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1962405416066,-4.31525831476001,0,0,-2.56298226580578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75042865605325,0,0,0,0,-5.5360510112741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43921550327362,-2.64988133043814,0,0,0,0,0,0,0,4.76388217487762,0,0,0,0,0,0,0,0,-2.63628335362823,0,0,0,-2.72001614212594,0,0,0,0,-2.52461427913968,-2.96051198294888,0,4.56617671163217,0,4.71120615556962,-4.37276020098381,5.12775717088395,-4.58972909834708
"ERR1551630",0,0,0,0,0,0,-4.29336468447887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06296521156461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05179664486736,0,0,0,0,0,0,0,0,-2.32711765944666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41111196119523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03068602135238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17616841952718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2402640458809,0,-2.69756005900238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32136916730194,0,0,0,0,0,-2.79057394619494,0,0,0,4.02072934089081,0,4.83341585708762,-4.67231107866061
"ERR1551631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38879760404425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13751881920344,0,0,0,0,0,0,0,0,0,0,0,0,-2.57531586686276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32006908555188,-4.46057792694458,0,0,-2.39066578967384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65675401611632,0,0,0,0,-5.75052834081459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14075461163187,-2.66469045877138,0,0,0,0,0,0,0,4.60163293912613,0,0,0,0,0,0,0,0,-2.63633653083257,0,0,0,-2.93435169961755,0,0,0,0,0,-2.52822972585656,0,4.56626881725189,0,5.08244623101368,0,4.3790223383895,-4.61537926103605
"ERR1551632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43111544555726,0,-2.282219261656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36154917141865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26360725654969,-3.95291971520053,-4.21081547077063,0,0,0,0,0,0,0,0,0,0,0,-4.09032314946929,0,0,0,0,0,0,0,0,0,0,-3.14580579640034,0,0,0,0,0,0,0,0,0,-3.92068277672566,0,0,0,0,0,0,0,0,-2.34433807147188,0,-2.408384589478,0,0,0,0,-2.481562762741,-2.36712992234024,-4.06051264990733,0,0,4.1714444731418,-4.2981927872384,4.09998929360987,-5.44869547011006
"ERR1551633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09468667128188,0,0,0,-2.48171954426296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9371664497848,0,0,0,0,-5.36015454816642,0,0,0,0,0,-2.5252300695872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29846434080013,-2.93435739408577,0,0,0,0,4.37382678132573,0,0,5.08732152131398,0,0,0,0,-2.44016621426827,0,0,0,-2.36415445136115,0,0,0,0,0,0,0,-4.22649186202565,-2.74426081089356,-3.07817973562411,0,4.09483562669763,0,0,-4.75319915368781,5.3315636969299,-5.08245609412197
"ERR1551636",0,6.76363003937526,0,0,0,0,0,0,0,0,-4.171375907235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26324149873461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92004926560667,0,0,0,0,0,0,0,0,0,0,-2.306635719303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63296879383168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99521026038598,0,0,-4.56043572565982,0,0,0,0,0,-2.4417077051974,0,0,0,-2.67215908148708,0,0,0,0,0,-2.98463851826645,0,4.2291618026343,0,4.62831529504221,0,5.16954555586458,0
"ERR1551637",0,6.43913824013855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45292501172647,0,0,0,0,0,0,0,0,0,0,0,0,4.24859074746673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9932898669905,0,0,-2.74869897753843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217766014031566,0,0,0,0,0,0,-2.52468806772463,0,0,0,0,4.76088628380918,0,0,0,0,0,0,0,0,0,-2.63206329899971,0,0,0,0,0,0,0,0,0,0,0,0,-2.53038755363423,0,0,0,0,0,0,0,4.37288800656195,0,0,-4.55886736260486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84476223448369,0,0,0,0,0,4.92727272557892,-4.3827598057344
"ERR1551638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48203867468508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49542483202893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44898327988926,-4.29901709090548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32220259554314,0,0,0,0,0,0,0,0,0,0,-2.71515970401439,0,0,0,0,-4.24176346765486,0,0,0,0,0,0,0,0,0,-2.89381536007804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7027945580166,0,0,-5.01223523137838,0,0,0,0,0,-2.50045827563949,0,0,0,-2.88049255437634,0,0,0,0,0,-3.16089678515213,0,4.33092077561365,0,4.98915945500367,0,5.47483382936461,0
"ERR1551640",0,7.09933481058011,0,0,0,0,0,0,0,0,-4.16004320396315,0,0,0,0,0,0,0,-2.6007974551792,0,0,0,0,0,0,0,0,0,0,0,0,4.50471333256622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27863082218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94670435572013,0,0,0,0,0,0,0,0,0,-2.36679657210939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09941191407332,0,-2.19722049849311,0,0,0,-2.61080094894862,0,0,0,0,0,-2.35293476762031,0,-3.80569753882189,0,-3.0487195857,0,4.52203989202804,-4.07540256441364,0,0,5.28053722046274,0
"ERR1551641",0,5.28647350843249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5590495121525,0,0,0,-2.63991592904897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76753465103074,0,0,0,0,-4.43240377413248,0,0,0,0,0,0,0,0,0,-2.76857869921399,0,0,0,0,0,0,0,0,0,0,0,-4.5724685168232,-2.55054031167745,0,0,0,0,0,0,0,4.79351062729264,0,0,-4.79531897179158,0,0,0,0,0,-2.64746707481018,0,0,0,-2.79596822470887,0,0,0,0,0,-3.21048534700985,0,4.58554748493699,0,4.84275902154392,0,5.56072373797646,-4.4176654065779
