oldID,newID
1735_and_33043_and_341225,341225__1735_33043
1735_and_33043,1735__33043
301301_and_351091,301301__351091
1680_and_216816_and_536633,536633__1680_216816
39491_and_39492,39491__39492
40518_and_562_and_74426,562__40518_74426
1304_and_187327_and_309120,309120__1304_187327
165179_and_39485_and_823,823__39485_165179
1624_and_310297,1624__310297
1604_and_47877,1604__47877
1363_and_633701,1363__633701
1515_and_33035,1515__33035
1365_and_1547,1365__1547
397865_and_97478,97478__397865
29375_and_487175,29375__487175
1264_and_1623_and_261299,1264__1623_261299
2173_and_820,820__2173
29389_and_39496_and_454154,454154__29389_39496
44749_and_573,573__44749
28116_and_410072_and_45851,45851__28116_410072
46503_and_729,729__46503
1630_and_46228,1630__46228
1686_and_84026,1686__84026
1559_and_39484,1559__39484
40518_and_74426,40518__74426
574375_and_907,907__574375
165179_and_39485,39485__165179
102684_and_218538_and_349096,102684__218538_349096
29389_and_39496,29389__39496
1680_and_216816,1680__216816
166486_and_29363_and_821,29363__821_166486
1623_and_261299,1623__261299
1304_and_187327,1304__187327
28116_and_410072,28116__410072
29348_and_40520_and_69825,29348__40520_69825
28026_and_310298_and_78346,78346__28026_310298
218538_and_349096,218538__349096
166486_and_821,821__166486
1755626_and_39488_and_46506,1755626__39488_46506
28026_and_310298,28026__310298
40520_and_69825,40520__69825
39488_and_46506,39488__46506
