"","351091__84026_392333","310298__33043_39492","28111__1630_239935","40520__28125_218538","84026__392333","44749__45851_349096","589436__907_1297750","1735__626937","328813__47678_410072","1630__239935","28129__820_46506","28125__218538","29466__1559_633701","1515__40518_454154","167__329854","83771__158787","1304__165179_179995","39029__1161942","169435__376804","39485__39778","905__39777","185294__729_28161","33039__39488_228603","40518__454154","328814__817_2173","165179__179995","907__1297750","1680__360807","562__228604","33043__39492","47678__410072","820__46506","1535__357276_397865","45851__349096","1559__633701","387090__69825_387661","78448__46503_204516","39488__228603","729__28161","817__2173","357276__397865","84030__187327_371601","301301__308994","69825__387661","46503__204516","187327__371601","487175__821_853","821__853","40519__1755626"
"SRR5934969",6.00823217443512,0,0,-3.1166770254158,0,5.88980566602548,0,3.82793198609518,0,0,0,5.39824295880281,0,-2.24372133115133,0,0,-2.69720375591387,-4.08847746394274,0,0,0,0,0,3.88623934358018,0,4.67169394360843,0,0,0,0,0,0,-2.47767267797163,0,0,0,0,0,0,0,-4.2914549627721,0,0,0,0,0,0,0,-4.69918772477078
"SRR5934970",0,0,0,0,0,0,0,0,0,0,-5.97431100953624,0,0,-3.07839046617616,0,0,0,0,0,0,0,0,0,-5.33192869295274,-2.56235736096137,0,0,0,0,0,0,-0.749309844868073,0,0,0,0,0,0,0,4.4381331363332,0,2.22274457325977,0,0,0,3.96963808953379,-3.31727337417249,5.7456860266622,-5.52205317361776
"SRR5934971",0,0,0,-2.72560497205273,0,0,0,0,-2.43260988103942,0,-2.2233527639103,-4.72088629295767,-2.57268457526278,-2.29435362959831,0,0,-3.60646200529708,0,0,0,0,0,0,3.97393705699433,0,6.24657542874128,0,0,0,0,4.21340390895436,-3.85095995024133,0,0,-4.45602039620389,0,-2.83073313909071,0,0,0,0,0,0,0,4.90297361957405,0,0,0,-4.44277454355889
"SRR5934972",0,0,0,0,0,0,0,0,-2.3565872210051,0,-5.40786895897866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08172879924837,0.525114500901232,-2.49666122482201,0,0,0,-2.6449477211676,0,0,0,4.32434409067886,-2.63876904636907,0,0,4.5811838364258,4.57048205775131,-3.2709706371269,5.66548733356972,-5.79237266796283
"SRR5934973",0,0,0,1.56425669600306,0,0,0,0,-3.71316668812802,0,-1.97335614856805,-4.07420034146198,-2.1232397996003,0,0,0,-3.65716787894177,0,0,0,0,0,0,0,0,6.33440057813604,0,0,0,0,-0.0323926206593283,3.4179531107483,0,0,3.67755920956008,-2.00633374860126,0,0,0,0,0,0,0,-3.47507198951751,0,0,-2.22511512560623,-3.85401245024,0
"SRR5934974",0,4.74653970424461,0,-2.51528695588853,0,0,0,0,0,0,-3.09544847383444,-4.35660480321419,0,-3.338979620447,0,0,0,0,0,0,0,0,0,-5.78328234805125,0,0,0,0,0,0,0,5.36147402889279,0,0,0,-2.33314442095199,0,0,0,0,0,-2.48089267791972,0,-4.04112467848472,0,-4.29703216628257,-4.94989232274875,-0.407937043008311,0
"SRR5934975",4.55214243488173,0,0,0,0,1.6838444952899,0,0,0,0,-2.3737742663882,0,0,0,0,0,0,-5.34322585970767,0,0,0,-2.47896952048328,0,0,-2.40983290116816,0,0,0,0,0,0,4.1114976350839,0,5.12310091325867,0,0,-2.51434377104622,0,4.29370115989169,-4.17395302257436,0,0,0,0,-4.35497115914638,0,-2.66245693270608,-4.61151068041092,0
"SRR5934976",0,0,0,5.32501180224239,0,0,0,0,-2.39746697003863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15253460157512,0,-4.66928617493208,0,0,0,-2.3275186684643,0,0,0,-0.216347469560463,-2.62745690973424,0,0,-4.03138058934522,-4.55088886235761,0,0,0
"SRR5934977",0,0,0,-1.83160837759306,0,0,0,0,0,0,-2.78864560646608,-3.17243876955998,0,0,0,0,-3.44714826621702,0,0,0,0,-2.12201252645593,0,0,0,5.97063593831085,0,-4.39149088182894,0,0,0,4.83007587470297,0,0,0,0,-1.89137859520733,0,3.67543351011926,0,0,0,-3.64242891577294,0,-3.27596382324734,0,1.75823543164266,-5.44448394137562,0
"SRR5934978",0,6.64419629517695,0,0,0,0,0,0,-2.56102094631744,0,-5.72918665277989,0,0,-2.54783040451592,0,0,0,0,0,0,0,0,0,-4.41297170969034,0,0,0,0,0,0,4.43581839826992,0.75087362410103,0,0,0,-2.53025752477927,-2.96040065887633,0,0,0,0,0,0,-4.38253458915117,-5.12756435193419,0,-2.57189521290265,4.45465318049056,0
"SRR5934979",2.05370741903945,6.42008823489646,0,0,4.35764597486248,0,0,-3.97579565819203,-2.25169105184422,0,-5.54793738151224,0,0,-2.36927636982477,0,0,0,0,0,0,0,0,0,4.10370704970886,0,0,0,0,0,0,3.90004330474239,1.0372012816028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.87885658084064
"SRR5934980",0,0,0,0,0,0,0,0,-2.78717714573878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87722623176206,0,0,4.08666438585687,4.49676178233079,0,4.82753242611437,0,2.47059634589122,0,0,0,0,0,0,4.98350201828183,-4.11040619010613,0,0,0,0,0,-3.08206986952021,5.33830160648619,-4.88668627424676
"SRR5934981",0,0,0,0,0,0,0,4.63804672851872,0,0,-2.23662999793305,0,0,-5.61493134580127,0,0,-2.33009833600487,0,0,0,0,0,0,0.0294227904129936,0,4.03584870459213,0,0,0,0,0,3.87395679415271,-2.51139674270561,0,0,2.19332426349821,0,0,0,0,4.3498667563291,0,0,-3.95760370947463,0,0,-2.41870142501126,-4.18931375645875,0
"SRR5934982",0,-1.99434919100663,4.65872709383059,4.06183084225066,0,0,-2.13063575452239,0,0,0,-2.63697515802993,0,0,-2.927673513766,0,0,-3.67090701717096,0,0,0,0,0,0,-5.07087927381641,0,6.35819746360122,-3.69036937925563,0,0,-3.45431412685737,0,4.56737495200481,0,0,0,-2.27036789653393,0,0,0,0,0,0,0,-3.93239254867005,0,0,-2.16050588091981,-3.74210595580446,0
"SRR5934983",0,5.1939138070042,0,5.31667854974699,0,0,0,0,0,0,-2.55718619275309,0,0,0,0,0,0,0,0,0,0,-5.13357800255621,-2.43015093378762,0,0,0,0,0,0,0,0,4.42917641026196,0,0,0,-2.41252601643612,0,4.2091448873811,0.174452653403772,0,0,0,0,4.17861763504911,0,0,0,0,-5.35601702531626
"SRR5934984",0,0,0,-2.6007457904673,0,0,0,0,0,0,-2.65083468466254,-4.50462384666025,0,-3.17014905448825,0,0,0,0,0,0,0,0,0,5.49085922994008,0,0,0,0,0,0,0,4.59138035630134,-2.39088554155946,0,0,0,0,0,0,0,-4.14113523306282,0,4.03697486071206,0,0,0,-3.31261837139331,5.73762332533929,-5.1140721020038
"SRR5934985",0,0,-2.89899320642925,0,0,0,0,0,0,-5.02120352433248,-6.177368969878,0,0,0,0,0,0,0,0,3.79995557744695,0,0,0,0,0,0,0,0,0,0,0,0.226614356623748,0,0,0,0,0,0,0,0,0,-2.52071382335324,0,0,0,4.36600441338901,-2.70790399725309,4.6902273052612,-5.12647199088647
"SRR5934986",0,0,0,-5.47995892640009,0,0,0,0,0,0,-2.77881412547902,0.423841765957439,0,0,0,0,-3.51713419659412,-4.87318559090767,0,0,0,-2.17491268820341,0,0,0,6.09185512553895,0,0,0,0,0,4.81304725011975,0,0,0,0,0,0,3.76705927799451,0,0,-2.3413987245043,0,0,0,-4.0554215516184,-2.17872576558187,-3.77366372174719,0
"SRR5934987",-2.34018581828145,0,0,-2.7961721650655,4.05332073641563,0,0,0,0,0,0,-4.84311225660331,0,0,0,0,-3.67090936138442,4.67597283594308,0,0,3.40803653602678,0,0,0,0,6.35820152389804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27001813412549,0,0,0,0,0,-4.28147736069425
"SRR5934988",5.00200790225234,-2.26166437958926,0,-2.72696972980299,0,0,5.27638183441062,0,0,0,0,-4.72325012272115,0,-3.32362674358394,0,0,-3.00886994443165,0,0,0,0,0,0,5.75669038528208,0,5.21151561712256,0,0,0,3.91731761511735,0,0,0,0,0,0,0,0,0,0,0,0,4.04542849362918,0,0,0,0,0,-5.15224728510023
"SRR5934989",0,0,0,0,0,0,0,0,0,0,-5.64602632874931,0,0,0,0,0,0,0,0,4.52536883313209,0,0,0,0,0,0,0,0,0,0,0,1.54140797621813,0,0,0,0,-3.21481720753838,0,0,0,0,-3.20085637775416,0,0,-5.56822674050318,-5.54404587400109,2.74379885818063,3.92679653674386,0
"SRR5934990",2.26263369873329,0,0,-5.0511955690637,4.40174682786569,4.37854063270838,0,0,0,0,0,-0.148038433081041,0,0,0,0,-3.58120303499661,0,0,0,0,0,-2.85503627710114,0,-2.2212752152665,6.20282560883399,0,0,0,0,0,0,0,0,0,0,0,-4.94506788939148,0,-3.84736153043507,0,0,0,0,0,0,-2.34284461972194,-4.05792591559779,0
"SRR5934991",5.84868214737853,0,-2.90960622871924,-2.64807891775442,0,0,0,0,0,-5.0395858181606,-2.73378332951867,-4.58660722800267,0,-2.83347667032574,0,0,0,0,5.0376271317323,0,0,0,0,-4.90772555506527,0,0,0,0,0,0,0,4.73505162361115,0,0,0,0,-2.6571615511735,0,0,0,0,-2.88233798518223,0,0,4.60233881055103,4.99235583492134,0,0,-4.55737677890961
