"","Part","BalanceID","Component","Group","d.group"
"3110","-1","45851__349096","349096","45851__349096-1","p__Terrabacteria group"
"3144","1","1559__633701","1559","1559__6337011","p__Terrabacteria group"
"3217","-1","1559__633701","633701","1559__633701-1","p__FCB group"
"3269","-1","387090__69825_387661","69825","387090__69825_387661-1","p__Terrabacteria group"
"3300","1","387090__69825_387661","387090","387090__69825_3876611","p__FCB group"
"3301","-1","387090__69825_387661","387661","387090__69825_387661-1","p__FCB group"
"3358","-1","78448__46503_204516","46503","78448__46503_204516-1","p__FCB group"
"3362","1","78448__46503_204516","78448","78448__46503_2045161","p__Terrabacteria group"
"3373","-1","78448__46503_204516","204516","78448__46503_204516-1","p__FCB group"
"3441","1","39488__228603","39488","39488__2286031","p__Terrabacteria group"
"3468","-1","39488__228603","228603","39488__228603-1","p__FCB group"
"3499","1","729__28161","729","729__281611","p__Proteobacteria"
"3526","-1","729__28161","28161","729__28161-1","p__Proteobacteria"
"3592","1","817__2173","817","817__21731","p__FCB group"
"3609","-1","817__2173","2173","817__2173-1","p__Euryarchaeota"
"3756","1","357276__397865","357276","357276__3978651","p__FCB group"
"3763","-1","357276__397865","397865","357276__397865-1","p__FCB group"
"3825","1","84030__187327_371601","84030","84030__187327_3716011","p__Terrabacteria group"
"3831","-1","84030__187327_371601","187327","84030__187327_371601-1","p__Terrabacteria group"
"3850","-1","84030__187327_371601","371601","84030__187327_371601-1","p__FCB group"
"3931","1","301301__308994","301301","301301__3089941","p__Terrabacteria group"
"3932","-1","301301__308994","308994","301301__308994-1","p__Terrabacteria group"
"4005","1","69825__387661","69825","69825__3876611","p__Terrabacteria group"
"4037","-1","69825__387661","387661","69825__387661-1","p__FCB group"
"4094","1","46503__204516","46503","46503__2045161","p__FCB group"
"4109","-1","46503__204516","204516","46503__204516-1","p__FCB group"
"4199","1","187327__371601","187327","187327__3716011","p__Terrabacteria group"
"4218","-1","187327__371601","371601","187327__371601-1","p__FCB group"
"4239","-1","487175__821_853","821","487175__821_853-1","p__FCB group"
"4240","-1","487175__821_853","853","487175__821_853-1","p__Terrabacteria group"
"4318","1","487175__821_853","487175","487175__821_8531","p__Proteobacteria"
"4331","1","821__853","821","821__8531","p__FCB group"
"4332","-1","821__853","853","821__853-1","p__Terrabacteria group"
"4458","1","40519__1755626","40519","40519__17556261","p__Terrabacteria group"
"4508","-1","40519__1755626","1755626","40519__1755626-1","p__Terrabacteria group"
