oldID,newID
351091_and_392333_and_84026,351091__84026_392333
310298_and_33043_and_39492,310298__33043_39492
1630_and_239935_and_28111,28111__1630_239935
218538_and_28125_and_40520,40520__28125_218538
392333_and_84026,84026__392333
349096_and_44749_and_45851,44749__45851_349096
1297750_and_589436_and_907,589436__907_1297750
1735_and_626937,1735__626937
328813_and_410072_and_47678,328813__47678_410072
1630_and_239935,1630__239935
28129_and_46506_and_820,28129__820_46506
218538_and_28125,28125__218538
1559_and_29466_and_633701,29466__1559_633701
1515_and_40518_and_454154,1515__40518_454154
167_and_329854,167__329854
158787_and_83771,83771__158787
1304_and_165179_and_179995,1304__165179_179995
1161942_and_39029,39029__1161942
169435_and_376804,169435__376804
39485_and_39778,39485__39778
39777_and_905,905__39777
185294_and_28161_and_729,185294__729_28161
228603_and_33039_and_39488,33039__39488_228603
40518_and_454154,40518__454154
2173_and_328814_and_817,328814__817_2173
165179_and_179995,165179__179995
1297750_and_907,907__1297750
1680_and_360807,1680__360807
228604_and_562,562__228604
33043_and_39492,33043__39492
410072_and_47678,47678__410072
46506_and_820,820__46506
1535_and_357276_and_397865,1535__357276_397865
349096_and_45851,45851__349096
1559_and_633701,1559__633701
387090_and_387661_and_69825,387090__69825_387661
204516_and_46503_and_78448,78448__46503_204516
228603_and_39488,39488__228603
28161_and_729,729__28161
2173_and_817,817__2173
357276_and_397865,357276__397865
187327_and_371601_and_84030,84030__187327_371601
301301_and_308994,301301__308994
387661_and_69825,69825__387661
204516_and_46503,46503__204516
187327_and_371601,187327__371601
487175_and_821_and_853,487175__821_853
821_and_853,821__853
1755626_and_40519,40519__1755626
