classes,fpr,tpr,auc
D007230,0.0,0.0,0.6325
D007230,0.0,0.0125,0.6325
D007230,0.0,0.1,0.6325
D007230,0.0125,0.1,0.6325
D007230,0.0125,0.125,0.6325
D007230,0.0375,0.125,0.6325
D007230,0.0375,0.1375,0.6325
D007230,0.0625,0.1375,0.6325
D007230,0.0625,0.15,0.6325
D007230,0.075,0.15,0.6325
D007230,0.075,0.2125,0.6325
D007230,0.0875,0.2125,0.6325
D007230,0.0875,0.2375,0.6325
D007230,0.1,0.2375,0.6325
D007230,0.1,0.25,0.6325
D007230,0.1125,0.25,0.6325
D007230,0.1125,0.2875,0.6325
D007230,0.125,0.2875,0.6325
D007230,0.125,0.3125,0.6325
D007230,0.1375,0.3125,0.6325
D007230,0.1375,0.3375,0.6325
D007230,0.175,0.3375,0.6325
D007230,0.175,0.35,0.6325
D007230,0.1875,0.35,0.6325
D007230,0.1875,0.4125,0.6325
D007230,0.225,0.4125,0.6325
D007230,0.225,0.4625,0.6325
D007230,0.2375,0.4625,0.6325
D007230,0.2375,0.475,0.6325
D007230,0.2625,0.475,0.6325
D007230,0.2625,0.4875,0.6325
D007230,0.3,0.4875,0.6325
D007230,0.3,0.525,0.6325
D007230,0.3125,0.525,0.6325
D007230,0.3125,0.5375,0.6325
D007230,0.35,0.5375,0.6325
D007230,0.35,0.55,0.6325
D007230,0.4125,0.55,0.6325
D007230,0.4125,0.575,0.6325
D007230,0.4625,0.575,0.6325
D007230,0.4625,0.6125,0.6325
D007230,0.475,0.6125,0.6325
D007230,0.475,0.65,0.6325
D007230,0.4875,0.65,0.6325
D007230,0.4875,0.675,0.6325
D007230,0.5125,0.675,0.6325
D007230,0.5125,0.7,0.6325
D007230,0.5625,0.7,0.6325
D007230,0.5625,0.725,0.6325
D007230,0.5875,0.725,0.6325
D007230,0.5875,0.75,0.6325
D007230,0.6,0.75,0.6325
D007230,0.6,0.7625,0.6325
D007230,0.6125,0.7625,0.6325
D007230,0.6125,0.775,0.6325
D007230,0.6375,0.775,0.6325
D007230,0.6375,0.7875,0.6325
D007230,0.65,0.7875,0.6325
D007230,0.65,0.8,0.6325
D007230,0.7,0.8,0.6325
D007230,0.7,0.825,0.6325
D007230,0.7375,0.825,0.6325
D007230,0.7375,0.8375,0.6325
D007230,0.75,0.8375,0.6325
D007230,0.75,0.85,0.6325
D007230,0.775,0.85,0.6325
D007230,0.775,0.8625,0.6325
D007230,0.7875,0.8625,0.6325
D007230,0.7875,0.875,0.6325
D007230,0.825,0.875,0.6325
D007230,0.825,0.8875,0.6325
D007230,0.8625,0.8875,0.6325
D007230,0.8625,0.9125,0.6325
D007230,0.875,0.9125,0.6325
D007230,0.875,0.95,0.6325
D007230,0.8875,0.95,0.6325
D007230,0.8875,0.9625,0.6325
D007230,0.9125,0.9625,0.6325
D007230,0.9125,1.0,0.6325
D007230,1.0,1.0,0.6325
