oldID,newID
1351_and_562,562__1351
1118061_and_33039_and_357276,33039__357276_1118061
166486_and_301301_and_457412,166486__301301_457412
328813_and_46506_and_821,46506__821_328813
338188_and_454155_and_626929,626929__338188_454155
246787_and_626933,246787__626933
40214_and_40324_and_45851,45851__40214_40324
1118061_and_357276,357276__1118061
1282_and_1354_and_329,1282__329_1354
363265_and_39486_and_410072,410072__39486_363265
1735_and_310298_and_39492,1735__39492_310298
287_and_582_and_584,584__287_582
328813_and_821,821__328813
1689_and_216816_and_33038,33038__1689_216816
147802_and_33043,33043__147802
204516_and_818,818__204516
100886_and_165179_and_626940,100886__165179_626940
387090_and_665951,387090__665951
310298_and_39492,39492__310298
158836_and_54291,54291__158836
338188_and_454155,338188__454155
28117_and_411489_and_46503,411489__28117_46503
1354_and_329,329__1354
1260_and_74426,1260__74426
296_and_674529_and_820,674529__296_820
40520_and_46228_and_88431,40520__46228_88431
28031_and_39485_and_43765,39485__28031_43765
287_and_582,287__582
301301_and_457412,301301__457412
197_and_47678_and_624,47678__197_624
1689_and_216816,1689__216816
363265_and_39486,39486__363265
1318_and_40545_and_571,1318__571_40545
28111_and_328812_and_384638,328812__28111_384638
239935_and_626930_and_817,626930__817_239935
165179_and_626940,165179__626940
1304_and_1680_and_1747,1304__1680_1747
310297_and_329854,310297__329854
1283_and_552398_and_823,552398__823_1283
296_and_820,296__820
46228_and_88431,46228__88431
28117_and_46503,28117__46503
40545_and_571,571__40545
1286_and_28116_and_550,1286__550_28116
28111_and_384638,28111__384638
1680_and_1747,1680__1747
239935_and_817,817__239935
28130_and_371601_and_39491,28130__39491_371601
29361_and_487174_and_853,29361__853_487174
28125_and_360807_and_37734,28125__37734_360807
218538_and_28126_and_546,28126__546_218538
28116_and_550,550__28116
116085_and_376804_and_40518,116085__40518_376804
1283_and_823,823__1283
371601_and_39491,39491__371601
214856_and_626932,214856__626932
487174_and_853,853__487174
360807_and_37734,37734__360807
218538_and_546,546__218538
376804_and_40518,40518__376804
28031_and_43765,28031__43765
147207_and_469613_and_569,569__147207_469613
197_and_624,197__624
40214_and_40324,40214__40324
1358_and_1363,1358__1363
147207_and_469613,147207__469613
1352_and_1353,1352__1353
