"","562__1351","33039__357276_1118061","166486__301301_457412","46506__821_328813","626929__338188_454155","246787__626933","45851__40214_40324","357276__1118061","1282__329_1354","410072__39486_363265","1735__39492_310298","584__287_582","821__328813","33038__1689_216816","33043__147802","818__204516","100886__165179_626940","387090__665951","39492__310298","54291__158836","338188__454155","411489__28117_46503","329__1354","1260__74426","674529__296_820","40520__46228_88431","39485__28031_43765","287__582","301301__457412","47678__197_624","1689__216816","39486__363265","1318__571_40545","328812__28111_384638","626930__817_239935","165179__626940","1304__1680_1747","310297__329854","552398__823_1283","296__820","46228__88431","28117__46503","571__40545","1286__550_28116","28111__384638","1680__1747","817__239935","28130__39491_371601","29361__853_487174","28125__37734_360807","28126__546_218538","550__28116","116085__40518_376804","823__1283","39491__371601","214856__626932","853__487174","37734__360807","546__218538","40518__376804","28031__43765","569__147207_469613","197__624","40214__40324","1358__1363","147207__469613","1352__1353"
"ERR2239356",0,-2.81078203776186,0,-3.36067873124213,0,0,0,4.86841729840553,0,0,0,0,5.82086631042749,0,0,0,-2.60235376854246,0,0,0,0,0,0,0,-2.70374287928068,0,0,0,0,6.06554310243377,0,0,0,0,0,-4.50740894638387,0,0,0,-4.6830200375167,0,0,0,-2.64958940015709,0,0,0,0,-2.67409034467103,0,-2.99648630283898,-4.58922346026803,0,0,0,0,4.6316603409996,0,5.19006652070134,0,0,-2.60140418399687,0,0,0,-4.50576421770483,0
"ERR2239358",5.98562832115099,-5.46071162655598,0,-2.49738573513168,0,0,4.67432604675422,1.30860694956648,0,0,0,0,4.32559897934583,0,0,-4.70496404883009,0,0,0,0,0,-3.05358287026643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28896067642345,0,0,0,0,0,0,-5.71832659457769,0,0,0,0,0,0,0,0.804128370405049,0,0,0,0,0,0,0,0,0,0
"ERR2239373",0,-3.36261045257043,0,0,0,5.70448082125472,0,5.82421214991416,0,0,0,0,0,0,0,-4.8977190811191,0,0,0,0,0,-5.01815304247408,0,0,-3.04898442742963,0,0,0,0,0,0,0,0,0,-2.75478913212624,0,0,0,0,-5.28099593979443,0,0.160000726285193,0,0,0,0,-4.77143474098122,0,-2.34469971651624,0,0,0,-2.96207749818704,0,0,0,4.06113903749848,0,0,5.13046872281646,0,0,0,0,0,0,0
"ERR2239383",0,4.08121623764656,0,0,0,0,0,5.38976397055021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.12415158431577,0,0,0,0,0,0,0,0,0,0,0,5.41118927458172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",6.70241502185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31778938156142,0,0,0,0,0,0,0,-4.01452897010803,0,0,0,0,0,0,0,0
"ERR2239388",6.70211643350733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54150315144102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57321170488754,-3.80166613951905,0,0,0,2.66996177832338,0,0,0,2.72488260392728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",5.45867655118121,0,0,0,0,4.11873943206825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46280534067672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.26570397920405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",6.67418795382303,0,0,0,0,0,0,0,0,0,0,0,0,0.765483928382168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.706078991955185,0,0,0,1.2229646882234,0
"ERR2239396",6.55741016500553,-4.67251295737088,0,2.91163863703758,0,3.59436573472768,0,0.102801783244007,0,0,0,0,-3.75441180592708,0,0,0,0,0,0,0,0,-2.40305035812834,0,0,-2.37058260895767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10596952225387,0,4.16220531342487,0,0,0,0,0,0,-2.4136798959379,0,0,0,0,0,0,0,-4.18061621297201,0,0,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,-3.87585251270551,0,0,0,0,0,0,0,6.71317347464945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,-2.74520332277355,0,0,6.42788177519768,0,0,0,0,0,4.7548316321507,-2.61882521079016,0,0,0,0,0,0,0,-2.41285142796981,0,0,-2.52938336943437,0,0,0,0,0,-4.53593832123084,0,-2.57315701827524,0,0,0,-2.81062909558515,0,0,-4.38102050768009,0,-4.17918126435882,-4.45683869150515,0,0,4.86815239478485,0,-2.63409361569243,-3.12736377427083,0,0,0,0,0,4.56238397427209,0,5.41675295078745,0,0,0,0,0,0,0,0,0,0
"ERR2239509",4.6806380969676,0,4.73956963350433,6.80956293943008,0,0,0,0,0,0,0,0,0,0,0,-5.03682619891973,0,0,0,0,0,-4.73707904453728,0,0,-2.88976870084403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.00522621198417,0,0.0522060730021045,0,0,0,0,0,-2.84063964973353,-2.94353343555143,0,0,0,0,0,4.92013219933313,0,5.09834946415284,0,0,0,0,0,0,0,0,0,0
"ERR2239514",0,-2.66139465966605,0,0,0,5.19128705123486,0,-4.60967076953408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04562599932176,0,0,0,0,0,0,0,-2.60345491813292,0,-6.15413535582169,0,-2.37921626421443,0,0,-5.27517897167802,0,0,-4.50931619342129,-2.53669685307947,0,4.12092345181361,-0.202510015717522,0,-3.1331539605251,0,0,-4.39368783293373,0,0,0,0,5.42678184756512,0,0,0,0,0,0,0,0,0,0
"ERR2239532",0,-2.96713157422217,0,-3.03686522107403,0,4.97108213643967,0,5.13922263929463,0,0,0,0,5.26000485863911,0,0,0,0,0,0,0,0,-2.43322070364292,0,0,-3.08449711366203,0,0,0,0,4.93910781076942,0,0,0,0,0,0,0,-4.44160894988915,0,-5.3425057166622,0,4.21446188473803,0,0,0,0,0,-2.54057974744792,-2.98191748732678,0,0,0,0,0,4.4004132032603,0,5.16483259202811,0,0,0,0,0,0,0,0,0,0
"ERR2239556",6.32064332484756,-2.53702864681537,0,0,0,0,0,4.39426251654195,0,0,0,0,0,0,0,0,-3.20076385444176,0,0,0,0,-2.1030070266523,0,0,-1.9005027283186,-1.94535166275752,0,0,0,0,0,0,0,0,0,5.54388561892313,0,0,0,-3.29176728537108,3.36944791848463,-3.64251501883613,0,0,0,0,0,-2.73993203187951,-2.21747555125774,-1.88902932216417,0,0,0,0,4.74570148850074,0,3.84078031932022,-3.27189476297574,0,0,0,0,0,0,0,0,0
"ERR2239577",0,0,6.68104785993452,3.60546884383802,0,0,0,0,0,0,0,0,5.08434419095594,0,0,-4.44265011384739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43584477438232,0,0,0,0,4.81676794941749,0,0,0,0,-4.21900690858133,0,0,0,0,-3.16716973998686,-2.64841770858221,-2.5214016519506,0,0,0,0,5.48569890585196,0,4.58719403092954,-4.36719576746653,0,0,0,0,0,0,0,0,0
"ERR2239578",6.29212056513373,0,0,-2.64562247221211,0,0,-4.84789885116417,0,0,0,-2.43090889098817,0,4.58235253951736,0,0,0,0,0,4.21045770776242,0,0,-2.24157347409587,0,0,-2.79648784570031,0,0,0,0,0,0,0,0,-2.54264190049083,0,0,0,0,0,-4.84365903150178,0,3.88251914603272,0,0,4.4039849571036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306792748011783,0,0,0
"ERR2239579",6.47807674388189,0,0,-2.11076077063237,-2.14248759880678,0,4.77039345336282,0,0,0,0,0,3.6559448973585,0,0,0,0,0,0,0,-3.71089737571959,0,0,0,0,0,0,0,0,0,0,0,0,-2.19184205067712,-2.52013092051608,0,0,0,0,0,0,0,0,-2.16558735086217,3.79638179393873,0,-4.36499479605918,-2.80645707048063,-2.6670999900684,0,0,-3.75090731992177,0,0,4.86092623533336,0,4.61955269166492,0,0,0,0,0,0,0,0,0,0
"ERR2239582",0,0,0,-2.84659234050297,0,6.01541213652309,0,0,0,0,0,0,4.93044256218755,0,0,-0.509186324938475,0,0,0,0,0,-2.57981884590443,0,0,-2.72646233029918,0,0,0,0,6.05591521024462,0,0,0,0,0,0,0,0,0,-4.72237128100081,0,4.46837731543017,0,-2.4163511564733,0,0,0,0,-2.98361363098704,0,0,-4.18524297193957,0,0,0,0,-5.16777039902462,0,0,0,0,0,0,0,0,0,0
"ERR2239583",0,5.06807309437221,0,-2.36112311780876,0,3.91291091133783,0,0,0,4.40683799700203,0,0,4.0895852029702,0,0,0,0,0,0,0,0,-2.45191982957944,0,-4.91730588895289,0,0,4.76287682595816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24684972091721,0,0,0,0,0,0,-3.47867998057196,0,0,0,0,0,0,0,6.02525046962334,0,0,0,0,0,0,0,0,0,0
"ERR2239584",4.05492178161156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88584121826322,0,0,0,0,0,0,0,3.00245230728778,0,0,0,0,2.71133281243779,0,0,-1.42485435508191,0,0,6.73047442017723,0,0,0,0,0,0,-2.46792013638765,0,0,0,0,-2.50478160804374,-2.54219805123446,0,-1.99698886453454,0,0,0,4.33840900699584,0,4.40321618764068,0,-3.4588861755231,0,0,0,0,0,0,0,0
"ERR2239585",0,-2.76297357397623,0,-5.84158304012188,0,0,0,4.78561061009699,0,0,0,0,0.339461705286303,0,0,0,-2.98624650977241,0,0,0,0,-5.72090822141243,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17233067885105,0,0,0,0,0,0.585886101289299,0,0,0,0,0,-2.55222472816436,0,-3.24525895144289,-2.75759239908313,0,0,0,4.42058290151434,0,0,-5.62095338761678,-4.77629014177774,0,0,0,0,0,0,0,0
"ERR2239586",6.15747375052975,0,0,0,0,0,0,0,0,0,0,-2.82297138640994,0,0,0,-4.52669960334103,0,0,0,0,0,-2.70288600567996,0,0,5.06138404501812,0,0,4.88952986957518,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68153588890459,0,0,0,0,0,-2.46257331793266,-2.62679555551646,-2.39747792905852,0,0,0,0,4.26530210402283,0,4.54974336325063,-4.15255358315438,0,0,0,0,0,0,0,0,0
"ERR2239590",6.20941114940834,0,0,2.7914712333381,0,0,0,0,0,0,0,0,5.25526863352519,0,0,4.45338469873959,0,0,0,0,0,-4.85049462356048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.846176062414661,0,0,0,0,0,-3.03630352159506,-2.19620495993739,0,0,0,-2.3383971664748,0,5.25903196660295,0,3.80393857444634,0,0,4.05022270060945,0,0,0,0,0,0,0
"ERR2239595",0,5.65742680583255,5.83911716093535,-3.11451559788739,0,0,0,0,0,0,0,0,5.39449925650671,0,0,0,0,0,0,0,0,-5.46358769442937,0,0,-3.12702635206258,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89266362506621,-5.41616851837915,0,-0.1080672907602,0,-2.695551617471,0,0,0,0,0,0,-2.78184602550677,-4.66883235588424,0,5.01024036782105,0,0,0,0,-4.81829865501127,0,0,0,0,0,0,0,0
"ERR2239596",6.25124117306463,0,0,0,0,4.45842029056266,0,0,0,0,0,0,0,0,0,4.2846102547196,0,0,0,0,0,-5.06735699881738,0,0,-2.34012442080913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0532143928741,0,0.177944948238616,0,-2.98096874362798,0,0,0,-2.95942458424396,-2.53272970130667,0,0,-5.16318931973843,0,0,5.12587374107894,0,4.3868165245019,0,0,0,0,0,0,0,0,0,0
"ERR2239599",5.68629478766168,-2.84170720781269,5.30291200194024,-3.15332004992833,-2.72040334473657,0,0,4.92198126416627,0,0,0,0,5.4617105390015,0,0,0,0,4.48102139475502,0,0,4.71187681016405,0,0,0,-2.78670684272121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82671783739299,0,0,0,0,0,0,0,0,-5.14918014569322,0,0,0,0,0,0,0,0.307330305725653,0,0,0,0,0,0,0,0,0,0
"ERR2239604",5.83780677174268,-3.19223178227712,0,-2.4791767688436,0,0,0,5.52910763644012,0,0,0,0,-4.29406012458155,0,0,0,0,0,0,0,0,0,0,0,-2.80139080882068,0,0,0,0,0,0,0,0,0,-2.50282189255967,0,0,0,0,-4.85215121273388,0,0,0,0,0,0,-4.33501468020905,0,0,0,-2.82414703748674,0,0,0,0,0.340009763469002,0,0,-4.89156615697215,0,0,0,0,0,0,0,0
"ERR2239606",0,-3.05440087210226,0,4.86321119896976,0,0.125008205737287,0,5.2903774971638,0,0,-2.64922020755118,0,0,0,0,0,0,0,4.58858399991681,0,0,0,0,0,-2.9973171190637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1915055366143,0,0,0,0,0,0,0,-2.87195102450752,-5.65819526814656,0,0,0,0,0,4.97436509129652,0,0.707664657139571,0,0,0,0,0,0,0,0,0,0
"ERR2239610",0,-3.45589939691704,0,0,-2.48913640398513,0,0,5.98579334130695,0,0,0,0,0,0,0,0,0,0,0,0,4.31131071867153,-2.92716480902914,0,0,-2.7883215793806,0,5.57725523587462,0,0,0,0,0,-2.3890056158563,-2.98332953466626,0,0,0,0,0,-4.8295146433279,0,5.06999817136612,-4.13787910623049,0,5.16727832976278,0,0,0,-3.26945042535243,0,-2.20557499476164,0,0,0,0,0,5.66285424953809,0,-3.82016795083062,0,0,0,0,0,0,0,0
"ERR2239613",5.85475644077031,-2.63002646778478,0,2.51990528198982,0,4.71092915618143,0,4.55533946745416,0,0,0,0,4.72061241022802,0,0,0,0,0,0,0,0,-2.84243857181842,0,0,-5.07031277250236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186896294907261,0,4.92324802378302,0,0,0,0,0,0,-2.58268670873892,0,0,0,0,0,0,0,4.47334459956866,0,0,0,0,0,0,0,0,0,0
"ERR2239615",4.10032706271562,0,0,-2.94780935562824,0,0,0,0,0,0,0,0,5.10575557497499,0,0,5.27433331116821,0,0,0,0,0,-5.44971574858461,0,0,0,0,0,0,0,6.6419212339687,0,0,0,-2.54660638722059,0,0,0,0,0,0,0,0.931780241734651,0,0,4.41085164954548,0,0,0,2.33432533949896,0,0,0,0,0,0,0,-4.94169916575941,0,0,0,0,0,0,0,0,0,0
"ERR2239623",5.53365695225105,0,0,-2.71800402460988,0,0,0,0,0,0,0,0,4.70772106580099,0,0,0,0,0,0,0,0,-2.75428032415543,0,0,-2.95645719037443,0,0,0,0,5.17064957893422,0,0,0,0,0,0,0,0,0,-5.12073406413085,0,4.77055345972447,0,0,0,0,0,-2.46126864735575,-3.0925955489548,0,-2.75717500244805,0,-2.75135828612334,0,4.26304234829649,0,5.35653261805108,0,-4.77556718959887,4.76549234139125,0,0,0,0,0,0,0
"ERR2239627",0,0,0,-5.839783494784,5.09764791223941,0,0,0,0,0,0,0,-0.0573166344186782,0,0,0,0,0,0,0,0,-5.48149505566602,0,0,-3.11441482939165,0,0,0,0,0,0,0,0,0,0,0,0,-4.67034338020753,0,-5.39432472035229,0,0.420123396703013,0,0,0,0,0,-3.02157850664347,-2.62585877054098,0,0,0,0,0,5.23352749256459,0,-4.54812080407732,0,0,0,0,0,0,0,0,0,0
"ERR2239629",5.72052873986987,0,0,-2.73274706817457,0,0,0,0,0,0,0,0,4.73325676631324,0,0,0,0,0,0,0,0,-2.32592881104473,0,0,-2.61217029474987,0,0,0,0,5.80251932396326,0,0,0,0,-5.6379117490591,0,-2.2718871354493,0,0,-4.52441166852894,0,4.02862687551774,0,0,0,3.93502394766031,-1.68905258248557,0,-2.46977319217954,0,0,0,0,0,0,0,4.27777265202654,0,0,0,0,0,0,0,0,0,0
"ERR2239630",5.68886979142259,-3.22569560462862,0,0,0,0,0,5.58706867696838,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12902481887461,0,0,-2.56814740485172,0,5.42505783251468,0,0,4.85883413510898,0,0,0,-2.3302608265911,0,0,0,0,0,-4.44816178652934,0,4.31343378621487,0,0,4.03613014654323,0,0,0,-3.02411621248253,0,0,0,0,0,0,0,5.2379229280125,0,0,0,0,0,0,0,0,0,0
"ERR2239632",5.98260991874269,-5.23848163913566,0,-5.38990972968448,0,0,0,-0.434521511457132,0,0,0,0,-0.17283165478708,0,0,0,0,0,0,0,0,0,0,0,-2.68547669430586,0,0,0,0,4.98896130834242,0,0,-2.73064933551535,0,-2.53833434809129,0,0,0,0,-4.65138207707987,0,0,-4.72962338676678,0,0,0,-4.39652405749134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239633",0,0,0,-2.81455335081947,0,0,0,0,0,0,0,0,4.87494940423256,-2.41491691264667,0,0,0,5.685695988245,0,0,0,-2.53971576915796,0,0,-3.16795264689427,0,0,0,0,0,-4.1827587887614,0,0,0,0,0,-2.66127328638573,0,0,-5.48705494039319,0,4.39891674896546,0,0,0,4.60946054484589,0,-3.15797437433148,-2.55129166913124,0,0,0,-2.46540384834828,0,5.46977206534266,0,4.41896679586251,0,0,4.27020472651505,0,0,0,0,0,0,0
"ERR2239634",0,-2.85240958563128,0,-2.86094229908847,0,0,0,4.94051832630986,0,0,0,0,4.95529741954415,0,0,0,0,0,0,0,0,0,0,0,-3.20112210245396,0,4.95581930878646,0,0,0,0,0,0,-2.86772741138172,0,0,0,0,0,-5.54450612268197,0,0,0,0,4.96704957877112,0,0,-3.48246134140054,0,-2.43583994545131,0,0,0,0,6.0317999787002,0,0,-4.21899854462747,0,0,0,0,0,0,0,0,0
"ERR2239635",6.11356011267771,0,0,0,0,3.60942596463217,0,0,0,0,-2.7301721384626,0,0,0,0,0,0,0,4.7287968572262,0,0,-2.25300970530913,0,0,0,0,0,0,0,6.00104534909924,0,0,0,0,0,0,0,0,-2.18532645695525,0,0,3.90232727954119,0,0,0,0,0,-2.88233650272259,-4.73257359218863,0,0,0,0,3.78509645457097,4.99235326722591,0,0.595825349199458,0,0,0,0,0,0,0,0,0,0
"ERR2239636",6.15832533368957,-2.60861304459751,0,0,0,0,4.2961521701876,4.51825033052983,0,0,0,0,0,0,0,0,-3.49605096009011,0,0,0,0,-4.7306130530877,0,0,-2.14907809752994,0,0,0,0,0,0,0,0,0,0,6.05533788872602,0,0,0,-3.72231245435532,0,0.588826989172511,0,0,0,0,0,0,-4.48565323313372,0,0,0,0,0,0,0,0.271895208282645,0,0,0,0,0,0,0,0,0,0
"ERR2239639",0,-2.77962472354574,0,-6.2141859685614,0,0,0,-4.81445124715581,0,0,0,0,0.475238471561739,0,0,4.48040714965729,0,0,0,0,0,-2.88008779095663,0,0,-3.05142912088394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28523027306622,0,4.98845838419569,0,-2.82095532593685,0,0,0,-2.55403386482923,-2.96852270468633,0,0,-4.88603795040465,0,0,-4.42371641813572,0,5.14163214793851,0,0,0,0,0,0,0,0,0,0
"ERR2239640",6.15812959627824,0,0,-2.99095927173439,0,4.31726309567178,0,0,0,0,-2.21173867471655,0,5.18049342201318,0,0,0.229404548696012,0,0,3.83084375767411,0,0,-2.33527904527474,0,0,-3.14173810088175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.44165001480215,0,4.04482195626678,0,0,0,0,0,0,-2.97594265942215,0,0,0,0,0,0,0,5.1544838865308,0,0,0,0,0,0,0,0,0,0
"ERR2239642",0,5.12773836323433,5.76647732805139,-3.36047151641655,-2.92063854125964,0,0,0,0,0,0,0,5.8205074038215,0,0,4.94425990326628,0,0,0,0,5.05869434400555,0,0,0,-2.65701918183932,0,5.68120644005775,0,0,0,0,0,0,0,-2.51912670624862,0,0,0,0,-4.60209221963079,0,0,0,0,0,0,4.36325544592624,0,-3.26409900972768,0,0,0,0,0,0,0,5.65358532578361,0,0,0,0,0,0,0,0,0,0
"ERR2239645",5.16356549205618,-2.72775176686641,0,0,0,0,0,4.7246046506484,0,0,0,2.41779000267824,0,0,0,0,0,0,0,0,0,0,0,0,-3.01453686834019,-2.22227287082812,0,0.123101186754865,0,0,0,0,0,0,0,0,0,0,0,-5.22133101725479,-3.84908952055625,0,0,0,0,0,0,-2.4758556676578,-2.37571381465728,0,0,0,0,0,4.28830780859068,0,4.11485703122969,0,0,0,0,0,0,0,0,0,0
"ERR2239648",0,0,0,-2.98943324122522,0,0,0,0,0,0,0,0,5.17785025963739,0,0,0,0,0,0,0,0,-2.62670076344095,0,0,-2.73431991029658,0,0,0,0,0,0,0,0,-2.83458554247488,0,0,0,0,0,-4.73598100878085,0,4.54957917855968,0,0,-4.90964617796667,0,0,0,-2.57479576070406,-2.56232525348375,0,0,-2.85403673018316,0,0,0,4.45967707665239,-4.43807752455065,0,4.94333662334499,0,0,0,0,0,0,0
"ERR2239669",0,-2.69146452357446,0,0,0,4.46353668499015,0,4.66175330160012,0,0,-2.79320429296788,0,0,0,0,0,0,0,4.83797175133986,0,0,-2.6842241940477,0,0,-2.92189432434928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06086942412009,0,4.64921268299623,0,0,0,0,0,-2.71720811015054,-3.28769350071557,0,-2.82600509617716,0,-2.79056775386304,0,4.70634250151894,0,5.69445218295335,0,-4.89478440902742,4.83340513165415,0,0,0,0,0,0,0
"ERR2239674",6.44227517772637,-2.34798857617402,0,-2.38317999604643,0,0,0,-4.0668355095247,0,0,1.79501472123985,0,4.12778883673421,0,0,0,-2.42016250533803,0,4.54942194471968,0,0,-2.98423500718964,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19184442181865,0,0,0,0,0,5.16884665417814,0,0,0,0,0,-2.29192267126206,-2.3153314047395,0,0,0,0,0,3.96972651364486,0,4.01027162936864,0,0,0,0,0,0,0,0,0,0
"ERR2239675",0,-3.30308753287719,0,0,0,0,0,5.72111542879063,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42917171717963,0,0,-3.53200567657317,0,0,0,0,0,0,0,0,0,-4.91033127340749,0,0,0,0,-6.11761328444641,0,4.20744883446445,0,-2.96140722123094,0,0,0.0538310666406637,-2.71621710481431,-2.52797418494728,0,0,-5.12930776907336,0,0,4.70462602992602,0,4.37857972855121,0,0,0,0,0,0,0,0,0,0
"ERR2239677",0,-2.22982362228518,0,-2.24920599261146,0,0,5.61018496861082,3.8621678057152,0,0,0,0,3.89573905589143,0,0,0,-5.08954297258214,0,0,0,0,-2.15187265507291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511792032109344,0,0,0,0,0,3.72715277000441,0,0,0,0,0,-2.31313502990515,-2.75230027207438,0,-3.42865395968898,0,0,0,4.00646739656307,0,4.76712390891848,0,5.93860285975353,0,0,0,0,0,0,0,0
"ERR2239684",6.00107970525282,-4.85335233360104,0,0,0,0,0,0.222136142797792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61094466087118,0,0,0,0,0,0,0,0,0,-3.15265595807887,0,0,0,0,-4.52228880837958,0,0,0,0,0,0,-5.46056029817734,-2.44100788643553,-5.11483291659487,0,0,0,0,0,4.22794968098266,0,-0.697660083160154,0,0,0,0,0,0,0,0,0,0
"ERR2239685",5.47687249781972,0,0,0,0,0,4.98034395374233,0,0,-3.10178573224095,-3.22415566300741,0,0,0,4.64801910489527,0,0,0,5.58440141983976,0,0,0,0,0,-2.65101153120243,0,0,0,0,0,0,-5.37245048243356,0,0,0,0,0,4.35594030564648,0,-4.59168666349357,0,0,0,0,0,0,0,-2.62374412756718,-2.78749936507645,0,0,0,0,0,4.54445813500684,0,4.82809052637839,0,0,0,0,0,0,0,0,0,0
"ERR2239703",5.26097641393438,-3.34955908633602,0,-2.46775218999156,0,0,0,5.80160652048798,0,0,0,0,4.27427217355475,0,0,0,0,0,0,0,0,-2.61274886233593,0,0,-0.339993711396239,0,0,0,0,0,0,0,0,0,0,0,0,-4.36776753215955,0,0.163607103166198,0,4.52541377698362,0,0,0,0,0,0,-2.78524714128063,0,0,0,0,0,0,0,-4.82418956033403,0,0,0,0,0,0,0,0,0,0
"ERR2239708",0,-3.47759241040223,0,0,0,0,0,6.02336674283258,0,0,0,0,0,0,0,0,-2.14586492734576,0,0,0,0,-4.99443343759305,0,0,0,-2.28784452713696,5.18227671438707,0,0,0,0,0,0,0,0,-3.71674708034296,0,0,0,0,3.9626629608196,-0.371724558879062,0,0,0,0,0,0,-3.07174687060566,0,0,0,-2.86567971020889,0,0,0,5.3204216478797,0,0,4.96350285630105,0,0,0,0,0,0,0
"ERR2239711",4.27476189362501,0,0,0,0,0,6.66312493618083,0,0,0,0,0,0,0,0,0,3.77355899820499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55002803870062,0,0,3.90776013666834,0,0,0,0,0,0,-4.41677812375469,0,0,0,0,-2.47448887701081,-2.9466189454939,0,-2.95047287304014,0,0,0,4.28594045774678,0,5.10369372414047,0,5.11036892245924,0,0,0,0,0,0,0,0
"ERR2239715",0,0,-2.7746411274429,0,0,5.18154692616988,0,0,0,0,0,0,0,0,0,4.99614507318894,0,0,0,0,0,-2.44504403121168,0,0,0,0,0,0,4.80581940550129,0,0,0,0,4.52244320874117,3.56131770328479,0,0,0,0,0,0,4.23494048880166,0,0,0,0,-4.07899036881027,-3.13993180989988,-3.30186603350605,0,0,0,0,0,5.4385214270483,0,5.7189997298184,0,0,0,0,0,0,0,0,0,0
"ERR2239717",0,0,0,-2.6118053966412,0,0,0,0,0,-2.55590099925395,-3.07273229507287,0,4.52377964646514,0,0,-4.75980457910974,0,0,5.32212845312394,0,0,-5.15190230120539,0,0,-2.95457546284398,0,0,0,0,0,0,-4.4269503898239,0,0,0,0,0,0,0,-5.11747481644211,0,1.01573613458797,0,0,0,0,0,-2.53015833282641,-3.03534833789152,0,0,0,0,0,4.38236278364911,0,5.25737753989786,0,0,0,0,0,0,0,0,0,0
"ERR2239718",5.34113265463481,0,0,2.65759124608866,0,0,0,0,0,0,0,0,5.00014391792609,0,0,0,0,0,0,0,0,-2.6426149836976,0,0,-2.95373524078092,0,0,0,0,0,0,0,0,0,-2.49603788097475,0,0,0,0,-5.11601950913924,0,-4.57714341660705,0,-2.76465814753666,0,0,4.32326442746482,-3.11968841702384,-3.20079845761948,0,0,-4.78852837709275,0,0,5.40345884206941,0,5.54394555338504,0,0,0,0,0,0,0,0,0,0
"ERR2239726",6.2981840286584,-2.44438881776536,0,5.10349027117328,0,0,0,4.23380562582282,0,0,-2.68215335667263,0,0,0,0,-3.81133605902781,0,0,4.64562588744841,0,0,-2.10086988258044,0,0,-2.56895447962392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4495596810403,0,3.63881337672059,0,0,0,0,0,-2.15642646246687,-2.38769103253185,0,0,0,0,0,3.73504019577864,0,4.13560218112177,0,0,0,0,0,0,0,0,0,0
"ERR2239731",0,5.82047153916996,0,-3.01994205400074,0,0,0,0,0,0,0,0,5.2306930734432,0,0,0,-2.26093759008597,0,0,0,0,-2.50098997014712,0,0,-3.30845596636832,0,5.19094738555079,0,0,0,0,0,0,0,0,-3.91605877877124,0,0,0,-5.73041382835432,0,4.33184169751498,0,0,0,0,0,0,-6.09611352136428,0,0,0,0,0,0,0,0.947100630375821,0,0,0,0,0,0,0,0,0,0
