"","Part","BalanceID","Component","Group","d.group"
"8","1","562__1351","562","562__13511","p__Proteobacteria"
"28","-1","562__1351","1351","562__1351-1","p__Terrabacteria group"
"174","1","33039__357276_1118061","33039","33039__357276_11180611","p__Terrabacteria group"
"224","-1","33039__357276_1118061","357276","33039__357276_1118061-1","p__FCB group"
"248","-1","33039__357276_1118061","1118061","33039__357276_1118061-1","p__FCB group"
"330","1","166486__301301_457412","166486","166486__301301_4574121","p__Terrabacteria group"
"339","-1","166486__301301_457412","301301","166486__301301_457412-1","p__Terrabacteria group"
"358","-1","166486__301301_457412","457412","166486__301301_457412-1","p__Terrabacteria group"
"391","-1","46506__821_328813","821","46506__821_328813-1","p__FCB group"
"440","1","46506__821_328813","46506","46506__821_3288131","p__FCB group"
"468","-1","46506__821_328813","328813","46506__821_328813-1","p__FCB group"
"595","-1","626929__338188_454155","338188","626929__338188_454155-1","p__FCB group"
"605","-1","626929__338188_454155","454155","626929__338188_454155-1","p__FCB group"
"611","1","626929__338188_454155","626929","626929__338188_4541551","p__FCB group"
"708","1","246787__626933","246787","246787__6269331","p__FCB group"
"738","-1","246787__626933","626933","246787__626933-1","p__FCB group"
"802","-1","45851__40214_40324","40214","45851__40214_40324-1","p__Proteobacteria"
"803","-1","45851__40214_40324","40324","45851__40214_40324-1","p__Proteobacteria"
"809","1","45851__40214_40324","45851","45851__40214_403241","p__Terrabacteria group"
"968","1","357276__1118061","357276","357276__11180611","p__FCB group"
"992","-1","357276__1118061","1118061","357276__1118061-1","p__FCB group"
"996","-1","1282__329_1354","329","1282__329_1354-1","p__Proteobacteria"
"1015","1","1282__329_1354","1282","1282__329_13541","p__Terrabacteria group"
"1023","-1","1282__329_1354","1354","1282__329_1354-1","p__Terrabacteria group"
"1170","-1","410072__39486_363265","39486","410072__39486_363265-1","p__Terrabacteria group"
"1218","-1","410072__39486_363265","363265","410072__39486_363265-1","p__FCB group"
"1223","1","410072__39486_363265","410072","410072__39486_3632651","p__Terrabacteria group"
"1278","1","1735__39492_310298","1735","1735__39492_3102981","p__Terrabacteria group"
"1297","-1","1735__39492_310298","39492","1735__39492_310298-1","p__Terrabacteria group"
"1333","-1","1735__39492_310298","310298","1735__39492_310298-1","p__FCB group"
"1366","-1","584__287_582","287","584__287_582-1","p__Proteobacteria"
"1376","-1","584__287_582","582","584__287_582-1","p__Proteobacteria"
"1377","1","584__287_582","584","584__287_5821","p__Proteobacteria"
"1507","1","821__328813","821","821__3288131","p__FCB group"
"1584","-1","821__328813","328813","821__328813-1","p__FCB group"
"1649","-1","33038__1689_216816","1689","33038__1689_216816-1","p__Terrabacteria group"
"1661","1","33038__1689_216816","33038","33038__1689_2168161","p__Terrabacteria group"
"1697","-1","33038__1689_216816","216816","33038__1689_216816-1","p__Terrabacteria group"
"1787","1","33043__147802","33043","33043__1478021","p__Terrabacteria group"
"1814","-1","33043__147802","147802","33043__147802-1","p__Terrabacteria group"
"1877","1","818__204516","818","818__2045161","p__FCB group"
"1943","-1","818__204516","204516","818__204516-1","p__FCB group"
"2059","1","100886__165179_626940","100886","100886__165179_6269401","p__Terrabacteria group"
"2065","-1","100886__165179_626940","165179","100886__165179_626940-1","p__FCB group"
"2103","-1","100886__165179_626940","626940","100886__165179_626940-1","p__Terrabacteria group"
"2214","1","387090__665951","387090","387090__6659511","p__FCB group"
"2228","-1","387090__665951","665951","387090__665951-1","p__Terrabacteria group"
"2289","1","39492__310298","39492","39492__3102981","p__Terrabacteria group"
"2325","-1","39492__310298","310298","39492__310298-1","p__FCB group"
"2428","1","54291__158836","54291","54291__1588361","p__Proteobacteria"
