,D002446
562__1351,-0.541149040609054
33039__357276_1118061,0.2604544266600952
166486__301301_457412,0.4624576402968616
46506__821_328813,0.2969529094743577
626929__338188_454155,-0.26214723069316104
246787__626933,0.08826744721292003
45851__40214_40324,-1.1127256101064502
357276__1118061,-0.4303860951867535
1282__329_1354,0.4688019452619389
410072__39486_363265,0.08903101473324693
1735__39492_310298,0.18137762781577368
584__287_582,-0.055634796065333565
821__328813,0.10474962369052876
33038__1689_216816,0.029897814934642795
33043__147802,-0.02199626582241835
818__204516,0.2865079588409751
100886__165179_626940,-0.1757192682398714
387090__665951,0.5320018798693934
39492__310298,0.271033894561817
54291__158836,-0.8103194216379134
338188__454155,-0.6057410494327476
411489__28117_46503,-0.8520421759898754
329__1354,-0.34741417682806625
1260__74426,0.28071182019436186
674529__296_820,-0.023732991732437883
40520__46228_88431,-0.3130327993296438
39485__28031_43765,-1.0604862914124058
287__582,-0.5270516679905718
301301__457412,-0.6957267134309529
47678__197_624,-0.2513797600375145
1689__216816,0.09342146894793556
39486__363265,0.2656162961162924
1318__571_40545,0.8986425275297751
328812__28111_384638,0.11558056587463705
626930__817_239935,-0.2668087492688488
165179__626940,-0.011900134638815542
1304__1680_1747,-0.6948570434037126
310297__329854,0.613356727819593
552398__823_1283,1.0841438781927009
296__820,0.0571671099729253
46228__88431,0.6867853489544944
28117__46503,-0.26823506691101834
571__40545,-0.603938386471694
1286__550_28116,0.011512927694485166
28111__384638,-0.8690056788878746
1680__1747,-0.5368762558482718
817__239935,-1.0513923097333413
28130__39491_371601,-0.0973659261568634
29361__853_487174,-0.6982816877835766
28125__37734_360807,0.08919882967450785
28126__546_218538,0.4568702943826867
550__28116,0.9071054329345668
116085__40518_376804,0.4141525922349941
823__1283,-0.8716617561581197
39491__371601,-0.6639217579577902
214856__626932,1.1396834002771736
853__487174,-0.5519799749062624
37734__360807,1.2241066269431675
546__218538,0.8168974522219555
40518__376804,-1.192140126141212
28031__43765,1.2866330403039177
569__147207_469613,-0.7002574064130986
197__624,1.3457982844058571
40214__40324,-1.4595586770170843
1358__1363,1.0548912064118148
147207__469613,-2.009827659843128
1352__1353,0.931436743379101
