oldID,newID
1735_and_291645_and_853,1735__853_291645
322095_and_357276_and_817,817__322095_357276
291645_and_853,853__291645
40214_and_40324_and_53345,53345__40214_40324
322095_and_357276,322095__357276
147802_and_33043,33043__147802
1304_and_218538_and_310298,1304__218538_310298
1283_and_1352_and_1354,1283__1352_1354
296_and_40519_and_487174,40519__296_487174
1353_and_310297_and_552398,310297__1353_552398
158836_and_54291,54291__158836
1260_and_74426,1260__74426
218538_and_310298,218538__310298
28111_and_28117_and_40518,28111__28117_40518
154046_and_39492_and_40545,154046__39492_40545
47678_and_571_and_573,47678__571_573
1689_and_216816_and_33038,216816__1689_33038
457412_and_751585,457412__751585
296_and_487174,296__487174
1078764_and_33039_and_823,1078764__823_33039
147207_and_387661_and_626940,626940__147207_387661
1286_and_328814_and_550,1286__550_328814
1118061_and_28126_and_821,28126__821_1118061
1351_and_1363_and_287,1363__287_1351
39492_and_40545,39492__40545
28117_and_40518,28117__40518
1623_and_45851_and_46506,1623__45851_46506
328814_and_550,550__328814
1118061_and_821,821__1118061
454155_and_562_and_818,454155__562_818
329854_and_39485_and_40520,40520__39485_329854
328813_and_338188_and_360807,338188__328813_360807
1351_and_287,287__1351
33039_and_823,823__33039
45851_and_46506,45851__46506
562_and_818,562__818
165179_and_246787_and_39486,39486__165179_246787
46503_and_626929_and_820,626929__820_46503
329854_and_39485,39485__329854
328813_and_360807,328813__360807
1680_and_239935,1680__239935
28116_and_301301_and_39491,301301__28116_39491
166486_and_204516,166486__204516
328812_and_626930,328812__626930
1352_and_1354,1352__1354
501496_and_626933,501496__626933
1353_and_552398,1353__552398
165179_and_246787,165179__246787
571_and_573,571__573
46503_and_820,820__46503
28116_and_39491,28116__39491
303_and_624_and_76759,624__303_76759
40214_and_40324,40214__40324
303_and_76759,303__76759
72556_and_80866,72556__80866
293_and_310575,293__310575
1689_and_33038,1689__33038
147207_and_387661,147207__387661
