@relation otu_table.xls.balance
@attribute 1735__853_291645 numeric
@attribute 817__322095_357276 numeric
@attribute 853__291645 numeric
@attribute 53345__40214_40324 numeric
@attribute 322095__357276 numeric
@attribute 33043__147802 numeric
@attribute 1304__218538_310298 numeric
@attribute 1283__1352_1354 numeric
@attribute 40519__296_487174 numeric
@attribute 310297__1353_552398 numeric
@attribute 54291__158836 numeric
@attribute 1260__74426 numeric
@attribute 218538__310298 numeric
@attribute 28111__28117_40518 numeric
@attribute 154046__39492_40545 numeric
@attribute 47678__571_573 numeric
@attribute 216816__1689_33038 numeric
@attribute 457412__751585 numeric
@attribute 296__487174 numeric
@attribute 1078764__823_33039 numeric
@attribute 626940__147207_387661 numeric
@attribute 1286__550_328814 numeric
@attribute 28126__821_1118061 numeric
@attribute 1363__287_1351 numeric
@attribute 39492__40545 numeric
@attribute 28117__40518 numeric
@attribute 1623__45851_46506 numeric
@attribute 550__328814 numeric
@attribute 821__1118061 numeric
@attribute 454155__562_818 numeric
@attribute 40520__39485_329854 numeric
@attribute 338188__328813_360807 numeric
@attribute 287__1351 numeric
@attribute 823__33039 numeric
@attribute 45851__46506 numeric
@attribute 562__818 numeric
@attribute 39486__165179_246787 numeric
@attribute 626929__820_46503 numeric
@attribute 39485__329854 numeric
@attribute 328813__360807 numeric
@attribute 1680__239935 numeric
@attribute 301301__28116_39491 numeric
@attribute 166486__204516 numeric
@attribute 328812__626930 numeric
@attribute 1352__1354 numeric
@attribute 501496__626933 numeric
@attribute 1353__552398 numeric
@attribute 165179__246787 numeric
@attribute 571__573 numeric
@attribute 820__46503 numeric
@attribute 28116__39491 numeric
@attribute 624__303_76759 numeric
@attribute 40214__40324 numeric
@attribute 303__76759 numeric
@attribute 72556__80866 numeric
@attribute 293__310575 numeric
@attribute 1689__33038 numeric
@attribute 147207__387661 numeric
@attribute Disease.MESH.ID {'D003920', 'D006262'}
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.86090033820838,0.0,0.0,0.0,0.0,0.0,6.6872755487367685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,7.8706791780372205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5936873790224201,0.0,0.0,0.0,0.0,0.0,1.02829670427923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6971745983477597,0.0,0.0,0.0,0.0,0.0,6.40369424879138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.08098480045153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.88376813970869,0.0,0.0,0.0,0.0,0.0,6.72688374279272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7152113158845201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.71051465438114,0.0,0.0,0.0,0.0,0.0,6.4267999036170105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05554193780127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4930411982694098,0.0,0.0,0.0,0.0,0.0,2.5860232131961403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0637348472231904,0.0,0.0,0.0,0.0,0.0,-3.84786355805095,0.0,0.0,1.4200140670101398,0.0,0.0,6.6646951831370105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.92660848427962,0.0,0.0,0.0,0.0,0.0,6.80108539620332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9316029580153797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9147332593170691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86504569068235,0.0,0.0,0.0,0.0,0.0,3.23035389469922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80973607847072,0.0,0.0,0.0,-1.58436448051024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D003920
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.538694974824559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8471918079382204,0.0,0.0,0.0,0.0,0.0,6.6635316778117595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9341597298234503,0.0,0.0,0.0,0.0,0.0,6.814164537145669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84750804890119,0.0,0.0,0.0,0.0,0.0,6.66407942322705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7372747717063795,0.0,0.0,0.0,0.0,0.0,6.47314978644082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9332500882329797,0.0,0.0,0.0,0.0,0.0,6.812588991694289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.45069057724086,0.0,0.0,0.0,0.0,0.0,1.6000274520948703,0.0,0.0,0.0,0.0,0.0,5.31503058714757,0.0,-3.82071590056358,0.0,0.0,0.0,0.0,0.0,6.6176740610624005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270322748727044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91844715691404,0.0,0.0,0.0,0.0,0.0,6.78694956254894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34052272150069,0.0,0.0,0.0,0.0,0.0,4.05390426990857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86940257458353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7427030473639751,0.0,0.0,0.0,0.0,0.0,1.28639941297064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
