"","1735__853_291645","817__322095_357276","853__291645","53345__40214_40324","322095__357276","33043__147802","1304__218538_310298","1283__1352_1354","40519__296_487174","310297__1353_552398","54291__158836","1260__74426","218538__310298","28111__28117_40518","154046__39492_40545","47678__571_573","216816__1689_33038","457412__751585","296__487174","1078764__823_33039","626940__147207_387661","1286__550_328814","28126__821_1118061","1363__287_1351","39492__40545","28117__40518","1623__45851_46506","550__328814","821__1118061","454155__562_818","40520__39485_329854","338188__328813_360807","287__1351","823__33039","45851__46506","562__818","39486__165179_246787","626929__820_46503","39485__329854","328813__360807","1680__239935","301301__28116_39491","166486__204516","328812__626930","1352__1354","501496__626933","1353__552398","165179__246787","571__573","820__46503","28116__39491","624__303_76759","40214__40324","303__76759","72556__80866","293__310575","1689__33038","147207__387661"
"ERR2239299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83166381282302,0,0,0,0,0,4.90458559376369,-5.83416707796459,-2.24643970126237,-2.03327242997948,0,0,0,2.75686342009873,0,-2.05295024646375,-3.89094769872628,3.5217311543535,0,-2.07364673379423,0,0,0,0,0,0,0,3.55581413228626,3.59166149988086,-4.70744557143147,0,0.670472040889185,0,0,0,0
"ERR2239303",-2.60005991310063,-3.22174362217244,4.50343587221341,0,-5.58022364256365,0,0,0,0,0,0,0,0,0,0,5.96788595976265,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80281025013781,0,0,0,0,0,-4.85460975721352,0,1.89778431496885,0,0,0,-2.97397446203301,-0.318956918798184,0,0,0,0,0,0,5.33499695105931,-5.15107486865349,0,0,0,0,0,0,0
"ERR2239312",0,0,0,0,0,0,-2.7626721834859,0,0,0,0,0,4.78508858645482,-2.64568040664689,-2.5713711532492,0,0,0,0,0,0,0,-2.46040635835887,0,4.4537454825446,4.5824528849019,-2.31705469370696,0,4.26154881994308,-3.19238239575757,-2.31244883888469,0,0,0,-4.0132564534164,5.52936850664057,-3.49398598313625,0,4.00527887885195,0,-4.59488909242837,0,0,0,0,0,0,6.05176124372548,0,0,0,0,0,0,0,0,0,0
"ERR2239317",-2.63491208488651,0,4.56380160450067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24664092586345,0,0,0,0,0,2.15924542239019,-3.79851385951762,0.665970858552254,0,0,0,0,6.57921899793906,0,0,3.57913488654362,0,-1.96666770946311,-1.71279807912199,0,0,0,0,0,0,0,0,-2.96665329614567,0,0,0,0,0,0,0
"ERR2239318",-3.14323978627057,0,5.44425101019256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.237292395092,0,0,0,0,0,-3.07168843310568,0,0,0,0,0,0,0,5.32032043116068,0,-3.09174335507638,0,0,0,0,-3.05537881373273,0,0,0,0,0,5.35505657495575,0,0,-5.29207134175462,0,0,0,0,0,0,0
"ERR2239320",-3.0762976852955,-2.57746843404693,5.32830389013834,0,-4.46430628267428,0,0,0,-2.43673956141112,0,0,0,0,-5.90761820469528,0,0,0,0,-4.22055672517717,0,0,0,-2.41127240865174,0,0,1.0465463969275,-2.80556896635682,0,4.17644632267381,0,0,0,0,0,-4.85938799386851,0,0,0,0,0,0,-5.24308996866534,0,0,0,0,0,0,0,0,-0.711078241855064,0,0,0,0,0,0,0
"ERR2239330",-2.73067433905202,0,4.72966669416266,0,0,0,-2.84608685609586,0,0,0,0,0,4.929567037512,-5.4261988727677,0,0,0,0,0,0,0,0,-3.16064929815126,0,0,0.207301623385195,0,0,5.4744051693049,0,0,-2.92831753747339,0,0,0,0,0,-5.41827789321322,0,5.07199475559889,0,-2.90833811282351,0,0,0,0,0,0,0,0.480217338945622,-5.03738937699931,0,0,0,0,0,0,0
"ERR2239331",-2.30381957852529,0,3.99033256147773,0,0,0,0,0,0,0,0,0,0,-2.1679171591697,0,-3.2040250737218,0,0,0,0,0,0,-2.22981482746733,0,0,3.75494266628231,-1.78272156854053,0,3.86215257264385,-3.48437766034935,0,-2.00317096559131,0,0,-3.08776433246108,6.03511914048305,-3.13833852634352,-1.77902220596746,0,-3.46959388865096,0,0,0,0,0,0,0,5.43576177897781,5.54953421641078,3.0813568485289,0,0,0,0,0,0,0,0
"ERR2239339",-2.51703220643911,0,4.35962766583973,0,0,0,4.21969055224072,0,-2.29638121014602,0,0,0,0,0,0,4.65419140951114,0,0,-3.9774489295194,0,0,0,-2.52265983654043,0,0,0,0,0,4.36937500710142,0,0,0,0,0,0,0,-3.75154779356668,0,0,0,0,-2.89127517283675,0,0,0,0,0,6.49787138548041,0,0,-5.00783549801573,0,0,0,0,0,0,0
"ERR2239340",-2.67336510942568,0,4.63040419670721,0,0,0,0,0,0,0,0,0,0,0,2.47184301894543,6.96097908039136,0,0,0,-2.46774246202481,0,0,-2.43921827483191,0,4.81871644596139,0,0,0,4.22484998275937,-3.17437527289303,0,0,0,-4.27425532422208,0,5.49817925494105,-2.50283885510145,-2.67276553191794,0,0,0,0,0,0,0,0,0,4.33504406019323,0,4.62936569800073,0,0,0,0,0,0,0,0
"ERR2239352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25044478865508,0.433872617479867,0,0,0,0,0,0,0,0,0,0,0,0,-3.50907885097164,0,0,0,0,0,6.0779028576483,0,0,0,0,0,0,0,0,0,0,0,0,-0.211127280561415,0,0,0,0,0,0,0,-1.20839334399756,0
"ERR2239358",-3.09129436670257,-3.10811730443134,5.35427890428032,0,-5.38341708715911,0,0,0,-2.62703063558621,0,0,0,0,-3.05358207412197,0,0,0,0,-4.55015053387527,0,0,0,-4.84997766882295,0,0,5.28895929746081,-2.33716222723265,0,0.25078746279055,-3.45580332634112,0,0,0,0,4.0480837230978,5.98562694218835,0,0,0,0,0,0,-4.70496266986744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239373",-2.34469892037179,-3.36260965642598,4.06113765853583,0,-5.82421077095152,0,0,0,0,0,0,0,0,-5.51734065833082,0,0,0,0,0,0,0,0,0,0,0,-0.704620344813139,0,0,0,0,0,0,0,0,0,0,-3.29348274159401,-5.51187112518212,0,0,-4.77143336201858,0,-4.89771770215645,0,0,0,0,-5.70447944229207,0,1.0151482880763,0,0,0,0,0,0,0,0
"ERR2239383",0,0.684742284134852,0,0,-1.14315781814932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59649816230909,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.22931754644745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,0,0,0,0,-2.31778858541335,0,0,0,0,0,4.01452759113911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86964032093856,0,0,0,0,0,6.70241364288273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54150235529397,0,0,0,0,0,0,0,0,0,0,0,2.66996039935625,0,0,0,-3.86946793087863,-2.19489217287337,0,0,0,0,6.7021150545402,0,0,-3.80166476055192,0,2.72488122496016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15156758009601,0,0,0,0,0,5.45867517221319,-2.37795452367897,-2.46280454452916,0,0,0,0,0,0,0,0,0,-4.11873805310022,0,4.26570260023603,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37696681553404,-0.382741168044042,0,0,0,-0.706078195808143,0,0,0,0,0,0,0,0,-3.85334341561484,0,0,0,0,0,6.67418657485591,0,0,0,0,0,0,0,0,0,0,0,0,-4.11702729241015,0,0,0,0,0,0,0,-0.662927149200539,1.22296330925627
"ERR2239396",0,-2.36593200115553,0,0,-4.09791443325449,0,0,0,-2.41367909979345,0,0,0,0,-2.40304956198389,0,0,0,0,-4.18061483400937,0,0,0,-2.30657936392643,0,0,4.16220393446223,-2.53962385577469,0,-3.99511265001049,-3.78592172780828,0,-2.16760987065625,0,0,-4.39875755031573,6.55740878604288,-2.07520722836654,-2.37058181281321,0,3.75441042696443,0,0,0,0,0,0,0,-3.59436435576504,0,4.10596814329122,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87585171655744,0,0,0,0,0,0,-2.65769669328542,0,0,6.71317209568053,0,0,-4.60326570387814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239442",0,-2.25460785392988,0,0,-3.90509535415039,0,0,0,0,0,0,0,0,2.65005821984893,-2.80530467656921,0,0,0,0,0,0,0,-2.53881914469784,0,4.85893023052846,4.08248754526865,0,0,4.39736374984521,-3.73382512685392,0,0,0,0,0,6.4671748262883,0,-2.55107730259416,0,0,-3.93492674714951,0,-4.32617524426641,0,0,0,0,0,0,4.41859550212885,0,0,0,0,0,0,0,0
"ERR2239443",-3.12736297812638,0,5.41675157182481,0,0,0,0,0,0,0,0,0,0,0,-2.57315622213078,0,5.23764882929142,0,0,0,0,0,-2.7452025266291,0,-4.4568373125425,0,-3.21394009145438,0,4.75483025318805,0,0,0,0,0,5.56670753088156,0,0,-4.94223320511527,0,0,4.86815101582221,-2.63409281954797,0,0,0,0,0,0,0,0.201839243321269,-4.56238259530944,0,0,0,0,0,0,0
"ERR2239509",-2.94353263940697,0,5.0983480851902,0,0,0,0,0,0,0,0,0,0,-2.38360932127474,0,0,0,0,0,0,0,0,0,0,0,4.12853244984261,-3.40478067357059,0,0,-2.702366869119,0,0,0,0,-5.89725311525284,4.68063671800495,0,-5.24323603567322,0,0,0,-2.84063885358907,-0.932238493299676,0,0,0,0,0,0,0.92889845618102,-4.92013082037048,0,0,0,0,0,0,0
"ERR2239514",-3.13315316438064,6.03721455144468,5.42678046860247,0,0,0,0,0,0,0,0,0,0,0,-2.60345412198846,0,0,0,0,0,0,0,-2.66139386352159,0,-4.50931481445864,0,0,0,-4.60966939057143,0,0,0,0,0,0,0,-2.99719018032661,-3.0456252031773,0,0,-1.30996911251473,-2.53669605693502,0,0,0,0,0,-5.19128567227221,0,5.27517759271537,4.39368645397108,0,0,0,0,0,0,0
"ERR2239532",-2.98191669118233,-2.96713077807772,5.16483121306546,0,-5.13922126033198,0,0,0,0,0,0,0,0,-2.43321990749847,0,4.93910621848051,0,0,0,0,0,0,-3.03686442492958,0,0,4.21446050577539,0,0,5.26000347967647,0,-2.5643633267091,0,0,0,0,0,-2.87005481349273,-3.08449631751758,-4.44160757092651,0,0,-2.54057895130346,0,0,0,0,0,-4.97108075747703,0,5.34250433769955,-4.40041182429765,0,0,0,0,0,0,0
"ERR2239556",-2.21747475511329,-2.53702785067092,3.84077894035757,0,-4.3942611375793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64922432890789,0,-1.88902852601971,0,0,0,6.32064194588491,-3.20076305829731,-4.00350816268199,0,-3.27189338401309,0,-2.73993123573506,0,0,0,0,0,5.54388423996048,0,-0.350747733465052,-4.7457001095381,0,0,0,0,0,0,0
"ERR2239571",-2.74546122167051,0,4.75527832614345,0,0,0,0,0,0,0,0,0,0,-3.06490137654449,0,6.01609020313305,0,0,0,0,-2.42368416379782,0,-2.58537421557156,0,0,5.30856490436285,0,0,4.47799949794847,-2.8738374343965,0,0,0,0,0,-4.97763244906813,-2.55455932718983,-3.4386485236215,0,0,0,-2.97353525244431,0,0,0,0,0,-4.42462654564176,0,5.95591395228415,5.15031413533069,0,0,0,0,0,0,-4.19794411319791
"ERR2239572",-2.87043693274304,0,4.97174260743312,0,0,0,0,0,0,0,0,0,0,-3.01952148503284,0,5.90047309963855,0,0,0,-2.54542458971479,0,0,0,0,0,5.22996462662272,0,0,0,-2.74579434224915,0,0,0,-4.40880471622117,0,-4.75585530791069,-2.53592082127181,-3.36316298595315,0,0,0,-2.91485229212489,0,0,0,0,0,-4.39234370641457,0,5.8251691658059,5.04867226651891,0,0,0,0,0,0,0
"ERR2239577",-2.64841691243776,0,4.58719265196689,0,0,0,0,0,0,5.56192295215138,0,0,0,0,-2.43584397823787,0,0,0,0,0,0,0,-2.93544669115667,0,-4.21900552961868,0,-3.27045736942512,0,5.0843428119933,0,0,-2.52140085580614,0,0,-5.66459832783236,0,0,0,0,-4.36719438850389,0,-3.16716894384241,1.34330705675556,0,0,0,0,0,0,0,-5.48569752688931,0,0,0,0,0,0,0
"ERR2239578",0,0,0,-4.84789725887526,0,0,0,0,0,0,0,0,0,2.84370953074133,-2.43090809484371,0,0,0,0,0,0,-1.98967431544503,-2.64562167606766,0,4.21045632879977,3.88251776707008,0,-3.44621700486561,4.58235116055472,-3.63275670590908,0,0,0,0,0,6.29211918617108,0,-2.79648704955586,0,0,0,0,0,0,0,0,0,0,0,4.84365765253913,0,0,0.0306792748011783,0,0,0,0,0
"ERR2239579",-2.66709919392395,0,4.61955131270227,0,0,0,0,0,0,0,0,0,0,4.38368250906533,0,0,0,0,0,0,0,0,-2.11075997448791,0,0,0,-2.38519593053696,0,3.65594351839585,0.544855049557843,0,0,0,0,4.13128053769654,6.47807536491925,0,0,0,0,-4.36499341709654,-4.97204282905389,0,0,0,0,0,0,0,0,-1.11001891541159,0,0,0,0,0,0,0
"ERR2239582",0,0,0,0,0,0,0,0,-2.98361283484259,0,0,0,0,-2.57981804975997,0,6.05591361795571,0,0,-5.16776902006197,0,0,0,-2.84659154435852,0,0,4.46837593646753,0,0,4.93044118322491,-2.43294765445149,0,0,0,0,0,-4.21398894966552,-3.47299902016369,-2.72646153415472,0,0,0,-2.41635036032884,-4.72317527460399,0,0,0,0,-6.01541075756045,0,4.72236990203817,4.18524159297692,0,0,0,0,0,0,0
"ERR2239583",-3.4786791844275,0,6.0252490906607,0,0,0,0,0,0,0,0,-4.91730450999024,0,-2.45191903343499,0,0,0,-5.94093477312964,0,-2.53403575104165,0,0,-2.3611223216643,0,0,4.24684834195457,0,0,4.08958382400756,0,-2.38143761683462,0,0,-4.3890786690001,0,0,-2.25911937183147,0,4.12477094741331,0,0,0,0,0,0,0,0,-3.91290953237519,0,0,0,0,0,0,0,0,0,0
"ERR2239584",-2.54219725509001,0,4.40321480867803,0,0,0,-1.99698806839008,0,0,0,0,0,3.45888479656045,0,-1.42485355893745,2.71133122014888,0,0,0,0,0,0,0,0,-2.467918757425,0,0,0,0,-2.34110938601185,0,0,0,0,0,4.05492040264891,-3.88584042211876,0,0,0,0,-2.50478081189929,0,0,0,0,0,6.73047304121459,0,0,-4.33840762803319,0,0,0,0,0,0,0
"ERR2239585",0,-2.76297277783177,0,0,-4.78560923113435,0,-2.75759160293868,0,0,0,0,0,4.77628876281509,-3.02958406370868,0,0,0,0,0,0,0,0,-3.01878487737979,0,0,5.24739352414442,0,0,5.22868878474238,0,0,-6.06805472575161,0,0,0,0,-2.98624571362796,-2.69132256541484,0,-0.731724929198058,0,-2.55222393201991,0,0,0,0,0,5.1723292998884,0,-4.66150742285512,-4.42058152255169,0,0,0,0,0,0,0
"ERR2239586",-2.62679475937201,0,4.54974198428798,0,0,0,0,0,0,0,0,0,0,-2.7028852095355,0,-2.37510828907335,0,0,0,0,0,0,0,-2.82297059026549,0,4.68153450994194,0,0,0,-3.55501833125195,0,-2.39747713291407,4.88952849061253,0,0,6.1574723715671,0,0,0,-4.15255220419173,0,-2.4625725217882,-4.52669822437838,0,0,0,0,0,-4.11380823015304,0,-4.26530072506018,0,0,0,0,0,0,0
"ERR2239590",-2.19620416379294,0,3.80393719548369,0,0,0,0,0,0,0,0,0,0,-4.51937289725767,0,0,0,0,0,0,0,0,-3.03412996408511,0,0,-0.272659166893564,-2.91280020063937,0,5.25526725456254,-6.15616646095333,0,0,0,0,-5.04511793980422,1.75602645066875,0,-2.66951650434425,0,0,0,-3.0363027254506,0,0,0,0,0,0,0,-4.6237382171679,-5.2590305876403,0,0,0,0,0,0,0
"ERR2239595",0,0,0,0,0,0,-2.78184522936231,0,0,0,0,0,4.81829727604862,-2.70059671136473,0,0,0,0,0,-5.72137543569358,0,0,-3.11451480174293,0,0,4.67757071483714,0,0,5.39449787754407,0,0,0,0,0.110765033919007,0,0,0,-5.89001494669386,0,0,0,-2.69555082132655,5.05682241808104,0,0,0,0,0,0,0.630529133819165,4.6688309769216,0,0,0,0,0,0,0
"ERR2239596",-2.53272890516222,0,4.38681514553925,0,0,0,0,0,0,0,0,0,0,-2.58504598514749,0,0,0,0,0,0,0,0,0,0,0,4.47743098617739,0,0,0,-6.08287506568421,0,0,0,0,0,1.96663091834503,-2.57406935877238,-4.82243304604566,0,0,0,-5.94039173558303,0,0,0,0,0,-4.45841891160001,0,-0.246273024027321,0.037315578659491,0,0,0,0,0,0,0
"ERR2239599",-2.66330789407257,-2.84170641166823,4.61298458873296,0,-4.92197988520362,0,0,0,-2.48587065933174,0,0,0,0,0,0,0,0,0,-4.30565428300731,0,0,0,-3.15331925378388,0,0,0,0,0,5.46170916003886,-3.28298303020358,0,5.44080509718423,0,0,0,5.68629340869903,0,-2.78670604657675,0,0,0,0,4.59245512875099,0,0,0,0,0,0,4.82671645843034,0,0,0,0,0,0,0,0
"ERR2239604",0,-3.19223098613266,0,0,-5.52910625747747,0,-2.82414624134228,0,0,0,0,0,4.89156477800951,0,0,0,0,0,0,0,0,-2.63511269271658,0,0,0,0,0,-4.56414906745475,0,-3.3704585149982,0,-2.47917597269914,0,0,0,5.83780539278004,0,-2.80139001267622,0,4.2940587456189,-4.3350133012464,0,0,0,0,0,0,0,0,4.85214983377124,0,0,0,0,0,0,0,0
"ERR2239606",-3.03338202807658,-3.0544000759578,5.25397179139497,0,-5.29037611820115,0,0,0,-2.62481164778107,0,0,0,0,0,-2.64921941140673,0,0,0,-4.54630713425539,0,0,0,0,0,4.58858262095417,0,-2.43160480334043,0,0,0,0,0,0,0,-4.21166306331415,0,-2.63682225372488,-2.99731632291924,0,0,0,-2.87195022836307,0,0,0,-4.44210190824248,0,-4.56711011397976,0,5.19150415765165,-4.97436371233387,0,0,0,0,0,0,0
"ERR2239610",-3.26944962920798,-3.45589860077258,5.66285287057544,0,-5.98579196234431,0,-2.20557419861718,0,0,0,0,0,3.82016657186798,3.03949346415893,-2.38900481971185,0,0,0,0,0,0,0,0,0,-4.13787772726784,5.06999679240347,0,0,0,0,-2.78862682179285,4.97827121568135,0,0,0,0,0,-2.78832078323615,4.83004333869454,0,0,0,0,0,0,0,0,0,0,4.82951326436525,0,0,0,0,0,0,0,0
"ERR2239613",-2.58268591259447,-2.63002567164033,4.47334322060601,0,-4.55533808849151,0,0,0,-2.4812032770191,0,0,0,0,-2.84243777567396,0,0,0,0,4.29757013970348,0,0,0,-2.72544604964058,0,0,4.92324664482037,-2.62267526774298,0,4.72061103126537,-3.38024441097398,0,0,0,0,-4.54260681548514,5.85475506180767,-2.71985542031015,-2.58910790319435,0,0,0,0,0,0,0,0,0,-4.71092777721878,0,4.48446643461074,0,0,0,0,0,0,0,0
