"","1735__853_291645","817__322095_357276","853__291645","53345__40214_40324","322095__357276","33043__147802","1304__218538_310298","1283__1352_1354","40519__296_487174","310297__1353_552398","54291__158836","1260__74426","218538__310298","28111__28117_40518","154046__39492_40545","47678__571_573","216816__1689_33038","457412__751585","296__487174","1078764__823_33039","626940__147207_387661","1286__550_328814","28126__821_1118061","1363__287_1351","39492__40545","28117__40518","1623__45851_46506","550__328814","821__1118061","454155__562_818","40520__39485_329854","338188__328813_360807","287__1351","823__33039","45851__46506","562__818","39486__165179_246787","626929__820_46503","39485__329854","328813__360807","1680__239935","301301__28116_39491","166486__204516","328812__626930","1352__1354","501496__626933","1353__552398","165179__246787","571__573","820__46503","28116__39491","624__303_76759","40214__40324","303__76759","72556__80866","293__310575","1689__33038","147207__387661"
"ERR2239246",-2.83901008038594,0,4.91730970242864,0,0,0,0,0,-3.4243905710567,0,0,0,0,0,0,0,0,0,5.93121845403001,0,0,-2.86169765727992,-2.27951122406721,0,0,0,0,4.95660573830966,3.94822925650793,0,-2.43581822327907,0,0,0,0,0,-2.53415342791926,-2.20714711788441,4.2189609207215,0,0,-3.09066365748756,0,0,0,0,0,4.38928249133099,0,3.82289094795501,-5.3531864838751,0,0,0,0,0,0,0
"ERR2239247",0,-3.03771289817886,0,0,-5.26147307845309,0,0,0,-2.25064429611909,0,0,0,0,-2.75404851167693,-2.4938058642064,0,0,0,-3.89823027064335,-2.3929805751584,0,-2.31229201550101,-2.60746257219772,0,4.31939846101869,4.77015194873389,0,-4.00500725278359,-4.51625765388068,0,0,0,0,4.14476393769974,0,0,0,-3.02769629845587,0,0,0,-2.63278830320406,0,0,0,0,0,0,0,5.24412381881378,4.56012310672248,0,0,0,0,0,0,0
"ERR2239251",-2.52445891472906,0,4.37249110193092,0,0,0,-2.65431879620436,0,-2.20097276479155,0,0,0,4.59741501451102,-2.89359020898049,0,0,0,0,-3.81219665469431,0,0,0,0,0,0,5.01184525823805,0,0,0,-3.75239806200684,0,0,0,0,0,6.49934409361883,0,0,0,0,-3.37026089985722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239252",0,3.37286283445876,0,-3.18014061122816,0,0,0,0,0,0,0,0,0,0,0,-3.67064447459884,0,0,0,0,0,0,0,-2.91444977567545,0,0,0,0,0,-2.44824741196427,0,0,5.04797508757759,0,0,4.24048890702113,0,0,0,0,0,0,0,0,0,0,0,0,-6.35774272652717,0,0,0,5.50816511386031,0,0.687800693213288,-0.511454142275308,0,0
"ERR2239270",-2.23671247531814,0,3.87409964917416,0,0,0,-2.28850932320808,0,-2.7983207276557,0,0,0,3.96381442139146,-2.11620201841522,0,0,4.46362988072351,0,4.84683367617279,0,0,0,0,0,0,-3.66536941497497,-3.09554794601566,0,0,-3.40503102826507,0,0,0,0,5.3616463197646,5.89768674230361,0,-2.70928688459635,0,0,-3.75543154324884,0,0,0,0,0,0,0,0,4.69262253640087,0,0,0,0,0,0,0,0
"ERR2239271",-2.85845599049699,-2.62685928606555,4.95099100674041,0,-4.54985374779965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26814363137654,0,0,0,-2.43066200946909,0,3.92854000840794,-3.44953273890999,0,0,0,0,4.21003009642793,5.97476596616433,-2.83364116577189,-3.0761736114282,0,0,0,-2.49034164312899,0,0,0,0,0,4.90801046953562,0,5.32808898789629,-4.31339825410398,0,0,0,0,0,0,0
"ERR2239273",-2.50697329119488,0,4.3422051135677,0,0,0,-2.834891925214,0,0,0,0,0,4.9101768484374,0,0,0,0,0,0,0,0,0,-3.23457787187828,0,0,0,0,0,5.6024532151312,-4.83376251695654,-2.6689130625538,0,0,0,0,0.0592954875699705,0,-3.52055204125628,-4.62269302532743,0,0,-5.04728866646377,0,0,0,0,0,0,0,6.09777500614619,-0.0710552669863374,0,0,0,0,0,0,0
"ERR2239275",-2.57836290445144,0,4.46585555086075,0,0,0,0,0,-2.88830925408676,5.43279378256684,0,0,0,-2.42927562189726,0,0,0,0,5.00269837604963,0,0,0,0,0,0,4.20762880271454,0,0,0,-3.35269480940538,0,-2.29172718048754,0,0,0,5.80703775216256,0,-3.22815686631895,0,3.96938791369099,0,-3.03648018773881,0,0,0,0,0,0,0,5.59133170726675,-5.2593379613399,0,0,0,0,0,0,0
"ERR2239291",-2.41087048085667,0,4.17575016331177,0,0,0,0,0,0,0,0,0,0,0.359214901870154,-2.21299008956481,-2.94118385037904,0,0,0,0,0,0,0,0,3.83301127177265,-0.370535867514516,0,0,0,-3.68599701808248,0,0,0,0,0,6.38433411186622,0,0,0,0,0,-2.00100988168054,0,0,0,0,0,0,-5.09427986325756,0,3.46585078151809,0,0,0,0,0,0,0
"ERR2239293",-2.15002499555621,0,3.72395252984641,0,0,0,0,0,0,0,0,0,0,0,0,4.20831536901878,0,0,0,0,0,0,-2.7252068377834,0,0,0,0,0,4.72019670417497,-4.94903543495337,-2.30995431781831,0,0,0,0,4.40539244961627,0,0,4.00095824162441,0,0,-1.8658476259401,0,0,0,2.23126301580198,0,0,0,0,-3.23174288731003,0,0,0,0,0,0,0
"ERR2239294",-2.87056348642259,0,4.97196180483599,0,0,0,-3.41051660831211,0,0,0,0,0,5.90718804565405,0,0,0,0,0,0,0,0,-2.7273405279859,2.80191873349132,0,0,0,0,-4.7238923640133,-4.86967008101231,0,0,0,0,0,0,0,0,-2.54687547567921,0,0,0,-4.49357137468968,0,0,0,0,0,0,0,4.41131772442754,-0.264497143469758,0,0,0,0,0,0,0
"ERR2239296",-2.54486176797144,0,4.40782988036609,0,0,0,0,0,0,0,0,0,0,-2.59305752936295,0,-2.7182974690333,0,0,0,0,0,-2.77627753700672,-2.80210862454683,0,0,4.49130738780566,-3.12878654859663,4.80865375000783,4.85339450604205,0,0,0,0,0,-5.41921726820744,0,0,-2.81659216525568,0,0,-5.10522735483203,0,-4.54365923236123,0,0,0,0,0,-4.70822932645157,4.87848073442328,0,0,0,0,0,0,0,0
