featureid,D006262
1755626,1.385367431649838
300,-0.9804908055358356
147207,-7.961934302468047
626935,-0.5014265153526454
745310,-1.6860190780651638
143393,-3.763113302094789
74426,-29.838572650171397
208479,-2.10626981981656
1303,2.016229431638299
28161,-13.047329951843333
294,-7.244780949259681
562,-20.009961297064002
762210,-18.985851178650606
187327,-29.014794409184113
1265,-17.00733510080446
214856,-18.540786726472216
1535,3.0451198590057285
1680,-4.114510193010333
328813,-1.0786618181389493
1280,-18.14554766421706
329854,-5.949663107928692
122355,-1.766552388834675
40518,-0.28123763789182765
33038,-8.26657094962925
46503,-2.664520562646571
28128,-14.594974309365435
189722,3.0844251251678823
261299,-9.67056870823632
823,-6.566013053938068
729,-2.071228638911561
2173,-12.16869941157289
285,-9.07636788227816
29348,-24.23429904506635
35833,-5.036245772394392
820,-8.284809221253544
101564,-14.655603541632557
39496,-8.056945061572756
28037,3.324756060475348
28125,1.280357863097992
39488,-8.291751078133998
1304,-6.367827600169011
169435,-14.71765488001428
317,2.11963264079148
239935,0.5836737913747518
341225,-18.582016142962708
907,7.381737903094185
39484,-4.9455563656707895
1465754,-3.9618408388494957
33035,-6.620661898601393
839,-13.302392969836859
817,3.769927729325976
901,-6.949116446257743
821,-0.13873064652098668
1670,-2.862311347867
41276,-2.8393632987607766
118748,-1.117817897447341
36874,-7.505889830412453
658457,4.584357209135944
626931,-9.288542338608496
1308,-0.544885712380866
626933,-11.945108751696417
47880,-9.026705269763795
114527,-1.0759618632146144
166486,-1.539851682024841
39492,-3.257593727125945
1685,4.420303345747052
28118,-6.1697736931701685
52787,2.6577936174306425
28901,-0.1266423999186655
46506,2.6100346294933905
328812,-3.848620390475488
1827099,4.463316656674112
246787,2.5973255836171645
488,-9.46447811036169
191493,4.114133877200042
40520,-2.0773476165963056
243924,0.5791630691167591
29356,-10.712265008013402
818,-12.441918645472573
76759,8.99681738873093
1559,-1.274519397889482
1522,1.5518007124393016
216778,6.048483447627558
351091,4.059587782015795
158787,-9.08276036840355
28132,0.937199141233866
287,4.512154817818151
1547,7.3368349282050485
137732,-4.938089376958172
69825,-0.52504401210718
28111,4.484113848567337
1681,-1.2161386461134882
39497,-8.262642723863328
204516,8.189579215952884
301,-6.663826316678352
197614,0.794271958079629
33069,3.564460614572174
216816,4.2597664021314126
47678,7.8781374851310515
43675,-1.9817939435768022
633701,-8.340162430801056
28116,5.790248812497489
1472,-3.4421577981566123
28126,1.6424699304547696
28446,-1.6371486961727535
133926,-2.30998573998192
254,-1.31798447227443
309120,-0.3317042061463345
415956,-2.1035975650909733
397865,-0.31897961596713376
40215,-3.116289971803911
516075,-6.142590778242136
536633,9.290981708653664
207340,-0.34000880689968155
157687,-1.8086320632294544
40214,15.759598275580062
454154,3.1341940004164943
33031,2.319008533978843
1859290,-0.7294884242141034
882211,0.3795921164664232
39960,-11.239301816037651
1630,-7.131182705099328
28117,5.094832293121266
39778,9.191673109052628
202952,-0.5749560850378775
40519,-3.576618090624988
850,-9.276692302150645
1717,-5.450053899869907
370979,-2.7327173711633557
128780,-6.130678722524634
218538,4.745127844766081
1382,-2.3157189796987683
202955,-2.3685434800994596
574930,-1.4572658213145717
39485,18.18466118115114
502558,-1.4576364906225217
547163,-0.29078915505132463
479117,-2.562417999333892
410072,2.358853211179123
44749,9.799187989978345
1590,10.894833957696045
1736,-3.0882378859478927
303,-0.2146615433849434
589436,-7.49564485213993
293,15.719076180676616
1735,11.913729740161251
387661,1.5585885826210621
28026,11.109083336366087
487175,12.099824260000256
1660,-4.101327913075908
39645,-0.2209509690137784
165179,1.9713243440266266
633417,-0.39901818780544623
508460,-6.934952582211047
29524,-1.9605537005691314
316,-0.3568173972828361
301301,1.2764000553364498
84030,-21.216788345078445
588,-4.592622542441032
1264,0.10413233696335197
60133,-1.5079616451851316
1671366,-1.925323983466301
582,6.852491379802986
31971,-4.488811056697377
1661055,-0.4447529270321729
33032,1.6942312558844754
33043,9.725287636794468
851,-2.6833264232844303
34062,-1.0496327040514055
105229,-0.7117991621353579
1282,-3.0370894360084377
1512,1.9045623292127576
183417,3.453348547088542
307126,-9.661556682245296
626930,1.9203137618718806
310297,10.7337607889147
371601,-0.41827466587616197
136857,-5.9258855532976105
29466,11.933708362330803
626937,7.370210744134792
84112,-5.943869483348512
84032,7.426429310595134
179995,3.7460919746278063
2741,-0.2208488684883046
328814,16.247311148813036
310298,13.030090377526276
78448,-0.42428573188296004
905,6.593890460091441
1661059,-0.14609152888690016
52773,-1.3175759272652188
1582,10.113132079981447
45851,8.919168120255085
588932,0.5082643661873509
76517,0.052539577226083815
349096,5.4730786627060715
202611,-2.9746023961965182
511,-2.427108977725285
1506,-8.121542807139235
487698,6.069894649204344
1571,-0.14005270034248876
358742,5.377057820024081
425941,1.7193003809337484
405446,-2.5994700566636633
1406,-7.500536139353317
36848,-2.1678587522784354
1515,17.77131240056184
70775,2.696081884206142
376805,-12.29165535098807
184870,-2.046852284677937
84026,3.040835799606155
421767,-0.40043566520913165
48296,5.8934556210905145
1121298,0.5896530364709878
47884,0.23323802738822452
57706,-0.21650658689300495
387090,20.175859186035677
1352,-1.3760333162196046
80866,-2.4308768875772966
28127,4.003548275333783
185294,-1.499815593941176
291645,2.1119180678137948
28091,-6.832947579430109
28129,0.8781375037559909
39490,-2.5489099065040235
1034636,-0.8781473646860228
291644,15.704243733328743
