featureid,D007410
1755626,-1.576339565821791
851,6.676145474028132
28112,17.409590497844246
861,1.1194541174945527
1304,8.347768593704368
84112,3.3279120444630563
52787,0.5525254424573913
860,7.004541596629444
208479,-4.007491212488269
183417,-0.13435531359679764
328812,7.729351954566662
84032,25.523435558187728
817,6.182312606599016
437898,25.39481971123656
40519,25.037697106921204
328813,9.95918218198855
122355,6.805006468877907
84030,18.816921702099325
39778,6.389840585034579
818,24.14713114228128
287,3.2554434940131944
40215,1.601425931132248
1590,-0.02077736844116397
163665,8.094683489414148
239935,1.840600821201692
35833,0.6283598744319303
1308,9.470146078608751
69825,0.37517835700448005
574375,4.606429910624367
28446,-0.3060571552173593
46506,-2.383426166227866
33034,5.917759739918044
584,-2.3147359165502825
29348,18.18517660528999
351091,1.4226299566741238
197614,6.728592292672021
901,4.524951281603255
1260,1.433785192716353
40324,-14.974255142828394
214856,21.62713881462573
189722,1.6691208127966035
204516,-3.210715633053056
1121298,0.2087350570663647
29466,6.570930529581975
626930,-6.028639319875047
187327,-3.3124033917271314
79880,7.804782886363323
823,1.0786622836748836
1379,2.75593422578833
261299,13.082173409740431
106648,15.81161417277963
39485,6.178694213086124
1532,7.5451301006371
33069,-7.8639989129976895
270498,14.648724554050844
100884,2.717199182354315
78342,2.753899184636523
44749,24.515078038903805
820,11.948201751838583
39645,0.20419435917955675
1352,5.362173519670661
585,19.393560188675544
1827099,0.41295188583771025
33035,0.9964219899542467
29524,2.4329107471817943
108980,-2.995797814231137
1755607,0.011336749948404837
882211,3.702982435303291
479117,1.1289199356106878
1582,-6.305233817057937
1559,1.0288373096726877
97478,4.297437830803067
218538,-1.7949279630033788
105229,0.65807579940247
1504,-6.444123983664734
47678,1.2901594512335697
40214,-16.125732064955866
157692,3.6702410225255275
28026,5.861470653046299
246787,-11.429426203913954
271420,-0.33235041057057435
114527,1.1179043405851365
28125,-2.2661671201583187
33038,-9.606579461185186
1121830,6.40520159656901
28116,-3.1178416088055254
76853,1.8165465019090403
547163,0.1215547005835593
28124,2.2601774108941104
745310,0.22412069296666606
589436,4.2590244027652
1358,-3.337674042127945
703,0.09175806923328599
40518,-10.616855333813447
291645,-2.54559079986121
207340,0.8758210623724539
671267,3.4514251903639654
536633,-11.595869328172817
2751,3.0024860055091693
316,0.17344564287246736
821,-3.495527098916152
1113709,0.3707012916825981
28131,2.772482238866741
1584,14.487161857701752
40216,-0.5019350811429556
101070,7.228195141569389
1303,-3.9219473247885244
218284,0.8009316120507679
46867,1.7986890739567187
28901,-3.1139419962309174
626937,-6.715658826320172
40543,12.477538460985846
33037,0.7858682047542191
905,-1.2409405133936608
147709,1.487280558470252
28117,-6.180661073032247
263475,0.2354152484527578
191610,5.669946181517108
37734,5.404496040457952
191493,-4.424131268170388
28091,2.1079823178737103
511,7.073513437008526
1561,2.648150975320927
329854,-12.355063423311163
46503,4.272195633888578
41276,5.9967262742927705
39484,7.274767318390932
39492,-5.289477078291578
202611,-0.6112412760406299
387661,1.508105060183083
208596,1.0154114782431527
216816,-13.711502090343599
43675,-6.769500993311749
626931,11.54935102288614
301301,-8.08316944978484
397865,-4.816306417791172
1496,0.346370689727061
29354,1.5866729384971667
1646377,-5.029273650576165
165179,-2.5357449516794843
658457,-5.9742387992463435
196024,2.3591689035115166
582,-10.137347920425162
1264,-8.826440216360483
285,9.109141133148562
1113741,1.4454855828233777
46228,3.7825863104334365
328814,-9.633274607157464
483012,3.334480711558672
57706,3.046596680094567
33039,-1.7099716359213022
317,-8.933975026658267
487175,-10.487505248791829
40520,-19.87102557399553
101564,0.15752089282730972
28118,-5.608308804984793
305719,4.64340411635163
871324,2.9609023378948702
28130,2.4167178650876293
33043,-4.838379902242292
2139,-0.6971681630746852
1535,-10.399592826852677
1307,0.41082753840748315
33029,-3.7560945977767934
1515,-15.348798845101493
182710,13.532753764595347
76759,-12.902060981424697
349096,4.251627109043311
856,0.5257724037903043
143393,-0.17270412596133464
470565,-6.383899544711273
39486,3.4929311832400094
169435,-5.197789841804965
47770,0.1103808622233556
1735,-8.664703657460633
488,1.319751244941456
454155,3.036670667804457
28111,-26.191615498813736
29370,5.218705818137649
310298,-14.183063674416385
1580,-1.852996769013441
53412,-1.4969682590774067
29356,1.9915010483705577
1428,-0.29359771642175525
38304,5.121246535710414
28037,-12.283409583199353
1685,-14.960548753052334
1265,-4.543356930438604
48296,-7.060787766258735
115979,-0.4530431021690494
309120,6.225757418428648
47877,-4.951005968866686
243924,-1.4149676418973096
1522,2.8901107461594315
36847,-3.017773538035382
1597,1.2754186770150697
1465754,-9.181553630902403
301,0.0952391409343429
1547,-8.852171760301122
1630,-16.103791114019483
38986,-2.6072428159405563
454154,-36.18950649288592
216778,6.32734471659622
535744,16.044190393248904
516075,-2.9234165807829693
216947,4.008551996216024
28025,-0.04449314913575191
28132,-12.443225114797794
290588,-1.4411039708416946
1661050,-11.573173590251082
840,-2.3995155524757177
729,-10.950062786759128
1408,0.12168499165552751
1280,-4.2105903241999965
1512,-1.5754748818587077
