classes,fpr,tpr,auc
D006262,0.0,0.0,0.921864557807975
D006262,0.0,0.007462686567164179,0.921864557807975
D006262,0.0,0.23134328358208955,0.921864557807975
D006262,0.007462686567164179,0.23134328358208955,0.921864557807975
D006262,0.007462686567164179,0.3582089552238806,0.921864557807975
D006262,0.014925373134328358,0.3582089552238806,0.921864557807975
D006262,0.014925373134328358,0.4253731343283582,0.921864557807975
D006262,0.022388059701492536,0.4253731343283582,0.921864557807975
D006262,0.022388059701492536,0.5223880597014925,0.921864557807975
D006262,0.029850746268656716,0.5223880597014925,0.921864557807975
D006262,0.029850746268656716,0.5447761194029851,0.921864557807975
D006262,0.04477611940298507,0.5447761194029851,0.921864557807975
D006262,0.04477611940298507,0.5522388059701493,0.921864557807975
D006262,0.05223880597014925,0.5522388059701493,0.921864557807975
D006262,0.05223880597014925,0.6268656716417911,0.921864557807975
D006262,0.05970149253731343,0.6268656716417911,0.921864557807975
D006262,0.05970149253731343,0.6343283582089553,0.921864557807975
D006262,0.06716417910447761,0.6343283582089553,0.921864557807975
D006262,0.06716417910447761,0.6716417910447762,0.921864557807975
D006262,0.07462686567164178,0.6716417910447762,0.921864557807975
D006262,0.07462686567164178,0.7014925373134329,0.921864557807975
D006262,0.08208955223880597,0.7014925373134329,0.921864557807975
D006262,0.08208955223880597,0.7164179104477612,0.921864557807975
D006262,0.11194029850746269,0.7164179104477612,0.921864557807975
D006262,0.11194029850746269,0.7388059701492538,0.921864557807975
D006262,0.12686567164179105,0.7388059701492538,0.921864557807975
D006262,0.12686567164179105,0.7761194029850746,0.921864557807975
D006262,0.13432835820895522,0.7761194029850746,0.921864557807975
D006262,0.13432835820895522,0.8134328358208955,0.921864557807975
D006262,0.1417910447761194,0.8134328358208955,0.921864557807975
D006262,0.1417910447761194,0.8283582089552238,0.921864557807975
D006262,0.15671641791044777,0.8283582089552238,0.921864557807975
D006262,0.15671641791044777,0.835820895522388,0.921864557807975
D006262,0.1865671641791045,0.835820895522388,0.921864557807975
D006262,0.1865671641791045,0.8432835820895522,0.921864557807975
D006262,0.19402985074626866,0.8432835820895522,0.921864557807975
D006262,0.19402985074626866,0.8507462686567164,0.921864557807975
D006262,0.20149253731343283,0.8507462686567164,0.921864557807975
D006262,0.20149253731343283,0.8582089552238806,0.921864557807975
D006262,0.21641791044776118,0.8582089552238806,0.921864557807975
D006262,0.21641791044776118,0.8731343283582089,0.921864557807975
D006262,0.22388059701492538,0.8731343283582089,0.921864557807975
D006262,0.22388059701492538,0.8880597014925373,0.921864557807975
D006262,0.23880597014925373,0.8880597014925373,0.921864557807975
D006262,0.23880597014925373,0.8955223880597015,0.921864557807975
D006262,0.26119402985074625,0.8955223880597015,0.921864557807975
D006262,0.26119402985074625,0.917910447761194,0.921864557807975
D006262,0.26865671641791045,0.917910447761194,0.921864557807975
D006262,0.26865671641791045,0.9253731343283582,0.921864557807975
D006262,0.2835820895522388,0.9253731343283582,0.921864557807975
D006262,0.2835820895522388,0.9477611940298507,0.921864557807975
D006262,0.29850746268656714,0.9477611940298507,0.921864557807975
D006262,0.29850746268656714,0.9552238805970149,0.921864557807975
D006262,0.31343283582089554,0.9552238805970149,0.921864557807975
D006262,0.31343283582089554,0.9626865671641791,0.921864557807975
D006262,0.3283582089552239,0.9626865671641791,0.921864557807975
D006262,0.3283582089552239,0.9701492537313433,0.921864557807975
D006262,0.34328358208955223,0.9701492537313433,0.921864557807975
D006262,0.34328358208955223,0.9776119402985075,0.921864557807975
D006262,0.39552238805970147,0.9776119402985075,0.921864557807975
D006262,0.39552238805970147,0.9850746268656716,0.921864557807975
D006262,0.4701492537313433,0.9850746268656716,0.921864557807975
D006262,0.4701492537313433,0.9925373134328358,0.921864557807975
D006262,0.5671641791044776,0.9925373134328358,0.921864557807975
D006262,0.5671641791044776,1.0,0.921864557807975
D006262,1.0,1.0,0.921864557807975
