"","46506__357276_626933","28111__39485_47770","562__674529","820__310297","88431__53346_158836","287__818_1078764","33043__246787","296__28117_1118061","322095__1318_1747","53345__546_573","1260__40518_147802","74426__328814_363265","357276__626933","584__106648_411489","1623__214856_338188","40518__147802","39485__47770","582__1351_384638","1286__1270_216816","1282__29382","1363__1304_1358","37734__1680_487174","28126__817_218538","665951__293_54291","28117__1118061","291645__166486_204516","454155__328813_360807","818__1078764","457412__291644_751585","546__573","1352__1353","40520__550_46228","328814__363265","410072__328812_626940","387090__853_39492","28125__40545_329854","1351__384638","817__218538","1735__823_1283","1689__28031","1680__487174","1354__329_2173","1304__1358","1270__216816","214856__338188","328813__360807","901__491921","40214__40324","76759__626929","28130__116085","28026__626932","53346__158836","1582__158847","166486__204516","33038__571_39488","387661__552398","40519__749535","303__43765","658089__624_39496","1318__1747","626930__28116_39491","291644__751585","550__46228","106648__411489","548__103892","293__54291","100886__487173","729__371601","853__39492","147207__1531_45851","40545__329854","39486__165179_239935","823__1283","328812__626940","624__39496","28025__501496","1531__45851","28116__39491","329__2173","571__39488","165179__239935"
"ERR2239291",0,5.15065888191526,6.38432813633035,0,0,0,0,-2.2887574985956,0,-2.9411804004018,-2.50268648144951,0,0,-2.51043982345087,0,4.33478014128634,0,0,0,0,0,0,0,0,3.96424427377183,0,0,0,0,-5.09427388772169,0,0,0,0,-4.623853670467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0010064317033,0,0,-4.34820932356115,0,0,0,0,0.34273889153912,0,0,0,0,0,0,0,0,3.46584480598222,0,0,0
"ERR2239293",0,-2.30995086784106,6.48868066017125,0,0,-1.20278700916349,0,0,0,0,0,0,0,0,0,0,4.00095226608854,0,0,0,0,0,0,0,0,0,0,2.08328821055498,0,0,0,0,0,0,-2.15002154557897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8759478062969,0,0,-1.86584417596286,0,0,0,0,0,0,0,3.72394655431054,0,0,0,0,0,0,-2.23125704026611,0,-3.23173691177415,0,0,0
"ERR2239294",0,0,0,4.41131174889167,0,0,0,-2.81150188215988,0,0,0,-2.72733707800865,0,0,0,0,0,-2.18748396208486,0,0,0,0,2.20290400733909,0,-4.86966410547644,0,0,0,0,0,0,0,4.72388638847743,0,-2.87056003644535,0,-3.78883336307305,-5.90718207011818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4935644747352,0,0,0,0,0,0,0,4.97195582930012,0,0,0,0,0,0,0,0,-0.264497143469758,0,0,0
"ERR2239299",0,0,6.43096263395366,3.55580815675039,0,-2.12124217014853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03326898000224,3.67409921385493,0,0,0,0,0,0,0,-2.24643625128513,0,0,0,0,0,0,0,0,0,3.52172517881763,0,0,3.74152545581174,0,0,0,0,0,0,0,0,4.41199749670092,0,0,-2.07364328381698,0,0,0,0,0,0,0,0,0,-3.89094172319041,0,0,0,0,0,0,3.59165552434499,0,0,0
"ERR2239303",-3.22174017219519,0,0,5.33499097552344,0,-2.80280680016056,0,0,0,0,0,0,5.58021766702778,0,0,0,0,0,0,0,0,0,0,0,0,-5.61904224882805,0,4.85460378167765,0,0,0,0,0,0,-2.60005646312339,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31102192766046,0,0,0,0,-0.318956918798184,0,0,0,0,0,0,-2.97397101205577,0,0,0,0,0,0,0,4.50342989667754,0,0,0,0,0,0,0,0,-5.15106889311762,0,0,0
"ERR2239305",0,0,4.69157557113779,5.4450480081777,0,0,-4.74157062494827,-2.66222792405944,0,-3.32957985269432,0,0,0,0,0,0,0,-2.70427358004829,0,0,0,0,0,0,4.61111402579957,0,0,0,-2.54787516699035,-5.76700147272426,0,0,0,0,0,0,-4.68393923820983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36291153525423,0,0,0,0,4.41304924057032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239306",0,0,6.30625408159727,0,0,0,-5.08163225155474,-2.55206068044245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42029876252512,-2.52412938338662,-2.42934250273347,0,0,0,0,0,0,0,-2.21333379541935,0,0,0,0,0,0,0,0,0,0,4.2077446437209,0,0,0,0,0,0,0,4.37192033690313,-1.83112864124775,0,0,0,0,0,-1.89667556194888,0,0,0,0,0,0,0,3.83360658777558,0,0,0,0,0,0,0,0,3.2851384387697,0,-3.17160784183567,0
"ERR2239309",0,0,0,0,5.27480754400036,0,0,0,0,0,-3.05227209216645,0,0,0,0,5.28669034215684,0,0,0,0,0,0,-3.46660550095559,0,0,0,0,0,0,0,4.83514258743655,3.90167780366269,0,0,0,0,0,6.00433685745284,0,0,0,0,0,0,0,0,0,0,0,-4.1149304318986,0,0,0,0,-2.64178541657899,0,0,0,-1.82337389542185,0,-2.56003448651238,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15817622806543,0,0,-4.43410979976794,0,-4.57570656420932,0
"ERR2239312",4.63410248745944,-2.31244538890745,5.5293625311047,0,0,0,0,-2.64567695666964,0,0,0,0,0,0,0,0,4.00527290331608,0,0,0,0,0,-2.76266873350865,0,4.58244690936603,0,0,0,0,0,0,0,0,0,-2.57136770327196,0,0,-4.78508261091895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45373950700873,0,0,-6.14683953759176,0,0,0,0,0,0,0,0,1.45687215129711
"ERR2239317",0,-2.0664110402347,6.57921302240319,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57912891100775,0,0,0,0,-1.80701763525648,0,0,0,0,0,0,0,0,0,2.73237844880971,0,0,-2.63490863490926,0,0,0,0,0,3.12984635443719,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17564000509696,0,0,0,0,0,-1.71279462914475,0,0,0,0,0,0,0,4.5637956289648,0,0,-2.94247376672155,0,0,0,0,0,-2.9666473206098,0,-2.03626822023848,-5.0965140639003
"ERR2239318",0,0,0,0,4.58800312435298,0,0,0,0,0,0,-2.40323793670476,0,0,0,0,0,-2.34016290647333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.16253020904964,-3.11864274756876,-3.14323633629332,0,-4.05328105199986,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56008615268024,0,0,0,0,0,0,0,0,0,-3.05537536375549,0,0,0,0,0,0,0,5.44424503465669,-3.07168498312844,0,-3.09173990509914,0,-5.40164768944529,0,0,-5.32031445562481,-5.29206536621874,0,0,5.35505059941988
"ERR2239320",3.03366604868946,0,0,0,0,0,0,-3.25591757436316,0,0,-2.65169373037763,0,4.4643003071384,0,0,4.59286826712591,0,0,0,0,0,-2.43673611143388,0,0,5.63941466405341,0,0,0,0,0,0,0,0,0,-3.07629423531826,0,0,0,0,0,-4.2205507496413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.24308306871085,0,0,0,0,0,0,0,5.32829791460247,0,0,0,0,0,0,0,0,-0.711078241855064,0,0,0
"ERR2239330",0,0,0,4.93246899422322,0,0,0,-2.77293881043905,0,0,-2.65325316237416,0,0,0,0,4.59556928257485,0,0,0,0,0,0,-2.84608340611862,0,4.80287090596004,0,-2.92831408749614,0,0,0,0,0,0,0,-2.73067088907478,0,0,-4.92956106197613,0,0,0,0,0,0,0,5.07198878006302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90833466284627,0,0,0,0,0,0,0,4.72966071862679,0,0,0,0,0,0,0,0,-5.03738340146344,0,0,0
"ERR2239331",3.56543623712657,0,6.03511316494718,3.08135087299303,0,0,0,-2.16791370919246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75493669074643,0,-2.00316751561407,0,0,0,0,0,0,0,-2.30381612854805,0,0,0,0,0,0,0,0,0,0,-3.46958791311508,0,0,0,0,0,0,0,0,-3.20402162374456,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99032658594185,0,0,-3.13833507636628,0,0,0,0,0,0,0,5.5495282408749,5.43575580344194
"ERR2239332",0,-2.73926540248587,4.88300551576639,4.87283294296909,0,0,-4.70088976372652,-2.54738921462339,0,0,0,0,0,0,0,0,4.74454685252113,-2.96516576069333,0,0,0,0,0,0,4.4122075463807,0,0,0,0,0,0,0,0,0,-2.92739819204192,0,-5.13581775038447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97413252576466,0,0,0,0,0,0,0,5.07040240260187,0,0,0,0,0,0,0,0,-5.15134864306754,0,0,0
"ERR2239335",-2.5534142052194,5.47954203975417,6.57843062486,0,0,0,0,0,0,0,0,0,4.4226431362081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10984182614312,-2.29637776016877,0,0,0,0,0,0,0,0,0,0,0,0,-2.51702875646186,0,0,0,0,0,-3.97744295398353,0,3.65435323881378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8912717228595,0,0,0,0,0,0,-0.664980895523303,4.35962169030386,0,0,-3.75154434358944,0,0,0,0,0,-5.00782952247986,0,0,6.49786540994454
"ERR2239340",0,0,5.49817327940517,4.62935972246486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45544544669547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188312249254182,0,0,-2.5028354051242,0,0,0,0,0,0,0,0,4.33503808465736
"ERR2239352",0,0,6.07789688211243,0,0,0,0,0,0,-5.69578201113864,0,0,0,0,0,0,0,0,-2.64993876968644,0,0,0,0,0,0,0,0,0,0,0.560231366353463,0,0,0,0,0,0,0,0,0,3.60988720530068,0,0,0,-4.58982858604347,0,0,0,0,0,0,0,0,0,0,0.666485130537338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400722914636043,0
"ERR2239353",0,-2.72209039172161,5.30987744034119,5.15201959173271,0,0,0,0,0,0,0,0,0,0,0,0,4.7147988612569,0,0,0,0,-2.46729962294603,0,0,0,0,0,0,0,0,0,0,0,0,-5.81693626298916,0,0,0,0,0,-4.27348830443806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22511587306504,0,0,0,0,0,0,0,1.10629291110804,0,0,-2.95848804359118,0,0,0,0,0,-3.85401374487663,0,0,-5.12425160508497
"ERR2239358",-3.1081138544541,0,5.98562096665248,0,0,0,0,-5.40616790400321,0,0,0,0,5.38341111162324,0,0,0,0,0,0,0,0,-2.62702718560896,0,0,1.21414915986817,-2.71640801399786,0,0,0,0,0,0,0,0,-3.09129091672533,0,0,0,0,0,-4.5501445583394,0,0,0,0,0,0,0,0,0,0,0,0,-4.70495669433157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35427292874444,-2.33715877725541,0,0,0,0,0,0,-4.04807774756192,0,0,0,0
"ERR2239368",0,0,5.85282396286556,6.04433068055273,0,-2.3680054763206,-4.34270720873199,-2.39661695525728,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92870333531002,0,0,4.15106233278664,0,0,4.10150579758861,0,0,0,0,0,0,0,0,0,0,0,0,0.526928073036711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6094208034953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51964940998106,0,0,0
"ERR2239371",0,0,0,3.3563893687643,0,0,0,7.26015785779856,0,-1.89123694588241,0,0,0,0,0,0,0,-2.59565775080481,0,0,0,0,0,0,0,0,0,0,0,3.27571847941972,0,0,0,0,-3.797877718553,0,-4.49581110345389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07372926620613,0,0,0,0,0,0,0,-0.375037184223506,0,0,-2.22971804805251,0,0,0,0,0,3.59180445021155,0,0,-3.86198494578026
"ERR2239372",-2.37187569524031,-2.72639251779487,3.94165489636739,0,0,0,0,0,0,0,0,-2.79636913675621,4.10820921339398,0,0,0,4.72225036219635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.84345342157928,0,-4.53703775439963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65198201588027,0,0,0,0,0,-5.63458838774419,0,0.156354000711148,0,0,-3.58161740854683,0,0,0,0,0,-4.59336759226357,0,0,6.20354332487629
"ERR2239373",-3.36260620644873,0,0,5.28098858529591,0,0,-5.7044734667562,-2.55526050631099,0,0,-2.96207325206534,0,5.82420479541565,0,0,5.13046136831795,0,0,0,0,0,0,0,0,4.42584102350481,-2.82769518377758,0,0,0,0,0,0,0,0,-2.34469547039455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.89771172662058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06113168299996,0,0,-2.75478488600454,0,0,0,0,0,0,0,0,-4.77142738648271
"ERR2239383",-3.11177743313021,0,0,0,0,0,0,0,4.90354991819095,0,0,0,5.38975661602779,0,0,0,0,0,0,0,0,0,-3.12414733818027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4111819200593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,6.70240766731967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3177851354204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01452161557605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,6.70210907898491,0,0,0,0,-1.54149890530552,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57320745875205,0,0,2.66995442380096,0,0,0,0,0,0,0,0,0,0,-2.19488872288491,0,0,0,0,2.72487524940486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80165878499663,0,0,0,0,0,0,0,0,0,0
"ERR2239390",0,0,5.45866919665401,4.26569662467685,0,0,-4.11873207754105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,6.67418059930061,0,0,0,0,0,0,-2.37696336554558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11702131685486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765475436111169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41214949163937,0,0,0,0,0,0,0,0,0,0,0
"ERR2239396",2.7133122604166,0,6.55740281050701,4.10596216775535,0,0,-3.59435838022917,-4.70962202595583,0,0,0,0,4.09790845771862,0,0,0,0,0,0,0,0,-2.41367564981621,0,0,0.167091284451741,0,-2.16760642067901,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18060885847349,0,0,0,0,3.75440445142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,0,-2.65769324329247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60325972831508,0,-3.87584826656449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71316612011746,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,4.38101315318158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61882096466846,0,0,-2.81062484946346,0,0,0,0,0,0,0,0,0,0,0,0,-3.12735952814914,-2.57315277215354,0,0,0,0,4.86814504028634,0,0,-4.53593096673232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63408936957073,0,0,0,0,0,0,0,5.41674559628894,-3.21393664147714,4.45683133700663,0,0,0,0,0,-5.56670155534569,-4.56237661977357,0,0,0
"ERR2239460",0,0,5.78899552429903,4.57710414018261,0,-2.51832624957581,-4.28558048783271,-2.57409803237812,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53093650800309,0,0,4.45846857574198,0,0,4.36186901429968,-2.48884104754362,0,0,0,0,0,-2.72335865676574,0,0,0,0,0,-4.38371062259232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3107991463085,0,0,0,0,0,0,4.71699556075079,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239509",6.80955444718669,0,4.68063074246908,5.00521885748566,0,0,0,-2.38360587129749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12852647430674,-5.27778928631643,0,0,0,0,0,0,0,0,-2.94352918942973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.932238493299676,0,0,0,0,0,0,-2.84063540361183,0,0,0,0,0,0,0,5.09834210965432,0,0,0,0,0,0,0,0,-4.92012484483461,0,0,0
"ERR2239514",0,0,0,5.2751716171795,0,0,-5.19127969673634,-2.66139041354435,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37921201809273,-3.0186038257451,0,-4.60966341503556,0,0,0,0,0,0,0,0,0,-3.1331497144034,-2.60345067201122,0,5.22837519411229,0,0,4.12091609731509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53669260695777,0,0,0,0,0,0,0,5.4267744930666,0,4.50930883892277,-3.1355230378332,0,0,0,0,0,4.39368047843521,0,0,-5.43088520982982
"ERR2239532",-2.96712732810047,0,0,5.34249836216368,0,0,-4.97107478194116,-2.43321645752122,0,0,0,0,5.13921528479611,0,0,0,0,0,0,0,0,0,0,0,4.21445453023952,0,0,0,0,0,0,0,0,0,-2.98191324120508,-2.56435987673186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54057550132622,0,0,0,0,0,0,0,5.16482523752959,0,-4.44160159539064,0,0,0,0,0,0,-4.40040584876178,0,0,0
"ERR2239556",-2.53702440069368,0,6.32063597034904,3.29175993087257,0,0,0,0,0,0,0,0,4.39425516204343,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.88902507604247,0,0,0,0,-1.94534741663582,0,0,-2.21747130513605,0,0,0,0,0,0,0,0,0,0,-3.27188740847722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73992778575781,0,-3.36944056398611,0,0,0,0,0,3.8407729648217,0,0,-3.20075960832006,0,0,0,0,0,-4.74569413400222,0,0,5.54387826442461
"ERR2239571",0,0,0,5.95590797674828,0,-2.87383398441926,-4.42462057010589,-3.06489792656725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30855892882697,0,0,4.97762647353226,0,0,0,0,0,0,-2.74545777169327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19793813766204,0,0,0,0,-2.97353180246706,0,0,0,0,0,0,0,4.75527235060758,0,0,0,0,0,0,0,0,5.15030815979482,0,0,0
"ERR2239572",0,0,0,5.82516319027003,0,-2.7457908922719,-4.3923377308787,-3.0195180350556,0,-2.64002043702747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22995865108684,0,0,4.75584933237482,0,4.57264952995177,0,0,0,0,-2.8704334827658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91484884214765,0,0,0,0,0,0,0,4.97173663189725,0,0,0,0,0,0,0,0,5.04866629098304,0,0,0
"ERR2239576",0,0,0,6.00795957704479,0,0,0,0,0,0,0,0,0,5.40730354754989,0,0,0,0,0,0,0,-2.5256797607396,-5.35466842754631,0,0,0,-2.27628934109211,0,0,0,0,0,0,0,-3.32030400494903,0,0,0.467757714422697,0,0,4.3746056692494,0,0,0,0,-3.94264879149902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87108359601358,0,0,0,0,0,0,0,5.75093523314615,0,0,-2.65442802728989,0,0,0,0,0,-4.97286266107308,0,0,-4.59760420830092
"ERR2239577",6.54090783889575,0,0,-4.81676059491897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.90548067686897,-2.5213974058289,0,0,0,0,0,0,0,-2.64841346246051,-2.43584052826062,0,0,0,0,0,0,0,0,0,-4.36718841296802,0,0,0,0,0,0,0,1.34330705675556,0,0,0,0,0,0,-3.16716549386517,0,0,0,0,0,0,0,4.58718667643102,0,4.21899955408281,0,0,0,0,0,0,-5.48569155135344,0,0,0
"ERR2239578",0,5.08527530873826,6.29211321063521,4.84365167700326,0,0,0,-2.24156922797417,0,0,0,-1.98967086546778,0,0,0,0,0,0,0,0,0,0,0,0,3.88251179153421,0,0,0,0,0,0,0,3.44621102932974,0,-2.43090464486647,0,0,0,0,0,0,0,0,0,0,0,0,0.0306792748011783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2104503532639,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239579",0,4.38367560911084,6.47806938938337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28496670537016,0,0,0,0,0,0,0,-2.6670957439467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9720359290994,0,0,0,0,0,0,0,4.6195453371664,-2.38519248055971,0,-2.52012667439438,0,0,0,0,-4.13127456216067,-1.11001891541159,0,0,-4.36498744156066
"ERR2239582",0,0,0,4.72236392650229,0,-2.43294420447425,-6.01540478202457,-2.57981459978273,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98360938486534,0,0,4.46836996093166,-2.72692306624516,0,4.21398297412965,0,0,0,0,0,0,0,0,0,0,0,0,-5.1677630445261,0,0,0,0,0,0,0,0,0,0,0,0,-4.72316929906812,0,0,0,0,0,0,-2.4163469103516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18523561744105,0,0,0
"ERR2239583",0,-2.38143416685738,0,0,0,0,-3.91290355683931,-2.45191558345774,0,0,0,5.67800726510596,0,0,0,0,4.12476497187744,0,0,0,0,0,0,0,4.2468423664187,0,0,0,-3.42999684052716,0,0,0,0,4.40682950475864,-3.47867573445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.94092879759377,0,0,0,0,0,0,6.02524311512483,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239584",0,0,1.45472180984914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99698461841284,0,0,0,0,0,0,0,0,0,0,0,-2.54219380511276,-1.42485010896021,0,-3.45887882102458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50477736192205,0,0,0,0,0,0,2.21602768489444,4.40320883314216,0,2.46791278188913,-3.88583697214152,0,0,0,0,0,-4.33840165249732,0,0,6.73046706567872
"ERR2239585",-2.76296932785453,0,0,0,0,0,0,-3.02958061373144,0,0,0,0,4.78560325559848,0,0,0,0,0,0,0,0,0,-2.75758815296143,0,5.24738754860855,0,-6.06804782579712,0,0,0,0,0,0,0,0,0,0,-4.77628278727922,0,0,0,0,0,0,0,-0.731724929198058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55222048204266,0,0,0,0,0,0,0,0,0,0,-2.98624226365071,0,0,0,0,0,-4.42057554701582,0,0,5.17232332435253
"ERR2239586",0,0,1.77418658923481,0,0,5.64593428057649,0,-2.70288175955826,0,-2.37510483909611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68152853440607,-2.61348698840781,-2.39747368293683,0,0,-4.11380225461717,0,0,0,0,-2.62679130939476,0,0,0,0,0,0,0,0,0,0,-4.15254622865586,0,0,0,0,0,0,0,-4.52669224884251,0,0,0,0,0,0,-2.46256907181096,0,0,0,0,0,0,0,4.54973600875211,0,0,0,0,0,0,0,0,-4.26529474952431,0,0,0
"ERR2239590",5.82559350132426,0,6.20940379490982,0,0,-2.57115860850057,0,-2.18097307695008,0,0,-2.3383929203531,0,0,0,0,4.05021534611093,0,0,0,0,0,0,0,0,3.77755617921737,0,0,4.45337734424108,0,0,0,0,0,0,-2.1962007138157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03629927547336,0,0,0,0,0,0,0,3.80393121994782,0,0,0,0,0,0,0,0,-5.25902461210443,0,0,0
"ERR2239595",0,0,0,5.41616116388064,0,0,0,-2.70059326138749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78184177938507,0,4.67756473930127,-2.91955433434598,0,0,0,0,0,0,0,0,0,0,0,-4.81829130051275,-2.89265937894452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05681644254517,0,0,0,0,0,0,-2.6955473713493,0,0,0,0,0,0,0,0,0,0,0,5.01023301332254,0,0,0,0,4.66882500138572,0,0,0
"ERR2239596",0,0,6.25123381856611,4.05320703837558,0,-2.47371663781329,-4.45841293606414,-2.58504253517024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47742501064152,0,0,4.28460290022108,0,0,0,0,0,0,-2.53272545518497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.94038483562854,0,0,0,0,0,0,0,4.38680917000338,0,0,0,0,0,0,0,0,0.037315578659491,0,0,0
"ERR2239597",-2.52107617461377,0,6.14469616767122,0,0,0,0,5.59107664026542,0,0,0,0,4.36663202418243,0,0,0,0,0,0,0,0,0,-2.40646794457978,0,0,0,-3.0237651097586,0,-2.43100564360211,0,0,0,0,0,-5.26686253464091,-2.63592548001499,0,4.16812474679802,0,0,0,0,0,0,0,5.23731480025598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.21062528820553,0,0,0,0,0,0,-0.073632296230584,0,-4.56555685635134,0,0,0,0,0,0,0,0,0,0
"ERR2239599",-2.84170296169099,0,5.68628743316316,4.82671048289447,0,0,0,0,0,0,0,0,4.92197390966775,0,-2.72039909861487,0,0,0,0,0,0,-2.48586720935449,0,0,0,-2.65145175484842,0,0,0,0,0,0,0,0,2.51092488067384,0,0,0,0,0,-4.30564830747144,0,0,0,-4.71186945566554,0,0,0,0,0,0,0,0,4.59244915321512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61297861319709,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239603",-2.9688283131923,0,4.48707007546534,0,0,0,0,-2.68352644789451,0,-3.25664894907075,0,0,5.14216147739808,0,0,0,0,-2.80820163273027,0,0,0,0,0,0,4.64800415120813,0,0,0,0,5.64068144220634,0,0,0,0,0,0,-4.8639479057867,0,0,0,0,-2.44023523485542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.22661140918936,0,0
