"","46506__357276_626933","28111__39485_47770","562__674529","820__310297","88431__53346_158836","287__818_1078764","33043__246787","296__28117_1118061","322095__1318_1747","53345__546_573","1260__40518_147802","74426__328814_363265","357276__626933","584__106648_411489","1623__214856_338188","40518__147802","39485__47770","582__1351_384638","1286__1270_216816","1282__29382","1363__1304_1358","37734__1680_487174","28126__817_218538","665951__293_54291","28117__1118061","291645__166486_204516","454155__328813_360807","818__1078764","457412__291644_751585","546__573","1352__1353","40520__550_46228","328814__363265","410072__328812_626940","387090__853_39492","28125__40545_329854","1351__384638","817__218538","1735__823_1283","1689__28031","1680__487174","1354__329_2173","1304__1358","1270__216816","214856__338188","328813__360807","901__491921","40214__40324","76759__626929","28130__116085","28026__626932","53346__158836","1582__158847","166486__204516","33038__571_39488","387661__552398","40519__749535","303__43765","658089__624_39496","1318__1747","626930__28116_39491","291644__751585","550__46228","106648__411489","548__103892","293__54291","100886__487173","729__371601","853__39492","147207__1531_45851","40545__329854","39486__165179_239935","823__1283","328812__626940","624__39496","28025__501496","1531__45851","28116__39491","329__2173","571__39488","165179__239935"
"ERR2238756",0,0,6.64692503867603,0,0,0,0,0,0,-4.65290770201291,0,0,0,0,0,0,0,-2.1751217512699,0,0,0,0,0,-2.31419821224119,0,0,0,0,0,-0.0840501633293988,0,0,0,0,0,0,3.76742138584765,0,0,0,0,-1.47959542997104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.00830888238681,0,0,0,0,0,0,0,0,0,0,0,0,2.56273445935657,0,0
"ERR2238757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17194986768602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49397832989356,0,0
"ERR2239105",-3.12141399451189,-2.5620788710595,5.50016628060768,4.66375539191634,0,0,0,2.86077072629822,0,0,0,0,5.40644762995111,0,-2.34664673090523,0,4.43765077767377,0,0,0,0,0,0,0,4.53950858157032,-2.4276807694924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06451136534327,0,0,-4.90938682607375,0,0,0,0,0,-4.20486643731875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239132",-2.6181335565528,0,0,5.12975272120772,0,-5.94882112816843,0,0,0,0,0,0,4.53474034095046,0,0,0,0,0,0,0,0,-2.58877146517888,0,0,0,0,0,-1.4389704189097,0,0,0,0,0,0,-2.79330198987401,0,0,0,-2.63095948349007,0,-4.48388370687434,0,0,0,0,0,0,0,0,0,0,0,4.39807233203903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83814096734503,0,0,-2.49026353656209,4.55695549805998,0,0,0,0,0,0,0,-4.31326296956171
"ERR2239172",0,0,5.88129474083001,4.28686579809438,0,0,0,-2.69009135974487,0,-2.78225055815697,0,0,0,0,0,0,0,0,0,0,0,0,-2.64822407202652,0,4.65937491208016,0,0,0,0,4.81899932611474,0,0,0,0,-2.64799917636971,0,0,-4.58685864257687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39435143543026,0,0,0,0,0,0,0,4.58646911187288,0,0,-3.05487038779801,0,0,0,0,0,-4.14713833734068,0,0,5.2911907222038
"ERR2239187",0,0,0,5.15379007319393,0,0,0,-3.04586384942082,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70881028097899,0,0,5.27559094013419,-2.50472569610998,0,0,0,0,0,0,0,0,-5.61782085431593,0,0,0,0,0,-4.69179703472054,-2.46685080915391,0,0,0,0,0,0,0,0,0,0,0,-4.33831216468582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01098437273177,0,0,0,0,0,0,0,0,0,-4.27271093614697,0,0
"ERR2239189",0,0,0,5.99239854923963,0,0,0,-2.8572439379852,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33945420200741,0,0,4.94889167020854,-2.92938796991463,-2.33185035958417,0,0,0,0,-2.36451823349844,0,0,-3.23908854899325,0,0,0,0,0,-4.05205353985734,0,0,0,0,4.03888329844754,0,0,0,0,0,0,0,-5.07384879897318,0,0,0,0,0,0,-2.5413233036001,0,-4.09546571584231,0,0,0,0,0,5.61026593707087,0,0,0,0,0,0,0,0,4.40170108029417,0,0,0
"ERR2239190",6.40940228735069,0,0,0,0,0,4.56928772544058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51125970096435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08168020063937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239204",1.66581132372813,-3.17041597213176,0,4.37577479022261,0,0,-4.34164851116861,-2.83785563574484,0,0,-2.44933864184791,0,5.44075655836269,0,0,4.24237897262234,5.49132154486008,0,0,0,0,0,0,0,4.91531014565574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.302012263797,0,-2.63659639429258,0,0,0,0,-5.71925300811194,0,0,0,-4.56671891396765
"ERR2239212",0,0,6.43514575904998,4.53239422482016,0,-2.12107168614706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63828112627006,0,0,0,0,0,3.67380392690249,0,0,0,0,0,0,0,0,0,0,-2.07348690579026,0,4.56963695534979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64228372166541,0,0,0,3.54606954384154,0,0,0,0,0,0,-2.3436457267802,3.59138466965752,0,0,0,0,-4.57656965393668,0,0,-4.05931347372499
"ERR2239217",-3.67779581574851,0,0,5.51571739577856,0,0,0,0,0,0,0,0,6.37012921274065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32369499411295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.75680859866598,0,0,-1.69137163911333,0,0,0,0,0,0,0,0,-2.92954161342534
"ERR2239222",0,0,6.09610836868487,4.25607716077691,0,0,-4.26993540616369,-4.65750464012544,0,-2.45707618907542,0,-2.36251206702744,0,0,0,0,0,0,0,0,0,0,0,0,-0.00814708284853096,0,-2.21839909888948,0,0,-4.25578079754634,0,0,4.09199093358609,0,-3.12997542629662,0,0,0,0,0,0,0,0,0,0,-3.84237995074159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42127646478781,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239227",0,-2.47527456544396,0,4.88476818425334,0,0,0,-2.73778992199121,0,0,0,0,0,0,0,0,4.28730131003191,0,0,0,0,0,0,0,4.7419912453388,0,0,0,0,0,0,0,0,0,-6.12892540628728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37817044508143,0,0,0,0,0,0,0,0.724540326571165,-2.48649044368831,0,0,0,0,0,0,-4.30672778100264,0.236189000180645,0,0,0
"ERR2239229",0,0,6.68674912698055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58527986548596,0,0,0,0,0,0,0,0,0,0,0,0,0.792568139052363,0,0,0,0,0,0,-1.52912436098091,0,0,0,0,-2.74578527123764,0,0,0,0,0,0,0,0,0,0,-0.577832395981782,0,0,0,0,0,-0.697407577107275,0,0,0,0,0,0,0,0,0,0,-1.80138361431539,2.64852108431022,0,0,0,0,1.20794535713331,0,-1.00083506809971,-3.12008794391632
"ERR2239230",0,0,0,4.82491394677402,0,-2.69479092700531,0,-2.56526356423298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44316682805674,0,0,4.66751480134884,-3.00873458119868,0,0,0,0,0,-3.41181526440336,0,0,0,-3.04279634363748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05396835324782,-5.21128116112559,0,0,0,0,0,0,5.90943738398566,0,0,0,-5.27027786426492,0,0,0,0,-5.28962835253267,0,0,0
"ERR2239231",-2.81413129059421,0,0,5.08538974402505,4.76792487362747,0,0,0,0,0,-2.67782886074302,0,4.87421837447854,0,0,4.63813564078119,0,0,-2.34145089802791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42216573446818,0,0,0,0.463423109992412,0,0,0,0,-4.05551191881212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92736492402015,0,0,0,0.0628507453587927,0,0,0,0,0,0,0,0
"ERR2239233",-1.72716431107791,0,6.68820439523858,0,0,0,0,-2.14098471866534,0,0,0,3.3358838991239,2.99153633980663,0,0,0,0,0,-1.58411462474367,0,0,-3.3686389217668,0,0,3.70829431095693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48624054921886,0,0,2.74376701506895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.897362361962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28632801128707,0,0,0
"ERR2239235",0,0,0,4.38889293039925,0,0,0,-2.86835528687194,0,0,0,5.00164753841318,0,0,0,0,0,0,0,0,0,-2.57352401617804,0,0,4.96813709102101,0,-2.34709108391918,0,0,0,0,0,0,0,-2.87627055099864,5.3846313458064,0,0,0,0,-4.45747435051908,0,0,0,0,-4.06528100733992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98184673064377,0,0,-3.60122781697429,0,0,0,0,0,0,0,0,6.23750954862983
"ERR2239236",0,0,0,5.52147011254176,0,-2.69909169128667,0,-2.99573287375183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1887615432425,0,-2.52610579402006,4.67496394359552,0,0,0,0,0,0,-2.46793100317582,0,0,0,0,0,0,0,0,0,0,-4.37534358053687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48602524233057,0,0,0,0,0,0,0,4.27458188707495,0,0,-3.00583227819779,0,0,0,0,0,4.30592202861527,0,0,-5.20625422486909
"ERR2239237",0,0,0,4.54562869433551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57724191373654,0,0,-2.62356409739481,0,0,0,0,0,0,0,0,0,0,0,-4.46391393798773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54414631360139,0,0,0,0,0,0,-5.36643139392184,0,0,0,0,0,0,-4.56531943205084,0,0,0,0,0,0,0,0,0,0.636554202245216,0,0,0
"ERR2239243",-2.78888579862742,-2.45330132327382,0,4.59036139192855,0,0,0,-2.80684872763831,0,0,-2.54463025905834,0,4.83049189973,0,0,4.40742889516619,4.24924253818622,0,0,0,0,0,0,0,4.86160460542961,0,0,0,0,0,0,0,0,0,1.71447116453255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.04099254682055,0,0,0,0,0,0,0,5.84805910613254,0,0,0,0,0,0,0,0,-0.864520926987902,0,0,0
"ERR2239245",0,0,0,0,0,0,0,0,0,5.15547138285334,0,0,0,0,0,0,0,-2.52790956483365,0,0,0,0,0,0,0,0,-2.68984087204805,0,0,0,0,0,0,-2.89716048978166,-3.17494360855247,0,4.3784678032312,0,0,0,0,0,0,0,0,-4.6589410546626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27429461647914,0,5.49916364117895,0,0,-2.91966900371333,0,-5.01802916598298,0,0,0,0,0,0,5.05701505571549
"ERR2239246",0,-2.43581477330183,0,3.82288497241914,0,0,0,6.84877424215891,0,-2.42301685483662,0,0,0,0,0,0,4.21895494518563,0,0,0,0,0,0,0,0,0,0,0,0,4.19678830017276,0,-2.86169420730268,0,0,-2.83900663040869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09066020751031,0,4.95659976277378,0,0,0,0,0,4.91730372689277,0,0,-2.53414997794201,0,0,0,0,0,-5.35318050833923,0,0,4.38927651579512
"ERR2239247",-3.03770944820162,0,0,5.24411784327791,0,0,0,-5.36150418392016,0,0,0,-2.31228856552376,5.26146710291722,0,0,0,0,0,0,0,0,-2.25064084614184,0,0,0.253894294853207,0,0,0,0,0,0,0,4.00500127724771,0,-2.49380241422915,0,0,0,-2.39297712518115,0,-3.89822429510748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63278485322681,0,0,0,0,0,0,0,-4.31939248548282,0,0,0,4.14475796216387,0,0,0,0,4.56011713118661,0,0,0
"ERR2239250",-2.54668803282703,0,6.14149298955413,0,0,0,0,0,-2.10846592440773,0,-2.50971782759435,-2.13887468043841,4.41099306388406,0,0,4.34695879005481,0,0,0,0,-2.04379032768145,0,0,0,0,0,0,0,0,0,0,0,3.70463961754198,0,-3.04405006125015,0,0,0,0,0,0,0,3.53994868756212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65197010710187,0,0,0,0,0,0,0,0,5.27244936686841,0,0,0,0,0,0,3.43404012965253,0,0,0,0,0
"ERR2239251",0,0,6.49933811807519,0,0,0,0,-2.89358675899876,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20096931480982,-2.65431534622264,0,5.01183928269441,0,0,0,0,0,0,0,0,0,-2.52445546474733,0,0,-4.59740903896738,0,0,-3.81219067915067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24629188522362,0,0,0,4.37248512638728,0,0,-1.94581758779011,0,0,0,0,0,0,0,0,-3.37025492431358
"ERR2239253",5.01423171810841,6.44344277646561,0,5.78630542030534,0,0,0,-5.19721470960052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644843630885586,-2.90745492020231,0,0,0,0,0,0,0,0,-2.65489232202641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.03585964250651,0,0,0,0,0,0,-2.78758013518796,0,0,0,0,0,0,0,4.59840839037426,0,0,0,0,0,0,0,0,-4.82823042431526,0,0,0
"ERR2239254",-2.99000637785292,0,0,0,0,0,-5.17203219502354,-2.75873124365924,0,0,0,-3.03318485890617,5.17884296139624,0,0,0,0,0,0,0,0,0,0,0,4.77826267844548,0,-3.17238941531022,0,0,0,0,0,5.25363028437413,0,-5.31393795060203,0,0,0,0,0,0,0,0,0,0,5.49473964871103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718373528416932,0,0,-2.4251208905339,0,0,0,0,0,0,0,0,-4.2004325969014
"ERR2239259",-3.17195199076343,0,4.67287316942618,0,0,6.79083659118935,0,-2.44270393713732,0,-2.41200508453758,0,0,5.49398200717151,0,0,0,0,0,0,0,0,0,-2.55524368634157,0,4.23088732697037,0,0,0,-2.69564619399892,4.17771535453356,0,0,0,0,-2.96497555830272,0,0,4.4258118904632,4.84528591843266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66899616723581,0,0,0,0,0,0,5.13548831018021,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239270",0,0,5.89768076676774,4.692616560865,0,0,0,5.59663455535692,0,0,-2.11619856843798,0,0,0,0,3.6653634394391,0,0,-2.23181149038451,0,0,0,-2.28850587323083,0,0,0,0,0,0,0,0,0,0,0,-2.23670902534089,0,0,-3.96380844585559,0,0,0,0,0,-3.86561089426199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87409367363829,-3.09554449603841,0,-2.16819596244069,0,0,0,0,-5.36164034422873,0,0,0,-3.75542556771297
"ERR2239271",-2.62685583608831,0,5.97475999062845,5.32808301236042,0,0,0,0,0,-2.48638805953167,0,0,4.54984777226378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30655044644144,0,0,0,0,-2.85845254051975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49033819315175,0,0,0,0,0,0,0,4.95098503120454,-2.43065855949185,0,-2.83363771579465,0,0,0,0,-4.21002412089206,-4.3133922785681,0,0,4.90800449399975
"ERR2239272",4.88280159678851,0,6.47683914700686,3.94937129790748,0,-2.15650518261442,0,0,0,-2.38707960166615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73517654307377,0,-4.13454315179706,0,0,0,-2.20040002423692,-1.98709886527692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44175619432209,0,0,0,0,3.81120463895414,0,0,0,0,0,0,0
"ERR2239273",0,0,4.21580290379448,6.09776903061032,0,-2.3997606756459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83488847523676,0,0,0,0,4.15650741622451,0,0,0,0,0,0,-2.50696984121764,-2.66890961257655,0,-4.91017087290153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04728176650928,0,0,0,0,0,0,0,4.34219913803183,0,-4.62268704979156,0,0,0,0,0,0,-0.0710552669863374,0,0,0
"ERR2239274",0,5.83679100000957,6.16036727187763,5.00928445080263,0,-2.35547453609274,0,-5.55774369318438,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16998728109056,-2.16614441231596,0,0.270121703479536,0,0,4.07980157244735,0,0,0,0,0,0,0,0,0,3.75187217866267,0,0,-3.7585282226271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239275",0,0,5.80703177662669,0.88639427804172,0,0,0,3.34733943629901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20762282717867,0,-2.29172373051029,0,0,0,0,-2.40815093968111,0,0,-2.5783594544742,0,0,0,0,0,0,0,0,0,0,3.96938193815512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03647673776157,0,-4.17103977982242,0,0,0,0,0,4.46584957532488,0,0,0,0,0,0,0,0,-5.25933198580403,0,0,0
"ERR2239284",4.48252167074823,0,6.25493971398169,4.01346675840065,0,0,0,-2.24775500438272,0,0,0,-1.83274669953757,0,0,0,0,0,0,0,0,0,0,0,0,3.89322587055808,0,0,0,0,0,0,-3.20682209048742,3.17441040100324,0,-3.28308465251969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17001815029311,0,5.55437879155846,0,0,0,0,0,-5.68646942371371,0,0,0,0,0,0,0,0,-3.75858168965431,0,0,0
