oldID,newID
357276_and_46506_and_626933,46506__357276_626933
28111_and_39485_and_47770,28111__39485_47770
562_and_674529,562__674529
310297_and_820,820__310297
158836_and_53346_and_88431,88431__53346_158836
1078764_and_287_and_818,287__818_1078764
246787_and_33043,33043__246787
1118061_and_28117_and_296,296__28117_1118061
1318_and_1747_and_322095,322095__1318_1747
53345_and_546_and_573,53345__546_573
1260_and_147802_and_40518,1260__40518_147802
328814_and_363265_and_74426,74426__328814_363265
357276_and_626933,357276__626933
106648_and_411489_and_584,584__106648_411489
1623_and_214856_and_338188,1623__214856_338188
147802_and_40518,40518__147802
39485_and_47770,39485__47770
1351_and_384638_and_582,582__1351_384638
1270_and_1286_and_216816,1286__1270_216816
1282_and_29382,1282__29382
1304_and_1358_and_1363,1363__1304_1358
1680_and_37734_and_487174,37734__1680_487174
218538_and_28126_and_817,28126__817_218538
293_and_54291_and_665951,665951__293_54291
1118061_and_28117,28117__1118061
166486_and_204516_and_291645,291645__166486_204516
328813_and_360807_and_454155,454155__328813_360807
1078764_and_818,818__1078764
291644_and_457412_and_751585,457412__291644_751585
546_and_573,546__573
1352_and_1353,1352__1353
40520_and_46228_and_550,40520__550_46228
328814_and_363265,328814__363265
328812_and_410072_and_626940,410072__328812_626940
387090_and_39492_and_853,387090__853_39492
28125_and_329854_and_40545,28125__40545_329854
1351_and_384638,1351__384638
218538_and_817,817__218538
1283_and_1735_and_823,1735__823_1283
1689_and_28031,1689__28031
1680_and_487174,1680__487174
1354_and_2173_and_329,1354__329_2173
1304_and_1358,1304__1358
1270_and_216816,1270__216816
214856_and_338188,214856__338188
328813_and_360807,328813__360807
491921_and_901,901__491921
40214_and_40324,40214__40324
626929_and_76759,76759__626929
116085_and_28130,28130__116085
28026_and_626932,28026__626932
158836_and_53346,53346__158836
1582_and_158847,1582__158847
166486_and_204516,166486__204516
33038_and_39488_and_571,33038__571_39488
387661_and_552398,387661__552398
40519_and_749535,40519__749535
303_and_43765,303__43765
39496_and_624_and_658089,658089__624_39496
1318_and_1747,1318__1747
28116_and_39491_and_626930,626930__28116_39491
291644_and_751585,291644__751585
46228_and_550,550__46228
106648_and_411489,106648__411489
103892_and_548,548__103892
293_and_54291,293__54291
100886_and_487173,100886__487173
371601_and_729,729__371601
39492_and_853,853__39492
147207_and_1531_and_45851,147207__1531_45851
329854_and_40545,40545__329854
165179_and_239935_and_39486,39486__165179_239935
1283_and_823,823__1283
328812_and_626940,328812__626940
39496_and_624,624__39496
28025_and_501496,28025__501496
1531_and_45851,1531__45851
28116_and_39491,28116__39491
2173_and_329,329__2173
39488_and_571,571__39488
165179_and_239935,165179__239935
