"","216816__650643","165179__39485_187327","47678__1304_1308","487175__1492_39488","1615__1596_46506","1590__1735","60519__1755626","40518__28026_536633","155617__1624_338188","818__33035_633701","341694__1559_39486","78343__1685_33038","1490__1515","39950__28117_208479","33039__820_28116","1522__1352_39029","166486__562_84030","1304__1308","851__357276","214856__156456_397865","341225__310298_351091","1354__40519","137591__1680_309120","39485__187327","33905__29466_74426","52226__88431","33035__633701","1492__39488","29363__358743","1264__39491","1161942__29375_39777","84026__218538_301301","1366__817_907","1267__1681","1596__46506","39490__143393_349096","1630__40520_410072","28026__536633","1559__39486","1689__69825","1624__338188","1502__33043","28117__208479","39484__204516_288965","562__84030","1352__39029","156456__397865","1685__33038","29466__74426","1680__309120","820__28116","29375__39777","143393__349096","310298__351091","817__907","218538__301301","729__1623_39778","40520__410072","204516__288965","1623__39778"
"SRR6251507",0,0,0,0,0,0,-5.17761957529026,-2.51857481454172,0,0,0,0,0,0,0,0,0,0,0,0,-2.50348762084353,0,0,0,-3.10762217900124,0,0,0,0,0,0,-4.88676234925627,0,0,0,0,0,4.36229954144962,0,0,0,0,0,0,0,0,0,0,5.38255950475805,0,0,0,0,4.33616775542072,0,0.0963089375913246,-2.77046436699464,0,0,-4.79858504419386
"SRR6251508",0,0,4.8821853067606,0,0,0,-5.19134987614521,0,0,0,0,0,0,0,-2.82958564046694,0,0,0,0,0,-6.00148118143954,0,0,0,0,0,0,0,0,0,0,-5.19857808459352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90098609365607,0,0,-0.200369406608843,0,0.110456163231106,0,0,0,0
"SRR6251509",0,0,2.49266434911211,0,0,0,-5.35044739796764,-2.55018140671643,0,0,0,0,0,0,0,0,0,-4.69148217605562,0,0,-5.79348897689596,0,0,0,0,0,0,0,0,0,0,-2.60711064991844,-2.59915480358181,0,0,0,0,4.41704376495032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574359716496641,4.50186817654041,4.51564810661266,0,0,0,0
"SRR6251510",0,0,-2.67292587417244,0,0,0,-4.69890654201939,-2.45358371144705,-2.35442673991985,0,0,0,0,0,0,0,0,-4.62964341893212,0,0,0,0,0,0,-3.22681395369945,0,0,0,0,0,-2.56198639238845,-2.48884194062012,0,0,0,0,0,4.2497316488497,0,0,4.07798673623994,0,0,0,0,0,0,0,5.58900571437965,0,0,-4.43749059991688,0,0,0,4.31080069316238,-3.05535862062881,0,0,-5.29203636627265
"SRR6251511",5.1113791958305,0,0,0,0,-5.49328793152617,-4.37556071940657,-2.44345513734515,0,0,0,-2.29938949401453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31254262564203,0,0,0,0,-5.42414217654538,4.23218844389699,0,0,0,0,0,0,0,0,0,-3.98265943002326,0,0,0,0,0,0,0,4.00544132228073,0,-0.214367045148128,0,0
"SRR6251512",0,0,0,0,0,0,-5.27149467198046,-2.80767065331049,0,0,0,-2.57775502319871,0,0,-2.94929210014875,-2.54684074228821,0,0,-5.19290586865454,0,0,0,0,0,0,0,0,0,0,0,0,-2.5838267989086,0,0,0,0,-2.54152763147433,4.86302822245387,0,0,0,0,0,0,0,-4.41125756442961,0,-4.46480266964605,0,0,5.10832376381915,0,0,0,0,4.47531929366775,0,4.40205498655373,0,0
"SRR6251513",0,0,0,0,0,0,-5.59129147931178,-2.73928790812314,0,0,0,-2.26322510417575,0,0,-2.90544198225173,-2.70522038364184,0,0,-5.63958552286303,-2.56289300258048,0,0,0,0,0,0,0,0,0,0,0,-2.50732383422814,0,0,0,0,0,4.74458583342835,0,0,0,0,0,0,0,-4.68557915013863,4.43906089483214,-3.92002086939776,0,0,5.03237313170364,0,0,0,0,4.34281227191154,0,0,0,0
"SRR6251514",0,6.63207333686079,0,0,0,-3.99312788949188,-5.44890146992146,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72618869899418,0,0,0,-2.12209454267759,0,0,0,0,0,0,-2.51097974122765,0,0,0,0,1.80970977370399,0,0,0,0,0,0,0,0,0,0,0,-3.67557556638222,0,0,0,0,-4.72189733767802,0,4.34914448858244,0,4.05960675495869,0,0
"SRR6251515",0,0,-2.57357448248249,-2.69892054606388,0,0,-5.08195711816271,-5.91523253852708,0,0,0,-2.79180572332828,0,0,0,0,0,-4.45756176072246,0,0,0,0,0,0,-2.39889555534555,0,0,-4.67466751137417,0,0,0,-3.0028850498422,0,0,0,0,-2.95900308695085,0.685470838274584,0,0,0,0,0,0,0,0,0,-4.83554935766616,-4.15500898390966,0,0,0,0,0,0,5.20114947561569,0,5.12514368635202,0,0
"SRR6251516",0,0,0,0,0,0,-5.38236047506233,-5.47369279233319,0,0,0,-2.42499498083945,0,0,-2.70280519017996,-2.55516513413559,0,0,-5.81345218318824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36646532059538,1.00854319857839,0,0,0,0,0,0,0,-4.42567583405139,0,-4.20021451491345,0,0,4.68139591235256,0,0,0,0,0,0,4.09883816962097,0,0
"SRR6251517",4.79513479294243,-2.41233372502989,0,0,0,0,-5.38379009242737,2.22517670586365,0,0,0,0,0,0,-2.75346418935952,0,2.80546449925842,0,0,0,0,0,0,4.17828457656366,0,0,0,0,0,0,0,-2.3584486919334,0,0,0,0,0,-4.57547957758814,0,0,0,0,0,0,-4.32614951518316,0,0,0,0,0,-4.76913987279213,0,0,0,0,4.084952961473,0,0,0,0
"SRR6251519",4.24877534094199,0,-2.64765087929642,0,0,0,-6.15704321655973,2.83285694191272,0,0,0,0,-4.21563182962972,0,0,0,0,-4.58586584364581,0,0,4.92336406247092,0,-2.88908829498566,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39409916856687,3.95048233542065,0,0,0,0,0,0,0,0,0,0,0,5.00404771446769,0,0,0,0,0,0,0,4.14670139831623,0,0
"SRR6251520",0,-2.71623782907947,2.07562713202945,0,0,0,-5.77264485074738,5.0593039308654,0,0,0,-2.42219680035282,0,0,0,0,0,4.56184123620701,0,0,0,0,-2.94255291904394,4.70466192540623,0,0,0,0,0,0,0,-2.72014882986243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19536792414185,0,5.09665115974421,0,0,0,0,0,4.71143597747076,0,0,0,0
"SRR6251521",0,0,5.40997133458951,-2.73400892124335,0,0,0,0,0,0,-0.334610329235108,-2.38604872585635,5.17822155969034,0,0,0,0,0,0,2.23751976345499,0,0,0,0,0,0,0,4.73544235994005,0,0,0,0,0,0,0,0,0,0,1.00770269418291,0,0,0,0,0,0,0,-4.23722478583554,-4.13275762251818,0,0,0,0,0,0,0,0,0,0,0,0
