,0,1
0,-0.64592516,0.24123156
1,-5.450045,2.1159725
2,2.2298858,-0.010403797
3,2.017376,0.13579047
4,-5.2736583,2.6421964
5,-2.5144389,6.7279177
6,-2.0466535,5.6428213
7,0.9656807,6.181876
8,0.5698003,-3.3196979
9,-0.5411981,2.8811066
10,5.297817,6.434475
11,1.6032509,0.6904582
12,1.2654604,0.12370235
13,-0.19304533,6.650586
14,0.4966695,9.329457
15,-1.4895929,2.6042058
16,-2.3508928,1.9953675
17,-2.663649,1.609478
18,1.248775,7.5524116
19,0.86884844,-3.743434
20,-0.6280397,1.7190863
21,-0.13888334,2.0301504
22,2.650039,8.9932
23,-0.09211813,1.8686943
24,4.777037,0.53511435
25,0.930218,2.18329
26,5.3139215,0.6548999
27,6.5194364,0.14476417
28,6.8501425,-0.3137729
29,5.525095,0.6410856
30,0.7099342,3.7577174
31,0.6893887,3.4869502
32,2.1828203,2.8640924
33,3.9171376,4.633532
34,2.2807286,3.8286238
35,-2.662457,-1.9973891
36,1.5146027,4.9222355
37,2.317488,4.6136475
38,2.411027,5.261399
39,2.6049113,6.534254
40,5.067692,6.582863
41,-2.0970898,-0.82292205
42,-0.41055235,9.926219
43,3.900987,6.4015417
44,-3.4911766,-0.37392172
45,4.0553803,-2.4693885
46,-2.5501795,-1.6252694
47,0.75237054,-0.8620598
48,0.7862982,8.752604
49,-3.1031728,8.109429
50,4.4321747,-2.5615475
51,-0.72233576,10.031779
52,4.590983,7.345482
53,3.4379208,2.72485
54,4.0462756,2.7754555
55,-1.3074696,-0.7046182
56,-4.546483,-0.12309094
57,-6.4286876,3.6010358
58,-7.666953,2.4392936
59,3.4743652,-0.8389976
60,5.015814,-2.7606416
61,-7.4620304,2.9513779
62,-2.8647323,4.146186
63,-7.1994896,3.3017554
64,-6.5087085,2.6265028
65,-3.8328469,4.139386
66,0.79596335,4.7416573
67,-0.7611355,4.3501034
68,-4.420098,4.3698816
69,-2.7840807,-0.537708
70,-3.7529073,7.5619006
71,-3.1149151,7.864386
72,4.2287726,7.0037456
73,-5.0618086,6.823283
74,-4.1026273,7.7548137
75,3.223409,1.1086322
76,6.516177,1.6265898
77,4.456088,2.8843813
78,1.1856804,-2.1560187
