"","Part","BalanceID","Component","Group","d.group"
"48","1","46506__501571","46506","46506__5015711","p__FCB group"
"85","-1","46506__501571","501571","46506__501571-1","p__Terrabacteria group"
"105","-1","363265__571_936548","571","363265__571_936548-1","p__Proteobacteria"
"174","1","363265__571_936548","363265","363265__571_9365481","p__FCB group"
"197","-1","363265__571_936548","936548","363265__571_936548-1","p__Terrabacteria group"
"251","-1","491921__47678_638849","47678","491921__47678_638849-1","p__FCB group"
"286","1","491921__47678_638849","491921","491921__47678_6388491","p__Terrabacteria group"
"292","-1","491921__47678_638849","638849","491921__47678_638849-1","p__Synergistetes"
"352","1","47678__638849","47678","47678__6388491","p__FCB group"
"393","-1","47678__638849","638849","47678__638849-1","p__Synergistetes"
"472","1","328814__1118061","328814","328814__11180611","p__FCB group"
"501","-1","328814__1118061","1118061","328814__1118061-1","p__FCB group"
"583","-1","1226323__454154_552398","454154","1226323__454154_552398-1","p__FCB group"
"591","-1","1226323__454154_552398","552398","1226323__454154_552398-1","p__Terrabacteria group"
"605","1","1226323__454154_552398","1226323","1226323__454154_5523981","p__Terrabacteria group"
"628","-1","39492__1535_487173","1535","39492__1535_487173-1","p__Terrabacteria group"
"646","1","39492__1535_487173","39492","39492__1535_4871731","p__Terrabacteria group"
"687","-1","39492__1535_487173","487173","39492__1535_487173-1","p__Terrabacteria group"
"733","-1","1226322__1680_626940","1680","1226322__1680_626940-1","p__Terrabacteria group"
"796","-1","1226322__1680_626940","626940","1226322__1680_626940-1","p__Terrabacteria group"
"806","1","1226322__1680_626940","1226322","1226322__1680_6269401","p__Terrabacteria group"
"824","1","901__40518_239935","901","901__40518_2399351","p__Proteobacteria"
"849","-1","901__40518_239935","40518","901__40518_239935-1","p__Terrabacteria group"
"870","-1","901__40518_239935","239935","901__40518_239935-1","p__PVC group"
"951","1","40519__333367","40519","40519__3333671","p__Terrabacteria group"
"978","-1","40519__333367","333367","40519__333367-1","p__Terrabacteria group"
"1036","1","1680__626940","1680","1680__6269401","p__Terrabacteria group"
"1099","-1","1680__626940","626940","1680__626940-1","p__Terrabacteria group"
"1129","1","907__158847_301301","907","907__158847_3013011","p__Terrabacteria group"
"1166","-1","907__158847_301301","158847","907__158847_301301-1","p__Terrabacteria group"
"1175","-1","907__158847_301301","301301","907__158847_301301-1","p__Terrabacteria group"
"1223","1","823__665950","823","823__6659501","p__FCB group"
"1303","-1","823__665950","665950","823__665950-1","p__Terrabacteria group"
"1317","1","571__936548","571","571__9365481","p__Proteobacteria"
"1409","-1","571__936548","936548","571__936548-1","p__Terrabacteria group"
"1465","-1","487175__55565_338188","55565","487175__55565_338188-1","p__Terrabacteria group"
"1484","-1","487175__55565_338188","338188","487175__55565_338188-1","p__FCB group"
"1497","1","487175__55565_338188","487175","487175__55565_3381881","p__Proteobacteria"
"1522","-1","1735__817_469610","817","1735__817_469610-1","p__FCB group"
"1543","1","1735__817_469610","1735","1735__817_4696101","p__Terrabacteria group"
"1595","-1","1735__817_469610","469610","1735__817_469610-1","p__Proteobacteria"
"1657","1","40518__239935","40518","40518__2399351","p__Terrabacteria group"
"1678","-1","40518__239935","239935","40518__239935-1","p__PVC group"
"1754","1","35833__328813_626932","35833","35833__328813_6269321","p__Proteobacteria"
"1784","-1","35833__328813_626932","328813","35833__328813_626932-1","p__FCB group"
"1805","-1","35833__328813_626932","626932","35833__328813_626932-1","p__FCB group"
"1833","1","876__52226","876","876__522261","p__Proteobacteria"
"1868","-1","876__52226","52226","876__52226-1","p__Terrabacteria group"
"1933","1","861__33038_208479","861","861__33038_2084791","p__Fusobacteria"
"1954","-1","861__33038_208479","33038","861__33038_208479-1","p__Terrabacteria group"
"1978","-1","861__33038_208479","208479","861__33038_208479-1","p__Terrabacteria group"
"2042","1","1535__487173","1535","1535__4871731","p__Terrabacteria group"
"2101","-1","1535__487173","487173","1535__487173-1","p__Terrabacteria group"
"2175","1","154046__165179_387090","154046","154046__165179_3870901","p__Terrabacteria group"
"2177","-1","154046__165179_387090","165179","154046__165179_387090-1","p__FCB group"
"2196","-1","154046__165179_387090","387090","154046__165179_387090-1","p__FCB group"
"2230","-1","1547__818_28116","818","1547__818_28116-1","p__FCB group"
"2245","1","1547__818_28116","1547","1547__818_281161","p__Terrabacteria group"
"2253","-1","1547__818_28116","28116","1547__818_28116-1","p__FCB group"
"2378","1","158847__301301","158847","158847__3013011","p__Terrabacteria group"
"2387","-1","158847__301301","301301","158847__301301-1","p__Terrabacteria group"
"2443","1","1304__1681_39491","1304","1304__1681_394911","p__Terrabacteria group"
"2451","-1","1304__1681_39491","1681","1304__1681_39491-1","p__Terrabacteria group"
