@relation otu_table.xls.balance
@attribute 46506__501571 numeric
@attribute 363265__571_936548 numeric
@attribute 491921__47678_638849 numeric
@attribute 47678__638849 numeric
@attribute 328814__1118061 numeric
@attribute 1226323__454154_552398 numeric
@attribute 39492__1535_487173 numeric
@attribute 1226322__1680_626940 numeric
@attribute 901__40518_239935 numeric
@attribute 40519__333367 numeric
@attribute 1680__626940 numeric
@attribute 907__158847_301301 numeric
@attribute 823__665950 numeric
@attribute 571__936548 numeric
@attribute 487175__55565_338188 numeric
@attribute 1735__817_469610 numeric
@attribute 40518__239935 numeric
@attribute 35833__328813_626932 numeric
@attribute 876__52226 numeric
@attribute 861__33038_208479 numeric
@attribute 1535__487173 numeric
@attribute 154046__165179_387090 numeric
@attribute 1547__818_28116 numeric
@attribute 158847__301301 numeric
@attribute 1304__1681_39491 numeric
@attribute 1382__28111_166486 numeric
@attribute 674529__310297_310298 numeric
@attribute 817__469610 numeric
@attribute 291644__562_204516 numeric
@attribute 328813__626932 numeric
@attribute 165179__387090 numeric
@attribute 33038__208479 numeric
@attribute 1211813__216816_360807 numeric
@attribute 371601__550_357276 numeric
@attribute 1681__39491 numeric
@attribute 28111__166486 numeric
@attribute 562__204516 numeric
@attribute 550__357276 numeric
@attribute 1660__573_39485 numeric
@attribute 905__74426_751585 numeric
@attribute 310297__310298 numeric
@attribute 216816__360807 numeric
@attribute 818__28116 numeric
@attribute 74426__751585 numeric
@attribute 487174__28117_40545 numeric
@attribute 573__39485 numeric
@attribute 33039__46228 numeric
@attribute 218538__820_821 numeric
@attribute 55565__338188 numeric
@attribute 454154__552398 numeric
@attribute 28117__40545 numeric
@attribute 820__821 numeric
@attribute Disease.MESH.ID {'D006973', 'D006262'}
@data
3.62771713057559,6.02868800137383,0.0,0.0,0.0,0.0,0.0,0.0,-1.9888304924615499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44475546058563,0.0,0.0,0.0,0.0,-3.7660054396771603,0.0,0.0,-2.67454520706825,0.0,0.0,0.0,-1.82445075156501,0.0,6.52291276310161,0.0,0.0,0.0,-4.63244818578203,0.0,-3.16004139761782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9269950584463302,0.0,0.0,0.0,0.0,0.0,3.3376533471632004,0.0,D006973
0.0,6.600073768945889,0.0,0.0,0.162780195559914,0.0,-1.9800326302650901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4295171162633697,0.0,0.0,0.0,0.0,0.0,-2.0348426846534498,0.0,-2.11816234716351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66876480396654,0.0,0.0,-1.84814645216712,3.52445091522964,0.0,0.0,3.2010835549816097,-2.5794582524051,0.0,0.0,0.0,0.0,0.0,4.46775274916846,0.0,D006973
6.505723177667989,0.0,0.0,0.0,3.7780944082518704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4246219654470496,0.0,0.0,0.0,-5.14895684139928,0.0,0.0,0.0,-2.16413043279634,0.0,-4.1995684333018,0.0,0.8483151790222231,0.0,-2.22148514005615,0.0,0.0,-3.74838386380929,0.0,0.0,0.0,3.84772513083651,0.0,-4.67380465889149,0.0,0.0,0.0,0.8692159982079609,D006973
5.57350983165042,0.0,0.0,0.0,0.0,0.0,0.0,-2.61403554747188,0.0,0.0,4.52764238101242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.63016959795426,0.0,-2.69948786721533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6756501404326904,0.0,0.0,-2.38066952168694,-4.555587376179781,0.0,0.0,4.12344056759247,-3.6213565440521003,0.0,0.0,-4.61960802797985,0.0,0.0,-6.2723735266202905,-0.434915130844646,D006973
0.0,0.0,0.0,0.0,4.47876296161965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.31593653878725,0.0,0.0,0.0,0.0,-2.2727845824877098,0.0,0.0,0.0,5.743370559853599,0.0,2.42364364475974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.93657837152794,-3.7260221521589907,0.0,0.0,4.80926049035656,0.0,0.0,-4.89632053536464,0.0,0.0,0.0,0.664320783549415,D006973
6.03083929425616,0.0,-2.84290875987618,4.92406241338818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.205887264052901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1980195317540803,0.0,0.0,1.7240943876618897,0.0,0.0,0.0,0.0,5.53913231259569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09723907426019,-5.2789728895101105,0.0,0.0,0.0,-0.529987393855835,D006973
0.0,7.167844048267419,0.0,0.0,-4.45989987059237,0.0,0.0,-2.52466322323748,0.0,0.0,-4.37284497464793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.209556733272,-2.5527594261488598,-2.30352164859721,0.0,-2.28177339796669,0.0,0.0,0.0,0.0,0.0,-3.82706452423302,4.42150902559019,3.95214745663739,0.0,0.0,0.0,-3.98981653170519,0.0,0.0,0.0,-2.90539596199741,0.0,0.0,0.0,0.0,0.0,-5.03229342228497,0.0,D006973
0.0,0.0,0.0,0.0,-0.209577845567232,0.0,0.0,-2.5312578779571204,0.0,0.0,-4.3842672516807095,0.0,0.0,0.0,0.0,0.0,0.0,-6.12198717847407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0716386851830419,0.0,0.0,0.0,-2.5155415423769503,0.0,0.0,0.0,4.35704575994705,-2.5796224014495,-2.7528954033968995,0.0,0.0,0.0,4.76815470660625,0.0,4.468037063653379,0.0,0.0,0.0,0.0,0.0,0.0,D006973
5.54758125990875,0.0,0.0,0.0,-4.617604877728059,0.0,0.0,2.32131020845485,0.0,4.17455183275352,4.93560055297918,0.0,0.0,0.0,0.0,0.0,0.0,-2.52735685073452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7382387180523904,0.0,0.0,0.0,4.37751047432945,0.0,0.0,0.0,0.0,0.0,-4.742768582919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83380659392391,0.0,0.0,0.0,-4.9082969994999095,D006973
0.0,0.0,0.0,0.0,3.8384021999826,0.0,0.0,-2.5921675919245097,0.0,0.0,4.48976597094673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6675220093216403,0.0,0.0,-2.18369101497792,0.0,0.0,0.0,-1.7776755282613999,0.0,6.352334458022179,0.0,0.0,0.0,-3.7822637859734,0.0,-3.0790243343205805,0.0,0.0,-2.12296038384424,0.0,0.0,0.0,3.6770752472741495,-5.2409638205122695,0.0,0.0,0.0,0.0,0.0,-1.9760845227767398,0.0,D006973
4.37580165088616,0.0,0.0,0.0,4.04980131107295,0.0,0.0,0.0,0.0,0.0,0.0,-2.28359813925459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9553080012587003,0.0,0.0,-3.1523866610001896,0.0,-2.77379626488429,0.0,0.0,0.0,-2.7258945685685303,0.0,0.0,0.0,-4.80435606062437,0.0,-2.2818226958026604,0.0,5.46009386195473,-4.72138788883674,0.0,0.0,-2.4337335569875402,-3.95223284299398,0.0,0.0,0.0,0.0,4.215350172787749,0.0,D006973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8529589849215604,0.0,0.0,-4.941469913794269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.122508045958839,0.0,0.0,-3.64403003619475,0.0,0.0,2.0658559028816597,0.0,0.0,0.0,0.0,0.0,6.31164516699636,0.0,-2.15043691493167,0.0,-4.651761631656,0.0,0.0,0.0,0.0,0.0,0.0,-3.72466599513332,0.0,0.0,-2.95303137133048,0.0,0.0,0.0,0.0,0.0,-5.11480037148919,0.0,D006973
0.0,0.0,-2.61020164259888,4.521001862981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32818106188476,0.0,0.0,0.0,0.0,0.0,0.0,-2.3173457241669198,0.0,-2.4264889540595402,-5.76023883068824,0.0,4.03252788840406,0.0,0.0,0.0,0.0,0.0,-3.5806863523452503,-4.20280215243578,0.9135485893544659,0.0,-6.201930688230441,0.0,0.0,0.0,0.0,-4.01376053295959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.50142672569336,0.0,-4.36996939537306,0.0,0.0,0.0,-4.23345228916006,0.0,0.0,0.0,-0.165846920648913,0.0,-4.51202806769324,0.0,-4.33259818031155,-0.8307120447846029,0.0,0.0,0.0,0.253785115567816,0.0,-2.90703712196397,0.0,0.0,0.0,-5.035135994730401,D006973
6.04473033840679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2236671881797405,0.0,0.0,0.0,0.0,0.0,-2.45402356763836,0.0,0.0,-5.60973178982941,0.0,0.0,3.8515045490511297,-2.56020866943846,0.0,0.0,4.25049350212107,-1.79664539178749,0.0,0.0,0.0,0.0,-4.43441149344572,0.0,0.0,0.0,0.0,0.0,-5.34342333176347,0.0,0.0,0.0,-0.16306742580894598,D006973
4.8714815549867305,0.0,0.0,0.0,0.4771396469387029,0.0,0.0,0.0,0.0,0.0,0.0,-2.4177309580510697,0.0,0.0,0.0,0.0,0.0,-2.46375818868868,0.0,0.0,0.0,-2.36447490656855,0.0,-4.18763285837663,0.0,0.0,-2.50373406884152,0.0,0.0,4.26735436037265,4.09539067139839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33659461587467,0.0,0.0,0.0,-3.3130574087028197,0.0,0.0,0.0,0.0,0.0,5.738383760265781,0.0,D006973
2.82109884115631,-2.1936466979624702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5971025330952298,0.0,3.7995075347267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.00310811625472,0.0,-2.76626273221789,0.0,0.0,0.0,0.0,0.0,0.0,5.20153583797564,0.0,0.0,-2.6460202742795897,0.0,0.0,0.0,4.58304155290959,0.0,-1.7759610123187302,0.0,0.0,0.0,3.0760547055974903,-3.34539793757194,0.0,0.0,0.0,0.0,0.0,-5.794399199410731,0.0,D006973
0.0,0.0,0.0,0.0,-3.8806831625438303,0.0,0.0,-2.20084282384513,0.0,0.0,3.8119715903731204,0.0,0.0,0.0,0.0,0.0,0.0,-4.67004895530878,0.0,0.0,0.0,-3.71067044237129,0.0,0.0,-1.9874328096542502,0.0,0.0,0.0,0.0,0.618616309217897,6.42706973633116,0.0,0.0,0.0,3.44233460295053,0.0,0.0,0.0,0.0,-2.1780762087407197,0.0,0.0,0.0,3.77253865629593,-2.91854798521143,0.0,0.0,0.0,0.0,0.0,5.055073394713981,0.0,D006973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.47359497551052,0.0,0.0,0.0,-1.97544474486296,-5.47953203856403,0.0,0.0,0.0,1.8708040852445302,0.0,-2.04834220640866,0.0,0.0,-3.42157066564758,0.0,0.0,0.0,0.0,0.14957228848287898,-3.5478327727875296,0.0,0.0,-4.668027058617009,0.0,0.0,0.0,0.0,0.0,-0.44771873355594105,0.0,D006973
