"","46506__501571","363265__571_936548","491921__47678_638849","47678__638849","328814__1118061","1226323__454154_552398","39492__1535_487173","1226322__1680_626940","901__40518_239935","40519__333367","1680__626940","907__158847_301301","823__665950","571__936548","487175__55565_338188","1735__817_469610","40518__239935","35833__328813_626932","876__52226","861__33038_208479","1535__487173","154046__165179_387090","1547__818_28116","158847__301301","1304__1681_39491","1382__28111_166486","674529__310297_310298","817__469610","291644__562_204516","328813__626932","165179__387090","33038__208479","1211813__216816_360807","371601__550_357276","1681__39491","28111__166486","562__204516","550__357276","1660__573_39485","905__74426_751585","310297__310298","216816__360807","818__28116","74426__751585","487174__28117_40545","573__39485","33039__46228","218538__820_821","55565__338188","454154__552398","28117__40545","820__821"
"ERR1398150",2.92533574284206,0,0,0,0,0,0,0,0,0,0,3.70089835874782,0,0,0,0,0,0,0,0,0,-3.81934101227145,0,2.57306364147979,0,0,-1.9842095951437,0,-1.05915565303161,0,6.6152926846857,0,0,0,0,0,1.83451140417454,0,-2.01756758320777,0,-3.43675183165457,0,0,0,-2.02700916681487,3.49452956181981,0,-1.08267025568662,0,0,3.51088286433122,-1.87523989069282
"ERR1398151",4.24548931952971,-2.00366996025164,0,0,0,0,0,0,0,0,0,0,0,3.47045817275536,0,0,0,0,0,0,0,0,0,0,-2.06493867542654,-2.35766427939498,0,0,-2.39825955416669,0,0,0,-2.11652927456047,0,-3.57657870035274,-4.08359431910238,4.1539073975542,0,-3.53515441807981,0,0,3.66593623924563,0,0,0,6.12306706471581,0,-2.53184740076087,0,0,0,-4.38528833512903
"ERR1398154",0,5.19822590514786,0,0,0,0,0,-2.57945485552098,3.30350926365005,0,-4.46774686559257,-1.51153723318685,0,0,0,0,0,0,0,0,0,-3.12279696139604,0,-2.61805928541171,-1.61818922992631,0,0,0,-1.66514456486676,0,5.40884299885964,0,0,0,-2.80278596249312,0,2.8841149882964,0,0,0,0,0,0,0,-3.08784795085002,0,0,0,0,0,-5.34830953691968,0
"ERR1398155",0,0,0,0,0,0,0,-2.67491819871075,0,0,4.63309422625764,0,0,0,0,0,0,0,0,0,0,-3.1603397476069,0,0,-4.9761384956422,0,0,0,0,0,5.47386901203455,0,-2.19080217845318,-2.58849175035422,0.551772722367769,0,0,4.48339922658641,0,-2.13394125901684,0,3.79458068241349,0,3.69609468098466,-3.08378290963375,0,0,0,0,0,-5.34126867899823,0
"ERR1398156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85373330566777,0,0,0,0,-4.70548584161228,0,0,0,6.67486188423695,0,-3.66043632130386,0,0,0,0,0,0,0,1.29180472596576,-0.844340952066349,0,0,-1.45753186434922,0,0,-1.41858805450153,0,0,2.52451924270343,-2.45706658540693
"ERR1398157",0,0,0,0,0,0,0,0,0,0,0,0,-0.115599998507994,0,0,-2.52826918948331,0,0,0,0,0,0,-2.31853176874934,0,0,-3.25944547426733,0,4.37909069139607,0,0,0,0,-2.50901297578792,0,0,-5.64552516593145,0,0,0,0,0,4.34573795091426,-4.01581482243639,0,0,0,0,0,0,0,0,0
"ERR1398158",3.35937546609866,0,0,0,3.79234648766688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.713788926708,0,0,0,-1.9966977464478,-2.6240183339874,0,0,0,6.43247110964495,0,-1.93307399847644,0,0,-3.45838194420588,0,0,-2.57907762558438,0,4.54493307445841,-3.34818238015152,0,0,-2.27366679978,4.46709348417624,0,0,0,0,3.93810641670149,0
"ERR1398159",6.01476310005124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27136131416721,0,0,0,-2.58178863508219,0,0,-2.90962956236612,0,-2.57103952007791,0,0,-0.300576049427516,0,0,0,-4.47178909036625,-5.37654467567655,0,-4.45317107704244,0,0,0,0,0,0,-0.291858380502838,-5.03962623322252,0,0,0,0,-3.09758716625029,0,0,0,5.36517835281881
"ERR1398160",4.07704070548406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20107747232998,0,0,0,0,0,0,0,0,0,0,-6.93470339667697,3.8123780134708,0,0,0,0,0,0,0,0,0,0,0,0,0.218069362181966,0,0,0,-2.85711091906391,0,0,-1.96874789116289,0,0,-4.94866127467851,-3.40997137478821
"ERR1398162",5.64794609497392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68410238259409,0,0,0,0,0,0,-2.48343523487136,0,0,-3.24209199243131,0,4.64900169936965,0,0,0,0,0,-2.86930864759893,0,-5.61546805370324,0,-4.96978836023808,0,0,0,0,-4.30143600410395,0,-2.56206795329507,0,0,-3.30944817297157,0,0,4.43763186755106,-5.73213238060276
"ERR1398163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90460391972904,0,-6.60221743690014,0,0,0,0,-2.24399974091168,0,0,0,0.959601433808208,3.29887075726553,0,0,0,0,0,0,0.2562290238717,0,-3.88672156343042,0,0,0,-5.19304236022377,5.38466884686739,0,0,0,0,-2.22670264662796,0
"ERR1398165",0,0,0,0,0,0,0,0,-2.70724637958718,0,0,0,0,0,0,0,4.6890882780519,0,0,0,0,0,-2.11102376444498,0,-3.22435078623673,0,0,0,0,0,0,0,0,0,-5.58473938318668,0,0,0,-2.87676986293065,0,0,0,-3.65640041600403,0,0,-4.98271156427883,-0.599265326499889,-5.51151240360112,0,0,0,-0.572402308532114
"ERR1398166",0,5.28585885241273,0,0,0,0,0,-2.89171546461772,0,0,-5.00859810575052,0,0,0,3.2852451428622,-1.51312944914016,0,0,0,0,0,-3.83909540406573,0,0,0,0,0,-2.62081708433946,-1.96280178007279,0,6.64950829494601,0,0,-1.52396920972841,0,0,3.3996724082727,2.63959210042019,-1.9953362557159,0,0,0,0,0,0,3.45602377308418,0,0,0,0,0,0
"ERR1398167",0,0,-1.77595290789298,-3.07604066832033,-1.22354473938767,0,0,-2.52398670593488,0,0,-4.37167321230762,-1.83432657383092,0,0,0,0,0,-2.47635473861999,0,0,0,-2.96161896396974,0,-3.1771468235489,0,0,0,0,0,4.28917222485377,5.1296745182551,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28383176891449,0,0,0,0,0,5.68776346726868,0
"ERR1398168",0,0,0,0,4.67290283435933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73075393834051,-4.68015242938942,0,0,-4.80384884398403,0,0,0,0,-2.40834384384753,-4.72980456417458,0.293173074779582,-0.086388541276239,-4.17137389963964,0,0,0,0,0,0,-3.08966263640016,0,0,0,0,0,5.35145266449228,0
"ERR1398170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84233299457285,0,0,0,0,0,0,-1.84784754334637,0,-2.41436521086502,-1.75784054704667,0,3.19101435106069,0,0,0,0,0,-2.00028763300568,-4.18180321324496,-3.0446691390895,0,3.46459981011754,-2.84450495548936,0,0,0,-3.20056582971725,0,0,4.92682710528902,-3.39982338845099,-2.63400759769637,0,0,0,-4.56223498673256
"ERR1398171",0,6.33349780522324,0,0,-1.27803986275568,0,0,-2.97658148817979,0,0,-5.15559037039638,-1.98216558098324,0,0,0,0,0,0,0,0,0,-3.38922121929767,0,-3.43321149527725,0,0,0,0,0,0,5.8703033499141,0,0,0,0,0,0,0,-1.97550937218241,0,0,0,0,0,0,3.42168260344843,0,0,0,0,0,0
"ERR1398172",5.51869853725158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6153722713243,-2.70131746817305,0,-2.98755521210583,0,0,0,-2.70201582224581,0,0,-4.5299576546405,-5.17459741778452,0,0,-2.52074150710723,-4.67881910224904,-4.68002868698473,0,-4.36605236305747,-5.84773528890223,0,0,0,0,0,-0.232776873234905,0
"ERR1398174",0,0,0,0,0.498234691754256,0,0,0,-2.39405163120891,0,0,0,0,0,-2.33775903402004,0,-4.14661906119698,0,0,0,0,0,0,0,-2.99258410695002,0,-3.28689773913688,0,0,0,0,0,0,0,-5.18330771916057,0,0,0,0,0,5.69307388346835,0,0,0,-3.05174512564417,0,0,-2.57679549975317,-4.04911742277585,0,5.28577760936638,4.46314072628733
"ERR1398175",5.68817203703221,0,0,0,-4.30721346024255,0,0,0,-5.83191407731672,0,0,0,0,0,0,0,-0.710885812970901,0,0,0,0,0,0,0,-2.67061260990512,0,0,0,0,0,0,0,0,0,-4.62563672768979,0,0,0,0,-2.72892549133482,0,0,0,-4.72663760106177,-2.91345963667356,0,0,-2.56747311790041,0,0,5.04626011651977,4.44699388727079
"ERR1398176",0,0,0,0,-4.03583011823238,0,-5.34390756463517,0,0,0,0,0,0,0,0,0,0,-1.99093244551479,-0.564725539578812,0,-2.49521996296423,0,0,0,0,0,0,0,0,3.44839615006896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.07855076605701,0,0,0,0,0,0.128528416431141,0
"ERR1398177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71117839501792,0,0,-2.61330249196425,0,-5.13941423959536,0,0,0,6.42794953612295,0,0,0,-4.52637269162844,0,0,0,0,0,0.588426183515698,0,0,0,-2.38007946615135,0,0,-2.025367074082,0,0,-4.12241856142554,-3.50803867628714
"ERR1398179",0,0,0,0,0.0787800294938973,0,0,-3.04817596127847,0,0,-5.27959563534441,0,0,0,0,0,0,-2.78733674416718,-5.08741572443501,0,0,-2.58844523226477,0,0,0,0,0,0,0,4.82780885870118,4.483318654892,0,0,0,0,0,0,0,0,-2.33422325561127,0,0,0,4.04299327492755,-2.69970974197943,0,0,0,0,0,4.67603443879704,0
"ERR1398181",3.0784509912385,0,0,0,0,0,0,0,0,0,0,0,2.96807301156966,0,0,-1.949760024921,0,0,0,0,0,-3.84103008810808,0,0,0,-1.91476641212959,-5.18616736823427,3.37708342572993,0,0,6.65285926600396,0,0,-2.22678426115316,0,-3.31647271043481,0,-3.856903477812,0,0,-0.927629104687789,0,0,0,0,0,0,0,0,0,0,0
"ERR1398182",5.43435556096801,0,0,0,-4.45241189404569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52328697803275,0,-2.91148131925025,0,-2.43573496799293,0,0,0,0,0,-4.37046124802967,0,4.21881671833592,0,0,2.44510175728431,-5.0428335702291,0,0,4.30030862601871,0,0,0,-3.00311613866235,0,0,0,5.20154973319325
"ERR1398183",2.80780895530595,0,0,0,3.96218460983472,0,0,0,0,2.73517659838865,0,-1.33184756951747,0,0,0,0,0,0,0,0,0,-3.71655339976024,0,-2.30682765834139,0,0,-1.70631116400729,0,0,0,6.43725931742758,0,0,0,0,0,0,0,0,0,2.95541762958261,0,0,0,-1.81671338502823,0,0,-1.31921894189416,0,0,3.14663988565933,2.28495423366794
"ERR1398184",0,0,0,0,0,0,0,-2.59880314239894,0,0,-4.50125908150461,-2.55367950567696,0,0,0,0,0,0,0,0,0,-3.62177186742466,0,4.42310265007986,-2.34347244686823,-2.36563505170713,-3.15515998450906,0,0,0,6.27309288780312,0,0,0,-4.05901334411353,-4.09740010172257,0,0,0,0,-5.46489739917793,0,0,0,-2.36982498137641,0,0,0,0,0,-4.10465727278992,0
"ERR1398185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35159771531264,0,0,0,0,0,0,-3.01798103264067,0,0,3.12866832960269,0,4.07308672188438,0,0,0,0,0,-2.94005386973944,0,0,0,-5.09232267937821,0,0,0,0,-0.782068289146229,0,0,0,0,-1.35143033869669,0,0,0,-2.34074600951268
"ERR1398186",4.37340771769645,7.66628031512857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44083593794137,-2.25441146226432,0,0,-2.35634043870262,0,0,0,0,0,-4.22765185745449,3.90475519380745,-4.08130135976208,0,0,0,0,0,0,0,-2.12612803077122,0,0,-4.27573104620579,0,0,3.68256177269212,0.0390652327537865
"ERR1398187",4.33727893945529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03583872682792,0,0,0,0,0,-3.74758421342456,0,0,0,-2.09995349017694,-2.61026044696925,-3.5261761108823,-5.77045310282239,0,6.49100626329438,0,-2.1008869558539,0,0,-3.63722613851806,0.501420673506868,0,0,0,-4.52110371513818,-3.63884294849767,0,0,0,0,0,-1.93978055411013,0,0,0,-3.35979847525286
"ERR1398188",3.40515799890164,0,0,0,0,0,0,0,0,0,0,-1.74938304308305,0,0,0,0,0,-1.96253503158239,0,0,0,-3.60406990697021,0,3.0300203125193,0,0,-2.30853016001393,0,-1.82850390768508,3.3992103863345,6.24243219290244,0,0,-2.09460087357845,0,0,-3.16706166994879,-3.62795513461603,0,0,-3.99849152794923,0,0,0,-2.83167864853578,0,0,0,0,0,4.90461128997195,0
"ERR1398189",4.50599963404702,0,0,0,-0.0613323220689094,0,0,0,0,0,0,0,0,0,0,0,0,-2.64378341331264,0,0,0,0,0,0,0,0,-5.42302592152284,0,0,4.57916719606536,0,0,0,0,0,0,0,0,0,0,-0.394607960380523,0,0,0,-5.59770153790413,0,0,0,0,0,0.549898061160568,0
"ERR1398190",0,0,0,0,3.41855027548283,0,0,0,0,0,0,0,0,0,0,0,0,-2.60755298274272,0,0,0,-3.67756079195919,0,0,-1.95791635116498,0,-3.05944162959566,0,0,4.51641424953817,6.36972213959656,0,0,0,-3.39121059718761,0,0,0,0,0,5.29910834525101,0,0,0,-1.56660433664215,0,0,0,0,0,0.014530745666108,0
"ERR1398191",0,6.55899418899113,0,0,0,0,0,-1.89037868201503,0,0,3.27423192279513,0,0,0,0,0,0,0,0,0,0,-3.74811101805312,0,0,0,0,0,0,-2.49497167959995,0,6.49191871567672,0,-1.37035744000973,0,0,0,4.32141771251257,0,0,-1.59381115647663,0,2.37352871062686,0,2.76056190068763,-2.58268270214775,0,0,4.129829432981,0,0,-4.47333765994918,0
"ERR1398193",4.00197135752688,0,0,0,3.70901797580898,0,0,-2.55962070199991,0,0,-4.43339310396896,0,0,0,0,0,0,0,0,0,0,-3.7711510281379,0,0,0,0,-2.167240881296,0,0,0,6.53182518375046,0,0,0,0,0,0,0,0,0,3.75377131864503,0,0,0,-5.53636863090793,0,0,0,0,0,0.950247756582099,0
"ERR1398194",5.28419081772767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71644912670533,0,0,-2.72377313016874,0,0,0,-2.25441899338584,0,0,-4.70502790362974,-4.71771344974318,0,0,0,0,-3.90476823809256,0,0,-2.61529553077936,0,0,-4.82165894633548,0,0,4.52982473611767,-0.134115081483021
"ERR1398195",5.02515486982706,0,0,0,0,0,0,-1.90838890168537,0,0,3.30542653831963,0,0,0,0,0,0,0,0,0,0,-1.92178360705106,0,0,0,-2.22293842232833,0,0,-1.77430436914682,0,3.32862684856541,0,-2.27380806506536,0,0,-3.85024228956967,3.07318531545374,0,0,0,0,-3.93835109535308,0,0,0,0,0,-2.44023762262351,0,0,0,-4.226615544925
"ERR1398196",0,6.55407538454185,0,0,0,0,0,-3.26019194994597,0,0,-5.64681809973346,0,0,0,3.1451588715688,-1.43908867616408,0,0,0,0,0,-3.69895336223874,0,0,0,0,-1.54299029070044,-2.49257470371323,-1.39059683371875,0,6.40677515822523,0,0,0,0,0,2.40858436884528,0,0,-1.54523550107449,-2.67253757907864,0,0,2.67642639752017,0,0,0,0,0,0,0,0
"ERR1398197",4.98225792248563,0,0,0,3.74554669309972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58497134470952,-2.43168976464186,0,-2.52945218990799,0,0,0,-2.69829374895615,0,0,-4.47730170514652,4.381139708237,0,0,-2.24437298063186,-4.21181022060491,4.67358186693756,0,3.88736803358917,-2.48533037816209,0,0,0,0,0,4.30471848857111,0
"ERR1398199",4.89227857835703,6.99932041001887,0,0,0,0,0,-2.32972454342802,0,0,4.03520127685754,0,0,0,0,0,0,0,0,0,0,-2.52513042802862,0,0,-2.44272220090201,0,-5.3889029424376,0,0,0,-4.37365419708372,0,0,0,4.23091896073876,0,0,0,0,0,0.404559154576333,0,0,0,-2.5118996982044,0,0,0,0,0,4.35073790080695,0
"ERR1398200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09859156611196,0,-1.97048779237904,0,0,0,0,0,0,-3.66195228475888,0,-5.41012658229336,3.63486721684145,0,3.41298497209473,0,0,0,0,0.25862897557377,0,0,0,6.34268741209531,0,0,0,-2.493325064766,0,0,-2.75000884245923,0,0,4.31856569195968,4.76315503640306
"ERR1398201",5.96561283924419,0,0,0,4.12257515192804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38625291362481,0,0.989003052884205,0,-2.98810904812427,0,0,0,0,-2.7878454275575,-4.13311128610744,0,-5.17555668990751,-4.82868992417817,0,0,-5.96889235821644,0,0,0,-2.35125725600884,0,0,-2.79057858331057,0,0,4.0724970290723,4.83342388880749
"ERR1398202",0,0,0,0,0,0,0,-2.72320421943055,0,0,-4.71672806743966,0,0,0,0,0,0,0,0,0,0,-3.72189441954981,0,0,-2.05057348487399,-2.07033340681298,-2.09838559743937,0,-3.0030359074911,0,6.44651023506735,0,0,0,-3.55169746045532,-3.58592264920725,5.2014107687283,0,0,0,3.63451046863577,0,0,0,-5.07148695736868,0,0,0,0,0,0.272454459000073,0
"ERR1398203",3.21937046730471,0,0,0,0,0,0,-1.57595318825435,0,0,2.72963099240669,-2.20653630366442,0,0,0,0,0,0,0,0,0,-3.84801815059044,0,3.82183298669201,0,0,-5.31538572862494,0,-1.9874424652511,0,6.66496294526987,0,0,0,0,0,3.44235132693485,0,0,0,0.436510161120792,0,0,0,0,0,0,-1.80855725939224,0,0,0,-3.13251306166489
"ERR1398204",5.72512979723679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42252527498365,0,0,0,0,0,0,-3.26322367395469,0,-5.14882312237799,0,0,4.19593685889145,0,0,0,0,2.62889091918926,0,0,-1.52758893323996,5.65206919975111,0,0,2.64586164545155,0,0,0,-1.89976745361157,0,0,0,-3.29049375222099
"ERR1398207",0,0,0,0,-2.17669765604846,0,0,-2.17013343797014,0,0,-3.75878137376841,0,0,0,0,0,0,0,-5.11941386760716,-1.30534104919595,0,-2.95211296488439,0,0,0,0,0,0,-1.0659475428637,0,5.11320964486257,-2.26091701841265,0,0,0,0,1.84627530244314,0,0,-1.21909711906082,0,0,0,2.11153814957419,-2.93443161170762,0,0,0,0,0,-5.08258464281382,0
"ERR1398208",5.93125516003728,0,-1.75781512975575,3.04462511505023,-4.83271493353583,0,0,0,0,0,0,0,0,0,0,0,0,0.538751218922037,0,0,0,0,-2.11747128367304,0,0,0,0,0,0,5.20056945079406,0,0,0,-2.47976003289911,0,0,0,-4.29507036755993,0,0,0,0,-3.66756784688979,0,0,0,0,-2.96271956872729,0,0,0,5.13158082161421
"ERR1398209",0,0,0,0,4.43633932656196,0,0,0,0,3.50915794405325,0,0,0,0,0,0,0,-3.04201979285494,0,0,0,-3.40371245281577,0,0,-2.29060301681543,0,0,0,0,5.2689328388549,5.8954029026318,0,0,-2.10051382566997,-3.96744080509487,0,0,-3.63819666806127,0,-2.26680357713615,0,0,0,3.92621896637868,-3.0639417627164,0,0,0,0,0,5.30690280445695,0
"ERR1398210",4.50693355212749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01433229346783,0,-4.56826078220033,0,0,0,0,-3.06123720325339,0,0,-0.112136337390266,5.30221837005493,-2.94640388006672,0,5.22097668318189,0,0,0,0,5.10332121989364,0,-3.25273034716799,0,0,0,5.63389422461611
"ERR1398211",0,0,0,0,0.563040253093619,0,0,-5.41227469133602,0,0,-1.41879324806684,-1.61357105519452,0,0,0,0,0,0,0,0,0,-3.00340484039432,0,-2.79478704921943,0,0,0,0,0,0,5.20204977926125,0,0,0,0,0,0,0,0,-1.78370773931203,0,0,0,3.08947243034226,-3.10028655329845,0,0,0,0,0,-5.36985382833551,0
"ERR1398212",0,0,0,0,-4.16689525900107,0,0,-3.07522017946229,-2.60788157407198,0,-5.32643759528977,0,0,0,0,4.28562777644427,4.51698338641536,0,0,0,0,-2.91841769635285,0,0,0,0,0,0,0,0,5.05484772779126,0,0,0,0,0,0,0,-2.24960854521955,0,0,0,0,0,0,-3.89643629746137,0,0,0,0,0,0
"ERR1398215",0,3.91037555508593,0,0,-2.97437349701966,0,0,-1.92637318552276,0,0,3.33657623166373,1.7146282580501,0,0,0,0,0,0,0,0,0,-3.45784847525206,0,3.7696127401223,0,0,0,0,0,0,5.98916924401114,0,0,0,0,0,0,0,-3.57826594334753,0,0,0,0,0,0,6.19773841687131,0,0,0,0,0,0
"ERR1398216",0,6.53863726411815,0,0,0,0,-2.54650939701019,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.41068365757323,-3.69474059187394,0,0,-4.39021533791617,0,-2.29752361032572,0,0,0,6.39947842591277,0,0,0,0.0582021282251269,0,0,0,0,-2.13512987323809,3.97942762467323,0,0,3.69815342120647,-2.4956409837243,0,0,0,0,0,-4.32257698126166,0
"ERR1398219",0,0,0,0,3.1009348100565,0,-2.29733608603082,-1.69820524393441,0,0,2.9413777641743,0,0,0,0,0,0,0,0,0,-3.97910282306681,-6.10889517118139,0,0,0,0,-1.72869704178819,0,0,0,2.78028705504357,0,0,-2.41918556983289,0,0,0,4.19015231988803,0,0,2.99419110727116,0,0,0,-2.28108965731389,0,0,0,0,0,3.95096318308753,0
"ERR1398220",4.98632366590139,0,0,0,-4.68378668871751,0,0,0,0,0,0,0,4.44994443573479,0,0,0,0,-2.56576013810466,0,0,0,0,0,0,-3.02065194474548,0,0,0,0,4.44402691923221,0,0,0,0,-5.2319226402809,0,0,0,0,0,0,0,0,0,-3.16588290965505,0,0,-2.61633962343035,0,0,5.48347005033654,-4.53163315763699
"ERR1398221",0,0,0,0,3.63797476897855,0,5.34457308517961,0,0,0,0,0,0,0,0,0,0,-2.16274071678583,0,0,0,-3.27963159652182,0,0,0,0,0,0,-2.12208651689264,3.74597680507099,5.68048855528403,0,0,0,0,0,-3.67556166531492,0,0,0,0,0,0,0,-3.30301860245212,0,0,-2.23460879953617,0,0,5.72099603779222,3.87045597583714
"ERR1398222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71565827109343,0,0,0,-6.07817816782389,0,0,0,0,-2.61116978557654,-4.70365810152848,0,1.3641851201271,-4.5226787358073,-5.64465735217084,0,0,0,0,0,-2.52635736551967,0.502790492700973,0,-2.53751436913608,0,0,4.37577931515593,4.39510381227977
"ERR1398225",0,6.09184953681308,0,0,0,0,-3.01284274120444,0,-2.05385667508579,2.49494142996306,0,0,0,0,0,0,-3.55738411271308,0,0,0,-5.21839670298119,-3.35075148575398,0,0,0,0,0,0,-1.61935647113649,0,5.80367181686281,0,0,0,0,0,2.80480768357385,0,-3.22318493917337,0,0,0,0,0,-3.16922377533669,5.58272007683908,0,0,0,0,-5.4892565994384,0
"ERR1398226",3.52112998526011,0,0,0,0.0174592492735858,0,0,-1.9761153767157,0,0,-3.4227322340897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4315281337103,0,0,0,2.4794794600505,0,0,0,0,0,0,-3.59572610493241,0,0,-1.7747598037585,0,0,-1.52810368356646,3.0739741513407
"ERR1398227",0,0,0,0,0,0,3.66203723425927,0,0,0,0,-2.12644756933594,0,0,0,-2.28096735616419,0,0,0,0,0,-3.72392386005347,0,-3.68311522972119,-2.27056824931065,0,0,3.95075135128244,-2.67233885528727,0,6.45002532913063,0,-2.27197260197891,0,-3.93273956985876,0,4.62862667239801,0,0,0,0,-3.93517198003194,0,0,-2.63481023980919,0,0,0,0,0,4.56362520365225,0
"ERR1398228",0,0,0,0,0,0,0,-2.63024359311334,0,0,-4.55571553955483,0,0,0,0,0,0,0,0,0,0,-2.88460420283023,0,0,-2.57916375080801,0,-5.09191480062482,0,0,0,4.99628103902867,0,0,0,-4.46724265743939,0,0,0,0,0,0.109019715378651,0,0,0,-2.92826613979847,0,-0.471596764568264,0,0,0,-5.07190573221454,0
"ERR1398229",0,5.65271288634651,0,0,-0.267073942437645,0,0,-2.66607434093267,3.11002975419275,0,-4.6177762152511,0,0,0,0,0,0,-1.8220616605793,0,0,0,-3.82153295903032,0,0,0,-2.356252421066,0,0,0,3.15590337064666,6.61908924783955,0,0,0,0,-4.08114890874349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1398230",0,0,0,0,4.5543079336458,0,0,0,0,0,0,0,0,0,0,0,0,-3.64320380416645,0,-2.20560090352071,0,0,0,0,0,0,0,0,0,6.3102140911445,0,-3.82021282611769,0,0,0,0,0,0,0,0,0,0,0,0,-5.76162931763095,0,0,-4.70846612654948,0,0,-0.76972566566908,-0.533691465781132
"ERR1398231",0,0,-2.37502178665977,-4.11365840357773,0,0,0,0,0,0,0,-2.41644842133774,0,0,0,0,0,-3.22889580592177,0,0,0,0,0,-4.18541143962656,-2.27625448084766,0,0,0,0,5.59261158820257,0,0,-2.21766024068602,-2.85359413502296,-3.94258841178447,0,0,4.94257002604033,0,0,0,3.84110021079361,0,0,-3.01725644768368,0,0,-2.67728091462935,0,0,-5.22604146685292,4.63718657027251
"ERR1398232",0,0,-1.50842770265006,2.61267342053431,0,0,0,0,0,0,0,0,0,0,0,-3.36987779107894,0,-1.79773005027715,0,-2.27007570314268,0,0,-4.93401797159758,0,0,0,0,5.8367995494467,-0.313832365144401,3.11375978537338,0,-3.93188645487077,0,0,0,0,6.3170237120535,0,0,0,0,0,-0.05204553662259,0,0,0,0,-2.62384266536364,0,0,0,4.54462880747678
"ERR1398233",6.29493407159688,0,0,0,0,0,-2.27553997291992,0,0,0,0,0,0,0,0,0,0,-2.34120965730497,0,-2.54162940991081,-3.94135084775121,0,0,0,0,0,0,0,-5.46058662777093,-4.05509407762312,0,-4.40223127197683,0,0,0,0,0.0481147181398842,0,0,0,0,0,0,0,-2.29586680398999,0,0,0,0,0,3.97655795192145,0
"ERR1398234",3.77396308221352,0,0,0,4.08439408967182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70857315201268,0,0,-2.24927311353443,0,0,0,0,0,6.42343712287183,0,0,0,-3.89585531274028,0,0,0,0,0,0,0,0,0,-1.29629527087766,0,0,-2.40506093267238,0,0,-0.0561887115335671,-4.16568773068755
"ERR1398235",0,0,0,0,0.878488185728179,0,0,-2.46590223668656,0,0,-4.27106796043885,0,0,0,0,0,0,-2.19169889324008,0,0,0,-3.19899136553917,0,0,0,0,0,0,0,3.7961338379843,5.54081557808798,0,3.47952962600684,0,0,0,0,0,0,0,0,0,0,0,-6.25518485316223,0,0,0,0,0,-0.6628277682326,0
"ERR1398236",5.26116581109479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46736510855389,0,0,0,0,-5.33292464062378,0,0,-2.63260935490319,0,0,0,4.27360172883804,0,0,0,0,0,-4.55981315917345,0,0,0,0,0,0,-0.595021346810807,0,-2.58022070343631,0,0,-3.33649245301241,0,0,4.4690733530928,-5.77897444768762
"ERR1398237",0,0,-2.37417458673696,4.11219101026726,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23959037364818,0,0,0,0,0,0,0,-2.58704166189017,-2.91080247843477,0,-3.32193964516803,3.87908431530082,0,0,-2.65055746003881,-2.55809755679523,0,-4.4808875996912,5.75376824510836,-4.43075493908715,0,0,-5.04165778344644,-4.59090018916793,0,0,0,0,0,-2.32396225823096,0,0,0,4.02522070612853
