"","Part","BalanceID","Component","Group","d.group"
"17","1","1264__28137_357276","1264","1264__28137_3572761","p__Terrabacteria group"
"49","-1","1264__28137_357276","28137","1264__28137_357276-1","p__FCB group"
"118","-1","1264__28137_357276","357276","1264__28137_357276-1","p__FCB group"
"177","-1","46503__28116_487175","28116","46503__28116_487175-1","p__FCB group"
"213","1","46503__28116_487175","46503","46503__28116_4871751","p__FCB group"
"263","-1","46503__28116_487175","487175","46503__28116_487175-1","p__Proteobacteria"
"320","-1","187327__28136_39485","28136","187327__28136_39485-1","p__FCB group"
"338","-1","187327__28136_39485","39485","187327__28136_39485-1","p__Terrabacteria group"
"370","1","187327__28136_39485","187327","187327__28136_394851","p__Terrabacteria group"
"494","1","97478__216816","97478","97478__2168161","p__Terrabacteria group"
"511","-1","97478__216816","216816","97478__216816-1","p__Terrabacteria group"
"553","-1","28135__839_46506","839","28135__839_46506-1","p__FCB group"
"591","1","28135__839_46506","28135","28135__839_465061","p__FCB group"
"622","-1","28135__839_46506","46506","28135__839_46506-1","p__FCB group"
"731","1","29355__29375_437898","29355","29355__29375_4378981","p__Terrabacteria group"
"733","-1","29355__29375_437898","29375","29355__29375_437898-1","p__Terrabacteria group"
"803","-1","29355__29375_437898","437898","29355__29375_437898-1","p__Proteobacteria"
"886","-1","169435__39777_97084","39777","169435__39777_97084-1","p__Terrabacteria group"
"901","-1","169435__39777_97084","97084","169435__39777_97084-1","p__Proteobacteria"
"910","1","169435__39777_97084","169435","169435__39777_970841","p__Terrabacteria group"
"1045","1","166486__397865","166486","166486__3978651","p__Terrabacteria group"
"1073","-1","166486__397865","397865","166486__397865-1","p__FCB group"
"1116","-1","2741__1630_358742","1630","2741__1630_358742-1","p__Terrabacteria group"
"1124","1","2741__1630_358742","2741","2741__1630_3587421","p__Terrabacteria group"
"1207","-1","2741__1630_358742","358742","2741__1630_358742-1","p__Terrabacteria group"
"1231","-1","1755626__821_239935","821","1755626__821_239935-1","p__FCB group"
"1332","-1","1755626__821_239935","239935","1755626__821_239935-1","p__PVC group"
"1360","1","1755626__821_239935","1755626","1755626__821_2399351","p__Terrabacteria group"
"1395","-1","387090__1735_35833","1735","387090__1735_35833-1","p__Terrabacteria group"
