"","1264__28137_357276","46503__28116_487175","187327__28136_39485","97478__216816","28135__839_46506","29355__29375_437898","169435__39777_97084","166486__397865","2741__1630_358742","1755626__821_239935","387090__1735_35833","1689__562_1680","28116__487175","28137__357276","817__28117_626932","638619__1659_1686","160799__1352_310297","37734__155617","1502__573_1496","28129__228604_291644","839__46506","40518__44749","28111__33043_633701","349096__185294_454154","1352__310297","29363__1559_589537","901__29348_214856","28136__39485","821__239935","1659__1686","179995__310298","84032__288965","1735__35833","39778__823_1681","39484__208479","185294__454154","28125__28127","1630__358742","35785__218538","39777__97084","573__1496","39029__626935","562__1680","1694__29389","851__69825","1515__38986_246787","876__40520","1349__1623_40519","228604__291644","45851__165179_204516","454155__39492_147207","1308__28118","28117__626932","36745__818_28108","1559__589537","29466__301301","219748__820_28026","29375__437898","84030__185293_202604","823__1681","850__905_309120","477666__652716","1304__31909_152297","29348__214856","165179__204516","38986__246787","762212__74426_351091","33043__633701","1623__40519","820__28026","818__28108","185293__202604","39492__147207","74426__351091","905__309120","31909__152297"
"SRR6024810",-2.69218016336701,2.78747577704702,5.06436554673997,0,0,-2.58921497640502,0,0,0,6.08598778712797,0,0,4.68856864434862,-4.66299282608074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56125322548741,0,0,0,-3.06206199703948,0,0,0,0,0,0,-2.85146770251687,4.48465189085175,0,0,0,0,0,0,-5.3036469547982,-4.43622071759386,0,0,0,4.93888693690091,0,0,0,0,0,0
"SRR6024813",0,4.59264891129866,5.65996700239194,0,0,-4.74287706672009,0,0,0,5.8883738866176,0,0,0,0,0,0,0,0,0,0,0,5.13239262723994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34095054601739,0,0,0,0,0,0,0,-0.141139052895509,0,0,0,0,0,0,5.78669609127711,0,-2.70467726690617,0,0,0,0,0,0,-4.68463844435801,0,0
"SRR6024825",5.32333673508844,0,0,0,0,0,0,-4.50530507906594,0,5.64912297868986,0,-2.59823192595365,0,0,-4.89674417734257,0,0,0,0,0,0,0.379346435560005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50026970559925,0,0,0,0,0,0,0,0,0,-0.056413876918073,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71483221150829,0,0,0,0,0,0,-4.70222732435694,0,0
"SRR6024826",-2.59255433901729,0,2.48757789795728,0,-2.64751269828659,0,0,0,0,3.58256852769267,0,0,0,-4.4904358365611,-2.36887229157197,0,0,0,0,0,-4.58562650711614,0,4.92226166489646,0,0,0,0,-5.1228446615658,4.93946285927668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10300716564477,0,0,0,-2.83309348042509,0,0,0,0,0,0,0,0,0,0,0,0,4.90706185068839,0,0,0,0,0,0
"SRR6024828",0,0,5.68670707505766,0,0,0,0,0.326913043304882,0,1.55130510884261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276467952534411,0,-4.45042896019556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54629015843077,0,0,0,0,0,0,-3.10921444394925,0,0,0,0,0,0,0,-4.4103039252147,0,0,0,0,5.38531738854712,0,0,0,0,0,0
"SRR6024829",0,4.86694032597813,0,0,0,0,0,0,0,-0.411658740606718,0,0,0,0,-2.84861164871965,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40163025129567,0,0,0,0,0,0,0,0,0,-5.11061153697386,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93394010661498,0,0,0,-2.44348931330357,0,0,0,0,0,0,0,0,0,-2.79496408223959,0,0,4.23224763839338,0,0,0,-4.84101979576909,0,0
"SRR6024830",0,5.08453361590154,5.68538549765782,0,0,0,0,-4.02427257774176,0,5.24361445145992,4.92353457578474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47152335581931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59603723150888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0597564776607,0,-3.20243555469481,0,0,0,0,0,0,-5.54678108869643,0,0
"SRR6024831",0,0,5.68770307745819,0,0,0,0,0,0,0,0,-5.01989825111248,0,0,0,0,0,0,0,0,0,0,4.21623738512451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05337499334091,0,0,0,0,0,0,0,-4.20681599711425,0,0,0,0,0,-3.29434801033374,0,0,0,0,0,0,0,0,0,-4.09389943435023,0,0,5.70597813171148,0,0,-0.138004636691976,0.0951648289960762,0,0
"SRR6024832",0,0,0,0,0,0,0,0,0,0.322947803100176,0,0,0,0,-5.27964863698056,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41084082342897,0,0,0,0,0,0,0,0,0,-4.42022719315411,0,0,0,0,0,0,0,0,0,0,-2.65717608305854,0,0,0.637120220494085,0,0,0,-2.39760203808352,0,0,0,0,0,0,0,4.60236398051425,0,-2.91505001783268,0,0,4.15276854629135,0,0,0,-5.04901473749076,0,0
"SRR6024836",-2.35741514383056,5.25571554149481,-2.37968987787684,0,-3.40139774846363,0,0,0,0,1.59046851558754,0,0,0,-4.08316280364683,0,0,0,0,-2.43837852254284,0,-5.89139371708938,0,0,0,0,0,0,-4.12174377474006,5.76593141876559,0,0,0,0,0,0,0,0,0,-4.77310955336011,0,4.22339548912893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47210225783372,0,0,0,0,0,0,-4.28180671207374,0,0
"SRR6024843",0,0,4.96459970102761,0,0,0,0,0,0,5.59343230115623,0,0,0,0,-2.42705241028881,0,0,0,0,0,0,0,0,-2.57112500309469,0,0,0,0,0,0,-5.70631506234659,0,0,0,0,-4.45331913797069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51588963050909,0,4.20377808725273,0,0,0,0,0,2.08021799508227,0,0,0,0,0,0,0,-2.42278198655498,0,0,0,0,4.9296374032136,4.35764866627743,-4.19638149637587,0,0
"SRR6024844",0,0,2.51233109421402,0,0,0,0,0,0,5.76656241529992,0,0,0,0,0,0,-3.07718283353071,0,0,0,0,0,-2.4953131822705,0,-5.32983701185396,0,0,-4.51280441918876,0,0,-5.58665625808244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72485329867776,0,0,0,0,0,-2.47821273532624,0,0,0,0,0,0,0,0,0,-2.46131688285847,4.32200921248889,0,4.29239036954928,0,0,4.71958435648153,-4.26312589463792,0,0
"SRR6024845",0,0,0,0,0,0,0,-4.23875174403642,0,3.68314619484029,0,0,0,0,-2.56222877484099,0,0,0,0,0,0,0,-2.53731053911183,0,0,0,-2.39926557699669,0,4.56090674445112,0,-4.77365562847918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43791041863956,0,0,0,-2.81099724265408,0,0,0,-2.42328026967265,0,0,-4.15564988020933,0,0,0,4.39475076832166,0,4.86879004421289,0,0,0,0,4.19724454805225,0
"SRR6024846",0,0,0,0,0,0,0,-4.67303346105833,0,2.25642027209457,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39237166336054,0,0,0,0,4.41562717090896,0,0,0,0,0,0,-4.14370927152852,4.42021880318281,0,-4.58784412658931,0,0,0,0,0,0,0,0,0,0,-3.30014968664765,-2.96843044793509,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71602692985624,0,-2.67820347387865,0,0,0,0,0,5.14147235455802,-4.63878448976529,0,0
"SRR6024847",-2.50382154589387,0,0,0,0,-2.64957286558405,0,-4.58657042555396,0,2.19194130967795,0,0,0,-4.33674613057384,0,0,0,0,0,0,0,0,5.39864993513526,-2.61927623262071,0,0,0,0,5.67861721552961,0,0,0,0,0,0,-4.53671951395667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66608062145834,-4.58919482154744,0,0,-2.64538717103178,0,0,0,0,0,0,0,0,4.61778709344064,0,0,0,0,4.58194498591794,0
"SRR6024848",-2.89418536234352,0,0,0,-2.97295414488622,0,0,0,0,5.95790244931503,0,0,0,-5.01287609410112,-2.71109373540024,0,0,0,0,0,-5.14930762751541,0,0,0,0,0,0,0,0,0,0,0,0,-2.76786139450492,0,0,0,0,-4.77046103346594,0,0,0,0,0,0,0,0,0,0,-3.03071540703997,0,0,4.69575209379491,0,0,0,-2.81774159637879,0,0,4.79407656359097,0,0,0,0,-5.24935306827502,0,-2.69417094724915,0,0,4.88047160752831,0,0,0,-4.66644096491149,0,0
"SRR6024849",0,2.42193244467639,0,0,0,0,0,0,0,6.26683226519519,0,0,5.69771927660323,0,5.22501324392483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61405018622871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7791573582346,0,0,4.52766773608301,-2.46067063646537,0,0,0,0,0,-2.52708762263752,0,0,4.81364174669123,0,0,0,-4.37704415758662,4.26200656305086,0
"SRR6024850",0,5.12562597489669,0,0,0,0,0,-5.42840634908699,0,5.52917611728225,0,0,0,0,-2.73471711911937,0,0,0,0,0,0,0,-2.50829936165268,0,0,0,0,0,0,0,-4.82424445953029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59330585893471,0,0,4.73666899464313,0,0,0,0,0,0,0,0,0,0,0,4.49173750724096,0,-2.53524772437973,4.34450193497502,0,0,0,0,0,-4.39117786839906,0,0
"SRR6024851",0,0,5.1771177462298,0,0,0,0,0,0,0.666664402160675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.359613312387033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21665841002561,0,0,-2.75192693619333,0,0,0,0,0,0,-2.72572625746694,0,-2.5440377704379,0,0,0,0,0,4.7664772722042,0,-2.4614529636072,0,0,4.72109636545731,0,4.4064026747727,0,-4.26336159340866,0,0
"SRR6024852",0,5.45662866436368,0,0,0,-2.50010761477626,0,0,0,3.35958503442476,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10656832833335,0,0,0,0,5.12440687485735,0,0,0,0,0,0,-4.72803578025532,0,0,-4.42515791813117,0,0,0,0,0,0,0,0,0,0,-2.50950392260491,0,0,0,0,0,0,0,-4.33031341318232,0,0,0,0,0,0,4.34658829574511,0,-2.49470885466024,0,0,0,0,0,0,-4.32096248636349,0,0
"SRR6024853",0,0,5.35059356575271,0,0,0,0,-4.67499065261377,0,-0.0658500820546411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477600716149793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74947166762496,0,0,0,0,0,0,-2.7023686702317,0,0,0,0,0,0,0,0.0587103200169737,0,-2.84647614111954,0,0,4.68063983762364,0,0,0,-4.93024129895164,0,0
"SRR6024854",0,0,0,-4.37199179111512,0,0,-2.17748540889094,0,0,-3.28087552817947,0,0,0,0,0,0,0,0,-2.21359572381008,0,0,0,0,0,0,0,0,0,5.68264310811622,0,0,0,0,2.04112362021746,0,0,0,0,0,3.771515360939,-3.83406026105626,0,0,4.12512667020987,0,0,0,0,0,0,0,0,0,0,0,5.99519646216549,-3.15038283152133,0,0,4.40136479280224,0,0,0,0,0,0,0,0,0,5.45662312748764,0,0,0,0,0,0
"SRR6024855",0,4.53534014266113,0,0,0,0,0,0,0,1.92179841229714,0,-2.78502981994,0,0,-2.46327509287815,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24692041873314,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82381314873049,0,0,0,0,0,0,-2.48466750200788,0,0,-4.26651761388391,0,0,0,-5.514251496997,0,0,0,0,0,0,0,-4.30357035339289,0,-2.40537609642352,0,0,-0.0477317614058658,0,0,0,-4.16623361031723,0,0
"SRR6024856",-2.46122613715301,5.3343324541481,-2.57184316280778,0,0,0,0,-4.46484192046146,0,3.34618849285392,0,0,0,-4.2629687184655,0,0,0,0,0,0,0,4.63459308484333,0,0,0,0,0,-4.45456302708171,4.5434947779516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49595412801241,0,0,0,0,0,0,0,0,0,0,-3.11179211627793,0,0,0,0,0,0,0,0,-4.32311936307877,0,0,0,5.38978204798565,0,0,0,0,0,0
"SRR6024857",0,0,6.3646738897242,0,0,0,0,0,-2.17664803221846,0,-2.92258354865091,-2.91898501573627,0,0,4.84968848900364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06206319562833,0,-5.14599592333551,0,0,-3.77006498199719,0,0,0,-4.10098073099396,5.05583035378746,0,4.20108956274135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36330483031012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6024858",-2.85553909179646,0,0,0,0,0,0,0,0,0,0,0,0,-4.94593878999056,-2.87826480389438,0,0,0,0,0,0,4.68209254405443,5.35778018906827,0,0,0,-2.48251239681066,0,0,0,-4.33817739481964,0,0,-2.55765135582025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75238679307845,0,0,4.98530087798233,0,0,0,0,0,0,4.4299820963281,0,0,0,-4.29983760169566,4.76727376769343,0,-2.68265699590063,0,0,0,0,0,0,-4.64649821617999,0,0
"SRR6024859",0,4.93674749572051,0,0,0,0,0,0,0,5.7784470136192,0,0,0,0,0,0,0,0,0,0,0,4.32731302141299,-2.58526244630671,0,0,0,0,0,0,0,-5.57183312502267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50607607972398,0,-2.96896720626565,0,0,0,0,0,0,0,-2.43218101567858,4.47780590790303,0,4.34065109771497,0,5.14240204725793,0,-4.21266109235977,0,0
"SRR6024860",0,0,5.57850144715918,0,0,0,0,-5.40470543392188,0,2.93208124286405,0,0,0,0,-2.88043361946661,0,0,0,0,0,0,0,-2.51974784087954,0,0,0,0,0,4.77676111639417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68759276445018,0,0,4.98905737674569,0,0,0,-2.5351997744423,0,0,0,0,0,0,0,-4.6550472180822,0,-2.71817096111652,4.36433128266535,0,4.39109481667122,0,0,0,-4.70801020831215,0,0
"SRR6024861",-2.57759687199216,-2.58090362662688,-2.5522191228075,0,0,0,0,-4.55941473415961,0,3.05023569074431,0,0,4.47025621075653,-4.46452874372104,-2.71399914441897,0,0,0,0,0,0,0,0,0,0,0,0,-4.42057319275145,5.27334304974585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70078440983211,0,0,0,-2.88378388020989,0,0,0,-2.50272990295207,0,0,0,0,0,0,0,0,4.99486019857166,0,0,0,0,4.33485534953491,0
"SRR6024862",0,0,-2.54041213647425,0,0,0,0,-4.72487866270573,0,3.14894334703485,0,0,0,0,0,0,0,0,0,0,0,0,5.1770823117589,0,0,0,0,-4.400122892538,4.6442771122171,0,0,0,0,-2.51338672539859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31321329747463,0,0,0,0,0,0,0,0,0,4.35331350745952,-2.84872231756459,0,0,0,5.73865376753887,0,-2.59406583028521,0,0,0,0,0,0,-4.49305381623232,4.93413179067723,0
"SRR6683548",0,0,0,0,-2.33179950293032,0,0,0,0,4.23149718606962,0,0,0,0,6.40470862495694,0,0,0,0,0,4.03879521213916,0,0,-2.29552625395397,0,0,0,0,0,0,0,0,0,0,0,3.97596810195654,0,0,3.83442056046034,0,0,0,0,0,0,0,0,0,0,-3.30726630560852,0,0,0,0,0,0,0,0,0,0,-2.33591167344104,3.75565829660369,-3.38736636027406,0,5.72835327547458,0,0,0,0,0,0,0,0,0,-4.04591770039312,-5.86709063984433
"SRR6683549",0,-4.84390972431283,0,0,-2.12115625894525,0,0,0,0,1.61251114227493,0,0,0.879461891724818,0,4.74856270926537,0,0,0,0,0,-3.6739504112859,0,0,-2.93349150169707,0,0,0,0,5.43180064918344,0,0,0,0,-2.92481316778475,0,-5.08095632451085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06592500924966,0,0,-3.29529030793289,0,0,0,0,0,0,0,0,0,0,0,0,-5.70761023902905
"SRR6683550",0,0,0,-4.30545773810725,0,0,0,0,0,0,0,0,0,0,0,-2.20663990963409,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82201243749544,0,0,0,-2.02942151589664,0,0,0,0,-3.42773023713002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44988283413033,0,0,0.893186939465226,0,0,-3.51506117550643,0,0,-3.53178391689185,0,0,0,-2.49125936694571,0,0,-5.19798149248943,-4.24332154130456,0,0,4.31498779838185,0,-6.11722918541131
"SRR6683551",0,5.31168022526873,0,0,0,0,0,0,0,-2.45630791858214,0,0,0,0,5.65615032760118,0,0,0,0,0,0,4.71923127191669,0,-5.53710780472415,0,0,0,0,4.25445011401803,0,0,0,0,0,0,-0.162450449954012,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20982458978439,0,0,0,0,0,0,-2.70048153878027,0,0,0,0,0,-2.58892080077861,0,5.5595792728905,0,0,0,0,4.6773712300692,0,0,0,0,0,-4.48414236372046
"SRR6683552",0,0,0,0,0,0,-2.75714397623938,-3.28991876495618,0,0,0,0,0,0,0,0,-1.89146952952081,0,0,0,0,0,0,-1.91681012484606,-3.27612132609844,0,0,0,0,0,2.8626823084118,0,0,0,0,3.32001252469581,0,0,0,-4.77551345062909,0,0,0,0,0,0,0,0,0,-2.34990911259734,0,0,0,0,0,0,-1.84688912874482,0,0,0,0,0,-2.48181690179521,0,4.07016197618769,0,0,0,0,-3.19890580693264,0,0,0,0,0,-4.29863296899249
"SRR6683553",-2.3349441868089,0,0,0,2.36160992134217,0,0,0,0,0,0,0,0,4.04424196439061,0,0,0,0,0,0,4.44663640250718,0,-2.21938055927178,-3.23847032050514,0,0,0,0,0,0,0,0,0,0,0,5.60919513391877,-0.854092147317129,0,0,0,0,0,0,0,0,0,0,0,0,-3.67306811023295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36194058658447,0,0,-3.84407988998935,0,0,0,0,0,0,0,0
"SRR6683556",-2.6657782967377,0,-2.17042029919876,0,0,0,0,0,0,5.62786697103118,0,0,0,-4.61726345166412,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7592782319911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69249506639019,0,0,0,0,0,0,0,0,0,-2.38591451378029,0,-3.68914695258358,-2.44004038422572,0,0,0,0,0,-3.37661259885655,0,0,0,-2.12799117689677,0,0,-4.22627391799884,-4.13252516038345,0,0,3.68578883644349,0,-5.84846457869674
"SRR6683557",0,-2.65538253467202,0,0,0,0,0,-4.73732699096191,0,-1.97372358747798,0,0,4.59925746358297,0,-5.15078245222571,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41858953360898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29971298938113,0,0,-0.0216688192983906,0,0,0,-2.21532874756187,0,0,0,0,0,-3.30054671269027,0,3.98321974043421,0,0,0,0,-3.8370619462451,0,0,0,0,0,-5.71671459913398
"SRR6683562",-2.51931118009506,0,0,0,-2.57380070621581,0,0,0,0,-2.56251567459001,0,0,0,4.36357496400095,0,0,0,0,0,0,4.45795359172245,0,0,-5.2327095829548,0,0,0,0,4.43840734358153,0,0,0,0,0,0,0.976906828941358,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.19784339535645,0,0,0,0,0,0,0,0,0,0,0,4.33489794775461,-2.55322009631319,0,1.67652328974362,0,0,0,0,0,0,0,0,0,0,-4.42230692972036
"SRR6683565",0,0,0,0,0,0,0,0,0,2.73067079451746,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23541033755659,0,0,0,0,3.89503297837021,0,0,0,0,0,0,-3.8718442804127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574376664315456,-2.82621973345575,0,0,0,0,0,0,0,0,0,-2.30604641820954,0,-3.49150897040342,0,0.565489089861641,0,0,0,0,0,0,0,4.89515617169914,0,3.99418956095114,-6.04747093182122
"SRR6683568",0,-2.2616009092865,0,0.283726048187799,0,0,0,0,0,4.7867926476107,0,0,-3.9172076813282,0,0,0,0,0,0,0,0,0,0,-2.25521473340283,0,0,0,0,0,0,0,0,0,0,0,-3.9061465002316,0,0,-3.73144372239652,0,0,0,0,0,0,0,0,0,0,-2.88962835998393,0,0,0,0,0,0,-2.86033807485049,0,0,0,0,0,-3.57948429371274,0,5.00498313448409,0,0,0,0,-4.95425087246481,0,0,0,0,0,-6.19984866160526
"SRR6683569",-2.42710339168,-2.30175236378416,4.7403727892284,0,0,0,0,-4.7670914237277,-2.93355809336255,0,0,0,3.98675204051592,-4.20386638961251,0,0,0,0,0,0,0,0,0,-2.59076529172374,0,0,0,0,0,0,0,0,0,0,0,4.48733711575152,0,5.08107166465883,0,0,0,0,0,0,0,-3.23933931262285,0,0,0,-2.90751225691657,0,0,0,0,0,0,0,0,0,0,0,0,-2.91990766788037,0,5.03595895260875,5.61070027241803,0,0,0,0,0,0,0,0,0,-5.05742843417875
"SRR6683571",0,-2.69780176647033,0,0,0,0,0,0,0,0,0,0,4.67272972827567,0,0,0,-2.85114074269861,0,0,-2.55316696618389,0,0,0,-2.74876590396066,-4.93832062588366,0,0,0,0,0,-4.94802201142146,0,0,0,0,-4.76100220377286,0,0,0,0,0,0,0,0,0,-2.6655426947388,0,0,-4.42221490563699,0,0,-4.51790144633721,0,-2.84862628917756,0,0,0,0,0,0,0,0,-2.72557271401485,0,0,-4.61685537703167,0,0,0,0,4.93396546463193,0,0,0,0,-4.72083042039712
